year,son_DET oeil_NOUN,son_DET deuil_NOUN
1875,1.1271408595359134e-07,4.857576634265115e-07
1876,6.34831542889458e-08,4.395452712913084e-07
1877,5.442638051356141e-08,5.288017810300971e-07
1878,7.548860625483655e-08,4.3239875147094153e-07
1879,7.514469979597038e-08,5.3151131673701e-07
1880,8.086486369407453e-08,4.3577177155640356e-07
1881,7.600033402610507e-08,4.587909891995423e-07
1882,7.853354522247002e-08,6.056400438936294e-07
1883,7.520013589612518e-08,6.218229584575852e-07
1884,8.648222671325811e-08,5.670857561312914e-07
1885,6.510092132039347e-08,5.97510432243098e-07
1886,6.517998624167021e-08,5.911372635836187e-07
1887,9.336362327694303e-08,5.151321360585825e-07
1888,6.784457795561138e-08,5.535356351060727e-07
1889,8.269980822372958e-08,5.882963556302911e-07
1890,6.816562025946382e-08,5.433586220959796e-07
1891,5.6093137912327506e-08,5.105750240375073e-07
1892,6.958048670568928e-08,4.789143357442072e-07
1893,6.959010884211025e-08,4.834357132388334e-07
1894,6.490585358065459e-08,5.891938954505349e-07
1895,6.199172841725442e-08,5.452864781929634e-07
1896,7.135404839209158e-08,5.637559805649062e-07
1897,9.031406100756811e-08,4.719638031502882e-07
1898,6.903192983909179e-08,5.035935792818691e-07
1899,6.411990760568642e-08,4.527086598926644e-07
1900,8.513327132142479e-08,4.786151066582534e-07
1901,6.8182615997614e-08,4.7560169313953793e-07
1902,7.119911560327097e-08,3.9969711806975283e-07
1903,7.884321795437188e-08,4.357977747559971e-07
1904,8.653146732484629e-08,4.6812985221578174e-07
1905,8.773290560704083e-08,4.206018724417504e-07
1906,9.105206666415455e-08,5.154472706436763e-07
1907,7.55997945911524e-08,4.515416360817426e-07
1908,9.036955872510077e-08,5.569514929248953e-07
1909,8.801573370131877e-08,5.275443442087635e-07
1910,9.672912570923842e-08,4.996780607058326e-07
1911,9.204247197747151e-08,4.974549785430327e-07
1912,8.33507408648515e-08,4.5269870252440114e-07
1913,8.749933022578205e-08,4.963598616569698e-07
1914,9.978148290956668e-08,4.855139330572911e-07
1915,1.0131455407957901e-07,5.419150670427086e-07
1916,7.910972676938854e-08,4.999295395435865e-07
1917,8.992467714907804e-08,6.612753953305628e-07
1918,1.0567465924538055e-07,5.869538330927071e-07
1919,1.0865261401704629e-07,5.128771300988433e-07
1920,8.405177354120497e-08,5.118828854122626e-07
1921,8.784386740234851e-08,5.914315561739159e-07
1922,1.0845565395767309e-07,4.832547766397965e-07
1923,7.8558016092245e-08,6.305873192502531e-07
1924,9.92655077025617e-08,5.904363922226707e-07
1925,1.077821463191242e-07,5.268126983537513e-07
1926,1.2037829755229268e-07,5.216392544582504e-07
1927,9.699825842535148e-08,7.458831206008654e-07
1928,9.255093191828934e-08,5.107440408380626e-07
1929,1.1586022630183379e-07,4.7458132357292016e-07
1930,7.877702401515307e-08,5.178276687445305e-07
1931,8.439964283013524e-08,4.5165212902986696e-07
1932,9.64439224038216e-08,4.2632596342073725e-07
1933,8.144169960644376e-08,4.4620876504808393e-07
1934,7.668211488010002e-08,4.912447852944979e-07
1935,6.223507664770977e-08,4.5479479027221714e-07
1936,7.15358159375512e-08,4.595266851481483e-07
1937,7.806492940964915e-08,3.9662020867581305e-07
1938,9.46460623207912e-08,4.784164140403391e-07
1939,8.105847015826839e-08,3.8693946891044106e-07
1940,1.0143131579098963e-07,4.741914034767092e-07
1941,1.2101160473676487e-07,4.3091938906059113e-07
1942,1.5777901363200897e-07,3.9444753019424184e-07
1943,1.770973501180606e-07,6.648408845677523e-07
1944,1.8957798886276578e-07,5.462416563517536e-07
1945,1.3288874711747667e-07,5.402690277378497e-07
1946,1.1136883237838902e-07,4.1345679502313715e-07
1947,7.867774853842491e-08,5.114053855947986e-07
1948,1.0980606512944746e-07,3.7073136915921623e-07
1949,7.362756004880566e-08,3.63229310629265e-07
1950,9.890885976915342e-08,3.839365394497918e-07
1951,6.610069047674472e-08,3.966041575154122e-07
1952,7.908603016915094e-08,4.629168905978531e-07
1953,1.0127397986892106e-07,4.0940544643319754e-07
1954,9.3816346469211e-08,3.518112858813538e-07
1955,9.761031938282372e-08,3.988883294780976e-07
1956,7.325758666354432e-08,3.941955988295831e-07
1957,8.393285766405967e-08,3.569355202515112e-07
1958,8.520411043377862e-08,3.0524578775725786e-07
1959,7.983270222666761e-08,3.7358605720072546e-07
1960,9.965999936412118e-08,3.3704459045935664e-07
1961,1.2784612851701738e-07,2.9668639855984225e-07
1962,1.0591067267640142e-07,3.3422109346759044e-07
1963,9.37577721016325e-08,3.743844860792933e-07
1964,1.0403585543050653e-07,3.364434526531568e-07
1965,7.989183714585124e-08,3.6826851257387716e-07
1966,8.69634714240064e-08,3.988133929766491e-07
1967,1.222723224336697e-07,4.07245710043469e-07
1968,1.0554827453712612e-07,3.979394307407347e-07
1969,1.2580669073170014e-07,3.6334063580056863e-07
1970,1.1772736230319936e-07,3.1915150211503374e-07
1971,1.305152981245783e-07,3.427311119352794e-07
1972,1.1542830691269046e-07,3.34485568354026e-07
1973,1.455485733048434e-07,2.420296456584481e-07
1974,1.1082376183413345e-07,2.1377172698677782e-07
1975,1.3421978417582636e-07,2.484493770715801e-07
1976,1.6454957563194483e-07,3.2110021619402573e-07
1977,1.1283421469387989e-07,2.744457070491535e-07
1978,1.556434955363173e-07,3.2019787488124507e-07
1979,1.6678124059588129e-07,3.2654011761223956e-07
1980,1.6884897663382858e-07,3.4622566857933634e-07
1981,2.3278021710204655e-07,3.377843551533033e-07
1982,1.5208381332065812e-07,3.8672740254597215e-07
1983,1.736711942035285e-07,3.7702436639364123e-07
1984,1.6991095108664922e-07,3.519998124090762e-07
1985,1.9851341159782265e-07,3.476992480599961e-07
1986,1.9122408367877597e-07,3.9143990315793076e-07
1987,2.1571183883573042e-07,3.843703888506411e-07
1988,2.3206663785080295e-07,3.6758875321396545e-07
1989,2.0745101891872508e-07,3.6770419242770913e-07
1990,1.9451684085680654e-07,4.2826396917661214e-07
1991,1.8229156345528352e-07,3.9037358146032375e-07
1992,2.2039776986781945e-07,4.9754795128365e-07
1993,2.5258786262583044e-07,4.952051346762687e-07
1994,2.458115879178102e-07,4.673584892422866e-07
1995,2.4075681537283344e-07,5.297734624321038e-07
1996,2.535593770502942e-07,5.071187665350863e-07
1997,2.536499127403502e-07,5.566872509632503e-07
1998,2.4365139850157647e-07,5.707450796421654e-07
1999,2.3125218684416637e-07,5.502522251177311e-07
2000,2.1294912155855883e-07,5.959924509468806e-07
2001,2.028501091544399e-07,5.56413893626484e-07
2002,2.501677429656013e-07,5.85769286409743e-07
2003,1.6334337438195234e-07,5.717018440876132e-07
2004,1.9248937821458867e-07,6.298851520369908e-07
2005,2.562633493186084e-07,6.363798208397498e-07
2006,1.9559977032512776e-07,6.848051192775984e-07
2007,1.330161646662109e-07,7.082212238884722e-07
2008,1.9030755460391902e-07,6.735269746371841e-07
2009,1.3446302449260372e-07,8.425396273992192e-07
2010,8.219399899589419e-08,8.620922358204552e-07
2011,6.424272869232084e-08,8.661296497791682e-07
2012,8.204248816423565e-08,8.891908205299615e-07
2013,2.465586552702348e-07,9.109282643748884e-07
2014,2.682986582902558e-07,1.0197081046214862e-06
2015,1.3077795024685201e-07,1.0125316602938028e-06
2016,6.421154141733609e-08,1.0377413133255686e-06
2017,8.729171252497281e-08,1.058820801702609e-06
2018,2.442067519314861e-07,1.0553035725280324e-06
2019,3.109653968769166e-07,1.109169515345343e-06
