year,un_DET oeil_NOUN,un_DET deuil_NOUN
1982,6.691687629567511e-07,5.74814706055804e-07
1983,6.978424451631327e-07,5.50064044091414e-07
1984,7.672088324639503e-07,5.439469816792553e-07
1985,7.639758994315571e-07,6.009542445895022e-07
1986,7.810814461883808e-07,6.252248585525422e-07
1987,7.711851002234482e-07,7.216874742255186e-07
1988,8.928868568958137e-07,5.918598695586752e-07
1989,8.20474268081739e-07,5.987541058516399e-07
1990,8.483549498450316e-07,6.494792188505016e-07
1991,9.067686574937284e-07,6.512087971088931e-07
1992,8.617552911260873e-07,7.212516912602496e-07
1993,9.184005649309768e-07,7.439155815802678e-07
1994,9.705864676412546e-07,7.23719919548671e-07
1995,1.0064068654003222e-06,7.83544116700341e-07
1996,1.0505365315438553e-06,7.868347822181931e-07
1997,1.087482088379943e-06,8.635604871187752e-07
1998,8.272704219436378e-07,8.649386238346324e-07
1999,7.248339299881223e-07,8.418310351032687e-07
2000,7.249989516511235e-07,8.89349713872889e-07
2001,7.461203903602609e-07,1.063320091532205e-06
2002,7.509413508799412e-07,9.283808424243034e-07
2003,6.862922035111296e-07,9.408912049480023e-07
2004,5.580870736654475e-07,9.721374532034588e-07
2005,6.498910747332332e-07,9.903745237238581e-07
2006,7.193953415196574e-07,9.578212178951162e-07
2007,5.112933536555175e-07,1.0249834687670045e-06
2008,6.833190466792871e-07,9.80914116155418e-07
2009,5.211634195312342e-07,1.1319688510980086e-06
2010,3.703453637093901e-07,1.0831657313303822e-06
2011,2.768555717735932e-07,1.13495486786519e-06
2012,3.724252604642153e-07,1.231658657729895e-06
2013,5.090153002429432e-07,1.1223439138063895e-06
2014,5.524050900040933e-07,1.100046105761976e-06
2015,3.2229007335127235e-07,9.928041038165247e-07
2016,1.808279802006929e-07,1.0164065571416359e-06
2017,2.3646745878069808e-07,9.966852267950799e-07
2018,5.240377589643685e-07,9.899924720002673e-07
2019,5.050955644847477e-07,1.0522823998826425e-06
