year,aucun_DET essai_NOUN,aucun_DET décès_NOUN
1841,4.49438415373038e-08,8.988767952189392e-09
1842,1.220904248810939e-07,1.0062397581833693e-08
1843,5.316219864326399e-08,1.1223130869097986e-08
1844,9.604981887623154e-08,1.2074834687680891e-08
1845,5.022205196159035e-08,1.0044409970433321e-08
1846,9.425747293789755e-08,3.5127007969038004e-09
1847,7.496581133636937e-08,1.1325769655456952e-08
1848,1.0539240413720563e-07,1.769948759777762e-08
1849,4.6924722774122074e-08,4.273501774676447e-08
1850,1.0047714482652736e-07,2.987158342904195e-08
1851,7.481349229010448e-08,2.1283147688677673e-08
1852,9.570501990907587e-08,2.0182690407821724e-08
1853,5.5538964982559946e-08,9.55509071864924e-09
1854,6.702407451264492e-08,1.6106559475037585e-08
1855,8.119614136603559e-08,4.2986190607052777e-08
1856,9.629572317315649e-08,2.588594555374968e-08
1857,6.687667575278056e-08,2.5871997877402464e-08
1858,7.438387372715738e-08,3.229826267547864e-08
1859,6.670747065840033e-08,7.129042689513199e-09
1860,7.552353764594955e-08,7.781212646440494e-09
1861,6.696668197747613e-08,1.3204698057212028e-08
1862,7.770936627515823e-08,9.939570083661309e-09
1863,7.142307478780197e-08,1.7980634148262453e-08
1864,9.445613891045923e-08,2.01378568265298e-08
1865,7.625088205287511e-08,4.518570539957523e-08
1866,5.3521741039119775e-08,3.405929049904444e-08
1867,8.783588612004678e-08,6.017486242626546e-08
1868,8.842374299433686e-08,3.7543044451027185e-08
1869,5.86022301796163e-08,3.906815182475043e-08
1870,7.167560855947386e-08,4.1285152629910726e-08
1871,8.284518226986393e-08,4.567106359765205e-08
1872,8.768641923673215e-08,2.781776020643889e-08
1873,9.876907203221208e-08,5.267683933496414e-08
1874,9.917851473417727e-08,5.078417897319554e-08
1875,8.696721476297853e-08,3.718992758194872e-08
1876,1.1850189096662689e-07,4.2926704635348756e-08
1877,6.741449531943999e-08,2.1646856751544874e-08
1878,7.428078863114251e-08,1.69094480639842e-08
1879,1.0141480188963214e-07,5.803858904585013e-08
1880,7.252166245308445e-08,4.1074216472480884e-08
1881,7.739483542934522e-08,6.554157172544706e-08
1882,7.454031347720047e-08,1.0448954324004944e-07
1883,9.22623506482978e-08,6.951272624178273e-08
1884,1.0034579744910843e-07,9.704494541296071e-08
1885,1.044192947663447e-07,9.732909811432933e-08
1886,8.905779846912765e-08,1.0067403621860649e-07
1887,1.0250411630607914e-07,1.057685778960149e-07
1888,9.003672740703905e-08,4.438430334374743e-08
1889,1.0901337876845218e-07,7.267558554957532e-08
1890,9.700491965247693e-08,9.766036157543567e-08
1891,9.688814550656843e-08,6.62918905325327e-08
1892,1.0781841019991134e-07,8.838602294503062e-08
1893,1.1023565438250671e-07,8.252278238529698e-08
1894,9.011201029807125e-08,8.696124242923986e-08
1895,1.1014064860148665e-07,6.500103788553702e-08
1896,1.0024949581577403e-07,5.484236798025677e-08
1897,9.497543373981898e-08,7.574727689529936e-08
1898,1.0071871958672318e-07,9.053368099642967e-08
1899,1.5974701028653726e-07,7.959712711169686e-08
1900,1.297763301266741e-07,8.409505891648905e-08
1901,1.5313144352546715e-07,6.259387763662971e-08
1902,1.242301781445576e-07,8.838510900943675e-08
1903,1.414857742076947e-07,1.0854442988872393e-07
1904,1.230789159478718e-07,1.5747651627151527e-07
1905,1.2850290076471538e-07,1.4759770472494438e-07
1906,1.2963344886429695e-07,2.1245481551801504e-07
1907,1.2857108178110366e-07,9.77140226510187e-08
1908,1.3604547532963807e-07,1.3162522805032495e-07
1909,1.2102164070881827e-07,9.956780466779946e-08
1910,1.6139335379250497e-07,9.619471441624228e-08
1911,1.4631028122380485e-07,8.672209617088811e-08
1912,1.1825386359021195e-07,8.595545253342607e-08
1913,1.479534077475364e-07,1.1030218693974803e-07
1914,1.1384464571051467e-07,1.0179050491387898e-07
1915,1.3547876731578867e-07,1.13095313558631e-07
1916,1.219608289915186e-07,1.2525706871713282e-07
1917,1.4146687377092348e-07,1.2063067211798284e-07
1918,1.849306556778174e-07,2.1709251463164492e-07
1919,1.243059557509696e-07,1.243059468691854e-07
1920,1.5295907651591278e-07,1.1282625322905915e-07
1921,1.6660044366290094e-07,1.332803600817556e-07
1922,1.8813735813694166e-07,1.2173593866293686e-07
1923,1.2951456440646325e-07,1.061594776530228e-07
1924,1.7016944298120507e-07,7.73497492723152e-08
1925,1.60573396357222e-07,9.348451079915776e-08
1926,1.4712902185465282e-07,1.0477369905004252e-07
1927,1.3825038713832782e-07,1.3156085554300034e-07
1928,1.4054030650356708e-07,2.1937999239440842e-07
1929,1.3034275614387525e-07,1.849307409429457e-07
1930,1.1028783752919935e-07,1.470504518152893e-07
1931,1.642371358911987e-07,1.665182018939504e-07
1932,1.589132843093921e-07,1.983676085615116e-07
1933,1.8467766338403635e-07,1.617363336592348e-07
1934,1.4377895851680478e-07,1.6774212063808136e-07
1935,1.3045429625435645e-07,1.771306044062726e-07
1936,1.5398387276377434e-07,2.2915710840010206e-07
1937,1.7879387925745505e-07,2.455267971157582e-07
1938,1.2705910190646819e-07,2.6837994404615984e-07
1939,1.8811681812280767e-07,3.0129279693369426e-07
1940,1.673616729647165e-07,2.7386455059286163e-07
1941,1.5642963546724786e-07,7.673906665672803e-08
1942,1.4260795211384902e-07,7.282108072104165e-08
1943,1.1612940831184915e-07,1.2483911326910402e-07
1944,1.3816700317192954e-07,2.1849665543527408e-07
1945,8.496165726512572e-08,9.585417615198821e-08
1946,1.447794790720991e-07,1.5730848001993536e-07
1947,1.251691479353667e-07,8.22540098255331e-08
1948,1.4350891319736547e-07,7.719040073794758e-08
1949,1.1191389148734743e-07,9.326157801581303e-08
1950,1.3932323383869516e-07,1.3400555509690548e-07
1951,9.701875569589902e-08,1.3006910570823038e-07
1952,1.5711757228586976e-07,1.2021076400969832e-07
1953,1.5406573439236126e-07,1.3790498698540432e-07
1954,1.1824768719748135e-07,9.381634846761244e-08
1955,1.1262729771033264e-07,7.977767069178299e-08
1956,1.212238700531998e-07,9.33162151994793e-08
1957,1.4666162684306983e-07,1.2722454023617047e-07
1958,1.1167528590760867e-07,8.437688503448726e-08
1959,1.3098763851360218e-07,7.20819519628435e-08
1960,1.2319082998146769e-07,6.990041612198183e-08
1961,1.5008023979135032e-07,6.39230659515988e-08
1962,1.0717906562263124e-07,6.151697817813329e-08
1963,1.2285500972097907e-07,8.211887259079731e-08
1964,1.0342746215030729e-07,5.536411240569805e-08
1965,8.75526948718175e-08,5.8003660541317004e-08
1966,1.0635023706129232e-07,4.3204782862460434e-08
1967,9.367637865409506e-08,4.8317287948407284e-08
1968,7.680320912584193e-08,4.8507289740484794e-08
1969,8.1751641900496e-08,5.904285149682664e-08
1970,8.461653777658285e-08,4.552737653540362e-08
1971,7.245140132283723e-08,4.3162539320462656e-08
1972,7.643918831234942e-08,4.6171320100540925e-08
1973,6.670976482325841e-08,2.866865900230664e-08
1974,7.594521989062741e-08,3.487854582928662e-08
1975,9.024138769575529e-08,3.712461937865896e-08
1976,6.456285372991033e-08,2.9138987667209904e-08
1977,7.110905908547238e-08,3.584836960612847e-08
1978,7.544550761906521e-08,3.445542962055015e-08
1979,8.953518992882437e-08,4.7986180362613595e-08
1980,8.75513244125159e-08,4.7186750951055956e-08
1981,4.997184088750828e-08,4.364629280217969e-08
1982,6.828252407942159e-08,4.034876432967849e-08
1983,6.694235032966844e-08,4.9890995335033494e-08
1984,6.088958848238235e-08,4.1172959264201836e-08
1985,5.8350913434424e-08,3.549179128370383e-08
1986,5.634816169219903e-08,3.7765258475985775e-08
1987,6.049708556332689e-08,3.360949296649096e-08
1988,5.276967396383725e-08,2.818380329117076e-08
1989,6.201577917863688e-08,3.8416855474565637e-08
1990,4.5223803368799054e-08,4.14097480749831e-08
1991,5.0994747091692716e-08,2.5790447555351648e-08
1992,3.361065914475603e-08,3.691662531224438e-08
1993,4.7083264398395386e-08,3.711268892203634e-08
1994,5.2221774460292636e-08,4.0616934704473806e-08
1995,5.802022418066599e-08,3.3619195427547766e-08
1996,4.857664048785182e-08,2.348760541615036e-08
1997,3.5482218940785515e-08,2.445396130035249e-08
1998,5.483348441970293e-08,2.765514928171342e-08
1999,4.93581731042525e-08,4.6159030819836744e-08
2000,3.799507197754792e-08,2.4299173784214645e-08
2001,4.07452684925147e-08,4.030715006209107e-08
2002,4.4250336728168804e-08,3.2859160281617505e-08
2003,4.500276862273722e-08,4.791961494277075e-08
2004,4.5369348278256894e-08,3.611928711677592e-08
2005,4.819012122680988e-08,3.963299644027529e-08
2006,4.8591100920702957e-08,3.911995438699023e-08
2007,4.473817050154594e-08,2.955914868429943e-08
2008,5.194076369008371e-08,4.044567525340881e-08
2009,5.48342136141855e-08,4.243691531513605e-08
2010,3.117703517574455e-08,2.8815137831372795e-08
2011,5.812437464669529e-08,4.3975679098195997e-08
2012,4.799996489168734e-08,2.6893596460908498e-08
2013,3.458514985510419e-08,2.7054511964053063e-08
2014,2.6201886438315114e-08,3.5080213400817684e-08
2015,2.7042220018813623e-08,2.5047302010250405e-08
2016,3.873405907128813e-08,3.024156391973065e-08
2017,3.446387486505387e-08,2.666547960217258e-08
2018,2.349134664569874e-08,2.9945013135801446e-08
2019,2.0662999977716368e-08,2.0152804092177234e-08
