year,bien_ADV étendre_VERB,bien_ADV détendre_VERB
1906,2.623534101076075e-08,2.572092316910357e-09
1907,3.805704196224724e-08,2.057137349353866e-09
1908,3.290630701258124e-08,2.4556945366072114e-09
1909,3.245580160182726e-08,1.6502950117569526e-09
1910,2.5651923252212327e-08,3.206490406526541e-09
1911,2.979409430281521e-08,2.6601871816467337e-09
1912,3.542406545875565e-08,5.209421227725386e-10
1913,2.8105844762649212e-08,1.060597942803554e-09
1914,2.5447626228469744e-08,2.678697486047099e-09
1915,1.5314990164938536e-08,3.534228465440492e-09
1916,1.648119329900055e-08,5.493730803607377e-09
1917,3.070598708632133e-08,1.0966424435210342e-09
1918,2.067547733020092e-08,1.033773866510046e-08
1919,2.1178051312631396e-08,9.207848372660976e-10
1920,2.7260034229925623e-08,8.329454459499175e-09
1921,3.180553775905537e-08,0.0
1922,2.3609393551282665e-08,0.0
1923,2.653987074552333e-08,0.0
1924,1.5469948877466777e-08,0.0
1925,2.639562701745035e-08,0.0
1926,2.8979959765251806e-08,0.0
1927,2.1183527820767267e-08,1.1149224876660924e-09
1928,1.9424270192303084e-08,0.0
1929,1.0026365515614089e-08,0.0
1930,1.995684684175103e-08,1.0503603542488804e-09
1931,3.649714130915527e-08,0.0
1932,2.6302888755935783e-08,0.0
1933,1.605892663292252e-08,0.0
1934,1.1981580172459871e-08,0.0
1935,1.555876849579363e-08,0.0
1936,1.4549657478823974e-08,0.0
1937,2.0145789036973838e-08,1.2591118148108649e-09
1938,2.9819993585533666e-08,0.0
1939,2.4470480752825097e-08,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0
1941,3.246652724442356e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,3.534504600111177e-08,0.0
1945,8.714016175304096e-09,0.0
1946,1.3921104269343232e-08,1.3921104269343232e-09
1947,1.3112957830685446e-08,0.0
1948,1.522064252412747e-08,0.0
1949,9.817008539414473e-09,0.0
1950,1.808011518278363e-08,2.1270722960764488e-09
1951,8.529121409139861e-09,0.0
1952,1.687168627029223e-08,0.0
1953,7.54167928107563e-09,0.0
1954,2.247683283940205e-08,9.772536113672459e-10
1955,2.1586897602787758e-08,9.385607846468247e-10
1956,7.849027205963921e-09,8.72114158667614e-10
1957,2.5621609722747962e-08,0.0
1958,2.1507833736222892e-08,8.272243445794913e-10
1959,1.6276571201956358e-08,0.0
1960,1.3841666479663672e-08,1.3841666701708277e-09
1961,2.153929301584867e-08,0.0
1962,2.473363025501385e-08,6.341956404476434e-10
1963,1.3578711488548834e-08,0.0
1964,1.4601523545820783e-08,0.0
1965,2.3529786119524942e-08,0.0
1966,1.2185964237687585e-08,0.0
1967,1.9228309611207806e-08,9.860671168482327e-10
1968,1.4372530721118437e-08,1.3474247273492779e-09
1969,2.5888018839737015e-08,9.083515606356229e-10
1970,1.74751555448438e-08,1.8394900047624674e-09
1971,2.003974941544584e-08,4.624557625731995e-09
1972,1.2825367434743384e-08,0.0
1973,1.7090931336838366e-08,0.0
1974,1.406392957647995e-08,5.625571675160757e-10
1975,1.1994108817248161e-08,1.7134440533084216e-09
1976,5.713526984862938e-09,5.713526873840635e-10
1977,1.5279633558407113e-08,5.876781838942691e-10
1978,1.841583241457556e-08,0.0
1979,1.6970723493159312e-08,1.1703946700691858e-09
1980,1.6486936260662333e-08,1.1370301367108482e-09
1981,1.9609203150139365e-08,1.2651099057237047e-09
1982,1.4898005495922462e-08,0.0
1983,8.841442245000053e-09,1.89459470334441e-09
1984,1.333771937339634e-08,0.0
1985,1.564045071233977e-08,1.8046674155058895e-09
1986,1.2588419195935785e-08,5.994485463567401e-10
1987,1.5277041853778428e-08,6.110816852533674e-10
1988,9.594486094499644e-09,0.0
1989,1.9757239400064464e-08,5.488122178931576e-10
1990,1.3076762783725826e-08,5.44865097484859e-10
1991,1.3481369798284959e-08,0.0
1992,1.5427843891302473e-08,1.1019888335184191e-09
1993,6.647049133334804e-09,1.1078414852150331e-09
1994,9.494868002946077e-09,1.0549853213248639e-09
1995,1.3556126887692699e-08,0.0
1996,1.4946657245218375e-08,1.6014276571496566e-09
1997,1.965906726297817e-08,9.58978896292706e-10
1998,1.144351013948608e-08,4.768129224785866e-10
1999,1.416762351880152e-08,2.7421207526856506e-09
2000,1.590491294223284e-08,1.7672125984802278e-09
2001,2.1467938537966802e-08,0.0
2002,2.0153619217921914e-08,3.504977197366088e-09
2003,1.3334153337041244e-08,8.333845835650777e-10
2004,1.497629043001325e-08,1.3214374039449694e-09
2005,1.4411998705554652e-08,4.5037495954858286e-10
2006,1.4000825387938676e-08,3.294311934354255e-09
2007,1.5977917655618512e-08,1.997239706952314e-09
2008,4.6831836186811415e-09,5.5346713878634546e-09
2009,1.1443662017995848e-08,3.337734755248789e-09
2010,8.502827775203059e-09,7.085689368580006e-09
2011,1.185431308670104e-08,4.206369030868018e-09
2012,9.531907707582832e-09,4.765953853791416e-09
2013,1.3666713094551142e-08,5.29933741333366e-09
2014,1.6024294779981574e-08,6.712880029624557e-09
2015,1.4186082530898148e-08,7.093041265449074e-09
2016,1.677785377296459e-08,8.492493819289848e-09
2017,1.2578056818313144e-08,7.043711836018929e-09
2018,1.290733386838383e-08,9.551427204712581e-09
2019,1.836711227554133e-08,6.12237061048404e-09
