year,un_DET hiver_NOUN,un_DET divers_ADJ
1847,9.481287079893264e-07,1.0247124926365814e-08
1848,7.852136434394197e-07,8.84974404868899e-09
1849,8.304000296277536e-07,3.3517659758786067e-09
1850,9.368814417598514e-07,1.1541293254424545e-08
1851,8.403618423358239e-07,1.5478653248024443e-08
1852,8.424645727700408e-07,5.859490670445666e-09
1853,1.0391161140432814e-06,7.166318205520383e-09
1854,9.513261769455994e-07,3.1173986725363534e-09
1855,1.2089202741094596e-06,6.368324534378189e-09
1856,9.132561977764908e-07,5.177189343896771e-09
1857,1.0124250309218041e-06,2.1966791163841037e-08
1858,1.1607799095258997e-06,3.9149408159744326e-09
1859,9.323769560865003e-07,6.619825576592575e-09
1860,1.0431401911148441e-06,7.323494255473406e-09
1861,9.747896925205168e-07,9.431927239234028e-09
1862,1.0395886427261303e-06,2.3041730301542884e-08
1863,8.995312370529973e-07,5.993545049154392e-09
1864,8.438721348369427e-07,9.109982990196386e-09
1865,1.0256213727188879e-06,1.8827377989971694e-09
1866,9.356573684726754e-07,1.0217787504984699e-08
1867,9.385337165213059e-07,4.367530337390235e-09
1868,9.074548579235397e-07,2.469937032678615e-09
1869,8.477789457117524e-07,7.325278605918584e-09
1870,9.145808093080632e-07,9.747882945276842e-09
1871,1.4487285220354806e-06,9.55905954391767e-09
1872,1.023814583334115e-06,3.023669647994609e-09
1873,1.1325520752336615e-06,7.183205141814142e-09
1874,1.0348022705386484e-06,7.766991660940192e-09
1875,1.0201482751881485e-06,1.1443054503956773e-08
1876,9.449920952420143e-07,6.650616501957529e-09
1877,1.2394371040613805e-06,1.1132668453761596e-08
1878,9.028437588654015e-07,7.850815109122777e-09
1879,1.0202572653383868e-06,1.2218650868867087e-08
1880,1.3740608721946046e-06,1.1552123257985158e-08
1881,1.1100231915861514e-06,1.2550514016940184e-08
1882,9.856625524662377e-07,8.652000893505374e-09
1883,8.82811647784365e-07,6.319339107552224e-09
1884,9.691291005253788e-07,5.281357573494461e-09
1885,8.849857913162396e-07,6.445635580831777e-09
1886,9.312348225876121e-07,5.162771099520569e-09
1887,8.7552878369479e-07,2.6115699047757346e-09
1888,9.561647189570976e-07,6.340614699951175e-09
1889,8.971676059843503e-07,1.2530273485467092e-09
1890,7.81282874839917e-07,3.9326319978272295e-09
1891,1.1562835666723004e-06,4.4619540284784875e-09
1892,9.452916742702655e-07,6.268512375839919e-09
1893,9.102139451044877e-07,5.542574843531156e-09
1894,9.137232126477102e-07,8.192000855444803e-09
1895,1.062887328373563e-06,1.8657704714541978e-08
1896,9.989567146817535e-07,1.0614651768658945e-08
1897,9.788878756467057e-07,4.661370844871726e-09
1898,8.198956038540928e-07,9.053367722167138e-09
1899,7.9486577675425e-07,1.6029977345510815e-08
1900,8.393933086381367e-07,8.30568502863116e-09
1901,7.611862145040504e-07,6.147612641171918e-09
1902,6.820384221839504e-07,6.8743973291596205e-09
1903,8.100330326499261e-07,4.860198243861191e-09
1904,8.008191514363716e-07,1.9886112312406112e-08
1905,8.47912730250755e-07,2.2707339675243077e-08
1906,7.597960305361084e-07,2.05767382577271e-08
1907,8.115406764375166e-07,1.4399961556499363e-08
1908,7.391640295395518e-07,1.3260750275634337e-08
1909,8.807074394212577e-07,5.5009836685826485e-09
1910,8.759063021557267e-07,4.275320542035388e-09
1911,8.597724487913183e-07,1.0108711201439746e-08
1912,8.772665296419291e-07,1.354449502555255e-08
1913,8.813568754817425e-07,1.007568084521182e-08
1914,9.174538639911134e-07,8.036092513652449e-09
1915,7.916671922458818e-07,9.424609537234119e-09
1916,8.713057297882187e-07,1.538244731591476e-08
1917,1.3104877751857202e-06,1.315970976634162e-08
1918,1.037219760746666e-06,1.1486376294556067e-08
1919,8.287063479883727e-07,1.3811772670013767e-08
1920,7.064892102448539e-07,1.9687802943479937e-08
1921,8.095266892382824e-07,1.5145494747237365e-08
1922,8.455114297589716e-07,6.640141769764796e-09
1923,7.579786966971369e-07,3.1847843917631735e-08
1924,8.263531476870867e-07,4.898817340670547e-08
1925,9.084494969613388e-07,2.4195990988573612e-08
1926,8.370749924324628e-07,2.0063049888108253e-08
1927,8.752141553713955e-07,8.919379901328739e-09
1928,9.940656120477342e-07,1.2568645457733396e-08
1929,8.477849142707328e-07,5.124586976990031e-08
1930,1.003094133977811e-06,7.877702756786675e-08
1931,8.485585425432873e-07,8.782124449879802e-08
1932,7.594959114953781e-07,2.6302888755935783e-08
1933,7.157693460158043e-07,1.7205992852709073e-08
1934,9.153927322813615e-07,6.350237669039416e-08
1935,7.587892341121005e-07,3.231436807027421e-08
1936,8.972288867425959e-07,3.8799086610197264e-08
1937,9.493703210239346e-07,1.3850230295986421e-08
1938,8.038432852686128e-07,6.093650739558143e-08
1939,7.769377887711926e-07,3.058810182920979e-08
1940,1.0422067546755898e-06,2.7893612752905028e-08
1941,1.0920559105898064e-06,2.9515025090631752e-08
1942,1.1165899351794906e-06,2.1239483061208375e-08
1943,1.1293584591953731e-06,1.4516175816936538e-08
1944,1.1310415430898502e-06,1.927911696952833e-08
1945,1.2112482536963398e-06,5.2284097940002994e-08
1946,9.160086733572825e-07,9.744773254993788e-08
1947,1.0251949191797394e-06,5.364391952866754e-08
1948,9.295464238334716e-07,3.0441286602567175e-08
1949,9.080732823463222e-07,5.8902051014442236e-08
1950,7.21077501708578e-07,9.465471606517895e-08
1951,8.667719413324448e-07,7.249753353200106e-08
1952,7.602803506756572e-07,2.003512733494972e-08
1953,9.308586719214418e-07,3.2321481602259894e-08
1954,7.495535001567077e-07,7.231676590890856e-08
1955,7.958995666967894e-07,2.4402579956728232e-08
1956,8.511834366231597e-07,1.0465369681966763e-08
1957,8.543481584410983e-07,3.180613605824334e-08
1958,8.809939231468888e-07,4.218844296133284e-08
1959,8.618831799367399e-07,1.5501495198577686e-08
1960,7.467579301589922e-07,2.076249977500666e-08
1961,8.712991714787677e-07,2.292892631317045e-08
1962,7.31861796055e-07,2.6636216454711814e-08
1963,1.0255160631800209e-06,3.620989952324294e-08
1964,9.630921766756728e-07,2.007709554163739e-08
1965,7.890686646305767e-07,2.517139974234084e-08
1966,7.776861075114994e-07,3.6557893046129664e-08
1967,7.809651592083355e-07,7.296896753494764e-08
1968,7.590492643316793e-07,4.760900651490374e-08
1969,7.344022137090178e-07,3.724241381952709e-08
1970,7.771845460524673e-07,2.3913370839068193e-08
1971,7.990208246155817e-07,3.5454942093338104e-08
1972,7.926076932562864e-07,2.61637485010624e-08
1973,7.216783899366419e-07,2.591205788826656e-08
1974,7.290740882126556e-07,2.81278591529599e-08
1975,6.653874500273105e-07,1.3707552426467373e-08
1976,6.410576922633027e-07,3.8851982964160925e-08
1977,7.05213835772156e-07,3.9962115061520365e-08
1978,7.621778905786414e-07,6.178214839724916e-08
1979,7.554897649697523e-07,4.0378615340230795e-08
1980,8.533410991162782e-07,7.561250403576025e-08
1981,7.375590556080169e-07,5.1236952236521915e-08
1982,6.846874924804069e-07,1.0614828949151445e-07
1983,7.325766446797388e-07,4.104955431127877e-08
1984,7.300951523347976e-07,5.5090580985961424e-08
1985,7.465307305665192e-07,5.353846721511957e-08
1986,7.888743027706369e-07,6.773768662649005e-08
1987,7.381866922173685e-07,4.460896435576345e-08
1988,6.860057553126353e-07,5.876622566347578e-08
1989,7.403476587342084e-07,7.68337073964176e-08
1990,8.074900605947732e-07,4.41340716195171e-08
1991,7.907116810201842e-07,5.040860023841631e-08
1992,7.581683334478839e-07,5.675242370495326e-08
1993,7.99861538780533e-07,8.862731704084581e-08
1994,7.854365762227644e-07,6.857404599713846e-08
1995,6.881090399701861e-07,3.9041647581505856e-08
1996,7.494681284470062e-07,7.04628171366295e-08
1997,7.523189395897134e-07,6.377209971208941e-08
1998,7.757746232073259e-07,5.340304676249019e-08
1999,7.001547928098262e-07,5.529943403193016e-08
2000,6.768424469782985e-07,7.466473384010186e-08
2001,6.545530695234447e-07,7.228999793218449e-08
2002,6.422870697520011e-07,6.48420810378525e-08
2003,7.229611327375096e-07,6.25038470980499e-08
2004,7.391239620346823e-07,7.400049162331612e-08
2005,6.616008363380388e-07,4.2335244643254555e-08
2006,7.535738859587582e-07,5.147362464041905e-08
2007,6.89047702451262e-07,7.309897182006253e-08
2008,7.505866079782209e-07,6.301010624376602e-08
2009,7.881822057242971e-07,5.721831142224687e-08
2010,7.884010670977659e-07,3.070465481869178e-08
2011,8.462450011847977e-07,3.823971883587518e-08
2012,8.990631172878238e-07,2.382976976855744e-08
2013,9.5555422774396e-07,2.5659950608769577e-08
2014,1.1022115984360426e-06,3.356440055057863e-08
2015,1.0003405037650737e-06,2.393901506192453e-08
2016,1.04146975132835e-06,1.677785460563186e-08
2017,9.176950186429167e-07,1.3332739912108593e-08
2018,9.78117711269988e-07,1.4714360008216687e-08
2019,1.0254970561618393e-06,2.0663000865894787e-08
