year,les_DET oies_NOUN,les_DET bois_NOUN
1931,3.25052660343772e-07,1.4708347634950769e-05
1932,2.487814780849362e-07,1.3450639585244062e-05
1933,4.886502225076583e-07,1.1726458012617513e-05
1934,3.9059950296405077e-07,1.112010494352944e-05
1935,4.176931147625851e-07,1.1162818850607437e-05
1936,4.910509403543983e-07,1.1328120876896719e-05
1937,3.361828575521031e-07,1.0133332068562595e-05
1938,3.656190541434512e-07,1.1789269137807423e-05
1939,4.863508173968967e-07,1.065536486066776e-05
1940,3.52473818132637e-07,1.1844642415326234e-05
1941,1.345885138448466e-06,1.1203904023204814e-05
1942,5.006449459443729e-07,1.2925742339575663e-05
1943,6.532279093196536e-07,1.2971654996363213e-05
1944,4.530592363494179e-07,1.323832714206219e-05
1945,4.6837837075486277e-07,1.1086407084803795e-05
1946,4.705333092047681e-07,1.064964504848831e-05
1947,3.7193117963241207e-07,1.2069881904608337e-05
1948,5.175018493730477e-07,1.0168476705985086e-05
1949,3.16107669373622e-07,1.001334806005616e-05
1950,4.094614123317797e-07,1.0413082179638877e-05
1951,4.040671335303614e-07,1.1641184187283216e-05
1952,4.112473401818306e-07,9.440762710255513e-06
1953,3.8247087186249473e-07,9.581165045347007e-06
1954,4.3780963210338086e-07,9.552653864375316e-06
1955,3.144178606362402e-07,8.71265945079358e-06
1956,3.1657744337110216e-07,9.554010603096685e-06
1957,3.454499761801344e-07,8.460432127321837e-06
1958,4.309838868010729e-07,8.863708387707447e-06
1959,6.960171283765249e-07,8.480868189053581e-06
1960,4.429333402278246e-07,8.29046638273212e-06
1961,4.2383771337028975e-07,9.491185608112573e-06
1962,3.640283017247725e-07,8.612376689143275e-06
1963,3.633921794587991e-07,9.170803423330653e-06
1964,3.814648197320025e-07,8.742662942040624e-06
1965,3.2175616215823766e-07,8.39958636333904e-06
1966,3.5505469142549373e-07,8.160718778071896e-06
1967,3.3033247959224354e-07,8.600970488714665e-06
1968,3.876091891896749e-07,8.762302968534641e-06
1969,5.173062227470382e-07,8.985413217033056e-06
1970,3.3386743991670187e-07,7.78518159449959e-06
1971,3.2834358609790115e-07,7.643366359388892e-06
1972,3.303814661848037e-07,7.702402513132256e-06
1973,2.84481314949403e-07,7.406437987356185e-06
1974,3.200950375870093e-07,6.997648597462103e-06
1975,2.918566441856285e-07,6.252357479752391e-06
1976,2.7653470180410977e-07,7.406444751723029e-06
1977,3.7846475819947045e-07,6.8617304123108624e-06
1978,4.829700692710048e-07,7.942570505292679e-06
1979,3.388292570960516e-07,7.663744156616303e-06
1980,3.54753392883822e-07,6.856291861367936e-06
1981,3.554958780682682e-07,6.712673041420203e-06
1982,3.401711134998209e-07,6.8400469785956375e-06
1983,3.5555230404327176e-07,6.671500045740686e-06
1984,3.815747575686146e-07,7.034197437860712e-06
1985,3.332619105123058e-07,6.747050008470978e-06
1986,3.2909725256047295e-07,5.981297590551549e-06
1987,3.7337091995937044e-07,6.8422816070778936e-06
1988,3.4240321689082975e-07,6.023538276167528e-06
1989,3.1227413765932965e-07,6.794843955049146e-06
1990,3.154768948299136e-07,6.816262498432479e-06
1991,3.950627576188026e-07,6.151021580080851e-06
1992,3.845941041191736e-07,6.123200932961481e-06
1993,3.788817872774075e-07,6.576147143277922e-06
1994,3.8559713733121725e-07,6.703376556060903e-06
1995,3.3185399583857134e-07,5.850282065011925e-06
1996,3.763354907704297e-07,5.910869418812581e-06
1997,4.1331989386605983e-07,5.722226944726572e-06
1998,3.943242976589545e-07,5.70697372381801e-06
1999,3.934943126893131e-07,6.05414561505313e-06
2000,3.088204154622076e-07,5.342725614809751e-06
2001,4.359305627588128e-07,5.400281480660851e-06
2002,4.714194483668166e-07,5.779707493047681e-06
2003,3.7752320558581687e-07,5.572009456500382e-06
2004,3.255140867963746e-07,5.461500506953598e-06
2005,3.5804809073169963e-07,5.39323994530605e-06
2006,3.446673750850948e-07,5.805812776316088e-06
2007,3.4592192310611836e-07,5.52356604544002e-06
2008,3.533675041467177e-07,5.839078511371554e-06
2009,4.0672683043752045e-07,6.07181650025268e-06
2010,3.561739898572114e-07,6.1357346510249045e-06
2011,7.32673059999911e-07,7.110293609002838e-06
2012,4.592336786402029e-07,8.438802126420342e-06
2013,5.667502041006856e-07,8.515477759374335e-06
2014,5.31833337813481e-07,9.094003871723544e-06
2015,5.257716888529274e-07,9.777757497886341e-06
2016,7.146123239820668e-07,1.0427332739482154e-05
2017,4.170883656229307e-07,8.10580280585782e-06
2018,4.773131925261964e-07,9.167820991251574e-06
2019,5.255034762896571e-07,9.106771273081904e-06
