year,suis_VERB au_ADP,suis_VERB beau_ADV
1960,1.0464300430612639e-06,2.7683332959327345e-08
1961,1.01998978152551e-06,2.640300600376122e-08
1962,1.115550162467116e-06,2.0928455413127267e-08
1963,9.938323728420073e-07,2.5217607557692645e-08
1964,1.154737219621893e-06,2.1293889318485526e-08
1965,9.313417876910535e-07,2.407699106754535e-08
1966,9.261332820642565e-07,1.9940669560014612e-08
1967,1.1433447753006476e-06,3.254021407883556e-08
1968,1.1394721468604985e-06,2.380450325745187e-08
1969,9.192517609335482e-07,2.2254612375149918e-08
1970,9.684914630270214e-07,2.0694262303777577e-08
1971,9.88627675724274e-07,2.569198720436816e-08
1972,9.783190080270288e-07,1.7955514408640738e-08
1973,9.140891847891908e-07,1.8193572870472963e-08
1974,8.393353141400439e-07,1.1813700240281833e-08
1975,8.081744340415753e-07,2.227477224892027e-08
1976,9.73584974417463e-07,1.8283285996290033e-08
1977,7.968916406753124e-07,1.8218024422367307e-08
1978,8.328709100169363e-07,1.6633656230169436e-08
1979,9.357305543744587e-07,2.63338808537128e-08
1980,9.687496458354872e-07,1.989802811408481e-08
1981,1.0076599892272498e-06,2.0241758491579276e-08
1982,8.870520673553983e-07,3.3520510811513304e-08
1983,9.068793929145613e-07,2.652432762317858e-08
1984,8.942071190176648e-07,2.8995042811175153e-08
1985,9.053414942172822e-07,1.7445119127046382e-08
1986,9.519242780697823e-07,1.6784559520033326e-08
1987,9.160114586848067e-07,1.8943532964499354e-08
1988,8.485123430546082e-07,1.9788627625416666e-08
1989,1.034511001307692e-06,1.8659616074501173e-08
1990,9.665907327871537e-07,1.8525414091641323e-08
1991,9.853123401626362e-07,1.934283488935762e-08
1992,8.567963050154503e-07,1.7631821336294706e-08
1993,9.660377600084757e-07,3.489700617365088e-08
1994,1.0201707709711627e-06,2.4264663167627987e-08
1995,1.0481597882971982e-06,2.4943274112843028e-08
1996,9.384365853293275e-07,2.5622842514394506e-08
1997,9.4219677748697e-07,2.205651483677684e-08
1998,9.917708894136013e-07,2.0979769033147022e-08
1999,9.35063155793614e-07,3.3362468343511864e-08
2000,1.0223325261904392e-06,2.5182780305499364e-08
2001,1.0330896884624963e-06,2.6287271026603776e-08
2002,1.089171632884245e-06,3.1544793444027164e-08
2003,1.121318973673624e-06,2.541822929913451e-08
2004,1.1681506748573156e-06,2.8631143678126136e-08
2005,1.1119757346023107e-06,2.612174831995162e-08
2006,1.2382495242491132e-06,2.84134404893166e-08
2007,1.476759052820853e-06,3.6349764087617586e-08
2008,1.478183094150154e-06,3.5762493411084506e-08
2009,1.6807878182589775e-06,3.4330987830344384e-08
2010,2.1521600501728244e-06,3.023227534981743e-08
2011,2.4630203370179515e-06,4.1298896746866376e-08
2012,2.8942956760147354e-06,4.629783845189195e-08
2013,3.074731466767844e-06,5.271446212873343e-08
2014,3.323092187201837e-06,6.79949820892034e-08
2015,3.404216386115877e-06,5.585770068705642e-08
2016,3.4440170111338375e-06,5.737611985523472e-08
2017,3.898191152984509e-06,6.36449684066065e-08
2018,4.171908130956581e-06,7.77021469389183e-08
2019,4.005050868727267e-06,6.173390687536084e-08
