year,autres_ADJ boîtes_NOUN
1904,1.5586412160928376e-08
1905,1.909480928929952e-08
1906,4.372556716703002e-08
1907,8.228549397415463e-09
1908,1.6698722404839828e-08
1909,2.53045246978445e-08
1910,1.60324518105881e-08
1911,1.0640748726586935e-08
1912,2.5005221004903433e-08
1913,1.4318072061314524e-08
1914,2.1429579888376793e-08
1915,3.7698438148936475e-08
1916,1.3184954461564757e-08
1917,3.180263163926611e-08
1918,1.1486376294556067e-08
1919,1.1970202606903513e-08
1920,2.5745588771997063e-08
1921,1.741731914250977e-08
1922,1.918263209388371e-08
1923,2.0170300985000722e-08
1924,1.5469948877466777e-08
1925,9.898360131543882e-09
1926,1.7833821530643945e-08
1927,2.0068604555945058e-08
1928,2.3994687015083116e-08
1929,3.342121956961819e-08
1930,1.995684684175103e-08
1931,2.2810713318222042e-08
1932,2.301502632917618e-08
1933,4.12943848004943e-08
1934,3.1152108448395666e-08
1935,2.5133395809007197e-08
1936,4.00115567344983e-08
1937,3.5255130370615007e-08
1938,2.3337385357535823e-08
1939,2.2941076593951948e-08
1940,1.5214697057785997e-08
1941,2.6563522936839945e-08
1942,1.517105907566929e-08
1943,3.774205836748479e-08
1944,2.2492303131116387e-08
1945,3.0499055725385915e-08
1946,8.352662561605939e-09
1947,3.457052599742383e-08
1948,2.391815279167986e-08
1949,3.4359527556482305e-08
1950,2.2334258220624292e-08
1951,1.4925962688039363e-08
1952,3.374337254058446e-08
1953,1.6160740301529586e-08
1954,1.3681550115052232e-08
1955,2.627970197011109e-08
1956,1.9186511934776718e-08
1957,1.767007518083119e-08
1958,2.5643954348897324e-08
1959,1.6276571201956358e-08
1960,3.668041648197118e-08
1961,2.779263752472616e-08
1962,2.663621678777872e-08
1963,2.3277792138287623e-08
1964,2.007709548612624e-08
1965,2.8454625322638094e-08
1966,2.2710207048248776e-08
1967,3.204718268534634e-08
1968,2.110965446888713e-08
1969,2.361714024345929e-08
1970,3.724967356788511e-08
1971,3.083038535578453e-08
1972,2.565073486948677e-08
1973,2.7566018800939673e-08
1974,2.418995848074701e-08
1975,2.7415105297023956e-08
1976,3.6566571992580066e-08
1977,3.819908300783936e-08
1978,2.613860239364385e-08
1979,2.8674669416695053e-08
1980,2.5014662341504845e-08
1981,2.7199863694704618e-08
1982,3.1037512115972277e-08
1983,3.157657957331139e-08
1984,3.131464509920079e-08
1985,3.489023792102586e-08
1986,3.11713250766843e-08
1987,3.177624785521971e-08
1988,2.998276821264412e-08
1989,2.9087047104248143e-08
1990,3.4871366239030976e-08
1991,2.5790447111262438e-08
1992,2.5345742504789825e-08
1993,4.043621554261634e-08
1994,3.428702299856923e-08
1995,2.7112253775385398e-08
1996,2.5622842514394506e-08
1997,2.3974472185273044e-08
1998,3.24232790616108e-08
1999,1.9651865745817787e-08
2000,3.357703848294591e-08
2001,3.9430904763548824e-08
2002,4.2497848795619575e-08
2003,3.083523125724241e-08
2004,3.3916894182084434e-08
2005,4.9090870257728625e-08
2006,4.035531941948278e-08
2007,5.472436725995067e-08
2008,6.343584857404494e-08
2009,4.052963475942306e-08
2010,8.172161614083961e-08
2011,8.565697570683817e-08
2012,9.668077893820737e-08
2013,9.008874002347511e-08
2014,8.077110842663604e-08
2015,8.001837077664664e-08
2016,8.264646594868807e-08
2017,9.760572083905572e-08
2018,9.319094829152164e-08
2019,7.83153240035972e-08
