year,avez_VERB eu_VERB,avez_VERB bu_VERB
1849,2.175296231143875e-06,1.75967720394965e-08
1850,2.207102625106927e-06,1.5614691761811628e-08
1851,2.1050968825875316e-06,3.611685883697646e-08
1852,2.140016249541077e-06,3.7761164861649377e-08
1853,2.124813363479916e-06,2.20961471342207e-08
1854,2.0569634671119275e-06,4.8319680701069956e-08
1855,2.230505742772948e-06,2.600399184871094e-08
1856,2.460200221321429e-06,2.692138423299184e-08
1857,2.294309297212749e-06,2.245494101771328e-08
1858,2.703756081245956e-06,5.8234743249840903e-08
1859,2.2069480110076256e-06,1.9350258284589472e-08
1860,2.5174510938086314e-06,3.9363783344015246e-08
1861,2.549450073274784e-06,3.206855225812433e-08
1862,2.8196752737130737e-06,3.027050965442868e-08
1863,2.4833254883560585e-06,3.795911851511846e-08
1864,2.533534143367433e-06,2.0137857603685916e-08
1865,2.6226537102047587e-06,3.435996376310868e-08
1866,2.5053041099454276e-06,3.405929049904444e-08
1867,2.414758910163073e-06,3.6396087921275466e-08
1868,2.146869292118936e-06,1.8277534152844055e-08
1869,2.454456762279733e-06,2.3440891894210836e-08
1870,2.2523342977365246e-06,3.7844721134661086e-08
1871,2.555455239416915e-06,2.6552942955504477e-08
1872,2.6076127142005134e-06,4.898344840853497e-08
1873,2.2633082608081168e-06,1.1972009161809183e-08
1874,2.4071700863714796e-06,1.4936523129449597e-08
1875,2.570109927546582e-06,1.3731664694205392e-08
1876,2.3156237602961482e-06,2.6602464231473277e-08
1877,2.49186246037425e-06,2.1028373708986692e-08
1878,2.0538941498671193e-06,2.294853729267743e-08
1879,2.3618651994183892e-06,2.077170613290491e-08
1880,2.452258968332899e-06,1.9895322722618403e-08
1881,2.448047325742664e-06,2.719277958362909e-08
1882,2.6847824301512446e-06,9.983077475794744e-09
1883,2.396925310677034e-06,2.0221884611260066e-08
1884,2.034643102888367e-06,2.706695667598069e-08
1885,1.8421626464260044e-06,1.0957580620640783e-08
1886,1.8463359765519272e-06,1.5488312854472497e-08
1887,1.9162393982696813e-06,2.0892558794116667e-08
1888,1.7962961464945693e-06,1.9655905347804037e-08
1889,1.9515900930855423e-06,1.0650732740202784e-08
1890,1.9617277757788543e-06,1.3764211992395303e-08
1891,1.7707583310766495e-06,2.42220359325529e-08
1892,1.833539840845333e-06,2.2566645441202127e-08
1893,1.7582278815098107e-06,3.202376674948937e-08
1894,1.7852261180451023e-06,8.192000855444803e-09
1895,1.7748893696989398e-06,2.166701307260155e-08
1896,1.6081197600215091e-06,1.3563166589847242e-08
1897,1.7054790077963844e-06,1.6897470089816125e-08
1898,2.094722958645434e-06,2.319925584970406e-08
1899,1.8451056575941038e-06,1.2160672469008205e-08
1900,1.674633722359431e-06,1.764958135197503e-08
1901,1.5654057961000944e-06,1.1736351446245408e-08
1902,1.4779953971810755e-06,8.347482705062248e-09
1903,1.5271823485818459e-06,1.5120615870500842e-08
1904,1.777926058821322e-06,2.3110889202371254e-08
1905,1.8042013607555418e-06,1.3934049469810361e-08
1906,1.6060143934737425e-06,6.173021205313489e-09
1907,1.6318241478074924e-06,1.9542804707839423e-08
1908,1.7268444025830831e-06,2.2592390180875555e-08
1909,1.852181185313384e-06,1.4302557360679202e-08
1910,1.85548913123057e-06,1.7101282168141552e-08
1911,1.6285665651594172e-06,2.2877609140437016e-08
1912,1.7717242144499323e-06,2.135862686714063e-08
1913,1.5304428870877018e-06,7.954484182448596e-09
1914,1.4920344710844802e-06,1.4732836284281348e-08
1915,1.4325406709758681e-06,1.5314990164938536e-08
1916,1.582194499860634e-06,7.69122365795738e-09
1917,1.5484591813219595e-06,1.6449636319748606e-08
1918,1.5276880276360316e-06,2.1824114071478107e-08
1919,1.5082455320225563e-06,1.4732557396257562e-08
1920,1.6931510344875278e-06,3.028892692213958e-08
1921,1.564529611641774e-06,2.8019165654313838e-08
1922,1.6954495549725834e-06,2.5822775029382683e-08
1923,1.766493824106874e-06,2.5478275489376756e-08
1924,1.8525264522395446e-06,1.5469948877466777e-08
1925,1.857592224041582e-06,3.079489729884699e-08
1926,1.6786084415798541e-06,1.114613823460786e-08
1927,2.238764409412397e-06,2.5643217327342427e-08
1928,1.7196191492985236e-06,5.713020723163709e-09
1929,2.0721156488434644e-06,2.8965056131369238e-08
1930,1.7246917423108243e-06,1.470504518152893e-08
1931,1.6115768630697858e-06,1.8248570654577634e-08
1932,1.6362588439733372e-06,1.8631212128639163e-08
1933,1.5405099702547886e-06,1.3764794637438627e-08
1934,1.6055317928476143e-06,1.4377896206951846e-08
1935,1.6181120372493751e-06,1.9149254626427137e-08
1936,1.416166696799337e-06,2.182448710641438e-08
1937,1.4832337456027744e-06,1.888667711114067e-08
1938,1.4871101257085684e-06,1.9447821131279852e-08
1939,1.4605818705604179e-06,1.070583532936098e-08
1940,1.1132086683574016e-06,2.5357829169792012e-09
1941,1.7207260043505812e-06,2.066051862925633e-08
1942,1.514071641395276e-06,3.034211815133858e-08
1943,1.5387146277134889e-06,8.709705845433291e-09
1944,1.84436885319883e-06,2.8918675454292497e-08
1945,1.7950873143490753e-06,2.178504132643866e-08
1946,1.5661241832276573e-06,9.744772988540262e-09
1947,2.2768863345845602e-06,2.0265479960812627e-08
1948,1.6057778111644438e-06,2.2830963786191205e-08
1949,1.5245814211084507e-06,1.47255123650325e-08
1950,1.7644064200794674e-06,1.808011518278363e-08
1951,1.888134306682332e-06,2.8785784422780125e-08
1952,1.4984166227804963e-06,2.2144087452602434e-08
1953,1.5201870837699971e-06,1.6160740301529586e-08
1954,1.557742280056118e-06,1.7590565448699635e-08
1955,1.6171402421605308e-06,2.1586897602787758e-08
1956,1.6081785361166112e-06,2.9651880950609666e-08
1957,1.6044429003159166e-06,9.718541527092839e-09
1958,1.5609723504894646e-06,2.1507833736222892e-08
1959,1.6888880054466426e-06,2.0927018340444192e-08
1960,1.5668766764065367e-06,2.145458388724819e-08
1961,1.6084989056253107e-06,1.945484662257968e-08
1962,1.8442409555063932e-06,2.2831043722248978e-08
1963,1.620392936274584e-06,2.392439668597035e-08
1964,2.0551644865918206e-06,2.494427064902993e-08
1965,1.570476456436154e-06,3.502107759345563e-08
1966,1.531000293653051e-06,1.9386762417639147e-08
1967,1.698993628451717e-06,2.267954357648705e-08
1968,1.642061647544324e-06,2.0211372131484495e-08
1969,1.5750815691717435e-06,2.043791091921321e-08
1970,1.5741435390737024e-06,1.609553734738256e-08
1971,1.5980416492311633e-06,1.9525909777939887e-08
1972,1.357949827252014e-06,9.234264020108185e-09
1973,1.3060779338047723e-06,1.7090931336838366e-08
1974,1.2623783050003112e-06,1.912694358452427e-08
1975,1.2285394177524722e-06,6.282628195464213e-09
1976,1.1849854217871325e-06,1.8283285996290033e-08
1977,1.1248160944887786e-06,1.1165885105413054e-08
1978,1.2142568266426679e-06,2.5544542481270582e-08
1979,1.4916680584065034e-06,1.9311512389208474e-08
1980,1.3144068589099334e-06,1.7055452161685025e-08
1981,1.345444388789474e-06,2.0241758491579276e-08
1982,1.2222571967868134e-06,7.449002747961231e-09
1983,1.2933767266076757e-06,8.209910973278056e-09
1984,1.220691274284036e-06,2.0876431250371752e-08
1985,1.0581367178019718e-06,1.3234227935754461e-08
1986,1.2978060794921475e-06,7.1933827783254856e-09
1987,1.1421116141718812e-06,1.099947066762752e-08
1988,1.1387455742806196e-06,1.3792074149421296e-08
1989,1.4230701026463066e-06,1.5366742545097622e-08
1990,1.1333194152030046e-06,1.3076762783725826e-08
1991,1.206875708703592e-06,1.3481369798284959e-08
1992,1.031461579259485e-06,1.652983172562017e-08
1993,1.2153020634286804e-06,1.4401939196773128e-08
1994,1.3588211231763125e-06,1.3714808844156323e-08
1995,1.0514131645322777e-06,1.7351842629409475e-08
1996,1.09964696548559e-06,1.3345230698291743e-08
1997,1.0898795608227374e-06,1.2946214766884623e-08
1998,1.0661536862244247e-06,1.0013071261028017e-08
1999,1.1768267995648785e-06,6.8553016596695215e-09
2000,9.450169500269112e-07,1.3695897749244068e-08
2001,1.0931123597401893e-06,9.638665865452367e-09
2002,1.049740717462555e-06,1.7963008858146168e-08
2003,1.1121517218271038e-06,1.5000923170305214e-08
2004,9.981256425817264e-07,1.6738207264666016e-08
2005,1.0691901479731314e-06,1.4862373554080932e-08
2006,1.181010816253547e-06,2.0589450144825605e-08
2007,1.5163044508881285e-06,2.0371844655642235e-08
2008,1.4603018598791095e-06,2.4693150635357597e-08
2009,1.6278609109576792e-06,2.6701878041990312e-08
2010,1.97690746972512e-06,4.2041758518962524e-08
2011,2.227463710369193e-06,4.3210881983668514e-08
2012,2.707061867113225e-06,5.6510593537950626e-08
2013,3.035683675989276e-06,6.247640271794808e-08
2014,3.1468248380406294e-06,5.6518118185522326e-08
2015,3.217580797354458e-06,6.760554782658801e-08
2016,3.2928091968642548e-06,7.021842662879862e-08
2017,2.8154722713225055e-06,7.421053282996581e-08
2018,3.226317176086013e-06,6.040632172243932e-08
2019,3.3479163903393783e-06,5.969311445142012e-08
