year,plusieurs_DET os_NOUN,plusieurs_DET bosses_NOUN
1852,1.1979403313766568e-07,2.6042181744401205e-09
1853,8.420423647237385e-08,1.1943863675867306e-09
1854,5.819144277552368e-08,5.195664454227256e-10
1855,1.2895857182115833e-07,7.429711956774554e-09
1856,5.953767584498948e-08,2.0708756931497874e-09
1857,6.687667597482516e-08,1.4644527812635033e-09
1858,5.13835968773968e-08,3.4255731584664773e-09
1859,5.0412516827691434e-08,0.0
1860,9.65785771356309e-08,2.746310290291376e-09
1861,1.1082515039007035e-07,4.715963730639317e-10
1862,7.725756756560287e-08,9.035972525772706e-10
1863,7.941446994452761e-08,5.9935452156878455e-09
1864,1.903507005351912e-07,4.794728170054441e-09
1865,1.289675384263944e-07,1.4120533631256649e-09
1866,7.930949408319066e-08,1.9462451650298362e-09
1867,1.0870297373344329e-07,3.396968040192405e-09
1868,1.299186855874268e-07,4.44588676984381e-09
1869,1.416220563044135e-07,5.860222973552709e-09
1870,1.0206606715357225e-07,2.8670243956696595e-09
1871,1.6675248293296363e-07,1.1683295220166201e-08
1872,1.1187577753091205e-07,3.0236697590169115e-09
1873,1.2331169330082048e-07,4.788803575905831e-09
1874,9.917850940510675e-08,0.0
1875,7.724061656944059e-08,2.860763570478042e-09
1876,8.948101903882844e-08,4.232210137899983e-09
1877,9.400920486513087e-08,3.710889595609501e-09
1878,1.3104823048948333e-07,1.2078177569208037e-08
1879,1.0813505557649705e-07,2.443730107160036e-09
1880,7.95812948872765e-08,1.4119262203848848e-08
1881,8.785359373320034e-08,2.7890030285249168e-09
1882,1.0515508264141715e-07,1.3310770263785798e-09
1883,9.352621344049794e-08,2.5277355764075082e-09
1884,7.591951867169655e-08,6.601696966868076e-09
1885,1.2504533275503604e-07,1.933690763067375e-09
1886,8.324968203687888e-08,2.5813855497602844e-09
1887,9.532229860997887e-08,2.6115699047757346e-09
1888,8.686642472000017e-08,1.268122939990235e-08
1889,7.392861567367959e-08,0.0
1890,7.537544410851638e-08,0.0
1891,5.4818291683744746e-08,0.0
1892,5.2655505733412156e-08,4.387958441043338e-09
1893,8.313862354114576e-08,6.158416554491453e-10
1894,4.222031479983457e-08,3.780923574225881e-09
1895,4.092657901466623e-08,6.018614495673091e-10
1896,6.427761523042363e-08,1.179405795248556e-09
1897,7.632994858397524e-08,0.0
1898,7.186110617674046e-08,3.3950129374460403e-09
1899,4.753717242067523e-08,1.6582735185011188e-09
1900,4.152842469906659e-08,5.191053142894475e-10
1901,4.918090135141995e-08,1.1177477832191585e-09
1902,1.9641134940684424e-08,2.455141867585553e-09
1903,5.400220159934577e-08,1.6200660812870638e-09
1904,4.998401248457185e-08,1.6123875568041512e-09
1905,4.902721073563043e-08,4.64468330463319e-09
1906,7.510509103525465e-08,1.0288369045596824e-09
1907,3.239991208658921e-08,0.0
1908,4.813161380567976e-08,1.4734167219643268e-09
1909,6.931239049379201e-08,5.500983557560346e-10
1910,3.4202564336283103e-08,2.67207544979442e-09
1911,5.320374063533251e-08,1.0640748282497725e-09
1912,3.5945006970905524e-08,5.209421227725386e-10
1913,3.2878535061175995e-08,2.121195885607108e-09
1914,4.888622839871459e-08,0.0
1915,9.188994365416647e-08,1.1780761921542648e-09
1916,2.6369908923129515e-08,0.0
1917,3.3995917192441993e-08,0.0
1918,5.3985966808056673e-08,0.0
1919,1.3811772170413406e-08,1.4732557396257562e-08
1920,4.467616587788825e-08,7.572231730534895e-09
1921,2.9533714140939082e-08,3.7863738810983705e-09
1922,1.9920426197472807e-08,0.0
1923,2.653987030143412e-08,2.1231896241147297e-09
1924,3.9964035636330664e-08,0.0
1925,4.7292163962708855e-08,2.1996355847875293e-09
1926,2.452150482668003e-08,3.343841648018042e-09
1927,3.121782932158368e-08,6.689535148041159e-09
1928,1.8281665847830197e-08,0.0
1929,2.6736975300423182e-08,1.1140406375176326e-09
1930,1.995684684175103e-08,4.201441416995522e-09
1931,2.8513391647777553e-08,9.124285327288817e-09
1932,3.6166470818166374e-08,2.1919073223131136e-09
1933,4.473558146145251e-08,5.735331320977366e-09
1934,5.2718952758823434e-08,8.38710612072191e-09
1935,2.154291145473053e-08,3.590485242455088e-09
1936,1.8187071404440758e-08,0.0
1937,1.6368453703563546e-08,1.2591118148108649e-09
1938,3.5006078036303734e-08,0.0
1939,3.364691103513451e-08,1.5294050470515685e-09
1940,2.5357828725702802e-08,5.0715658339584024e-09
1941,3.246652768851277e-08,0.0
1942,3.6410540360520827e-08,3.034211770724937e-09
1943,1.4516175816936538e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,2.178504132643866e-08,2.178504043826024e-09
1946,3.480275978517966e-08,2.7842208538686464e-09
1947,2.8610091185043984e-08,0.0
1948,6.74057041294418e-08,3.2615663503321457e-09
1949,1.2762110479513922e-08,2.945102384188658e-09
1950,2.0207187478860078e-08,5.317680518146517e-09
1951,4.584402679697064e-08,8.529121409139861e-09
1952,9.173979709231617e-08,4.2179215675730575e-09
1953,3.9863160883335524e-08,2.1547654771580937e-09
1954,2.5408594117592997e-08,0.0
1955,3.2849627018549654e-08,9.385607846468247e-09
1956,3.8373023869553435e-08,3.488456634670456e-09
1957,2.3854601849393475e-08,1.0602045463770082e-08
1958,5.046068363157019e-08,8.272243334772611e-09
1959,1.9376869886400527e-08,3.8753737996444215e-09
1960,2.076250027460702e-08,3.460416619915918e-09
1961,2.848745372929784e-08,9.03260666262895e-09
1962,4.819886784135363e-08,3.170978146727066e-09
1963,1.875155397623729e-08,1.2932106496776896e-09
1964,3.224503147825075e-08,3.6503808864551957e-09
1965,2.9549033997433582e-08,3.2832261354087677e-09
1966,3.101881862477285e-08,2.769537488234164e-09
1967,1.972134211492005e-08,6.409436315024664e-09
1968,1.7965663151597866e-08,3.1439910674890825e-09
1969,4.2238347264245135e-08,3.6334062425424918e-09
1970,2.2993625503620052e-08,1.8394900047624674e-09
1971,2.8261186280076345e-08,2.569198631618974e-09
1972,2.0007572487656944e-08,4.6171320100540925e-09
1973,1.8193572093316845e-08,5.513203782392395e-10
1974,2.0252057142400304e-08,5.625571675160757e-10
1975,1.884788369821422e-08,7.4249242310031605e-09
1976,2.2854107717407146e-08,3.4281160132820787e-09
1977,1.5279633225340206e-08,2.938390863960194e-09
1978,1.3663359665905261e-08,1.7821774056514528e-09
1979,1.2874341370761044e-08,0.0
1980,2.956278433163817e-08,5.685150683554241e-10
1981,2.1506868064236073e-08,0.0
1982,1.5518755391852324e-08,3.1037510339615437e-09
1983,1.5156758292889094e-08,7.57837881337764e-09
1984,1.6817123971168968e-08,1.739702604197646e-09
1985,2.1054452403745927e-08,2.4062232206745193e-09
1986,1.3187867908825979e-08,5.994485463567401e-10
1987,1.4054878705316298e-08,1.8332451112712533e-09
1988,1.739000632383636e-08,4.197587610832443e-09
1989,2.030605150693532e-08,3.292873196336643e-09
1990,1.6345952147389653e-08,0.0
1991,9.37834432335194e-09,0.0
1992,1.76318211142501e-08,1.65298330578878e-09
1993,1.4401939640862338e-08,1.1078414852150331e-09
1994,1.2659824244476425e-08,1.0549853213248639e-09
1995,1.2471636501310002e-08,5.422450821690461e-10
1996,2.348760630432878e-08,5.3380921904988554e-09
1997,1.198723642570343e-08,4.79489448146353e-10
1998,1.2873949239988747e-08,4.768129224785866e-10
1999,2.879226779217703e-08,9.140402323914998e-10
2000,1.943933924941632e-08,1.3254094488601709e-09
2001,1.3581756164171566e-08,2.190605918883648e-09
2002,1.9715496790695397e-08,1.752488598683044e-09
2003,2.7918383160852045e-08,2.9168460979889232e-09
2004,1.629772783395822e-08,3.523833003171717e-09
2005,2.2969123714133843e-08,2.251874686720612e-09
2006,2.5530916936133963e-08,8.235779835885637e-10
2007,2.9559148906344035e-08,4.393927444112933e-09
2008,1.9584223354129904e-08,2.1287198670449925e-09
2009,2.3840961871357536e-08,1.430457752249481e-09
2010,2.1257068549829228e-08,5.668551850135373e-09
2011,3.4033350304607524e-08,1.529588788962144e-09
2012,3.131912573728357e-08,4.765953853791416e-09
2013,2.8449075761827203e-08,3.6258626101570712e-09
2014,2.4252986507988794e-08,2.3819896333154844e-09
2015,2.2165754787195624e-08,2.659890530054554e-09
2016,2.278474076078396e-08,5.178350026557865e-09
2017,2.7671724467381864e-08,4.024978184080652e-09
2018,2.6847253253858838e-08,5.421079862788503e-09
2019,2.627517448061667e-08,2.5509878098795014e-09
