year,quelques_DET ans_NOUN,quelques_DET bancs_NOUN
1913,3.4469432752537443e-08,2.614373943998771e-07
1914,2.6117300322425763e-08,2.4041309565348e-07
1915,1.4136914527895783e-08,2.2265639909591073e-07
1916,3.625862321499085e-08,2.032680548325061e-07
1917,3.3995917192441993e-08,1.2721052744524286e-07
1918,2.5270027848023346e-08,1.8378201538382655e-07
1919,2.2098836149897494e-08,4.613131956432426e-07
1920,3.407504101105019e-08,2.8850202582475504e-07
1921,3.104826579169995e-08,2.73376180359719e-07
1922,3.2462917132214386e-08,2.9511741317378437e-07
1923,3.927900760203329e-08,3.407719475490012e-07
1924,3.351822286390416e-08,1.1125471672812637e-06
1925,5.2791253146722283e-08,8.919522311856554e-07
1926,4.6813780962828844e-08,2.8757036396598323e-07
1927,6.912519356916391e-08,3.723841217606605e-07
1928,5.8272810354864646e-08,3.7248893747232614e-07
1929,6.015819509208598e-08,3.342121841498624e-07
1930,6.72230648923744e-08,2.4683468069497394e-07
1931,6.158892773555635e-08,4.1059283972799676e-07
1932,5.150982262946968e-08,4.1646239878900815e-07
1933,5.964744387298992e-08,6.35474709298478e-07
1934,6.11060571031885e-08,5.295858187537306e-07
1935,3.2314367182095793e-08,2.9322297123712815e-07
1936,4.7286387694356335e-08,5.031756344919813e-07
1937,4.5328027109547975e-08,4.68389606211872e-07
1938,6.871563829058402e-08,4.6285815002988784e-07
1939,5.199977159975333e-08,4.343510262572181e-07
1940,2.5357829613881222e-08,3.3472333171857827e-07
1941,4.427253941230447e-08,6.286700369173559e-07
1942,5.765002475399683e-08,3.034211815133858e-07
1943,3.774205836748479e-08,3.8322705009363744e-07
1944,2.5705489292704442e-08,1.2852744362135127e-06
1945,3.485606603348401e-08,3.442036522471881e-07
1946,1.3921104269343232e-08,8.770295814031215e-07
1947,2.8610090296865565e-08,1.1503640493515377e-06
1948,2.5005341797168512e-08,1.1024093780065414e-06
1949,1.47255123650325e-08,7.627815676869432e-07
1950,1.914365110877725e-08,9.784532686296643e-07
1951,2.1322803078760444e-08,7.569595190659584e-07
1952,3.690681360524195e-08,9.553592512645537e-07
1953,1.939288907237824e-08,8.575966674584379e-07
1954,1.8567819282111486e-08,9.137321281826871e-07
1955,2.0648337706319353e-08,8.803700346504684e-07
1956,3.750090726839517e-08,6.942028640821718e-07
1957,3.710716001137371e-08,6.016660485386183e-07
1958,2.481672983778438e-08,4.260205344053247e-07
1959,3.642851353902188e-08,7.456219179857726e-07
1960,3.045166674375821e-08,7.377608390868318e-07
1961,3.821487437605242e-08,4.182791748519321e-07
1962,3.741754373010053e-08,3.418314378222931e-07
1963,2.90972388405919e-08,3.6791842816796816e-07
1964,3.3461826975944575e-08,4.0458389438668974e-07
1965,3.3379464525751246e-08,3.830430301832166e-07
1966,3.323444852654234e-08,3.12403807711803e-07
1967,3.451234892315469e-08,3.54984164729899e-07
1968,4.626158478515663e-08,2.7801865254417635e-07
1969,5.0867688172751e-08,2.1573349862080704e-07
1970,3.6329927954881214e-08,3.6145979365187486e-07
1971,4.830093669472291e-08,3.04706983200731e-07
1972,3.642404422521395e-08,2.7035873984004866e-07
1973,4.465695235822409e-08,2.403756784730149e-07
1974,3.600365872102884e-08,2.7452789552739887e-07
1975,3.369773260430975e-08,2.1418050444310666e-07
1976,2.399681336973103e-08,1.3998141312754342e-07
1977,1.82180240893004e-08,1.551470436567115e-07
1978,1.9009891771837317e-08,1.6336625563440066e-07
1979,2.4578287849408298e-08,1.7497399795729507e-07
1980,3.183684260665842e-08,2.3650227021221326e-07
1981,2.9097527054489092e-08,1.3410165067284652e-07
1982,2.9796011546956436e-08,1.5208380688136458e-07
1983,1.5156758848000607e-08,1.9640632586970241e-07
1984,1.5077422255149742e-08,1.339570943059698e-07
1985,2.285912037436333e-08,1.1549871459237693e-07
1986,3.2969669661042644e-08,9.29145262951181e-08
1987,2.3832186002437084e-08,9.838415060414718e-08
1988,2.2786904585458956e-08,2.0328317784645833e-07
1989,1.7013178421620978e-08,1.520209860217392e-07
1990,2.942271454253742e-08,1.3676113574945248e-07
1991,2.9307326343541718e-08,9.554188551419429e-08
1992,2.3141765059797592e-08,8.044518295946546e-08
1993,3.268132309219851e-08,7.921066735860904e-08
1994,1.9517228500021133e-08,8.070637758095245e-08
1995,2.4943273557731516e-08,7.374533161907948e-08
1996,3.469759835006414e-08,6.779376970911244e-08
1997,3.06873251254558e-08,1.9371374282428633e-07
1998,2.6224710625299963e-08,9.059445282844081e-08
1999,3.244842794458691e-08,6.626791604347204e-08
2000,2.3415566707818414e-08,5.345818276936143e-08
2001,1.883921035839009e-08,5.25745398327615e-08
2002,1.840113017514966e-08,7.930010781365127e-08
2003,2.291807565946158e-08,6.417061193531026e-08
2004,1.4976290207968646e-08,6.519090733902999e-08
2005,2.5220997068586826e-08,5.179312134728775e-08
2006,2.635449503074483e-08,9.594683336722198e-08
2007,3.2355283563489934e-08,6.790615003637868e-08
2008,2.000996635054264e-08,6.939626429058876e-08
2009,1.7165492360859957e-08,5.912558798115697e-08
2010,1.5588516810716158e-08,8.786255278891986e-08
2011,1.3001504706178224e-08,9.980566773037935e-08
2012,1.9063814638009546e-08,9.63403534726126e-08
2013,1.7292575871241667e-08,9.985067705997608e-08
2014,2.187099648609525e-08,9.852775839647165e-08
2015,2.1057465660057062e-08,9.996755334640284e-08
2016,2.1127669169729302e-08,1.1495937535244138e-07
2017,1.6854595330517697e-08,1.0791972915313863e-07
2018,1.626323964387666e-08,1.0300052366574164e-07
2019,2.2448692738041842e-08,1.028048037809981e-07
