year,étiez_VERB aux_ADP,étiez_VERB beau_ADV
1950,1.1698897850465073e-08,0.0
1951,9.595261474260042e-09,2.1322803522849654e-09
1952,1.1599284199803606e-08,2.1089607837865287e-09
1953,7.54167928107563e-09,6.464296653518886e-09
1954,1.172704333640695e-08,0.0
1955,1.0324168187025862e-08,8.447047505910632e-09
1956,8.72114114258693e-09,5.232684952005684e-09
1957,7.068030161150318e-09,5.301022731885041e-09
1958,1.9026160202884057e-08,4.9633461784992505e-09
1959,9.300897829689347e-09,3.8753737996444215e-09
1960,6.2287499602575735e-09,3.460416619915918e-09
1961,9.03260666262895e-09,2.779263708063695e-09
1962,1.1415521861124489e-08,6.341956404476434e-10
1963,6.466053470433053e-09,3.879631726988464e-09
1964,1.764350798794112e-08,7.300761772910391e-09
1965,9.849678406226303e-09,2.188817349590977e-09
1966,4.985167390003653e-09,2.215629901769489e-09
1967,3.944268467392931e-09,2.9582012395223956e-09
1968,8.982831367632116e-09,8.982831700699023e-10
1969,1.1354394757745467e-08,1.8167031212712459e-09
1970,8.7375777724219e-09,3.6789800095249348e-09
1971,1.0276794526475896e-08,4.624557625731995e-09
1972,7.69522046084603e-09,2.565073486948677e-09
1973,8.269805285010534e-09,3.859242703185828e-09
1974,5.625571564138454e-09,1.6876715580593782e-09
1975,6.282628195464213e-09,1.1422960355389478e-09
1976,6.8562320265641574e-09,1.142705374768127e-09
1977,6.464460078348111e-09,1.7630346071939584e-09
1978,2.970295565063452e-09,5.940591130126904e-09
1979,5.851973128301324e-09,4.681578680276743e-09
1980,1.0233271119375331e-08,5.685150683554241e-10
1981,1.0120879245789638e-08,2.5302198114474095e-09
1982,4.345251713999687e-09,1.8622506869903077e-09
1983,1.515675762675528e-08,1.89459470334441e-09
1984,1.5077421977593986e-08,2.3196033982486597e-09
1985,5.414002135495366e-09,4.210890747202711e-09
1986,1.1389522214244607e-08,5.994485463567401e-10
1987,7.332980445085013e-09,1.8332451112712533e-09
1988,1.139345240375178e-08,5.996553809062277e-10
1989,8.232182935330457e-09,2.1952488715726304e-09
1990,1.2531897297662908e-08,1.6345953479657283e-09
1991,9.96449056600568e-09,4.10302547493302e-09
1992,1.0468894195980738e-08,1.65298330578878e-09
1993,1.883330469354405e-08,2.2156829704300662e-09
1994,1.5297286992677073e-08,1.0549853213248639e-09
1995,8.133675954979935e-09,1.0844901643380922e-09
1996,1.1209993822092201e-08,1.6014276571496566e-09
1997,9.58978851883785e-09,9.58978896292706e-10
1998,1.2397135762398648e-08,4.768129224785866e-10
1999,9.140402212892695e-09,3.1991407301035224e-09
2000,1.0603275590881367e-08,4.4180314962005696e-10
2001,1.0076787404500465e-08,8.762423564512289e-10
2002,1.0076809608960957e-08,1.3143663935011318e-09
2003,4.166922806803086e-09,4.166922806803086e-09
2004,1.189293641346012e-08,4.404791198453495e-09
2005,1.4411998705554652e-08,3.1526248278623825e-09
2006,1.4824403926638752e-08,3.706100981659688e-09
2007,9.586750948642475e-09,0.0
2008,1.1069342775726909e-08,2.1287198670449925e-09
2009,2.2410505451375684e-08,5.245011536203492e-09
2010,2.3146585093059002e-08,3.3066551718974324e-09
2011,2.6767803973370974e-08,1.529588788962144e-09
2012,2.927657405393802e-08,5.7872298064864935e-09
2013,2.7054513296320692e-08,7.80955033974351e-09
2014,2.9666599843380936e-08,8.012147389990787e-09
2015,3.125371250689568e-08,7.093041265449074e-09
2016,3.4798514292333493e-08,6.8354220061905835e-09
2017,2.842640789424422e-08,4.779661555431858e-09
2018,4.311049295324665e-08,2.581466596041082e-09
2019,3.698932360407525e-08,4.591778068885333e-09
