year,leurs_DET eaux_NOUN,leurs_DET beaux_ADJ
1952,6.35851671759724e-07,2.288222509250204e-07
1953,6.572034489948919e-07,2.445658786598415e-07
1954,5.482392735345343e-07,2.9219884023490295e-07
1955,5.302868579803999e-07,2.0460625771434593e-07
1956,5.119310024781498e-07,1.7791128836819325e-07
1957,5.48655819443411e-07,2.0232236153105987e-07
1958,5.931198465702892e-07,2.1507832892453393e-07
1959,5.138746086430501e-07,2.2709690927769088e-07
1960,4.830741744399347e-07,2.0762499897131192e-07
1961,4.947089333739996e-07,2.2789961784397406e-07
1962,4.718415551607791e-07,2.3148141092832475e-07
1963,4.972395082347703e-07,2.030340775505124e-07
1964,5.305220174278702e-07,2.2510682651244451e-07
1965,4.492547596157692e-07,2.2490098494643007e-07
1966,4.7248308021607954e-07,2.1048483489494174e-07
1967,4.5457693609307626e-07,2.5884260512754054e-07
1968,5.048351185976685e-07,3.121533929117959e-07
1969,5.068601822699748e-07,2.5388426205807946e-07
1970,4.796470083334725e-07,2.248776547197906e-07
1971,4.83523194816371e-07,2.286586875399621e-07
1972,5.022413542832282e-07,2.2521344633652518e-07
1973,4.972909701805861e-07,2.2218211093161244e-07
1974,4.7029780070317884e-07,1.7776806271463386e-07
1975,4.2836102398524645e-07,1.4450044139024953e-07
1976,4.86221148676691e-07,1.7997609225162137e-07
1977,4.266543554010127e-07,1.6513756850855543e-07
1978,4.556433665925397e-07,2.1920781945183876e-07
1979,3.9149702502072614e-07,2.2354538486979436e-07
1980,4.349140336756818e-07,2.0580245063683833e-07
1981,3.529656584788654e-07,2.2582212100275e-07
1982,4.1714415122129367e-07,1.8746657026724733e-07
1983,3.8333967289361226e-07,2.23562184764603e-07
1984,4.0477079465972565e-07,1.925270800562373e-07
1985,3.9702681675635176e-07,2.0031807590470407e-07
1986,3.3089560824706155e-07,2.1819927509270087e-07
1987,3.8375929101164274e-07,1.8943532076320935e-07
1988,3.1601838568207086e-07,1.840942043251914e-07
1989,3.709970526344364e-07,2.3928212433688145e-07
1990,4.173666727780301e-07,2.0868332750723084e-07
1991,3.1182993787126634e-07,2.1921880133390914e-07
1992,3.818391354215578e-07,2.0001097089661357e-07
1993,3.1628873653488654e-07,2.2046046233015204e-07
1994,3.492001487970242e-07,2.24184375063885e-07
1995,3.134176509433928e-07,2.0659538169098823e-07
1996,3.4484074618035265e-07,2.1939558525474467e-07
1997,3.2988873677197716e-07,2.253600368540276e-07
1998,3.156501664491884e-07,2.2124119780642104e-07
1999,3.656160831866373e-07,2.7192696405720085e-07
2000,3.127966237137514e-07,2.5138598580554117e-07
2001,3.0537047379652904e-07,2.050407124087883e-07
2002,3.369159262689436e-07,2.111748753641507e-07
2003,3.3460391435369274e-07,2.0792944788183831e-07
2004,2.858709411412974e-07,2.1231094216034307e-07
2005,2.940948569118973e-07,2.0627173658027687e-07
2006,3.471381315733879e-07,2.0507091891275309e-07
2007,3.1236829656222653e-07,2.3008201299745679e-07
2008,3.2995157628334937e-07,2.247928136966948e-07
2009,3.247139055417847e-07,2.441314501666625e-07
2010,3.131874706241433e-07,2.5414006898927255e-07
2011,3.5486458749289795e-07,2.3364469026176948e-07
2012,3.8570182425701205e-07,2.869784960779498e-07
2013,2.783546673157389e-07,3.2381741288389776e-07
2014,3.109579207460911e-07,3.28714582664702e-07
2015,3.754878585837673e-07,3.486673207930835e-07
2016,4.2669605626599605e-07,3.914832635842913e-07
2017,2.8350940928234536e-07,2.641391976254681e-07
2018,3.198437168450141e-07,3.2087630774668696e-07
2019,3.431078550164557e-07,2.9004729817927455e-07
