year,pas_ADV eu_VERB,pas_ADV bu_VERB
1882,2.5305771487182938e-05,8.3857855770475e-08
1883,2.4984770789160393e-05,1.2575485186516744e-07
1884,2.4729957658564672e-05,1.2213139655159466e-07
1885,2.518438850529492e-05,1.2826815520838863e-07
1886,2.3946868168422952e-05,1.0841819175766432e-07
1887,2.5392946554347873e-05,1.2992559561553207e-07
1888,2.525276613596361e-05,1.3188478931169811e-07
1889,2.504175245121587e-05,1.021217315155809e-07
1890,2.6125129807041958e-05,1.1994526971648156e-07
1891,2.4647833924973384e-05,1.2748439814913581e-07
1892,2.4835846488713287e-05,1.0907211844823905e-07
1893,2.5230416213162243e-05,7.75960486976146e-08
1894,2.5523755539325066e-05,8.381046967542716e-08
1895,2.457400296407286e-05,1.3902999285164697e-07
1896,2.4874258087947965e-05,1.2737582721911167e-07
1897,2.4384213247685693e-05,7.807796009728918e-08
1898,2.5205141355399974e-05,1.1033792191028624e-07
1899,2.5254952561226673e-05,1.1884293371622334e-07
1900,2.3609429263160564e-05,8.772880022434038e-08
1901,2.4198121536755934e-05,8.550770758120052e-08
1902,2.1113239199621603e-05,9.378641863122539e-08
1903,2.3992639398784377e-05,1.2096492696400674e-07
1904,2.376928023295477e-05,1.0373026526622198e-07
1905,2.4114162442856468e-05,1.4088871580497653e-07
1906,2.3862328816903755e-05,1.1059997007123457e-07
1907,2.3410737412632443e-05,1.0645685932786364e-07
1908,2.4200870029744692e-05,8.693158548567226e-08
1909,2.4386410586885177e-05,1.5237723971495143e-07
1910,2.4151286197593436e-05,1.1810573141701752e-07
1911,2.340858191018924e-05,8.619006308663302e-08
1912,2.350334580114577e-05,1.1096066998561582e-07
1913,2.2921642084838822e-05,1.1348397777055652e-07
1914,2.4128366931108758e-05,1.1920203490944914e-07
1915,2.7030957426177338e-05,1.507937525957459e-07
1916,2.694015893212054e-05,1.3954077360267547e-07
1917,2.6286519641871564e-05,1.0418103357778818e-07
1918,2.4879491320461966e-05,1.5851199464123056e-07
1919,2.4569302695454098e-05,1.1693967394421634e-07
1920,2.3614004021510482e-05,1.3251406016934197e-07
1921,2.3516409783042036e-05,1.5069767300701642e-07
1922,2.3708995286142454e-05,1.3944297450052545e-07
1923,2.3796708774170838e-05,1.040362889170865e-07
1924,2.4705508621991612e-05,1.3278372534841765e-07
1925,2.3816553948563524e-05,1.198801413693218e-07
1926,2.268685057060793e-05,1.5827517074740172e-07
1927,2.4869461412890814e-05,1.516294645398375e-07
1928,2.3196005713543855e-05,9.597874850442167e-08
1929,2.3902855900814757e-05,1.2811467797746445e-07
1930,2.3310647520702332e-05,1.396979314449709e-07
1931,2.3117518139770254e-05,1.094914239274658e-07
1932,2.271363882755395e-05,1.216508564994001e-07
1933,2.2199172235559672e-05,7.11181087353907e-08
1934,2.14949541259557e-05,1.1262685006840911e-07
1935,2.1290381482685916e-05,1.4002893067299738e-07
1936,2.128736196027603e-05,1.066974846253288e-07
1937,2.184936784033198e-05,1.2213384081860568e-07
1938,2.0969937395420857e-05,1.0631475788613898e-07
1939,2.1348965674405918e-05,1.3611705185212486e-07
1940,1.9761357179959305e-05,1.1664601373695405e-07
1941,2.0935007341904566e-05,1.1806010036252701e-07
1942,2.124251659552101e-05,1.2440268903901597e-07
1943,2.1359101083362475e-05,1.7129087837020052e-07
1944,2.2498728867503814e-05,1.6065931163211644e-07
1945,2.395918818365317e-05,1.8735134688085964e-07
1946,2.3086759028956294e-05,2.199534492319799e-07
1947,2.409446460660547e-05,1.3112958185956813e-07
1948,2.156873779313173e-05,1.0654449766889229e-07
1949,2.0943605704815127e-05,1.227126062985917e-07
1950,2.17429333133623e-05,1.6378456280108367e-07
1951,2.2511549104820006e-05,1.4392892921932798e-07
1952,2.1100153389852494e-05,1.3919141395035695e-07
1953,2.1344028937164694e-05,1.5406573083964759e-07
1954,2.290878001076635e-05,1.2411121019795246e-07
1955,2.1391677364590578e-05,1.520468515536777e-07
1956,2.145139114873018e-05,1.7442283706259332e-07
1957,2.04221887543099e-05,1.546131613849866e-07
1958,2.082537321257405e-05,1.331831214201884e-07
1959,2.0315485016908497e-05,1.2633718426968699e-07
1960,2.063515603367705e-05,1.4118499791493377e-07
1961,2.09084009838989e-05,1.625869288091053e-07
1962,2.077942008327227e-05,1.484017815300831e-07
1963,1.978482941922266e-05,1.6811738134947518e-07
1964,2.1115629351697862e-05,1.4479844878678705e-07
1965,1.994997546717059e-05,9.63079642701814e-08
1966,2.039708851953037e-05,1.4567766015716188e-07
1967,2.0927302102791145e-05,1.602359134267317e-07
1968,2.0972665879526176e-05,1.6842808747696836e-07
1969,2.053419484582264e-05,1.3988614000481903e-07
1970,2.0312569176894613e-05,1.2416558092809282e-07
1971,1.9351718947291374e-05,1.3359833417325717e-07
1972,1.9020531908608973e-05,1.102981599387931e-07
1973,1.8959908629767597e-05,1.273550083169539e-07
1974,1.8663959053810686e-05,1.496402006750941e-07
1975,1.7639906218391843e-05,1.1708534231047452e-07
1976,1.8913488020189106e-05,1.256975963315199e-07
1977,1.866348429757636e-05,1.1165885638320105e-07
1978,1.9030683688470162e-05,1.158415301460991e-07
1979,1.9392855392652564e-05,1.1938026034385985e-07
1980,1.9475621229503304e-05,1.3758064199009823e-07
1981,1.9886261725332588e-05,1.2651099723370862e-07
1982,1.980503657250665e-05,1.253915513643733e-07
1983,1.9389282897464e-05,1.458838028156606e-07
1984,1.980419438041281e-05,1.3511689189726894e-07
1985,1.9112028894596733e-05,1.2873293542270403e-07
1986,2.1014267986174673e-05,1.288814388544779e-07
1987,1.988154326681979e-05,1.2527173964826943e-07
1988,2.0351704733911902e-05,1.337231481102208e-07
1989,2.106780266331043e-05,1.3391017716912756e-07
1990,1.981619789148681e-05,1.1006275002500843e-07
1991,2.0682180547737516e-05,1.4008901416673325e-07
1992,1.9746537873288617e-05,1.5097246830464428e-07
1993,2.0493405827437527e-05,1.4457332042638882e-07
1994,2.0406581825227477e-05,1.4611546816922782e-07
1995,2.0239298464730382e-05,1.1224473439597205e-07
1996,2.0586352547979914e-05,1.3718896241243783e-07
1997,2.0445429981919006e-05,1.3809295751343598e-07
1998,2.0963556380593218e-05,1.401830047598196e-07
1999,2.029854840657208e-05,1.480745197568467e-07
2000,1.9715465896297246e-05,1.3254094710646314e-07
2001,1.9777666238951497e-05,1.3669381360159605e-07
2002,2.0048908481840044e-05,1.2880791189218144e-07
2003,2.080669582937844e-05,1.7834429399954388e-07
2004,2.0349694750620984e-05,1.2950086158980412e-07
2005,1.985883318411652e-05,1.4862374086987984e-07
2006,2.0740164472954348e-05,1.503029807281564e-07
2007,2.228320408903528e-05,2.1650079418122914e-07
2008,2.2800717488280497e-05,2.413968331893557e-07
2009,2.369410140090622e-05,2.598664821107377e-07
2010,2.7026710085920058e-05,3.363340681517002e-07
2011,2.6375082597951405e-05,4.149009669163206e-07
2012,3.016780647158157e-05,5.494463835020724e-07
2013,3.1728530302643776e-05,5.608930564449111e-07
2014,3.4291340853087604e-05,5.766580670751864e-07
2015,3.265813575126231e-05,5.709898118766432e-07
2016,3.281499812146649e-05,5.882605478291225e-07
2017,3.3377633371856064e-05,6.291543854786141e-07
2018,3.522798579069786e-05,6.667928573733661e-07
2019,3.4485528885852545e-05,6.211654977050785e-07
