year,deux_DET ans_NOUN,deux_DET bancs_NOUN
1905,3.591010840864328e-05,1.6514428402558678e-07
1906,3.436212386986881e-05,1.913636640260563e-07
1907,3.316722597901389e-05,1.938851994509605e-07
1908,3.454523653090291e-05,1.537264715523179e-07
1909,3.37133274115331e-05,2.2113954178948347e-07
1910,3.3754188734747004e-05,2.0414656276557253e-07
1911,3.3795017770898994e-05,1.8887328501193679e-07
1912,3.3738815545802936e-05,2.1358627311229839e-07
1913,3.5336472137714736e-05,2.503011078403006e-07
1914,3.413932836338063e-05,1.3728323944306453e-07
1915,2.880278543671011e-05,1.6846489536703757e-07
1916,3.375677863459714e-05,1.230595754186936e-07
1917,3.629228478985169e-05,9.102132381144656e-08
1918,3.277867313045135e-05,1.677010903478049e-07
1919,3.135364443096478e-05,2.09018162777852e-07
1920,3.053881027881289e-05,1.8476245067233776e-07
1921,3.2526465020055184e-05,1.7265864027393718e-07
1922,3.241569652345788e-05,1.7559486664708857e-07
1923,3.0924257202968874e-05,1.9321026201168934e-07
1924,3.166698650147737e-05,2.2560343460042986e-07
1925,3.0753105420444626e-05,2.1006519235200471e-07
1926,3.0308580107885064e-05,1.5604594061358057e-07
1927,3.102717823821877e-05,2.21869571603861e-07
1928,3.161014262786921e-05,1.9538530615648142e-07
1929,3.247651284254971e-05,1.8047458283376727e-07
1930,3.192990504885529e-05,1.827626974204577e-07
1931,3.186314438607951e-05,1.4826963923297853e-07
1932,3.183416583851795e-05,1.731606751320669e-07
1933,3.212588285350648e-05,1.8697179449134183e-07
1934,3.025828209501924e-05,1.8811080693126314e-07
1935,3.052989586649346e-05,1.6635914956708575e-07
1936,2.985468540828151e-05,1.515589378442428e-07
1937,3.0250160534706083e-05,1.9012588126088303e-07
1938,2.9403809890027333e-05,1.7762343773597422e-07
1939,2.8419404770829715e-05,2.6611647996332977e-07
1940,2.8238477625563974e-05,2.1300575880900396e-07
1941,2.830786206686753e-05,2.6268372366189396e-07
1942,2.9547154781539575e-05,2.3666851234338537e-07
1943,2.72352497177053e-05,1.7419411513230898e-07
1944,2.6357765818829648e-05,4.434196796410106e-07
1945,3.167109116475331e-05,1.2199622378972208e-07
1946,2.8896035473735537e-05,2.1995345012015832e-07
1947,3.090605014222092e-05,1.645080196510662e-07
1948,2.8923570425831713e-05,1.750373890274659e-07
1949,3.0817552215012256e-05,1.7866954937773016e-07
1950,2.9563114708253124e-05,1.71229314283039e-07
1951,2.901074094552314e-05,2.6653503049089977e-07
1952,2.819891517447104e-05,3.5325092184734785e-07
1953,2.8738107403114554e-05,2.8873856905420325e-07
1954,2.967430668832094e-05,2.130412823930783e-07
1955,3.0218841402529506e-05,1.9709775944676267e-07
1956,2.8564355375237938e-05,3.3925239506515936e-07
1957,2.7685474378813524e-05,3.198283700101001e-07
1958,2.8815533710258023e-05,2.1590555299155767e-07
1959,3.0154283535921422e-05,2.4182332580835464e-07
1960,2.7950478170168935e-05,2.8652249639549154e-07
1961,2.8317917212916655e-05,2.0983440407462695e-07
1962,2.8539438403640816e-05,1.8708771865050267e-07
1963,2.8809499553972273e-05,1.6811738756672412e-07
1964,2.898706770793069e-05,1.721763096540485e-07
1965,2.7918912564928178e-05,1.548588288713404e-07
1966,2.7853237270392128e-05,1.5730972080518768e-07
1967,2.82567400518019e-05,1.8192937645267193e-07
1968,2.878683199014631e-05,1.5180985002416492e-07
1969,2.9208952128101373e-05,1.2171911212277564e-07
1970,2.94916239909071e-05,1.862483651748903e-07
1971,2.9077164299451397e-05,1.7059479873182681e-07
1972,2.9384454819592065e-05,1.6057359708554486e-07
1973,2.9168707897042623e-05,1.3617613170424647e-07
1974,3.0379213058040477e-05,1.4795253511223905e-07
1975,3.079972702835221e-05,1.3878896787389294e-07
1976,3.0367395879693504e-05,1.3655328512385267e-07
1977,2.945560663647484e-05,9.99052893746466e-08
1978,2.9466521709764493e-05,1.188118279316086e-07
1979,2.8042656367688323e-05,1.0767631142272194e-07
1980,2.771567733361735e-05,1.7453412937129542e-07
1981,2.9305006364666042e-05,1.214505527258325e-07
1982,2.9563850603153696e-05,1.1608029293341815e-07
1983,3.001859249707195e-05,1.5156757893208805e-07
1984,3.0197757041605655e-05,1.33957103187754e-07
1985,2.9871455808461178e-05,1.5520140106417557e-07
1986,3.0494546535919653e-05,9.830956182454997e-08
1987,2.9938114721517195e-05,1.0571713326967824e-07
1988,3.1518486593995476e-05,9.114761834183582e-08
1989,3.1872269119048724e-05,1.1250650366889658e-07
1990,3.098811225754616e-05,8.663355055560373e-08
1991,3.103704398199625e-05,9.378344056898413e-08
1992,3.092235738222371e-05,1.0358695368140047e-07
1993,3.151255145894538e-05,1.0746062439892512e-07
1994,3.140796889056219e-05,1.1446590431063441e-07
1995,3.1086910212252405e-05,8.838595055848941e-08
1996,3.155079343741818e-05,9.555185176424175e-08
1997,3.172781612192921e-05,1.1076206352100826e-07
1998,3.189639960510249e-05,9.154808022771022e-08
1999,3.065827991122205e-05,9.551720392408924e-08
2000,3.055157048947876e-05,1.0647455628287616e-07
2001,3.080167039115622e-05,8.762423764352434e-08
2002,3.058968832192477e-05,1.0865429089790268e-07
2003,3.0203524147509597e-05,8.208837831702454e-08
2004,3.1639175404052367e-05,8.192911549187443e-08
2005,3.0624595638073515e-05,8.872386647595931e-08
2006,3.0840113595331786e-05,9.841757053763445e-08
2007,3.0767078897042666e-05,9.946253554105056e-08
2008,3.1596162898495095e-05,9.110921084243273e-08
2009,2.983982540172292e-05,9.202611583880582e-08
2010,2.999041703333205e-05,1.0250630699815133e-07
2011,2.901056268456159e-05,1.0554162965803471e-07
2012,2.9604743531308486e-05,1.5693605259770038e-07
2013,2.9754664637948736e-05,1.4503449996539075e-07
2014,3.193771794940403e-05,1.6803854485658576e-07
2015,3.0203721735233557e-05,1.4784557578195745e-07
2016,2.9458390372383292e-05,1.4955074423284032e-07
2017,3.022280566256086e-05,1.4565390049625648e-07
2018,2.9940882996015716e-05,1.4507842216460176e-07
2019,2.963125416499679e-05,1.5994693747245492e-07
