year,leurs_DET ailes_NOUN,leurs_DET belles_NOUN
1865,1.1249357605436217e-06,9.084209295906476e-08
1866,1.3424226068536882e-06,9.925850302794359e-08
1867,1.6868373222678201e-06,8.880645196995829e-08
1868,1.3357419881288024e-06,1.0670127958967157e-07
1869,1.3122015865008052e-06,8.546158714040075e-08
1870,1.3056429537527947e-06,9.289158953151855e-08
1871,1.0345026453251194e-06,7.753459385639871e-08
1872,1.2245861533699554e-06,1.1489944995446422e-07
1873,1.2887867715249968e-06,6.524744833313889e-08
1874,1.3550413271445905e-06,9.380136134495842e-08
1875,1.06992552773022e-06,9.154443131320633e-08
1876,1.0810274275740994e-06,1.3361692197122466e-07
1877,1.2994297975410518e-06,9.400920220059561e-08
1878,1.3769121807172269e-06,9.239805365268694e-08
1879,1.0892927093664184e-06,7.697749992985337e-08
1880,1.084615977475778e-06,7.701415416505597e-08
1881,1.1525554803881732e-06,9.27343535295222e-08
1882,1.0728481072419527e-06,6.921600625986457e-08
1883,1.0313161062924792e-06,1.1248422993048734e-07
1884,1.0127002880722102e-06,7.12983307948889e-08
1885,1.1254080440892267e-06,8.314870042491762e-08
1886,1.129356160589623e-06,6.969740695694782e-08
1887,1.0459337431711901e-06,7.37768491299029e-08
1888,1.0702957666808288e-06,6.974676125537371e-08
1889,9.523007769018932e-07,5.7639258144170924e-08
1890,9.595621754954209e-07,7.603088647556433e-08
1891,8.898411021363017e-07,8.413970586929054e-08
1892,8.136529094926459e-07,5.5162907131034444e-08
1893,9.132931513278209e-07,5.912079725778341e-08
1894,9.433404528635947e-07,9.515324173037243e-08
1895,8.32976233766658e-07,6.861220458453943e-08
1896,8.356090113181835e-07,4.422771837653272e-08
1897,7.883543489128897e-07,6.409384667449558e-08
1898,7.548245584132474e-07,7.129526879978698e-08
1899,9.131559792763255e-07,6.854197209804624e-08
1900,7.937120471979142e-07,6.48881623988018e-08
1901,8.014251644539172e-07,5.588739071527016e-08
1902,9.246064607282278e-07,5.990546458889412e-08
1903,8.678153768926222e-07,5.508224631967096e-08
1904,8.056562901259667e-07,6.503296390292235e-08
1905,9.304848802571541e-07,8.205607021638528e-08
1906,9.300685839264133e-07,5.864370294927923e-08
1907,9.349689484849932e-07,8.07426374649367e-08
1908,9.120449426802679e-07,5.058730767615316e-08
1909,1.0127311131924444e-06,6.87622933592813e-08
1910,1.113186586465531e-06,5.611358133705835e-08
1911,9.810770045248773e-07,5.799207669632267e-08
1912,9.845806303587779e-07,8.543450807918518e-08
1913,1.0579464735371857e-06,7.265095725017545e-08
1914,8.9066694108908e-07,7.902157506123331e-08
1915,9.80159395425062e-07,4.5944972160150144e-08
1916,1.0207352731939068e-06,6.043104150421641e-08
1917,1.0703230444164546e-06,5.483212106582869e-08
1918,9.947202119775511e-07,6.087779791386083e-08
1919,9.91685304541079e-07,6.997964835386838e-08
1920,9.525867525894682e-07,7.117898093156327e-08
1921,9.60224394219722e-07,6.891200143854803e-08
1922,1.2358042376092726e-06,7.673053248336004e-08
1923,1.020192602396719e-06,6.263409346729532e-08
1924,1.0390649265445973e-06,7.734974616369072e-08
1925,1.0822206597538298e-06,8.468597201272132e-08
1926,9.541094705411979e-07,6.687682907458026e-08
1927,1.040222681325531e-06,9.588333682586381e-08
1928,1.058051392277548e-06,7.198406137831626e-08
1929,8.411006682251809e-07,7.575476135279757e-08
1930,8.339860961825707e-07,5.251801893368935e-08
1931,8.371531841078195e-07,6.158892773555635e-08
1932,8.153895088014451e-07,5.918149748040946e-08
1933,8.339171202464968e-07,5.735331143341682e-08
1934,7.596321651703875e-07,3.71428985346256e-08
1935,8.377798934589009e-07,5.6250936353308134e-08
1936,9.20265847526025e-07,7.396075574206407e-08
1937,7.227301619394666e-07,6.043736533456467e-08
1938,8.025467757022398e-07,9.594258898459884e-08
1939,7.723495745182163e-07,5.8117393564316444e-08
1940,5.959089808271756e-07,3.550096039361961e-08
1941,9.91704826702744e-07,7.969057236323351e-08
1942,1.201547846108042e-06,1.3350531480327277e-07
1943,1.0741970033478765e-06,7.258088219330716e-08
1944,1.2306503300862914e-06,4.819779064746399e-08
1945,1.0522174740401624e-06,6.535512397931598e-08
1946,9.814378501005194e-07,3.3410650246423756e-08
1947,9.417487873975006e-07,7.033313664805974e-08
1948,1.1067581375812097e-06,5.218506160531433e-08
1949,9.659936104355893e-07,6.871905511296461e-08
1950,9.061327865822477e-07,9.146410917537651e-08
1951,8.422507349337138e-07,4.371174633366337e-08
1952,8.404208493573151e-07,6.326882129314981e-08
1953,7.563226915863197e-07,5.386913870530918e-08
1954,8.619377069862821e-07,4.006739984241392e-08
1955,6.935964478316237e-07,4.411235599022234e-08
1956,7.875190668471532e-07,4.098936656760088e-08
1957,6.467247359864814e-07,3.3573144264664734e-08
1958,6.874234017573144e-07,4.963345984210221e-08
1959,6.805156651523703e-07,5.503030919840057e-08
1960,6.643999910238563e-07,5.467458463748187e-08
1961,6.552114193425496e-07,4.794229724325305e-08
1962,7.914761503968748e-07,4.3759499135376245e-08
1963,6.918676760392373e-07,4.008953169432061e-08
1964,6.765372724260033e-07,4.3196175303350515e-08
1965,6.292850152078699e-07,6.183409340110302e-08
1966,6.663506688653342e-07,5.095948907296588e-08
1967,6.882748664338578e-07,5.324762497593838e-08
1968,8.277679235391133e-07,5.524441390458712e-08
1969,6.739968370084171e-07,3.951329419216165e-08
1970,6.346240670751513e-07,4.046878032681889e-08
1971,7.055019644042204e-07,6.114692774339403e-08
1972,6.253649047494036e-07,4.2580218462262565e-08
1973,6.290565490729705e-07,4.079770832277063e-08
1974,4.770484842708811e-07,3.769133105624434e-08
1975,4.683413834527528e-07,3.7695770060963696e-08
1976,4.885065729709481e-07,3.028169359708954e-08
1977,4.5897666822725114e-07,5.2891035551283494e-08
1978,5.31682925242194e-07,4.51484957197934e-08
1979,5.430631464520275e-07,4.7400984470868934e-08
1980,4.661823531648679e-07,4.718675061798905e-08
1981,5.123695068220968e-07,7.906936616564053e-08
1982,5.307414188138182e-07,5.152226723037501e-08
1983,5.039622017477541e-07,3.7260366125835276e-08
1984,5.016142186065053e-07,4.6971969980269535e-08
1985,4.980882302163536e-07,6.556958254133605e-08
1986,5.988491231789794e-07,3.7165808208783346e-08
1987,5.023091187439377e-07,5.5608433080500674e-08
1988,4.773256971901674e-07,5.157036386815861e-08
1989,4.3191521292840207e-07,5.049072271390287e-08
1990,4.429753177603857e-07,3.8140555214116745e-08
1991,4.226116541161673e-07,5.9200797153380336e-08
1992,4.832220916739516e-07,4.022259147973273e-08
1993,4.824649710855056e-07,6.536264618439702e-08
1994,5.12722873935445e-07,5.907917705050281e-08
1995,5.21097547334648e-07,3.68726640331829e-08
1996,4.975101894899581e-07,5.658377899564471e-08
1997,5.111357292975072e-07,7.000546276003661e-08
1998,5.092362123093608e-07,4.243635132183954e-08
1999,4.6341840764796416e-07,5.9412615105447486e-08
2000,4.413613474696376e-07,6.229424465153954e-08
2001,4.525791634790721e-07,5.213641890433607e-08
2002,5.099741819947212e-07,6.44039574448918e-08
2003,4.641952262574023e-07,5.333661268203116e-08
2004,4.338719268304203e-07,4.9774142862890614e-08
2005,4.589320905523664e-07,4.9541244218076486e-08
2006,5.213248641666723e-07,5.3120778886750486e-08
2007,5.057010792341998e-07,5.552326531876872e-08
2008,5.54744374881011e-07,5.875266784194366e-08
2009,6.112822639181559e-07,5.292693727732001e-08
2010,6.377120662648395e-07,7.227403014953282e-08
2011,7.586760233380119e-07,5.774197561758676e-08
2012,9.542120444905322e-07,6.4680803268935e-08
2013,1.0554049367783591e-06,7.02859535017808e-08
2014,1.0677810493575635e-06,9.462995187448087e-08
2015,1.1300101760980397e-06,6.206411029552328e-08
2016,1.3134366909639539e-06,8.161080078394889e-08
2017,1.2261089779030954e-06,4.150758786680697e-08
2018,1.1200983465187164e-06,6.169705568659367e-08
2019,1.0520272937242225e-06,9.260085676032759e-08
