year,plusieurs_DET ailes_NOUN,plusieurs_DET belles_ADJ
1839,9.788065469251706e-09,5.5232654005976656e-08
1840,1.210240813120933e-08,5.095751021144679e-08
1841,7.0626033910059505e-09,7.062603302188109e-08
1842,2.0124795163667386e-09,5.2324465649178364e-08
1843,2.2446261738195972e-08,5.079943576902224e-08
1844,2.4149668931272572e-08,5.872760588943038e-08
1845,2.5669049108500985e-08,4.2409731282333496e-08
1846,1.4636253098387897e-08,4.5665109027481776e-08
1847,9.707802561820245e-09,7.442648630728854e-08
1848,1.6090443422100975e-09,3.781254154233693e-08
1849,1.256912263158938e-08,3.854530916669319e-08
1850,1.2899092460827433e-08,5.634866617754142e-08
1851,1.0964045893402385e-08,6.126966667352463e-08
1852,5.859490670445666e-09,3.841221651867954e-08
1853,1.6124216628554677e-08,5.5538965426649156e-08
1854,1.0391328519876453e-08,9.456109673067203e-08
1855,3.714855978387277e-09,4.617035287424187e-08
1856,1.0354378410237786e-08,4.711242063137888e-08
1857,1.1715622250108026e-08,5.272029968139691e-08
1858,8.31924928945682e-09,5.334106845111819e-08
1859,1.171199848215565e-08,5.703234062792717e-08
1860,7.781213007262977e-09,5.767251742838653e-08
1861,1.3676294763342867e-08,3.914249901981748e-08
1862,1.9879140111811466e-08,6.054101620023289e-08
1863,1.2486552236623538e-08,2.697095191628307e-08
1864,1.1986819536957682e-08,4.027571431919341e-08
1865,1.1767110841276462e-08,4.23615986733239e-08
1866,1.556996132023869e-08,4.2330832172865485e-08
1867,1.552899675516528e-08,6.357183224281471e-08
1868,1.3831646938911035e-08,4.4952853883728494e-08
1869,1.0743741896135361e-08,3.7603097524652185e-08
1870,6.880858549607183e-09,2.0069171657866036e-08
1871,4.248470908407853e-09,1.5931765240395634e-08
1872,7.256807155187062e-09,2.2979888214536004e-08
1873,3.591602570907071e-09,2.3944018323618366e-08
1874,2.2106053876314036e-08,2.2106053876314036e-08
1875,5.7215269744226305e-09,4.691652399912982e-08
1876,2.0556450763820067e-08,3.808989301745669e-08
1877,8.658742500777805e-09,3.5871932979603116e-08
1878,7.850815109122777e-09,4.408534692856847e-08
1879,3.0546627449723474e-09,5.681672554658235e-08
1880,5.776061406947974e-09,3.914886193001621e-08
1881,2.7890030285249168e-09,4.044054513485662e-08
1882,1.3310770263785798e-09,3.394246439469839e-08
1883,9.479008689083912e-09,5.0554711528150165e-08
1884,1.1883054540362536e-08,3.30084857225188e-08
1885,5.80107206715752e-09,1.9981470700258797e-08
1886,7.744156427236248e-09,3.613939814073319e-08
1887,5.876032105334161e-09,2.6115698936735043e-08
1888,6.34061447790657e-09,2.7264642543656237e-08
1889,2.5060546970934183e-09,2.5687061366852504e-08
1890,1.5730527991308918e-08,2.359579076571805e-08
1891,8.286486163910922e-09,3.4420788885825004e-08
1892,3.761107425503951e-09,2.005924004677695e-08
1893,3.695050043717174e-09,1.4780199730779486e-08
1894,1.2603078580752936e-08,4.7261544011689693e-08
1895,5.416753046105782e-09,5.537125424837086e-08
1896,4.717623180994224e-09,3.066455089850706e-08
1897,8.157399200570126e-09,1.4566783557157237e-08
1898,7.355861253444118e-09,2.8291774589739305e-08
1899,1.2160672469008205e-08,2.7085134135518274e-08
1900,9.34389543516545e-09,1.972600127686519e-08
1901,3.353243460679778e-09,2.0678333711998675e-08
1902,6.628883397752361e-08,2.5042447782119837e-08
1903,1.3500550899436803e-08,4.806196152173925e-08
1904,4.837162670412454e-09,2.418581424024069e-08
1905,3.6125313851442797e-09,1.9610884471887857e-08
1906,7.716276506641861e-09,1.4918135171626545e-08
1907,2.5714217422034835e-09,2.262851017675871e-08
1908,5.893667109901912e-09,1.6698723293018247e-08
1909,1.265226234892225e-08,2.640472018811124e-08
1910,5.34415089958884e-09,2.244543306773039e-08
1911,6.384448858476333e-09,2.8197983503730484e-08
1912,8.856016087133156e-09,2.6047105805560022e-08
1913,6.893886794756554e-09,3.340883658609073e-08
1914,7.366418142140674e-09,1.7411533548283842e-08
1915,0.0,1.1780761921542648e-08
1916,1.0987462051303964e-09,1.2086208256434361e-08
1917,5.483212106582869e-09,2.1932848870420685e-09
1918,3.44591288836682e-09,1.033773866510046e-08
1919,1.8415696745321952e-09,2.1178050868542186e-08
1920,3.786115865267448e-09,1.9687802499390727e-08
1921,9.087297137000405e-09,6.815472852750304e-09
1922,1.4018077088007175e-08,1.1804696775641332e-08
1923,8.492758496458919e-09,1.0615948564662858e-08
1924,1.289162443462999e-09,1.5469949321555987e-08
1925,5.499089184013428e-09,8.798542339150117e-09
1926,8.916910765321973e-09,2.0063048999929833e-08
1927,3.3447675740205796e-09,8.919379901328739e-09
1928,2.2852082448565625e-09,1.82816659588525e-08
1929,3.342121912552898e-09,2.5622934884950155e-08
1930,3.1510811737689437e-09,2.4158287814657342e-08
1931,5.7026783295555106e-09,2.0529641986399838e-08
1932,8.767629289252454e-09,7.671675517073595e-09
1933,8.029463538505865e-09,2.523545639121494e-08
1934,9.585264137967897e-09,9.585264137967897e-09
1935,1.6755597798123745e-08,1.6755597798123745e-08
1936,1.2124714565686645e-08,1.576212893539264e-08
1937,8.813782592653752e-09,2.0145788592884628e-08
1938,1.4261735792331365e-08,6.4826072287971215e-09
1939,7.647025235257843e-09,2.2941075705773528e-08
1940,1.2678914806940611e-08,1.5214697501875207e-08
1941,5.9030051957620344e-09,8.854508237732261e-09
1942,6.068423541449874e-09,1.517105863158008e-08
1943,2.6129116648121453e-08,1.4516176038981143e-08
1944,6.4263723231761105e-09,1.6065930807940276e-08
1945,1.3071024262956144e-08,6.535512131478072e-09
1946,8.352662561605939e-09,1.2528993842408909e-08
1947,2.3841741914054637e-09,8.344609447874518e-09
1948,3.9138795093762724e-08,8.697510045507784e-09
1949,5.890204768377316e-09,8.835307152565974e-09
1950,1.2762433776458693e-08,1.595304244261797e-08
1951,2.2388944032059044e-08,4.264560815592233e-09
1952,4.2179215675730575e-09,5.272401848444019e-09
1953,1.0773827385790469e-09,4.30953106533849e-09
1954,2.9317608341017376e-09,1.2704297391863406e-08
1955,1.8771215692936494e-09,6.569925492527773e-09
1956,7.849027205963921e-09,1.657016923672927e-08
1957,4.417518795207798e-09,8.8350378124602e-09
1958,4.963346011965797e-09,1.7371711624747377e-08
1959,6.200598257066758e-09,1.1626121843022474e-08
1960,1.1765417085030094e-08,1.4533750203327145e-08
1961,6.948159103625784e-09,1.3201502280235644e-08
1962,5.0735651235811474e-09,8.244543270308213e-09
1963,1.3578711488548834e-08,1.5518528240221485e-08
1964,9.734349326606662e-09,2.7377857314547782e-08
1965,6.0192477668863376e-09,1.3132903875501256e-08
1966,6.6468897053084675e-09,1.8278946800620588e-08
1967,4.437302081328198e-09,1.2818872630049327e-08
1968,6.287982134978165e-09,1.39233886642387e-08
1969,4.087582022860303e-09,1.090021850558287e-08
1970,8.7375777724219e-09,1.3796174647140447e-08
1971,1.3359833239690033e-08,1.3873673543329801e-08
1972,3.0780880067027283e-09,1.6416469961200164e-08
1973,1.2680368366435602e-08,9.372446430067072e-09
1974,7.875800567269664e-09,1.406392913239074e-08
1975,1.0851811893530794e-08,5.711480177694739e-09
1976,1.7140580066410394e-09,1.199840626853188e-08
1977,5.289103821581875e-09,1.2928919712607012e-08
1978,5.346532216954358e-09,8.910886917234961e-09
1979,1.1703946700691858e-09,8.777959692451986e-09
1980,5.116635559687666e-09,8.527726191864815e-09
1981,4.427884725544118e-09,5.6929946312678226e-09
1982,8.690503427999374e-09,6.828252407942159e-09
1983,5.683784332077835e-09,3.789189739755727e-09
1984,9.278413592994639e-09,4.639206907519622e-09
1985,9.023337299574052e-09,6.015557940663996e-09
1986,5.395036861699509e-09,7.193382556280881e-09
1987,2.4443267410134695e-09,1.099947066762752e-08
1988,5.396898483667201e-09,9.594486094499644e-09
1989,6.585746614717891e-09,1.0427432028947692e-08
1990,1.2531897297662908e-08,5.9935161278446e-09
1991,8.206051227421796e-09,3.5168791212569772e-09
1992,4.958949695321735e-09,7.162927362358573e-09
1993,2.2156829704300662e-09,7.754890507527534e-09
1994,6.329911705904578e-09,4.219941174277153e-09
1995,4.337960657352369e-09,6.506940763983948e-09
1996,4.804283193493575e-09,1.1209993378002991e-08
1997,4.315404922294874e-09,1.2946214766884623e-08
1998,5.72175506974304e-09,8.10581957111367e-09
1999,1.0511462811280126e-08,1.0968482788697997e-08
2000,1.3254094821668616e-08,7.068850393920911e-09
2001,8.762423675534592e-09,1.0076787404500465e-08
2002,1.0953053575235572e-08,8.762442771370615e-09
2003,7.083769126836614e-09,9.583922322420335e-09
2004,6.166707589017051e-09,1.0131020022896564e-08
2005,7.205999463799628e-09,5.854874363109275e-09
2006,4.529678854225949e-09,4.941467901531382e-09
2007,1.0385646481703148e-08,1.6377366129916027e-08
2008,1.1495086743584793e-08,1.0217855006544596e-08
2009,8.582746957586096e-09,1.192048104670107e-08
2010,5.196172381261022e-09,9.447586268862551e-09
2011,1.4148696325655408e-08,1.9502256698444853e-08
2012,1.2255309989051e-08,1.87233899495709e-08
2013,1.1156500223652444e-08,1.0319762822064149e-08
2014,1.2559581652471508e-08,1.3642304619310153e-08
2015,1.4186082711309389e-08,1.2634479684692224e-08
2016,1.2635174462261034e-08,2.0299132152956645e-08
2017,1.0314006815281829e-08,8.301517251396717e-09
2018,1.3165480261534412e-08,1.6779533762445453e-08
2019,1.045904995944369e-08,1.428553186855197e-08
