year,ses_DET oeufs_NOUN,ses_DET boeufs_NOUN
1979,5.500854882711792e-08,3.5697038214266286e-08
1980,7.78865623107805e-08,3.0699812469947574e-08
1981,5.503227940018007e-08,2.4037088375283844e-08
1982,5.648826939541607e-08,3.0416761775953205e-08
1983,7.01000100189475e-08,2.1472073896688926e-08
1984,6.842829797237826e-08,3.7113654371978555e-08
1985,4.7522909385477874e-08,1.2632671464452017e-08
1986,6.414099584794997e-08,3.2370223002065046e-08
1987,8.310711008263638e-08,3.97203081536901e-08
1988,1.0613900491840411e-07,3.2381389958313633e-08
1989,6.530865059861668e-08,5.43324095714226e-08
1990,6.810813402147176e-08,3.7595690116631886e-08
1991,8.909426851833047e-08,2.3445860364290638e-08
1992,8.871009926636475e-08,2.3141765059797592e-08
1993,6.480872372094382e-08,6.093128368522827e-08
1994,6.962903131846332e-08,4.0616935592652226e-08
1995,9.868860217920883e-08,3.904164458390369e-08
1996,7.526710232852452e-08,3.576521812043154e-08
1997,6.712852496093547e-08,3.548222082816466e-08
1998,5.531029856342684e-08,2.5747898035888284e-08
1999,5.484241394348999e-08,2.4679085441903226e-08
2000,4.108769169341997e-08,1.3254094710646314e-08
2001,3.417345140199757e-08,1.621048362210331e-08
2002,3.154479494282825e-08,1.270554239596322e-08
2003,2.6668306674082487e-08,1.4167538253673229e-08
2004,3.171449841632423e-08,7.047666006343434e-09
2005,3.87322452999328e-08,1.261049931144953e-08
2006,3.829637512664519e-08,1.2353670086895363e-08
2007,2.1170741604237264e-08,6.391167151065247e-09
2008,4.12971665753048e-08,1.3623806971452268e-08
2009,3.099325018851573e-08,7.1522885392028e-09
2010,1.5588516699693855e-08,2.8342759250676863e-09
2011,2.1414243683848255e-08,7.265546830836911e-09
2012,1.838296517786553e-08,1.4978711604385353e-08
2013,2.370756352343406e-08,7.809549951165451e-09
2014,2.2953719730489652e-08,9.094870148662615e-09
2015,1.1969507343612129e-08,1.6402658786773827e-08
2016,1.5120782237421082e-08,1.0770968117412849e-08
2017,2.4652991342799524e-08,3.949509874701107e-08
2018,1.7037679655995674e-08,3.872199894061623e-09
2019,1.68365186237196e-08,1.2499839996404916e-08
