year,êtes_VERB à_ADP,êtes_VERB bas_ADV,etes_VERB à_ADP
1969,5.427400537882932e-07,4.5417578031781147e-10,4.5417578031781147e-10
1970,5.454087954603892e-07,0.0,1.8394900047624674e-09
1971,5.90401896261028e-07,0.0,1.0276794970565106e-09
1972,5.530298494704766e-07,0.0,2.0520587451500205e-09
1973,4.824053121410543e-07,0.0,6.615844760915479e-09
1974,4.556713122383371e-07,0.0,1.1251143350321513e-09
1975,4.2893216800621303e-07,5.711480177694739e-10,0.0
1976,5.130747240400524e-07,5.713526873840635e-10,2.856763492431469e-09
1977,4.466354255328042e-07,0.0,1.7630346071939584e-09
1978,5.14455223310506e-07,0.0,0.0
1979,5.389667308008939e-07,0.0,7.607565244427406e-09
1980,5.520281547433115e-07,0.0,3.411090521154847e-09
1981,4.839045573135081e-07,0.0,3.1627747087981106e-09
1982,5.040491828367522e-07,0.0,1.8622506869903077e-09
1983,5.020676212552644e-07,0.0,6.315316047889041e-10
1984,4.75518703524358e-07,0.0,2.3196033982486597e-09
1985,4.764322056871606e-07,0.0,1.8046674155058895e-09
1986,5.383047891882597e-07,0.0,5.994485463567401e-10
1987,5.120864443597384e-07,0.0,0.0
1988,5.354922336664458e-07,0.0,1.1993107618124554e-09
1989,5.515562975233479e-07,0.0,5.488122178931576e-10
1990,4.871093892688805e-07,0.0,1.6345953479657283e-09
1991,4.976383820576302e-07,0.0,5.8614650910726596e-09
1992,5.344645614968613e-07,0.0,1.65298330578878e-09
1993,5.755236429649813e-07,0.0,0.0
1994,5.44372426247719e-07,1.0549853213248639e-09,5.274926606624319e-10
1995,4.912740223517176e-07,5.422450821690461e-10,0.0
1996,5.145921022631228e-07,5.338092190498855e-10,4.270473752399084e-09
1997,5.092177843835088e-07,0.0,0.0
1998,5.416594603957492e-07,0.0,1.43043876743576e-09
1999,4.963238211530552e-07,0.0,4.570201161957499e-10
2000,4.992375579604413e-07,8.836062992401139e-10,1.3254094488601709e-09
2001,5.073443389846943e-07,0.0,4.8193329327261836e-09
2002,5.047166951044346e-07,0.0,1.3143663935011318e-09
2003,5.304493129187904e-07,4.1669229178253886e-10,8.333845835650777e-10
2004,5.272535190670169e-07,0.0,1.3214374039449694e-09
2005,5.728769565394032e-07,0.0,1.3511248786457486e-09
2006,7.189835855569982e-07,0.0,8.235779835885637e-10
2007,8.464302254651557e-07,0.0,1.5977917877663117e-09
2008,8.915078524296405e-07,0.0,1.7029758714315335e-09
2009,1.0594923196549644e-06,9.53638501499654e-10,1.430457752249481e-09
2010,1.288650764763588e-06,0.0,1.4171379625338432e-09
2011,1.8301529962627683e-06,0.0,1.529588788962144e-09
2012,2.1283387923176633e-06,0.0,1.0212758416727752e-09
2013,1.9013465362149873e-06,5.578250084070646e-10,5.578250084070646e-10
2014,1.9588617305998923e-06,8.661780737106994e-10,4.330890368553497e-10
2015,2.0882357603113633e-06,0.0,4.433150790905671e-10
2016,2.138865738743334e-06,0.0,4.1426800878596737e-10
2017,1.9662018075905507e-06,0.0,7.54683426862357e-10
2018,2.0548475276882527e-06,5.162933414126769e-10,2.5814667070633845e-10
2019,2.081350885418942e-06,2.55098775436835e-10,0.0
