year,des_DET aveux_NOUN
1988,3.489994209182612e-07
1989,4.3356165413399594e-07
1990,3.182012058289274e-07
1991,3.634108503014488e-07
1992,4.110418281300099e-07
1993,4.303964082907896e-07
1994,4.1724669497256173e-07
1995,4.52232409742237e-07
1996,3.891469280148385e-07
1997,3.576991183251721e-07
1998,3.981387983742479e-07
1999,3.838968929414932e-07
2000,4.082261044757729e-07
2001,4.468835905768742e-07
2002,4.6966694178252055e-07
2003,4.1044190757233423e-07
2004,4.202170904576974e-07
2005,4.0398633061045075e-07
2006,4.5708577189884636e-07
2007,4.6935134800918377e-07
2008,4.521400951418286e-07
2009,4.49640550570507e-07
2010,5.233962561135286e-07
2011,4.6537740061580735e-07
2012,5.552336297398597e-07
2013,6.052401086975578e-07
2014,7.044193246485975e-07
2015,6.490132520298175e-07
2016,6.553719913426903e-07
2017,6.06765475197335e-07
2018,6.497551776618593e-07
2019,6.563691492544876e-07
