year,les_DET ailes_NOUN,les_DET belles_NOUN
1956,4.747789489556453e-06,2.03028174183828e-06
1957,4.335352969064843e-06,2.097437914017064e-06
1958,4.18989139916448e-06,2.274039694327712e-06
1959,4.321817016261775e-06,1.6943135250357955e-06
1960,3.379442915729669e-06,2.0111941765321717e-06
1961,3.987548666373186e-06,2.4325506160494115e-06
1962,3.853372618323192e-06,2.009766006949576e-06
1963,3.6778910157408973e-06,1.8538174018090103e-06
1964,3.4368337367141066e-06,2.007709554163739e-06
1965,3.826052648037148e-06,2.0695268219128593e-06
1966,3.732228663011483e-06,1.9314753387789096e-06
1967,3.6854259519714105e-06,2.282252360430448e-06
1968,3.674427262012614e-06,2.196302325785382e-06
1969,3.2164728906991513e-06,1.7985361360217667e-06
1970,3.163462849897769e-06,2.024358757068967e-06
1971,3.1688497301729512e-06,2.5219254311537043e-06
1972,3.2966323431082856e-06,2.4445150046403796e-06
1973,3.455124840456847e-06,2.4649533969522963e-06
1974,2.590575860494937e-06,1.9368843027223193e-06
1975,2.7712100916232885e-06,2.1435184791585016e-06
1976,3.3195591413459624e-06,2.299123273985515e-06
1977,2.822030552351862e-06,2.430636953931753e-06
1978,3.095048185741689e-06,2.581186912209432e-06
1979,3.0617525510479027e-06,2.6995152637709907e-06
1980,3.0478093435704068e-06,2.889762100721782e-06
1981,2.7971580038865795e-06,3.0122265854970465e-06
1982,2.903869471992948e-06,2.844277474878254e-06
1983,2.9025193555298756e-06,3.0812427453952296e-06
1984,2.8380347600887035e-06,3.3750229917473007e-06
1985,2.912131691346076e-06,3.2038862869399054e-06
1986,3.3359311828462523e-06,3.6973987249666607e-06
1987,3.063963475824494e-06,3.1825134811924727e-06
1988,2.8675520695742307e-06,3.3784584445584187e-06
1989,2.755037371571234e-06,3.1847572401488833e-06
1990,2.722690823020457e-06,3.2572034953659568e-06
1991,2.6558299168755184e-06,3.5831137239483724e-06
1992,2.867926042426916e-06,4.37048766599446e-06
1993,2.8366281696889928e-06,4.058023407083056e-06
1994,2.8025685878674267e-06,4.408256124577292e-06
1995,2.84027984776003e-06,4.695300063417562e-06
1996,2.6460923550075677e-06,4.21015325002827e-06
1997,2.9114600010871072e-06,4.579603803733789e-06
1998,3.015841826936594e-06,4.6546476966113914e-06
1999,2.7188125955035503e-06,4.739755574689752e-06
2000,2.750224552983127e-06,4.784728062645627e-06
2001,2.588858023955254e-06,5.021306755281785e-06
2002,2.7531595776508766e-06,6.418489398640759e-06
2003,2.667247457566191e-06,5.657014547466588e-06
2004,2.609838929856778e-06,5.402476482174734e-06
2005,2.448238319630036e-06,5.430621087043619e-06
2006,2.675804950058591e-06,5.501500808691162e-06
2007,2.771369793208578e-06,5.350205608323222e-06
2008,3.00447524637093e-06,4.6525300447797235e-06
2009,2.947219826410219e-06,4.6117958412139615e-06
2010,3.3024037406903517e-06,3.93114064678457e-06
2011,3.4216900530736893e-06,2.935663268033295e-06
2012,3.96799694613037e-06,2.468083224016482e-06
2013,4.296089230138023e-06,2.31162684372066e-06
2014,4.241673821070435e-06,2.4463034486998936e-06
2015,4.428495998354265e-06,2.3571063030303208e-06
2016,4.8181440774897055e-06,2.63080899554069e-06
2017,4.184970919141051e-06,2.4353633705231914e-06
2018,4.351578354544472e-06,2.496020226061546e-06
2019,4.1627017139944655e-06,2.3265008834982837e-06
