year,leurs_DET os_NOUN,leurs_DET bosses_NOUN
1849,3.93832497280755e-07,0.0
1850,4.4196363724324783e-07,2.308258562067067e-08
1851,3.8954609848929067e-07,5.159551008659946e-09
1852,4.101643682474787e-07,1.2370036550635177e-08
1853,5.840549555102825e-07,3.463720577023821e-08
1854,3.6785303691999616e-07,1.1430461910322265e-08
1855,4.112876368367324e-07,7.960405667972736e-09
1856,3.7223991089518904e-07,7.7657837382894e-09
1857,4.4080027983284253e-07,9.763018005148894e-09
1858,3.2640819958018596e-07,1.2723557984983813e-08
1859,4.4760204787053226e-07,1.8331824058748225e-08
1860,3.904337937399305e-07,5.034902272882391e-09
1861,3.961409413832939e-07,5.659156698811785e-09
1862,3.3207200011986515e-07,2.2589931314431766e-09
1863,4.1155675090109867e-07,1.3485476402230745e-08
1864,3.994008466179366e-07,3.3563094525845827e-09
1865,3.3136185439985866e-07,8.47231973466478e-09
1866,3.474047645113387e-07,1.3623716377253459e-08
1867,3.0572712361731647e-07,1.4073153309368536e-08
1868,3.131880248474772e-07,1.5807597342210045e-08
1869,2.9887138097706156e-07,1.660396531377728e-08
1870,3.922089488739289e-07,1.1468097582678638e-08
1871,2.9102027099270344e-07,9.559059321873065e-09
1872,3.785634321573639e-07,2.4189357183956872e-09
1873,3.7532247088023496e-07,8.979006871356887e-09
1874,3.124720624470001e-07,1.6728906260254917e-08
1875,2.6261808372396445e-07,1.6020275495076675e-08
1876,2.9383632949020466e-07,3.02300739996042e-09
1877,2.7955367620791094e-07,6.803297813995357e-09
1878,2.596808119648131e-07,1.8117266020745149e-09
1879,2.914148069521616e-07,1.5273313724861737e-08
1880,2.7981808514709883e-07,3.8507077526617195e-09
1881,2.537992793705257e-07,1.3945014920579979e-08
1882,2.3293848627758962e-07,1.7304001342921538e-08
1883,2.597248212055092e-07,0.0
1884,2.5086449184641424e-07,1.650424241717019e-08
1885,3.1067965444719903e-07,1.0957580620640783e-08
1886,2.671734105064161e-07,7.744156815814307e-09
1887,1.7171072386190644e-07,1.0446279397058333e-08
1888,2.529905316350778e-07,2.282621380800265e-08
1889,2.813046418026488e-07,2.5687061366852504e-08
1890,2.3989054431794443e-07,7.209825181320184e-09
1891,1.816652765995741e-07,1.0198752398160593e-08
1892,2.438451378594664e-07,4.387958441043338e-09
1893,2.4633666928508546e-07,1.6627724974682678e-08
1894,2.2181417946853799e-07,4.411077725308132e-09
1895,2.184757050827102e-07,2.166701262851234e-08
1896,1.780902731951528e-07,1.0024948871034667e-08
1897,1.9985627330854072e-07,1.7480140002135158e-08
1898,1.980424211289744e-07,5.09251940616906e-09
1899,1.8738490936698327e-07,5.527578395003729e-09
1900,1.681901222738702e-07,1.868779175850932e-08
1901,1.4586608276800916e-07,1.0618603774048552e-08
1902,1.2324812725950096e-07,8.838511256215043e-09
1903,1.625466277133114e-07,1.3500550899436803e-08
1904,2.0477321793777037e-07,6.987012746151322e-09
1905,1.7288543485705077e-07,1.186974607492175e-08
1906,2.5360828281861814e-07,1.9033483567021392e-08
1907,1.871994941282651e-07,3.599990305858114e-09
1908,1.3997458303549593e-07,1.1787333775714615e-08
1909,1.7988216471920282e-07,9.901770681164379e-09
1910,2.2659199405694608e-07,1.870452770447173e-08
1911,2.1919941062265025e-07,1.1172786029689519e-08
1912,1.8962292891444577e-07,1.0939784189645252e-08
1913,1.8560464631889317e-07,1.484837142129436e-08
1914,1.6072184827464753e-07,1.0045115850232378e-08
1915,2.4503985152080077e-07,1.0602685840410686e-08
1916,1.7140440267127133e-07,3.2962386153911893e-09
1917,2.6648412010388256e-07,2.3029491202919417e-08
1918,2.0330886663089132e-07,1.033773866510046e-08
1919,2.5321582874937576e-07,1.1970203106503874e-08
1920,1.9914969939804905e-07,1.0601124866838063e-08
1921,2.203669495770555e-07,1.8174593163777786e-08
1922,1.696925187033571e-07,1.3280283872596499e-08
1923,2.1550374107448533e-07,1.2739137744688378e-08
1924,1.6888027598582767e-07,1.1602462102189293e-08
1925,1.6497267196768917e-07,1.2097995494286806e-08
1926,1.8948435087651205e-07,1.2260752413340015e-08
1927,2.2632926421906063e-07,2.1183527820767267e-08
1928,1.9881311708047633e-07,1.4853853258500749e-08
1929,1.804745841660349e-07,1.7824650200282122e-08
1930,1.7015837805445244e-07,2.9410089141812534e-08
1931,1.8590731531986648e-07,2.2810713318222042e-08
1932,1.8083235220345273e-07,1.53433514782364e-08
1933,1.8238353405308771e-07,1.261772819560747e-08
1934,1.5695869670651064e-07,4.7926320689839486e-09
1935,1.843115766675396e-07,9.574627313213568e-09
1936,1.7823330100696921e-07,1.091224355320719e-08
1937,1.44797860368584e-07,8.813782592653752e-09
1938,1.646582195036217e-07,1.0372171566075394e-08
1939,1.3611705007576802e-07,7.647025235257843e-09
1940,1.8764793541237168e-07,5.0715658339584024e-09
1941,1.387206172154265e-07,1.1806010391524069e-08
1942,1.5474480141719482e-07,1.2136847082899749e-08
1943,2.293555789734114e-07,2.0322646676618206e-08
1944,2.1207028666481165e-07,3.2131861615880553e-09
1945,2.2874292149310804e-07,1.742803235060819e-08
1946,1.9071913115453754e-07,9.744772988540262e-09
1947,1.8358140629892716e-07,2.5033829231801974e-08
1948,2.18524938588871e-07,1.4133454406817236e-08
1949,1.1878579719848403e-07,7.853606542873592e-09
1950,1.893094374594284e-07,1.595304199852876e-08
1951,1.7164856247475768e-07,9.595261474260042e-09
1952,1.782071823441811e-07,1.7926167217297007e-08
1953,1.8100029830492304e-07,1.6160740301529586e-08
1954,1.7688290654405137e-07,1.5636057781875934e-08
1955,1.773879945154988e-07,1.220129064449793e-08
1956,1.718064917000106e-07,7.849027650053131e-09
1957,1.52846157508435e-07,1.5903067307476704e-08
1958,1.5965430577580264e-07,6.617794756635931e-09
1959,1.271122624935117e-07,8.525822714489095e-09
1960,1.398008375730342e-07,8.997083078554624e-09
1961,1.8343140784082834e-07,1.320150300188061e-08
1962,1.6362247734491575e-07,2.3465238641051656e-08
1963,1.6682417225410973e-07,7.759263453976928e-09
1964,1.8495263254258987e-07,8.517555549758526e-09
1965,1.2859301978807025e-07,4.377634699181954e-09
1966,1.7669648855189735e-07,1.3293779410616935e-08
1967,1.5875680858812302e-07,8.381570104631919e-09
1968,1.8055492212454283e-07,2.021137102126147e-08
1969,2.0574163350772778e-07,9.537691053607134e-09
1970,1.7199232082987237e-07,5.518470125309705e-09
1971,1.8755150499316642e-07,1.6442872285971077e-08
1972,1.6057359708554486e-07,1.0260293503705498e-08
1973,1.5436970901561153e-07,8.821125663249774e-09
1974,1.2657536263560587e-07,5.06301445213353e-09
1975,1.296505973691353e-07,9.709516746170266e-09
1976,1.262689486303259e-07,8.570290255249802e-09
1977,1.1224653495567338e-07,1.1165885105413054e-08
1978,1.6039596673067535e-07,1.1881182371276111e-08
1979,1.5098090688780985e-07,7.607565244427406e-09
1980,1.216622216304586e-07,7.390696110665118e-09
1981,1.6383172685152658e-07,1.8344093855038324e-08
1982,1.5022155874788723e-07,5.586751949948621e-09
1983,1.187279430325816e-07,8.841442245000053e-09
1984,1.3743650351116798e-07,8.69851302098823e-09
1985,1.4437339146411432e-07,5.414002135495366e-09
1986,1.6544779901650486e-07,8.392279815527814e-09
1987,1.240495812737663e-07,9.777306964053878e-09
1988,1.2412866090549812e-07,1.019414141989472e-08
1989,1.4543523807475367e-07,7.134558721588746e-09
1990,1.2041518981931176e-07,1.035243724079038e-08
1991,1.4243361112775688e-07,5.8614650910726596e-09
1992,1.371976168229594e-07,6.060938417817852e-09
1993,1.2407824367954845e-07,3.323524400133948e-09
1994,1.6563269689129356e-07,7.384897138251745e-09
1995,1.3773024765129094e-07,1.084490158786977e-08
1996,1.361213541883899e-07,5.871901187504136e-09
1997,1.601494759029265e-07,1.0548768192286673e-08
1998,1.2540179206155244e-07,1.0013071483072622e-08
1999,1.4441835149980875e-07,1.2339543525863306e-08
2000,1.387261896468317e-07,1.1045078629479121e-08
2001,1.3494132655722524e-07,9.20054432640427e-09
2002,1.6648641398830932e-07,1.445803121669087e-08
2003,1.4709237827759125e-07,1.2084076850271686e-08
2004,1.33465172691416e-07,1.1452457648886138e-08
2005,1.4231848943779823e-07,3.602999676388663e-09
2006,1.519501351410213e-07,7.823991232669414e-09
2007,1.5498580863138045e-07,7.589511241690161e-09
2008,1.443272097390036e-07,9.79211112195344e-09
2009,1.6450263817802124e-07,4.76819250749827e-09
2010,1.8989648076228605e-07,1.086472356526258e-08
2011,2.1643681336058762e-07,9.942326961720482e-09
2012,2.6553170151544236e-07,1.7702113552786614e-08
2013,2.870009616628977e-07,1.9244962179421066e-08
2014,3.116075495412929e-07,2.1221363111223468e-08
2015,3.0012432183923465e-07,1.8619233488337272e-08
2016,3.071797376463792e-07,1.7813523545129328e-08
2017,3.3684035649628186e-07,1.4338984222206363e-08
2018,3.229414868854974e-07,1.8328413731172333e-08
2019,2.9770026799269544e-07,1.4030432260447867e-08
