year,ces_DET arts_NOUN,ces_DET barres_NOUN
1838,6.514151209557895e-07,1.6979715766751724e-07
1839,5.900805231107142e-07,2.488965158420342e-07
1840,6.095791853510946e-07,1.8981672411655381e-07
1841,5.951848325302933e-07,1.9839494669326996e-07
1842,4.467704446398102e-07,2.435100192599293e-07
1843,6.73978572729439e-07,1.842956294240139e-07
1844,5.565400993390313e-07,1.8057366446555534e-07
1845,7.07014885081847e-07,1.9921413496604146e-07
1846,6.000863805866175e-07,2.1661654869831182e-07
1847,6.293891754438619e-07,1.7312248701273347e-07
1848,5.165032396781122e-07,2.1641645986392177e-07
1849,3.242833592764782e-07,1.0893239377196551e-07
1850,4.344957575952435e-07,1.83302891088033e-07
1851,3.9470566459698375e-07,2.0638204389911152e-07
1852,7.089983879993156e-07,2.395880720484911e-07
1853,4.5147804250689205e-07,3.0397132633197543e-07
1854,5.107338427734476e-07,1.891221863559167e-07
1855,4.0491930874964055e-07,1.6929129031950652e-07
1856,5.146126251798222e-07,1.4651445745528235e-07
1857,4.246912914673828e-07,2.6848299938819764e-07
1858,4.0862194339297275e-07,1.6589561724345003e-07
1859,4.6593385127913223e-07,1.8077215457878992e-07
1860,3.290995254923157e-07,1.6111686562680916e-07
1861,4.381130196406957e-07,1.9241131354874597e-07
1862,3.876432206617597e-07,2.3357989320516026e-07
1863,6.258259830360657e-07,1.9778698501227154e-07
1864,4.5166336803958984e-07,1.366497457411242e-07
1865,4.664482635696743e-07,1.9533404937988053e-07
1866,4.7147790382950916e-07,1.8100080723115752e-07
1867,4.590759523637189e-07,2.6884575277108524e-07
1868,3.1318800441937356e-07,2.2723421011505707e-07
1869,5.025141289749513e-07,1.8948054147926996e-07
1870,3.348684387560752e-07,1.6514059808514503e-07
1871,2.432249637251971e-07,2.081750700710927e-07
1872,3.815871147949679e-07,1.9835272979662477e-07
1873,2.615884079903985e-07,2.3345417865527907e-07
1874,2.8080661990115274e-07,2.9215837571427983e-07
1875,5.280969359588994e-07,1.8480532659737037e-07
1876,4.0387378996697976e-07,2.575602344734307e-07
1877,4.434513168893872e-07,2.1708704167622273e-07
1878,4.5172382234781594e-07,2.210306497829606e-07
1879,3.384566169550851e-07,2.1627011292935094e-07
1880,3.587576093977418e-07,1.7649077221904008e-07
1881,3.555978729252729e-07,1.966247076268246e-07
1882,3.354314088710453e-07,1.7437109534057527e-07
1883,3.1975855208088433e-07,1.6872634134301734e-07
1884,2.581263576217907e-07,1.9078904145430897e-07
1885,2.855416685321188e-07,2.4557871469710335e-07
1886,3.2977200170591914e-07,2.568478585374123e-07
1887,2.4026443079527837e-07,1.8607434526529687e-07
1888,2.2382369735396423e-07,2.5679489823460244e-07
1889,3.7152261755935e-07,2.7441298300345807e-07
1890,3.0019089347632644e-07,2.6807441244613983e-07
1891,2.2437254487694958e-07,3.4930724979176375e-07
1892,2.551284508101048e-07,2.3005441107670777e-07
1893,3.3871291238440904e-07,2.5003171089110765e-07
1894,2.63404354328145e-07,3.1948803069781206e-07
1895,2.4616133353916325e-07,2.8046743949516895e-07
1896,2.2054888937361738e-07,2.1170333752706938e-07
1897,2.0276963352827693e-07,2.4646998042499035e-07
1898,2.059641142082569e-07,2.9536612800029616e-07
1899,2.2552519851615216e-07,3.21705051931076e-07
1900,2.465750269520228e-07,2.081612286986001e-07
1901,2.2690280454540357e-07,2.9005555290950724e-07
1902,1.6989581635984408e-07,1.4490247224330233e-06
1903,2.1600880706351688e-07,1.9170782650235196e-07
1904,2.2788410092289269e-07,1.9724873823179223e-07
1905,1.630799868479471e-07,2.059142865107333e-07
1906,1.9805110484938382e-07,2.00108779324637e-07
1907,2.20627978109178e-07,2.2834224822076976e-07
1908,2.19539086909748e-07,2.3771122670268596e-07
1909,2.409430854832806e-07,2.7229868493350295e-07
1910,2.6132895758479435e-07,2.1323161902842003e-07
1911,2.4792943786877686e-07,2.835759431718543e-07
1912,2.0993967764226795e-07,1.8649727806518968e-07
1913,2.6249797757671445e-07,2.407557353478751e-07
1914,2.2367123442279535e-07,1.861694762794741e-07
1915,8.246533300670933e-08,1.5904028671798187e-07
1916,1.7030566645814815e-07,1.3075079863256178e-07
1917,1.250172338984612e-07,1.8094600839901887e-07
1918,1.1716103553993662e-07,2.1594387789036773e-07
1919,1.813946073903061e-07,1.6758284004936286e-07
1920,2.4079696370193915e-07,2.7108589506497083e-07
1921,2.0749328522029487e-07,2.1203693378879507e-07
1922,2.4642305085365024e-07,1.822350057523181e-07
1923,2.5265956660192046e-07,1.7197835333604417e-07
1924,2.642782939155097e-07,1.2762708401226064e-07
1925,2.3426119355463015e-07,1.1328123683540525e-07
1926,2.953726636611975e-07,1.8614051633392137e-07
1927,2.1406511518939908e-07,1.2821608308399846e-07
1928,2.365190527875427e-07,1.2682905747851692e-07
1929,2.0498347463870914e-07,9.02372896405268e-08
1930,3.4031675077983436e-07,1.2919432279545617e-07
1931,2.0529642696942574e-07,1.437074956811557e-07
1932,2.3015026151540496e-07,9.97317801676445e-08
1933,2.053248508993022e-07,1.19294885969623e-07
1934,2.7198187702026644e-07,1.1861764548370957e-07
1935,2.7168005711786236e-07,9.933676103912603e-08
1936,1.939954277219158e-07,1.5883376391911952e-07
1937,2.392312515864248e-07,1.208747324454862e-07
1938,2.1911212755298948e-07,1.2187301479116286e-07
1939,2.0341087658692913e-07,1.0705835506996664e-07
1940,2.713287707845069e-07,7.607348861959906e-08
1941,2.8039274768687505e-07,1.2396311177553798e-07
1942,1.941895497736823e-07,1.0619740997697136e-07
1943,1.1903264218737775e-07,1.1612940831184915e-07
1944,1.8636479914846404e-07,1.1246151743193877e-07
1945,1.568522947081874e-07,5.446259976338297e-08
1946,2.672852046359253e-07,8.770296133775446e-08
1947,2.5629872157928446e-07,1.0132739980406313e-07
1948,2.9788973376909667e-07,1.0328293598149685e-07
1949,2.1302908503884055e-07,1.3252961039711408e-07
1950,2.775829415213593e-07,1.3187847969220456e-07
1951,3.155774925822641e-07,1.5139190523427715e-07
1952,1.8137063473311343e-07,1.3602796755662894e-07
1953,1.788455358253671e-07,1.422145174956313e-07
1954,2.374726204568134e-07,1.1824768719748135e-07
1955,2.1399185579085156e-07,1.3327563053167069e-07
1956,2.2064487659179122e-07,1.2820077976982702e-07
1957,2.880222220724704e-07,1.6168119287840454e-07
1958,2.0432441483198005e-07,1.530365061341854e-07
1959,2.394981017950215e-07,1.2866241050346616e-07
1960,1.8063374485066674e-07,1.5987125401295543e-07
1961,2.2720480996607506e-07,1.5702839917253186e-07
1962,2.1879749567688123e-07,1.0654486715111489e-07
1963,2.5928873981229117e-07,1.62944537862586e-07
1964,2.4822590205531014e-07,1.1072822658775294e-07
1965,2.8290465436953127e-07,1.3789549413445457e-07
1966,2.791693649584204e-07,8.973301124370892e-08
1967,3.579423744071164e-07,1.1487681916833026e-07
1968,3.633555429871649e-07,9.746372420238458e-08
1969,2.402589815986289e-07,9.310603310552779e-08
1970,3.0673494588739914e-07,1.1128914678693036e-07
1971,2.9699936909821645e-07,9.043579751732977e-08
1972,3.093478415649997e-07,1.0055087606986035e-07
1973,2.3155455775025757e-07,6.89150478905276e-08
1974,1.7720551515054694e-07,8.832147635473575e-08
1975,1.6677522562957847e-07,7.539153656921371e-08
1976,2.2339889849121164e-07,1.0798565774905455e-07
1977,1.7571578236896812e-07,6.111853068091477e-08
1978,2.0316822535448864e-07,6.831680110508387e-08
1979,2.2003420152572062e-07,9.597236605429771e-08
1980,2.1546720807563702e-07,7.618102060291676e-08
1981,2.024175866921496e-07,5.819505677351344e-08
1982,2.2160783830216246e-07,6.207502423194455e-08
1983,2.1661534077566102e-07,6.125856621963521e-08
1984,2.2326182236298564e-07,9.916304222201688e-08
1985,2.1174764697207138e-07,6.617113879059389e-08
1986,2.014147084672402e-07,7.612996633099556e-08
1987,2.0593453164963194e-07,5.560843518992442e-08
1988,1.9368868997560185e-07,5.636760658234152e-08
1989,2.3489162526146856e-07,7.848014682565463e-08
1990,2.6916334450177715e-07,7.083246345018779e-08
1991,1.998759568966335e-07,5.8614653575261855e-08
1992,2.496004709584554e-07,7.328225848368675e-08
1993,2.559113800870705e-07,5.206855036021807e-08
1994,2.500315154918553e-07,6.171664335141713e-08
1995,2.559396801160574e-07,4.446409640479487e-08
1996,2.396803377990864e-07,4.697521127638993e-08
1997,2.0953689094938e-07,5.082588305782565e-08
1998,2.6367755667777715e-07,5.19726066627868e-08
1999,2.623295518588975e-07,6.215473469239896e-08
2000,2.672908929746143e-07,5.036556061099873e-08
2001,2.3483295574777685e-07,6.966126875340706e-08
2002,2.3264286586055505e-07,5.3450903259033566e-08
2003,2.7751707420975436e-07,6.708746091987905e-08
2004,3.105377901491124e-07,7.532193180281865e-08
2005,3.2742259081786074e-07,7.431186865858308e-08
2006,2.7795757162607515e-07,7.165128579345037e-08
2007,2.844069437735186e-07,7.19006294502833e-08
2008,2.3969385676281263e-07,6.897052529097891e-08
2009,2.4031689527248545e-07,7.819835801115005e-08
2010,2.1209830691759635e-07,6.707785971116209e-08
2011,1.9808174189783756e-07,1.0362963998034047e-07
2012,1.6068072727914995e-07,9.327652605861658e-08
2013,1.6260598767470213e-07,7.921115319220462e-08
2014,1.823304780490531e-07,7.275895796965415e-08
2015,1.9483697466515792e-07,7.602853457910896e-08
2016,2.1169095476558653e-07,1.012885260109897e-07
2017,1.2779305669230467e-07,7.597146023385903e-08
2018,1.7915378203170462e-07,7.770214871527514e-08
2019,1.5765104333098634e-07,8.443769772270571e-08
