year,ces_DET ailes_NOUN,ces_DET belles_ADJ
1903,1.7064696677948632e-07,2.316694576620648e-06
1904,1.4081517463182536e-07,2.3127012696022575e-06
1905,1.5121024077302536e-07,2.355370341433627e-06
1906,1.0648462023254979e-07,2.2845323996989464e-06
1907,1.8925663880509092e-07,2.470622021633062e-06
1908,2.239593470676482e-07,2.3746565886995086e-06
1909,2.288409248762946e-07,2.5117490451975755e-06
1910,2.0254331190017183e-07,2.4839611256766148e-06
1911,3.341194840800199e-07,2.2845686800110343e-06
1912,2.0473025585943105e-07,2.4031059524531884e-06
1913,2.3227095624633876e-07,2.526874496311393e-06
1914,1.4063161657418277e-07,2.5467716113780625e-06
1915,1.390129877876234e-07,2.036893761214742e-06
1916,2.2084799056187876e-07,2.355711842483288e-06
1917,1.6010980008474007e-07,2.0912970910558215e-06
1918,1.527688056057741e-07,2.282343046999813e-06
1919,1.8876089669106477e-07,2.3341894461736956e-06
1920,1.6583186734919764e-07,2.326189573409465e-06
1921,2.3324061970697585e-07,2.2687952139222034e-06
1922,1.4018077010291563e-07,2.306342537394812e-06
1923,2.2718128889209765e-07,2.606215332434658e-06
1924,1.7532608787007575e-07,2.277950017059993e-06
1925,1.7487102432767188e-07,2.8045352706840276e-06
1926,1.9282819962995745e-07,2.500078778666648e-06
1927,2.6758139526350533e-07,2.9913370269696316e-06
1928,2.4337467152690806e-07,2.352622004764271e-06
1929,1.715622666154104e-07,2.020869757757282e-06
1930,1.6700729332796982e-07,2.109123585114503e-06
1931,4.162955100639465e-07,2.0461210397115792e-06
1932,1.7206473046371684e-07,2.1261501075287015e-06
1933,1.3764794282167259e-07,1.8697179058335678e-06
1934,1.773273865524061e-07,1.7588959764225365e-06
1935,1.8072108431965717e-07,1.718645620485404e-06
1936,2.861432761847027e-07,1.6101620730069044e-06
1937,1.4353874089323426e-07,1.5864808347032522e-06
1938,1.5687909638018027e-07,1.4546970845685792e-06
1939,1.29999432552097e-07,1.5370521282420668e-06
1940,1.5721853863226443e-07,1.721796621723115e-06
1941,1.8004166335572336e-07,1.5200238365764562e-06
1942,1.3653952990466678e-07,1.835698128616059e-06
1943,3.396785253073631e-07,1.634521453297566e-06
1944,2.409889603427473e-07,1.558395297251991e-06
1945,1.6556630910713466e-07,1.3419584377061256e-06
1946,1.8375857102626014e-07,1.5925742786748742e-06
1947,1.442425450193241e-07,1.9216444258063348e-06
1948,1.4350891675007915e-07,1.5644646325085887e-06
1949,1.1584069525838459e-07,1.3635824060997948e-06
1950,1.3400555687326232e-07,1.5580804131332116e-06
1951,1.3220137873304338e-07,1.4648766040181727e-06
1952,1.4130036873893914e-07,1.3328632491038661e-06
1953,1.3359545647517734e-07,1.2045138859662075e-06
1954,1.886099401104957e-07,1.1736815679341817e-06
1955,1.4735403652821333e-07,1.2670570228578981e-06
1956,1.3168924084538958e-07,1.2898568044761305e-06
1957,1.0867096467137571e-07,1.1450209171925962e-06
1958,1.0919361237426983e-07,1.1134439503734939e-06
1959,8.835852760569196e-08,1.0812292785544741e-06
1960,9.41233295748134e-08,1.197304172251279e-06
1961,1.0352757673359747e-07,1.3187605958364657e-06
1962,1.3952304378506142e-07,1.2798067814401293e-06
1963,1.4354637478675158e-07,1.181347904832819e-06
1964,1.0951142837001271e-07,1.268507368479277e-06
1965,1.37348290962791e-07,1.4402418457848398e-06
1966,9.139473178265689e-08,1.4290813084016918e-06
1967,1.03044010657527e-07,1.4869891558078052e-06
1968,1.0509912762302065e-07,1.64430738180954e-06
1969,1.0945636041981288e-07,1.1890322255680985e-06
1970,9.289424518499345e-08,1.287642952263468e-06
1971,1.3873673410103038e-07,1.3257065134553159e-06
1972,9.849881887902256e-08,1.4343890200052556e-06
1973,1.1136671318467961e-07,1.1395791688073587e-06
1974,9.113426369111721e-08,8.168330083435649e-07
1975,1.0623353130512214e-07,8.070321300124306e-07
1976,1.239835309974069e-07,8.570290361831212e-07
1977,7.345977426354011e-08,7.798489605193026e-07
1978,1.2415835826118382e-07,1.1536628932162785e-06
1979,9.246117915751029e-08,1.0194137516350565e-06
1980,6.765329452207425e-08,8.675540072999866e-07
1981,7.843681348873588e-08,8.602747598729366e-07
1982,8.752578306570058e-08,7.504870112029494e-07
1983,7.9572985534071e-08,7.31945149823332e-07
1984,9.452383942232245e-08,8.107014082270325e-07
1985,7.27882518702927e-08,7.236716399461329e-07
1986,1.180913615783652e-07,8.548136207764401e-07
1987,7.699629112067896e-08,8.023502751086653e-07
1988,1.439172887529594e-07,7.80151633961168e-07
1989,6.805271368648391e-08,8.352922122867312e-07
1990,8.445408861135206e-08,7.012414009466283e-07
1991,6.271767638565962e-08,7.842640599164952e-07
1992,7.273126279017106e-08,8.314505741680023e-07
1993,5.982343953547797e-08,7.9044487577562e-07
1994,8.123386940894761e-08,8.487357163744491e-07
1995,7.211859553990507e-08,9.039225510321103e-07
1996,6.24556779627028e-08,7.948419096237558e-07
1997,5.4182308417694e-08,7.384137639121491e-07
1998,6.436974686607755e-08,8.358530720897761e-07
1999,7.038109828272354e-08,8.569127416535594e-07
2000,7.687374559139926e-08,8.35449764480245e-07
2001,6.046072176246753e-08,7.811700335480509e-07
2002,6.703268784491456e-08,8.232315238387855e-07
2003,5.291992222211661e-08,7.983824090729286e-07
2004,5.329797314601592e-08,8.567318872110263e-07
2005,6.035024480155471e-08,9.588483038669438e-07
2006,7.576917315788023e-08,8.396377637609476e-07
2007,7.11017333898667e-08,8.112787952541112e-07
2008,7.237647725588658e-08,8.655374656996173e-07
2009,8.821155894622734e-08,8.978506329526681e-07
2010,9.872727613213783e-08,8.909073372365128e-07
2011,7.992101114240313e-08,9.013101873733831e-07
2012,8.817014141015989e-08,1.071318322942716e-06
2013,1.0598675359574372e-07,1.1440990519417937e-06
2014,1.0870534694618073e-07,1.2687343726724976e-06
2015,1.2412822414376024e-07,1.6604365740136018e-06
2016,1.319443594383074e-07,1.995943250676646e-06
2017,8.226049175164007e-08,9.765603401490353e-07
2018,1.2984777697511163e-07,1.351397870053006e-06
2019,1.0867207933529244e-07,1.5165622642143717e-06
