year,des_DET arrières_NOUN,des_DET barrières_NOUN
1863,6.99246927027275e-09,8.056323324012737e-07
1864,2.8768367688059016e-09,7.666769707981302e-07
1865,4.706844247692743e-09,7.723931316760968e-07
1866,4.865612801552288e-09,7.351940904953835e-07
1867,6.79393608038481e-09,7.366567817967962e-07
1868,4.44588676984381e-09,6.90594418983892e-07
1869,9.278686263769487e-09,7.593872397571033e-07
1870,9.17447806614291e-09,7.213433268482561e-07
1871,6.37270636261178e-09,6.744447844653223e-07
1872,2.4189357183956872e-09,6.434369090868586e-07
1873,1.1972008939764578e-09,6.309248465896644e-07
1874,5.974609251779839e-09,6.942495813788696e-07
1875,4.005069165202713e-09,7.088972040492081e-07
1876,1.209202959984168e-09,6.529696134904839e-07
1877,9.895705588292003e-09,6.017825731063908e-07
1878,5.435179861734696e-09,7.687760072982996e-07
1879,1.710611030603104e-08,7.306752820568363e-07
1880,5.776061406947974e-09,7.187987574042154e-07
1881,4.8807553554297556e-09,5.647731189384331e-07
1882,3.9932310791357395e-09,6.076366716456505e-07
1883,8.847074184359371e-09,5.485186411746668e-07
1884,1.3203393933736152e-08,6.740332842980479e-07
1885,8.379326565943757e-09,6.787254251960917e-07
1886,6.4534639854230136e-09,6.137244108472828e-07
1887,1.3710741875172516e-08,6.346114735933384e-07
1888,8.876860135842435e-09,6.340614575606196e-07
1889,8.14467782106476e-09,6.747552045993643e-07
1890,1.1142456735058204e-08,5.51223898526132e-07
1891,9.561330394092238e-09,6.667434018226004e-07
1892,5.641661360300532e-09,7.334159315419697e-07
1893,8.621783287310336e-09,7.402416604129769e-07
1894,1.2603078580752936e-08,7.788702305333572e-07
1895,4.814891596538473e-09,7.96864545904441e-07
1896,1.0614652268259306e-08,6.144704007837731e-07
1897,1.5732126712464378e-08,6.065608797456434e-07
1898,1.3014216371232123e-08,6.410916206789352e-07
1899,7.185851913504848e-09,6.483849332994396e-07
1900,5.19105292084987e-09,7.194799689358433e-07
1901,1.0059729993461275e-08,7.868944482680718e-07
1902,9.820567470342212e-09,6.736909572424565e-07
1903,1.296052865029651e-08,7.122890526289893e-07
1904,4.837162670412454e-09,6.992387646675979e-07
1905,1.4966200723165457e-08,6.579967610775839e-07
1906,2.3148830408104004e-08,7.741997833932146e-07
1907,9.257117739025489e-09,6.875981419796062e-07
1908,5.893666887857307e-09,6.866121973203576e-07
1909,8.251475058784763e-09,6.854225311769824e-07
1910,1.6566866989364826e-08,6.728285644186371e-07
1911,3.7242617878519013e-09,6.512137673553298e-07
1912,1.0418842677495377e-08,6.751409795668906e-07
1913,7.42418571064718e-09,6.877977813957159e-07
1914,8.705766774141921e-09,5.65874827884727e-07
1915,1.5314990164938536e-08,7.139141615652989e-07
1916,1.8678685265172135e-08,7.207775070128264e-07
1917,3.61891991929042e-08,6.722417937865544e-07
1918,8.040463406189247e-09,7.27087602570009e-07
1919,2.6702760891339494e-08,6.307376336778248e-07
1920,2.2716694303426266e-08,6.178941127643611e-07
1921,2.2718241510233383e-08,6.073343170598378e-07
1922,1.4018077365562931e-08,7.348423558539707e-07
1923,3.927900849021171e-08,5.998010617069838e-07
1924,1.933743654092268e-08,6.110630179634313e-07
1925,8.798542339150117e-09,5.752047282925332e-07
1926,1.4489979882625903e-08,6.531637293250014e-07
1927,2.341337179689873e-08,6.80102692385276e-07
1928,2.742249805010033e-08,6.649956008075719e-07
1929,2.4508893581298707e-08,7.386089393435213e-07
1930,2.520864939015155e-08,8.108781663906939e-07
1931,2.737285598186645e-08,8.17764046701086e-07
1932,3.6166470818166374e-08,7.857987842641023e-07
1933,3.555905436769535e-08,8.614467468248677e-07
1934,2.156684431042777e-08,6.829500591720716e-07
1935,1.4361940969820353e-08,6.391063642752215e-07
1936,1.9399543305098632e-08,7.092957847731896e-07
1937,3.021868422159457e-08,7.025843835606338e-07
1938,2.9819993585533666e-08,6.884528644945931e-07
1939,1.2235240376412548e-08,6.836440551438727e-07
1940,3.296517903095264e-08,5.223712804536262e-07
1941,2.066051862925633e-08,5.843974992814083e-07
1942,3.034211815133858e-08,7.494502938243386e-07
1943,4.3548528338988035e-08,7.170990716787173e-07
1944,5.462416652335378e-08,7.101141275001055e-07
1945,3.485606470121638e-08,7.88618443436917e-07
1946,3.062642850437669e-08,7.378185040707308e-07
1947,4.0530959921625254e-08,7.021392995909537e-07
1948,2.8266908591589868e-08,7.110214870209575e-07
1949,3.435953033203987e-08,7.892874851478382e-07
1950,4.785912821603233e-08,6.46629993994452e-07
1951,3.091806555222121e-08,6.940572312430504e-07
1952,3.9015773722894664e-08,7.328638655934583e-07
1953,4.0940545176226806e-08,7.563226631646103e-07
1954,4.29991580119804e-08,6.430328554074549e-07
1955,3.754243138587299e-08,6.447912745954909e-07
1956,4.883839466174322e-08,6.985634524170337e-07
1957,2.8272120644601273e-08,6.847154470079886e-07
1958,4.7979010986409776e-08,6.75015069617757e-07
1959,6.200598257066758e-08,7.642237598304291e-07
1960,5.3982500247684584e-08,6.983120908188312e-07
1961,3.890969324515936e-08,6.670232792771458e-07
1962,4.50278889729816e-08,6.982493907514709e-07
1963,4.720219037857021e-08,8.076100606047021e-07
1964,4.137098486012292e-08,6.79579274631692e-07
1965,4.322914293197755e-08,6.571924160425624e-07
1966,3.6003986569888013e-08,7.898720433274775e-07
1967,5.275459002973548e-08,6.754559951360761e-07
1968,3.9524459594098005e-08,7.666846588705312e-07
1969,4.132999761874423e-08,7.6755708988685e-07
1970,4.828661204214768e-08,7.288979162467513e-07
1971,4.52178992027541e-08,7.774395616166885e-07
1972,3.847610230423015e-08,8.090241507829887e-07
1973,4.4105630925272976e-08,7.988632404476448e-07
1974,4.669224484832313e-08,7.875800331902383e-07
1975,4.740528680713396e-08,7.699075279532508e-07
1976,4.627956839975411e-08,7.976083331584505e-07
1977,4.995264646368014e-08,7.457635966545695e-07
1978,3.207919463399378e-08,7.42573941892033e-07
1979,3.7452630219370064e-08,7.578305503130878e-07
1980,4.320714369621115e-08,8.81198346291967e-07
1981,5.75625000998059e-08,7.970192612560822e-07
1982,5.462601859740346e-08,7.958018066744899e-07
1983,5.7469376368857183e-08,8.00782071763706e-07
1984,5.7410185327899654e-08,8.47235158474291e-07
1985,5.293691107688403e-08,9.44442632544451e-07
1986,3.5367463624425e-08,8.775926545467883e-07
1987,4.766437272651913e-08,8.54903280611552e-07
1988,6.296381366288628e-08,1.0535945289547044e-06
1989,5.3234785468703194e-08,1.0839040882615336e-06
1990,4.0864882255853274e-08,9.622317556079452e-07
1991,4.220254928855027e-08,9.88829125248003e-07
1992,5.014049264673304e-08,1.0700311925404549e-06
1993,4.7637184863447146e-08,1.0086896349292829e-06
1994,5.327675700605994e-08,1.072920110090081e-06
1995,5.5308997159997375e-08,1.0530399556785142e-06
1996,3.736664644371501e-08,1.0339884077836814e-06
1997,4.1715581322598894e-08,9.930226028131983e-07
1998,3.9098657866887265e-08,1.0213332295450073e-06
1999,4.753009266722508e-08,1.0461190527166764e-06
2000,5.1690968172479757e-08,1.088602942900252e-06
2001,4.118339144709715e-08,1.0694537664335257e-06
2002,3.461164843621134e-08,1.1264121013709882e-06
2003,3.70856136910902e-08,1.0508979890744286e-06
2004,4.669078834673712e-08,1.0716857552495185e-06
2005,5.494574339959257e-08,1.0628849551608255e-06
2006,4.7767522548536334e-08,1.1180071659566693e-06
2007,4.074368931128447e-08,1.0309751203863016e-06
2008,4.7257581126114445e-08,1.0690431508919573e-06
2009,4.5774648294028e-08,1.1624853613056985e-06
2010,2.6453241208646006e-08,1.1899234770851308e-06
2011,4.435807626768096e-08,1.1678410558602081e-06
2012,2.9276573276781903e-08,1.1785523099661077e-06
2013,3.179602714453722e-08,1.1005887401438486e-06
2014,3.7895289489719985e-08,1.03941364315574e-06
2015,2.881547996047562e-08,1.016299830070011e-06
2016,3.2105771152757256e-08,1.0228277567136956e-06
2017,2.540767357617213e-08,1.0912722103739725e-06
2018,3.226833494851533e-08,1.0857649002105063e-06
2019,2.0152802537865e-08,1.1109551927290795e-06
