year,ces_DET oeufs_NOUN,ces_DET boeufs_NOUN
1843,2.3036953011867922e-08,5.31621990873532e-09
1844,3.51267913645259e-08,1.6465683816413446e-09
1845,2.622707162558413e-08,5.580227946389016e-10
1846,5.0348711866377016e-08,1.7563503984519002e-09
1847,4.96176593145492e-08,4.314578916364553e-09
1848,4.103063222515857e-08,2.4135665133151463e-09
1849,4.022118993418644e-08,1.6758829879393033e-09
1850,2.647708363667789e-08,6.788996032014438e-10
1851,3.3537080890155835e-08,2.579775504329973e-09
1852,3.255272740254611e-08,6.510545436100301e-10
1853,1.851298847554972e-08,2.9859659189668264e-09
1854,2.5458756269802763e-08,1.558699391779328e-09
1855,9.552486801567284e-09,1.0613874223963649e-09
1856,1.3978410429160704e-08,2.588594560926083e-09
1857,2.4895695727167322e-08,9.763018171682347e-10
1858,1.3702293022443968e-08,9.787352039936081e-10
1859,2.49516496353408e-08,2.036869339860914e-09
1860,9.840945319750105e-08,1.8308735638683515e-09
1861,3.536972786877257e-08,1.886385547766878e-09
1862,1.4005757942303632e-08,1.3553959066214816e-09
1863,1.5982786483181854e-08,2.9967726078439227e-09
1864,4.698833366845179e-08,1.9178911792039344e-09
1865,1.2708479713019472e-08,2.3534221793575227e-09
1866,9.731225880660332e-09,6.811858022093276e-09
1867,2.0867089389753346e-08,1.94112459439566e-09
1868,9.87974813071446e-09,0.0
1869,1.0743742118179966e-08,1.4650557433881772e-09
1870,1.9495765446464475e-08,2.2936195165357276e-09
1871,1.5931765684484844e-08,1.0621177271019633e-09
1872,6.047339295989218e-09,2.4189357183956872e-09
1873,1.6760812293625804e-08,5.986004469882289e-10
1874,2.0313670745508716e-08,4.182226454041427e-09
1875,3.089624645014055e-08,3.4329163400848017e-09
1876,1.7533442697725832e-08,9.673623679873344e-09
1877,1.6699003513309663e-08,2.4739263970730008e-09
1878,2.8987626299326053e-08,6.039088673581716e-10
1879,2.382636854481035e-08,1.832797580370027e-09
1880,1.9253539207397807e-08,1.2835692508872398e-09
1881,6.275256814181063e-09,6.972507571312292e-10
1882,2.8618155623050257e-08,3.3276925659464496e-09
1883,2.274962085380139e-08,3.159669414998234e-09
1884,1.5183903023796574e-08,0.0
1885,1.289127143921931e-08,6.445635691854079e-10
1886,1.936039151217983e-08,1.9360391623202133e-09
1887,2.154545120092166e-08,1.3057849246322917e-09
1888,1.4583414031932307e-08,2.53624587998047e-09
1889,1.8795410006156033e-08,1.2530273485467092e-09
1890,2.1629475988049762e-08,1.9663159434024635e-09
1891,3.250852198544152e-08,1.912266012205066e-09
1892,2.5074048615181255e-08,3.761107425503951e-09
1893,9.976634818276153e-08,1.847525021858587e-09
1894,1.575384822594117e-08,1.2603078580752936e-09
1895,1.083350587016696e-08,3.0093072478365457e-09
1896,1.0024949259612725e-08,5.89702897624278e-10
1897,2.097616846885586e-08,1.1653427112179315e-09
1898,1.9238406756549864e-08,2.26334195829736e-09
1899,1.1607914629507832e-08,2.7637891975018647e-09
1900,1.557315965072803e-08,1.5573159428683425e-09
1901,2.235495610847238e-08,1.6766216748287377e-09
1902,2.0623193042190735e-08,9.820567692386817e-10
1903,2.2140903555012414e-08,4.320176216765503e-09
1904,2.2573424907079698e-08,3.7622376325430196e-09
1905,3.0448477628119974e-08,1.1869745741854842e-08
1906,9.773950315761226e-09,3.0865106026567446e-09
1907,2.7257069490360664e-08,2.0571372938427146e-09
1908,2.0136694756089923e-08,7.858222517143076e-09
1909,3.575639284658649e-08,6.601180213561264e-09
1910,2.2979848468551722e-08,4.275320542035388e-09
1911,5.7460039837309296e-08,3.1922244847493175e-09
1912,1.82329742415277e-08,5.730363294986773e-09
1913,3.234823831022027e-08,5.3029897140177695e-09
1914,4.3528834758888024e-08,2.0090231700464756e-09
1915,2.1205370792642952e-08,1.1780761921542648e-09
1916,2.6369908034951095e-08,0.0
1917,2.6319419199616334e-08,3.289927441585405e-09
1918,1.2635013924011673e-08,1.1486376294556067e-09
1919,1.381177239245801e-08,1.8415696745321952e-09
1920,2.953170463726451e-08,0.0
1921,1.817459427400081e-08,3.0290989716519334e-09
1922,2.5084981203349344e-08,3.6889677423879164e-09
1923,4.777176787484905e-08,4.246379248229459e-09
1924,2.836157397823058e-08,1.289162443462999e-09
1925,4.3992711695750586e-08,3.299453377181294e-09
1926,3.9011484376239025e-08,1.114613867869707e-08
1927,6.02058146670359e-08,3.3447675740205796e-09
1928,2.2852082448565625e-08,7.998228968020271e-09
1929,1.0694789942533589e-07,3.342121912552898e-09
1930,7.247486522032887e-08,1.0503603542488804e-09
1931,6.044838940510999e-08,3.4216069977333063e-09
1932,2.9590748518160126e-08,6.575722188983946e-09
1933,4.932384722877714e-08,1.1470662197865522e-09
1934,5.751158482780738e-08,3.5944740517379614e-09
1935,4.667630548738089e-08,3.590485242455088e-09
1936,5.45612155455899e-08,2.424942913137329e-09
1937,4.9105360555579125e-08,6.295559074054324e-09
1938,4.019216603978748e-08,1.2965214124527336e-08
1939,6.576441702321745e-08,0.0
1940,4.817987697691706e-08,7.607348750937604e-09
1941,5.6078550692006957e-08,0.0
1942,3.944475457373642e-08,3.034211770724937e-09
1943,1.7419411246777372e-08,1.4516176038981143e-08
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,4.1391576388605245e-08,2.178504043826024e-09
1946,3.201853981948943e-08,4.1763312808029696e-09
1947,2.3841741469965427e-08,4.7683483828109274e-09
1948,6.305694988384403e-08,1.0871887834440486e-09
1949,4.123143415579733e-08,2.945102384188658e-09
1950,2.658840281277719e-08,4.2541445921528975e-09
1951,3.411648574758175e-08,2.1322803522849654e-09
1952,4.007025555807786e-08,7.381362632230548e-09
1953,4.955960619668076e-08,5.386913581872932e-09
1954,3.615838295445428e-08,7.818028890937967e-09
1955,5.255940527248981e-08,1.8771215692936494e-09
1956,2.3547082506070183e-08,9.593255301254544e-09
1957,4.417518850718949e-08,2.6505113104313693e-09
1958,4.053399216275011e-08,4.136121778408608e-09
1959,4.185403779111141e-08,6.975673150222406e-09
1960,2.6991250623442653e-08,6.920833350854139e-09
1961,4.168895617606694e-08,3.474079635079619e-09
1962,2.2196847582200974e-08,5.707760597495337e-09
1963,4.138274078968607e-08,5.819447590482696e-09
1964,4.1370985692790185e-08,5.475571551727398e-09
1965,2.462419568249885e-08,6.0192477668863376e-09
1966,4.154306143533404e-08,3.877352328096606e-09
1967,2.5144711202074177e-08,4.437301970305896e-09
1968,2.4253645314331607e-08,1.3474247551048535e-09
1969,1.5441976364272136e-08,5.904285060864822e-09
1970,3.173120166621857e-08,4.598724956395017e-09
1971,2.8261185391897925e-08,6.679916508822714e-09
1972,2.9241836674298582e-08,4.104117490300041e-09
1973,2.4809417631388442e-08,9.923766697284009e-09
1974,3.937900050487997e-08,5.625571619649605e-09
1975,4.1693803520814754e-08,4.569184142155791e-09
1976,3.1995751326174826e-08,1.0855701004786056e-08
1977,3.584837049430689e-08,8.227494463497464e-09
1978,3.2673252658987906e-08,6.53465048738866e-09
1979,2.574868185334367e-08,1.1118749032590358e-08
1980,3.752199351225727e-08,1.5349906457018392e-08
1981,3.289285732677172e-08,6.958104314946922e-09
1982,2.9796010991844923e-08,1.6760256515979677e-08
1983,3.220811262139023e-08,1.6419821946556112e-08
1984,4.1752861612565084e-08,6.378909400694965e-09
1985,2.8874678204005022e-08,5.414002135495366e-09
1986,2.8174081290188724e-08,1.1988970927134801e-08
1987,2.0776776743502978e-08,1.0388388482773792e-08
1988,3.7778288497491985e-08,4.197587610832443e-09
1989,2.8538236107600312e-08,8.780995486290522e-09
1990,2.0160008162850573e-08,7.083246211792016e-09
1991,3.458264430378222e-08,8.792197858653594e-09
1992,2.8651709449434293e-08,1.4325854946761751e-08
1993,1.99411469559152e-08,7.20096987594232e-09
1994,3.4287023831236496e-08,2.637463358823311e-09
1995,1.8978578264494672e-08,1.0302656228144969e-08
1996,2.6690460508405067e-08,6.939519625603907e-09
1997,1.8700088588730068e-08,1.2466725651805177e-08
1998,1.3827574751879013e-08,5.72175506974304e-09
1999,2.193696624352981e-08,7.769341975327748e-09
2000,9.277865808954289e-09,5.3016377954406835e-09
2001,1.0953029372373635e-08,3.5049694258049158e-09
2002,7.009954394732176e-09,8.762443215459825e-09
2003,5.416999848684156e-09,6.667076501987168e-09
2004,7.48814499296202e-09,5.285749615779878e-09
2005,7.205999352777326e-09,4.9541245550344115e-09
2006,7.41220168576362e-09,2.0589449589714093e-09
2007,7.988959105365012e-09,3.1955834922658966e-09
2008,6.3861593790903726e-09,2.9802078582719105e-09
2009,7.1522885392028e-09,3.814554005998616e-09
2010,1.8895172648747405e-09,2.3618965672156378e-09
2011,5.35356059483405e-09,1.529588788962144e-09
2012,3.744677901096338e-09,1.7021263842842416e-09
2013,2.5102125378317908e-09,1.3945625210176615e-09
2014,6.063246571486047e-09,2.1221363555312678e-08
2015,5.763096111444099e-09,2.6598904190322514e-09
2016,2.2784741315895474e-09,1.864206039536853e-09
2017,3.0187335409159743e-09,1.509366853724714e-09
2018,6.453666490102705e-09,2.581466596041082e-09
2019,7.397864654201669e-09,2.2958889067670185e-08
