year,des_DET os_NOUN,des_DET bosses_NOUN
1912,1.0924156601532786e-06,1.344030630678894e-07
1913,9.789318617947629e-07,1.1083248574461635e-07
1914,1.0848725011669558e-06,9.978147952338645e-08
1915,1.3630341637593801e-06,1.802456521815543e-07
1916,7.987885179971954e-07,1.5602196046238248e-07
1917,9.288561457765354e-07,1.3817695365681004e-07
1918,8.810050680096992e-07,1.7689019227162817e-07
1919,8.351518463456387e-07,6.997964835386838e-08
1920,8.435466405387615e-07,9.086678298686479e-08
1921,1.0238354395397664e-06,1.0450391330074638e-07
1922,8.580538768399038e-07,1.0255330451514055e-07
1923,1.0424860903412991e-06,1.1783702502654592e-07
1924,7.348225876668835e-07,1.1602461857940227e-07
1925,9.557416422723009e-07,1.2977849994655344e-07
1926,1.0789461768467845e-06,1.4935825154438476e-07
1927,9.40994571152487e-07,1.2821608785795746e-07
1928,9.929229634053627e-07,1.1883083050889809e-07
1929,9.001448297851766e-07,9.469345663148943e-08
1930,7.384033580137839e-07,1.4494973266110378e-07
1931,8.850556980632973e-07,1.0150767693062335e-07
1932,1.0477317040624712e-06,8.76762955570598e-08
1933,9.096234894201416e-07,1.1011835598928599e-07
1934,8.626737848516086e-07,9.106001108705186e-08
1935,7.911035808660927e-07,1.2686381190007978e-07
1936,8.28118022155877e-07,1.0063513222746678e-07
1937,8.083497959887609e-07,1.34724962519428e-07
1938,8.816345840045869e-07,1.205764919021135e-07
1939,7.983494469954167e-07,1.1317597348181607e-07
1940,9.382396548573979e-07,8.875240209427204e-08
1941,9.739958279908478e-07,1.3576911328527785e-07
1942,9.497082849030392e-07,1.0316319776215721e-07
1943,1.170003759654037e-06,1.916135239365957e-07
1944,8.836262068712131e-07,9.318240046241044e-08
1945,8.626875853678939e-07,1.089252021913012e-07
1946,8.631084753574214e-07,2.0046389703765044e-07
1947,7.867774591829857e-07,2.467620241475288e-07
1948,1.0099983391853584e-06,1.674270737606065e-07
1949,6.97989294806689e-07,1.1289559354032974e-07
1950,7.636189671700322e-07,1.4783152635367003e-07
1951,9.211451406088145e-07,1.460612032433417e-07
1952,1.25799513384095e-06,1.7609822200448377e-07
1953,8.716026140831445e-07,1.5837526889939113e-07
1954,7.915753972298489e-07,9.088458496897545e-08
1955,9.60147687578683e-07,1.1262729238126212e-07
1956,9.113593080201099e-07,1.2122386694457532e-07
1957,8.313770223367101e-07,1.1662249399524427e-07
1958,9.273184886637864e-07,1.2408365068772298e-07
1959,8.239044770874671e-07,1.4958942973208877e-07
1960,7.329162627911501e-07,1.190383345228696e-07
1961,7.302515392382247e-07,9.866386463386334e-08
1962,7.223488456276073e-07,2.2831043677840057e-07
1963,7.403630810642881e-07,1.3255409436752075e-07
1964,7.270342070597735e-07,1.350640994601804e-07
1965,6.927606630569016e-07,1.160073182515653e-07
1966,7.461133684216747e-07,1.9552934382716103e-07
1967,7.37085178670327e-07,1.0698828489807966e-07
1968,7.662355585580372e-07,1.55852130534484e-07
1969,9.928282622695406e-07,1.793994353072037e-07
1970,6.511794801156157e-07,8.507641413579847e-08
1971,6.834068919658876e-07,9.968491476719521e-08
1972,7.059082118843207e-07,2.0058874694584006e-07
1973,5.92118063025282e-07,1.0475086847927528e-07
1974,5.884347746842877e-07,9.619727692200541e-08
1975,6.899468036891676e-07,8.79567956246774e-08
1976,7.1019137060091e-07,8.970237330707675e-08
1977,6.552611910848327e-07,7.992423611824506e-08
1978,6.659402718156571e-07,8.198016188121215e-08
1979,6.378650887484127e-07,6.554210196796362e-08
1980,6.708477542360924e-07,8.811983304157778e-08
1981,6.236991847430318e-07,1.5687363030814083e-07
1982,5.679864703012072e-07,9.311253212906934e-08
1983,6.245847306018959e-07,1.2820091699339287e-07
1984,6.402105139358127e-07,9.858314165001048e-08
1985,6.135869412560169e-07,1.1188937820705291e-07
1986,7.325261179857989e-07,2.4697280309737835e-07
1987,6.453022720620538e-07,8.55514346032038e-08
1988,6.764112452373183e-07,1.0074210554655849e-07
1989,6.72843786020394e-07,7.793133682820752e-08
1990,6.680046027440767e-07,9.371679543512812e-08
1991,6.676208919031978e-07,1.5415653176198418e-07
1992,6.733151636240109e-07,8.320015809637482e-08
1993,6.458715837709406e-07,7.976459015512916e-08
1994,6.672782113525955e-07,1.265982401132959e-07
1995,6.664191936067709e-07,1.1278697709116159e-07
1996,6.346991678896075e-07,9.288280544694771e-08
1997,5.988823126301668e-07,6.616954473237513e-08
1998,5.831422011937093e-07,6.627699489225591e-08
1999,7.403725774679515e-07,1.0054442323159662e-07
2000,6.909801371079993e-07,7.55483369196952e-08
2001,6.532386525037737e-07,8.587175104324274e-08
2002,7.220252946638084e-07,7.360452247695548e-08
2003,7.362953056144761e-07,9.833938063863457e-08
2004,5.823133886195819e-07,7.840528726266172e-08
2005,6.764632018985139e-07,1.0358624091821866e-07
2006,7.301019095962147e-07,1.0006472428436552e-07
2007,7.222018911789974e-07,1.4699684380836686e-07
2008,7.544183375784996e-07,1.1537661592786463e-07
2009,7.590962347592267e-07,1.1348298345481567e-07
2010,8.583132142803152e-07,1.0817486267855614e-07
2011,9.575225661251352e-07,1.3881017713046617e-07
2012,1.1016161280963388e-06,1.3651053043517436e-07
2013,1.093615892955313e-06,1.49218183587152e-07
2014,1.1281969349852261e-06,1.8666137249767623e-07
2015,1.1255770360207862e-06,1.3787099562012628e-07
2016,1.1303302898113543e-06,1.4520094127057348e-07
2017,1.0935362126929249e-06,1.431382889993671e-07
2018,1.0904114873255821e-06,1.4817618537721344e-07
2019,1.065037409375691e-06,1.622428267289422e-07
