year,ses_DET ailes_NOUN,ses_DET belles_NOUN
1893,1.6559981794728174e-06,2.2601388227627695e-07
1894,1.78648640769552e-06,1.8841601789887363e-07
1895,1.7363702724537688e-06,1.7935470886243365e-07
1896,1.603402211003413e-06,1.8634612164447617e-07
1897,1.5784566933518818e-06,2.0218695784279817e-07
1898,1.4519339153196142e-06,2.025691077101044e-07
1899,1.6350576714785348e-06,1.6969665850297133e-07
1900,1.5168257547770736e-06,2.08161224257708e-07
1901,1.5016941077306e-06,1.8107514798693103e-07
1902,1.5968243118891223e-06,1.3552383304471505e-07
1903,1.6162859211021896e-06,2.1762887669751763e-07
1904,1.4575983442455254e-06,1.7682517494677086e-07
1905,1.5136506092972013e-06,1.5482276705114373e-07
1906,1.4609484537686512e-06,1.8673389745593738e-07
1907,1.6256527786140396e-06,1.799995199558424e-07
1908,1.9537505586697534e-06,1.9645556781355822e-07
1909,2.0491163041924665e-06,1.7548137032363798e-07
1910,2.18789523387386e-06,1.720816538153258e-07
1911,1.9445967964770716e-06,1.8780921084982083e-07
1912,1.981142858653584e-06,1.6618053599870564e-07
1913,1.7871074788899932e-06,1.861349454568284e-07
1914,1.5630199996508054e-06,2.0358100805140111e-07
1915,1.4561021295378396e-06,1.602183661297829e-07
1916,2.3348356918972968e-06,1.3844202118029614e-07
1917,2.1263897593826186e-06,1.5133665076660918e-07
1918,2.3742339436694238e-06,1.8263338219526304e-07
1919,1.9787665763715268e-06,1.8968167048161177e-07
1920,1.7128388449805243e-06,1.5220185689557297e-07
1921,1.81821668121529e-06,1.6887226905737407e-07
1922,2.0791021810850907e-06,2.0731998340295377e-07
1923,2.047816458627949e-06,1.8153271907905832e-07
1924,1.8293215120479545e-06,2.449408702531741e-07
1925,1.886187533273187e-06,2.0456611160568627e-07
1926,1.8480297754308594e-06,2.1512047876370843e-07
1927,1.970067984302659e-06,2.4862772507461273e-07
1928,1.6384942682634573e-06,1.9310009014006368e-07
1929,1.5496305501017105e-06,1.7601842472458884e-07
1930,1.593396660837243e-06,1.9956847108204556e-07
1931,1.6355281147184542e-06,2.5890159971453386e-07
1932,1.4587143333244512e-06,1.8740807927741798e-07
1933,1.4843037270395598e-06,2.1679552242304112e-07
1934,1.5168680391752787e-06,1.5935501984642997e-07
1935,1.668378757813116e-06,1.5080038373582738e-07
1936,1.753233775048102e-06,1.8308319571502807e-07
1937,1.332140307397367e-06,1.0828361829418043e-07
1938,1.660844006323714e-06,1.7503039018151867e-07
1939,1.6028164608883344e-06,1.3764645689917643e-07
1940,1.508790830939688e-06,1.2425336137766863e-07
1941,1.8004165767138147e-06,1.3281761157557526e-07
1942,1.9601007892333655e-06,1.7295006671247393e-07
1943,2.1425874834335445e-06,1.683876438285381e-07
1944,1.9375512394503858e-06,2.699076357970398e-07
1945,1.779837823789876e-06,1.4813827231563437e-07
1946,1.919720304499606e-06,1.7540591823461682e-07
1947,1.6319672155873377e-06,1.728526282107623e-07
1948,1.731891764222837e-06,1.5329362312854755e-07
1949,1.4892401161148427e-06,1.1093219220992268e-07
1950,1.6548622667755808e-06,1.7548346575857465e-07
1951,1.2921619472194834e-06,1.481934890357195e-07
1952,1.5110703515119894e-06,1.7504374305588044e-07
1953,1.2400674762602648e-06,1.400597560152761e-07
1954,1.4707666338154013e-06,1.280202230891092e-07
1955,1.2464087291164105e-06,1.5110829121312008e-07
1956,1.3482885385940335e-06,1.3517769037463268e-07
1957,1.199798109752237e-06,1.2987505337846983e-07
1958,1.5196111533555268e-06,1.4476426191123437e-07
1959,1.1641623203217932e-06,1.5734017555502078e-07
1960,1.2374450406582582e-06,1.280354118282645e-07
1961,1.425067452487383e-06,1.2089797002401426e-07
1962,1.277270062161051e-06,1.4586499474944503e-07
1963,1.3636906572855878e-06,1.3514050767327035e-07
1964,1.3183959666207556e-06,1.0829463348294155e-07
1965,1.3411977874966396e-06,1.373482860778097e-07
1966,1.313868480679048e-06,1.3072215931941855e-07
1967,1.3548562556309207e-06,1.2276535787947296e-07
1968,1.5832241402335967e-06,1.5854698576234227e-07
1969,1.2567043512490272e-06,1.2171911212277564e-07
1970,1.1712952883158323e-06,1.31523537394429e-07
1971,1.4223084718878454e-06,9.711571369308558e-08
1972,1.2543208995907662e-06,1.1542830380406599e-07
1973,1.2244825313700858e-06,9.372446330147e-08
1974,8.826522233107426e-07,7.707032989578977e-08
1975,9.635267339547227e-07,1.0566238595188793e-07
1976,1.0718576710644356e-06,9.14164313137178e-08
1977,9.109011820385149e-07,8.697637143839643e-08
1978,1.194058874887105e-06,1.1762371165957575e-07
1979,1.1434755506911642e-06,1.0709111419870965e-07
1980,1.011388274463343e-06,9.153092261904305e-08
1981,1.1069711476352495e-06,1.0943200678958931e-07
1982,1.1185919497336272e-06,8.31805272438757e-08
1983,1.0395010541230931e-06,9.283514668112502e-08
1984,1.0739763887102072e-06,9.510373866206123e-08
1985,1.0436993420626095e-06,1.1489715667778455e-07
1986,1.264236971110222e-06,9.95084610266872e-08
1987,1.1250014289032606e-06,1.1060578586352676e-07
1988,1.023611684303205e-06,1.2412866107203158e-07
1989,1.0789648143827435e-06,1.0153026197556869e-07
1990,1.071204827951533e-06,1.1987031856008912e-07
1991,9.99379818011903e-07,9.436959302888681e-08
1992,1.0689291904952825e-06,6.33643578162868e-08
1993,1.069067046444161e-06,1.0856846532902864e-07
1994,1.1341091763483746e-06,1.091909778150324e-07
1995,1.121362807054993e-06,7.103410570863389e-08
1996,1.0265151821897689e-06,1.0516041659691666e-07
1997,1.1148129317462008e-06,9.781584431323154e-08
1998,1.1133581772071466e-06,1.0537565486856693e-07
1999,1.016869770609219e-06,1.1105588715309977e-07
2000,1.0386791977623488e-06,1.2326308063137503e-07
2001,1.0519289332933113e-06,9.857726168682746e-08
2002,1.1286026158074947e-06,1.0602555877703423e-07
2003,1.100067706261143e-06,1.1750722572756445e-07
2004,1.0923882172164667e-06,1.0923882387547934e-07
2005,1.1507079875627824e-06,9.863211536398353e-08
2006,1.2320726341386035e-06,1.227131196657183e-07
2007,1.3265666609640903e-06,1.4619794230785743e-07
2008,1.4121927733867778e-06,1.5028762101465531e-07
2009,1.5010269507342855e-06,1.2588027775706223e-07
2010,1.8351936290628146e-06,1.6674989922194072e-07
2011,2.2041375160597454e-06,1.812562713254806e-07
2012,2.589274714637213e-06,2.2740407512600314e-07
2013,3.195221552232397e-06,1.9691223052120677e-07
2014,2.96925848886076e-06,2.345177065876669e-07
2015,3.2953826405446307e-06,2.3783854530279314e-07
2016,3.476951377479054e-06,2.6098885452796594e-07
2017,3.0275382840727616e-06,2.0225515262595195e-07
2018,3.3295758044005197e-06,2.429160241845807e-07
2019,3.2974067494251358e-06,2.1453807619309373e-07
