year,ayez_VERB eu_VERB,ayez_VERB bu_VERB
1843,1.0455232768435962e-07,2.953455480181333e-09
1844,1.2074835353814706e-07,0.0
1845,1.0379223880363497e-07,6.138250796539069e-09
1846,1.0538102657164927e-07,0.0
1847,9.761734531821276e-08,5.393223645455691e-10
1848,7.321151684891447e-08,0.0
1849,8.798385664476882e-08,5.02764896381791e-09
1850,1.2966982865236787e-07,0.0
1851,8.126292527776968e-08,1.2898877521649865e-09
1852,1.0481978307552708e-07,1.9531636308300904e-09
1853,8.539862506040663e-08,1.7915795513800958e-09
1854,8.832629561084104e-08,2.5978321716024766e-09
1855,8.119613426060823e-08,1.5920811335945473e-09
1856,8.179959110066193e-08,1.5531567143511893e-09
1857,1.2154957573784486e-07,0.0
1858,1.1206518024664547e-07,4.893676019968041e-10
1859,1.31887290422128e-07,0.0
1860,1.1809134292661838e-07,1.8308735638683515e-09
1861,1.150695183582684e-07,4.715963730639317e-10
1862,1.3870217685507669e-07,9.035972525772706e-10
1863,1.1287843193485969e-07,0.0
1864,8.630509995555258e-08,0.0
1865,1.289675424231973e-07,3.294791106611683e-09
1866,1.1336877747680774e-07,4.865612912574591e-10
1867,9.899735431417866e-08,0.0
1868,8.644779825317528e-08,1.975949626142892e-09
1869,1.2111127034586389e-07,4.883519144627257e-10
1870,7.97032768673489e-08,5.734048791339319e-10
1871,1.2639200974717824e-07,2.1242354542039266e-09
1872,1.2699412366146134e-07,1.2094678591978436e-09
1873,1.0535367778174987e-07,1.7958012854535355e-09
1874,1.105302658288565e-07,0.0
1875,1.109976253133027e-07,1.1443054281912168e-09
1876,1.1789728660005494e-07,0.0
1877,9.339072448710795e-08,6.184815992682502e-10
1878,7.669642343444139e-08,1.2078177347163432e-09
1879,1.1180065229154934e-07,0.0
1880,8.920806493506461e-08,0.0
1881,1.0040410813871858e-07,6.972507571312292e-10
1882,1.1114493503328049e-07,6.655385131892899e-10
1883,9.794975142085605e-08,0.0
1884,6.337629088193353e-08,0.0
1885,7.154655889962669e-08,0.0
1886,6.582533274013258e-08,0.0
1887,9.009915657998135e-08,3.264462256069578e-09
1888,6.150396103521416e-08,0.0
1889,6.453090861668898e-08,0.0
1890,7.537544632896243e-08,3.2771931834929546e-09
1891,4.780665108228277e-08,0.0
1892,6.017771880806322e-08,0.0
1893,1.0038218789532038e-07,2.463366621796581e-09
1894,7.561847326087445e-08,0.0
1895,6.680662067992671e-08,6.6204757231957956e-09
1896,7.371286159241208e-08,1.179405795248556e-09
1897,8.79833734757085e-08,2.330685422435863e-09
1898,6.450524381307332e-08,5.6583548957434e-10
1899,6.190887802404177e-08,1.1055156790007459e-09
1900,7.059832540790012e-08,0.0
1901,7.544797853142882e-08,0.0
1902,5.646826295446772e-08,1.4730852093691738e-09
1903,7.506306332061286e-08,0.0
1904,8.545654139879844e-08,0.0
1905,7.121847289681682e-08,5.160759042333041e-10
1906,7.047533046034005e-08,5.144184522798412e-10
1907,5.502842270743713e-08,0.0
1908,6.826830656336824e-08,1.964555629285769e-09
1909,1.0176819387197611e-07,0.0
1910,8.283433317046729e-08,9.085056262847502e-09
1911,6.70367157340479e-08,1.5961122423746588e-09
1912,9.064392969548862e-08,1.0418842455450772e-09
1913,5.674198888527826e-08,5.30298971401777e-10
1914,5.826166926681253e-08,4.018046340092951e-09
1915,2.9451904026700504e-08,0.0
1916,3.625862632361532e-08,0.0
1917,6.360526327853222e-08,1.0966424435210342e-09
1918,5.054005569604669e-08,0.0
1919,8.194984957299312e-08,0.0
1920,7.2693424613135e-08,0.0
1921,6.361107551811074e-08,2.2718242842501013e-09
1922,5.82856891639949e-08,0.0
1923,6.475728042687479e-08,1.0615948120573648e-09
1924,6.703644572780831e-08,5.156649773851996e-09
1925,7.478760721824074e-08,2.1996355847875293e-09
1926,6.464760105018286e-08,3.343841648018042e-09
1927,8.138934504131612e-08,2.2298449753321847e-09
1928,6.627104198742018e-08,1.1426041224282812e-09
1929,1.0583386256257654e-07,0.0
1930,7.247486166761519e-08,0.0
1931,7.071321306284517e-08,0.0
1932,7.123698964051073e-08,1.0959536611565568e-09
1933,4.817677989876756e-08,0.0
1934,3.714289675826876e-08,1.1981580172459871e-09
1935,5.864459140525469e-08,0.0
1936,5.577368611398015e-08,3.6374143697059935e-09
1937,4.5328025777280345e-08,0.0
1938,4.148868626430158e-08,0.0
1939,7.035263394072899e-08,0.0
1940,5.325144059042941e-08,0.0
1941,5.017554371988808e-08,0.0
1942,7.58552971547033e-08,0.0
1943,9.00002916637277e-08,0.0
1944,4.4984606262232774e-08,6.4263723231761105e-09
1945,4.574858536443571e-08,2.178504043826024e-09
1946,9.744773166175946e-08,0.0
1947,6.556479092978407e-08,5.960435700558264e-09
1948,6.414413888933268e-08,1.0871887834440486e-09
1949,5.890204946013e-08,0.0
1950,6.593923984610228e-08,1.0635361036293034e-08
1951,8.635735326834038e-08,0.0
1952,3.4797853487589236e-08,5.272402070488624e-09
1953,6.033343424860504e-08,1.0773827385790469e-09
1954,6.645324646115114e-08,1.9545072227344917e-09
1955,8.25933454962069e-08,0.0
1956,6.802490304380626e-08,0.0
1957,7.068030072332476e-08,2.6505113659425206e-09
1958,5.4596807075313336e-08,0.0
1959,6.820658171591276e-08,7.750747821333448e-10
1960,7.059249895746689e-08,1.3841666701708277e-09
1961,5.211119358250471e-08,7.64297514166401e-09
1962,8.371382165250907e-08,1.2683912808952869e-09
1963,4.978861056770256e-08,1.2932106496776896e-09
1964,8.51755572739421e-08,5.475571551727398e-09
1965,6.621172587983892e-08,2.188817349590977e-09
1966,6.813061759203265e-08,0.0
1967,6.113616279890266e-08,2.465167847631733e-09
1968,4.850729240502005e-08,3.1439910674890825e-09
1969,7.857241257624992e-08,4.5417578031781147e-10
1970,6.070317226658517e-08,0.0
1971,6.320228607137324e-08,2.0553589941130213e-09
1972,7.079602681869801e-08,0.0
1973,5.017015425323734e-08,2.205281512956958e-09
1974,4.1629231617434925e-08,5.625571675160757e-10
1975,4.397839603598186e-08,0.0
1976,3.94233339306993e-08,0.0
1977,3.8786758693731826e-08,5.876781838942691e-10
1978,5.4653440884067095e-08,5.940591352171509e-10
1979,5.969013017192992e-08,0.0
1980,3.865902442612423e-08,1.1370301367108482e-09
1981,5.060439534076977e-08,6.325549528618524e-10
1982,4.903926864585628e-08,0.0
1983,5.7469375036589554e-08,0.0
1984,5.0451372857196475e-08,5.799008495621649e-10
1985,5.353846788125338e-08,0.0
1986,4.855533219938479e-08,0.0
1987,4.3386798154188e-08,6.110816852533674e-10
1988,5.097070854276353e-08,2.398621523624911e-09
1989,4.445378820605583e-08,0.0
1990,3.705082818328265e-08,0.0
1991,4.9822453718206816e-08,0.0
1992,4.7385519508225116e-08,1.65298330578878e-09
1993,4.4867579873653085e-08,0.0
1994,5.063929364723663e-08,2.1099706426497278e-09
1995,3.687266669771816e-08,0.0
1996,3.95018808774239e-08,5.338092190498855e-10
1997,4.315404922294874e-08,4.79489448146353e-10
1998,4.815810683567179e-08,1.9072516899143466e-09
1999,4.2959889867688617e-08,9.140402323914998e-10
2000,4.152949628632996e-08,3.5344251969604557e-09
2001,4.600272518473503e-08,8.762423564512289e-10
2002,4.381221430094229e-08,0.0
2003,5.625345878002008e-08,1.2500769308587678e-09
2004,4.2726476578991424e-08,4.404791253964646e-10
2005,4.864049429897932e-08,0.0
2006,6.094477100759832e-08,8.235779835885637e-10
2007,7.869124374337844e-08,1.1983438685803094e-09
2008,8.514879112908602e-08,2.9802078582719105e-09
2009,6.770833493874306e-08,9.53638501499654e-10
2010,1.162053067105262e-07,1.8895172093635892e-09
2011,1.3230942386144307e-07,1.911985902935953e-09
2012,1.450211613018837e-07,4.765953853791416e-09
2013,1.762727066534353e-07,6.693900100884775e-09
2014,1.9748860324853013e-07,4.980523993225461e-09
2015,1.7821265885231696e-07,3.103205470367243e-09
2016,1.915989571443788e-07,4.142679976837371e-09
2017,1.4791794455959462e-07,5.282783988036499e-09
2018,1.819933999058776e-07,5.6792268665617485e-09
2019,1.7805894003686262e-07,5.101975730781305e-09
