year,ces_DET ailes_NOUN,ces_DET belles_NOUN
1889,1.8106244858984155e-07,5.826577265111155e-08
1890,1.9335440271106563e-07,7.20982497037781e-08
1891,2.664423952580819e-07,7.649064226455948e-08
1892,1.5044429169108753e-07,8.086381297900402e-08
1893,2.4818418253858e-07,5.296238181351498e-08
1894,2.451298790617784e-07,5.923446977362801e-08
1895,1.8055842687658696e-07,6.138986541337488e-08
1896,1.5155364252450454e-07,6.722612944098927e-08
1897,1.8179345673274838e-07,6.234583371789171e-08
1898,1.8389653178019216e-07,5.828105564820163e-08
1899,1.6361632226846723e-07,6.854197209804624e-08
1900,1.4534949066558056e-07,7.475116692301498e-08
1901,1.5424919475037768e-07,6.594712020913107e-08
1902,5.951263943870799e-07,6.088751841604179e-08
1903,1.7064696677948632e-07,6.588268575136169e-08
1904,1.4081517463182536e-07,8.22317645088333e-08
1905,1.5121024077302536e-07,5.986480433595176e-08
1906,1.0648462023254979e-07,6.790323237026996e-08
1907,1.8925663880509092e-07,7.868550561118681e-08
1908,2.239593470676482e-07,6.532147689419787e-08
1909,2.288409248762946e-07,9.296662284441481e-08
1910,2.0254331190017183e-07,7.374928046033347e-08
1911,3.341194840800199e-07,5.7992078250634904e-08
1912,2.0473025585943105e-07,8.64763922692191e-08
1913,2.3227095624633876e-07,6.946916486505472e-08
1914,1.4063161657418277e-07,6.763711041246623e-08
1915,1.390129877876234e-07,4.123266705846618e-08
1916,2.2084799056187876e-07,3.95548644949173e-08
1917,1.6010980008474007e-07,7.018511394285554e-08
1918,1.527688056057741e-07,8.614781954463524e-08
1919,1.8876089669106477e-07,5.985101403371829e-08
1920,1.6583186734919764e-07,8.026565412322384e-08
1921,2.3324061970697585e-07,8.178567467709286e-08
1922,1.4018077010291563e-07,7.156597492397054e-08
1923,2.2718128889209765e-07,6.688047271552477e-08
1924,1.7532608787007575e-07,6.574728539376906e-08
1925,1.7487102432767188e-07,8.468597201272132e-08
1926,1.9282819962995745e-07,7.467912710446001e-08
1927,2.6758139526350533e-07,8.807887408313064e-08
1928,2.4337467152690806e-07,7.198405693742416e-08
1929,1.715622666154104e-07,6.795648044288782e-08
1930,1.6700729332796982e-07,7.142450408892387e-08
1931,4.162955100639465e-07,5.930785640373415e-08
1932,1.7206473046371684e-07,5.4797681503515605e-08
1933,1.3764794282167259e-07,5.161798166675169e-08
1934,1.773273865524061e-07,4.7926318913482646e-08
1935,1.8072108431965717e-07,6.103824823355808e-08
1936,2.861432761847027e-07,6.789840467646968e-08
1937,1.4353874089323426e-07,6.29555889641864e-08
1938,1.5687909638018027e-07,5.834346583633021e-08
1939,1.29999432552097e-07,6.270560515275747e-08
1940,1.5721853863226443e-07,3.55009599495304e-08
1941,1.8004166335572336e-07,4.7224041566096275e-08
1942,1.3653952990466678e-07,3.9444752131245764e-08
1943,3.396785253073631e-07,6.387117679196308e-08
1944,2.409889603427473e-07,4.819779064746399e-08
1945,1.6556630910713466e-07,4.574858536443571e-08
1946,1.8375857102626014e-07,6.26449674356877e-08
1947,1.442425450193241e-07,5.4836005514147246e-08
1948,1.4350891675007915e-07,7.827759151979308e-08
1949,1.1584069525838459e-07,4.712163947928616e-08
1950,1.3400555687326232e-07,7.019338443825518e-08
1951,1.3220137873304338e-07,3.411648408224721e-08
1952,1.4130036873893914e-07,4.639713835352666e-08
1953,1.3359545647517734e-07,5.494651933446448e-08
1954,1.886099401104957e-07,4.10446503451567e-08
1955,1.4735403652821333e-07,8.259334727256373e-08
1956,1.3168924084538958e-07,2.7035539806874453e-08
1957,1.0867096467137571e-07,6.096176008441034e-08
1958,1.0919361237426983e-07,4.384289120640261e-08
1959,8.835852760569196e-08,4.5729414033246485e-08
1960,9.41233295748134e-08,4.6369581951921646e-08
1961,1.0352757673359747e-07,6.461788171208127e-08
1962,1.3952304378506142e-07,3.868593556610733e-08
1963,1.4354637478675158e-07,4.0736136464047945e-08
1964,1.0951142837001271e-07,4.258777669408076e-08
1965,1.37348290962791e-07,6.34757015838261e-08
1966,9.139473178265689e-08,5.206730158135997e-08
1967,1.03044010657527e-07,5.669886049552986e-08
1968,1.0509912762302065e-07,6.602381208420383e-08
1969,1.0945636041981288e-07,4.1329995814631815e-08
1970,9.289424518499345e-08,4.046877921659586e-08
1971,1.3873673410103038e-07,5.087013654758721e-08
1972,9.849881887902256e-08,5.489257048907348e-08
1973,1.1136671318467961e-07,5.182411588755542e-08
1974,9.113426369111721e-08,3.825388583678091e-08
1975,1.0623353130512214e-07,3.426888106616843e-08
1976,1.239835309974069e-07,4.399415537426066e-08
1977,7.345977426354011e-08,2.9971587989230386e-08
1978,1.2415835826118382e-07,4.4554435363330924e-08
1979,9.246117915751029e-08,4.8571377142536676e-08
1980,6.765329452207425e-08,3.9796053341589754e-08
1981,7.843681348873588e-08,3.858585384541868e-08
1982,8.752578306570058e-08,3.476201249075217e-08
1983,7.9572985534071e-08,4.0418023594668284e-08
1984,9.452383942232245e-08,3.595385333898804e-08
1985,7.27882518702927e-08,4.331201797214135e-08
1986,1.180913615783652e-07,5.095312638481175e-08
1987,7.699629112067896e-08,3.666489978293441e-08
1988,1.439172887529594e-07,3.837794387839821e-08
1989,6.805271368648391e-08,3.677041826577465e-08
1990,8.445408861135206e-08,2.778811958314975e-08
1991,6.271767638565962e-08,4.161640099198394e-08
1992,7.273126279017106e-08,3.691662497917747e-08
1993,5.982343953547797e-08,4.3759738055371145e-08
1994,8.123386940894761e-08,4.4309383495644283e-08
1995,7.211859553990507e-08,4.6090833150103094e-08
1996,6.24556779627028e-08,3.576521767634233e-08
1997,5.4182308417694e-08,3.020783456708642e-08
1998,6.436974686607755e-08,3.480734278582531e-08
1999,7.038109828272354e-08,2.9706307413945865e-08
2000,7.687374559139926e-08,3.180982632855489e-08
2001,6.046072176246753e-08,4.8193328772150323e-08
2002,6.703268784491456e-08,4.7317191498308375e-08
2003,5.291992222211661e-08,3.5835537648409854e-08
2004,5.329797314601592e-08,4.1845517939620436e-08
2005,6.035024480155471e-08,4.3686371409279445e-08
2006,7.576917315788023e-08,4.406142251056622e-08
2007,7.11017333898667e-08,3.9545345664748766e-08
2008,7.237647725588658e-08,5.194076480030674e-08
2009,8.821155894622734e-08,3.9099179449664234e-08
2010,9.872727613213783e-08,8.69177936846377e-08
2011,7.992101114240313e-08,3.518054081386168e-08
2012,8.817014141015989e-08,4.187230862040536e-08
2013,1.0598675359574372e-07,6.080292480614702e-08
2014,1.0870534694618073e-07,6.32309988812807e-08
2015,1.2412822414376024e-07,6.671892016640868e-08
2016,1.319443594383074e-07,8.513207483407115e-08
2017,8.226049175164007e-08,5.3079400125222165e-08
2018,1.2984777697511163e-07,6.47948141807575e-08
2019,1.0867207933529244e-07,5.943801650865055e-08
