year,les_DET arts_NOUN,les_DET bars_NOUN
1840,2.2706028898866748e-05,1.5287252963513964e-08
1841,2.277496923497324e-05,1.8619591202195807e-08
1842,2.118336024992118e-05,3.3541325272778977e-09
1843,2.33163508323031e-05,5.906911071384968e-09
1844,2.134227001704403e-05,2.7442805805577564e-09
1845,2.0550305787736534e-05,7.812319069433471e-09
1846,2.145616139870299e-05,8.781751992259501e-09
1847,2.196498213535847e-05,1.4561703842730367e-08
1848,1.9405075526890414e-05,2.252662145707518e-08
1849,1.7859885637960815e-05,9.217356655710773e-09
1850,1.9543482764561304e-05,3.394498016007219e-09
1851,1.8847195018878438e-05,5.159551008659946e-09
1852,2.088648052200881e-05,3.906327261660181e-09
1853,2.1364585627736687e-05,8.95789775690048e-09
1854,1.9926931617675336e-05,1.4028294081924741e-08
1855,2.0755961188001493e-05,1.1675261646360013e-08
1856,2.0478371190790767e-05,3.9864358425401036e-08
1857,1.9153577291319834e-05,1.3180074198704261e-08
1858,1.9120571487007965e-05,8.31924923394567e-09
1859,2.097771677611604e-05,2.6988518975201714e-08
1860,1.9160548887953155e-05,4.577183909670879e-09
1861,2.0510198549317238e-05,1.83922592711383e-08
1862,1.912373269163936e-05,1.1294966073549517e-08
1863,1.9033002427448764e-05,1.0988165932701577e-08
1864,1.851580022815824e-05,1.4863656638830491e-08
1865,1.6150124572789082e-05,1.4591217623038943e-08
1866,1.6014678227094237e-05,4.865612968085742e-09
1867,1.6944077479763564e-05,1.8925964795357686e-08
1868,1.7036142814674804e-05,1.432563445646906e-08
1869,1.5496871320408445e-05,7.81363052038131e-09
1870,1.6873012150142586e-05,1.0321287824410774e-08
1871,1.148255466887349e-05,1.1683294998121596e-08
1872,1.4941161154524707e-05,1.1489944551357212e-08
1873,1.4085666869334545e-05,2.1549616313620845e-08
1874,1.3083796467583397e-05,2.031367091204217e-08
1875,1.4717484404513925e-05,4.806082909425413e-08
1876,1.550681874817883e-05,1.8138043733628706e-08
1877,1.4830569810442285e-05,4.4530675258336316e-08
1878,1.5379746734822675e-05,1.570163044029016e-08
1879,1.4357524932506749e-05,2.1382638548672617e-08
1880,1.5814214819442896e-05,8.343200130767059e-09
1881,1.3218479580245912e-05,1.0458761523501892e-08
1882,1.2680505534490294e-05,3.4608003129932285e-08
1883,1.3465247192812058e-05,4.0443769444564737e-08
1884,1.2563029784473656e-05,5.809493508479591e-08
1885,1.1432623679752396e-05,4.3830321150295504e-08
1886,1.1437474427111738e-05,7.679621871758968e-08
1887,1.0470436677678663e-05,6.13718911246508e-08
1888,1.0316180208747028e-05,5.769959510182332e-08
1889,1.1783468764292593e-05,5.325366148056787e-08
1890,9.752272106311466e-06,4.981333623366169e-08
1891,1.0514913597603481e-05,3.569563267191711e-08
1892,9.610882955257694e-06,5.265550240274308e-08
1893,9.34354917347946e-06,7.020594772200184e-08
1894,9.87199143764883e-06,7.750893349367516e-08
1895,9.760387314372565e-06,5.53712515838356e-08
1896,9.159855451912335e-06,1.0555681967394648e-07
1897,9.584943903462317e-06,9.089673458362313e-08
1898,8.932844764331094e-06,7.978280258669201e-08
1899,8.955229617413352e-06,8.678297902520171e-08
1900,9.861443857062113e-06,1.0589748533629262e-07
1901,8.797234059443326e-06,1.1512802139401757e-07
1902,8.129957024038958e-06,9.673259243614396e-08
1903,8.98542670313418e-06,1.198848935679564e-07
1904,9.158898791383763e-06,1.0426773044969195e-07
1905,8.823349531894564e-06,1.0321518439937449e-07
1906,8.533173485147927e-06,1.3374879137550977e-07
1907,8.792204837959616e-06,1.918280601032052e-07
1908,8.725573898971106e-06,1.011746142420833e-07
1909,9.237801570805004e-06,1.292731099944433e-07
1910,9.022529603441853e-06,9.138497347738195e-08
1911,9.256918900746314e-06,1.2077249156305925e-07
1912,9.151911051219486e-06,1.2867270338112746e-07
1913,9.327959091365301e-06,1.3310503987895572e-07
1914,9.098865675127854e-06,2.102777529877642e-07
1915,6.676157671137162e-06,1.236980043950453e-07
1916,6.649611876241579e-06,1.32948291931001e-07
1917,7.172041335934409e-06,1.447568012125089e-07
1918,7.347834809934284e-06,2.8715941624568586e-07
1919,8.460171187607557e-06,2.1454287457700616e-07
1920,8.923875157051953e-06,2.597275519100606e-07
1921,8.51706920457218e-06,2.521724837833972e-07
1922,9.132408621326249e-06,2.2207585859135293e-07
1923,9.42165388551075e-06,2.4522839581209155e-07
1924,1.0295251257730342e-05,2.8361574155866265e-07
1925,9.82907121738208e-06,3.035496991543596e-07
1926,9.495395516978533e-06,2.976018906863942e-07
1927,1.0040991895721163e-05,3.367065786186174e-07
1928,9.32136433107189e-06,2.6165635413910593e-07
1929,9.354599001198949e-06,3.3087005979481887e-07
1930,9.857632193188692e-06,2.573382871240426e-07
1931,8.933815735190365e-06,1.9959374153444287e-07
1932,8.575837512125872e-06,2.3563004347693095e-07
1933,8.592673040652699e-06,1.8811885649228088e-07
1934,8.714203261206421e-06,1.797236990341844e-07
1935,9.392709472422212e-06,2.082481387333246e-07
1936,8.075059724887979e-06,1.9763285452611967e-07
1937,8.427235201224903e-06,1.8886677821683406e-07
1938,8.57259976783098e-06,2.2818778067090761e-07
1939,7.879494802409681e-06,2.431754078102699e-07
1940,7.721459155618504e-06,9.889553465036727e-08
1941,8.886974484312304e-06,2.4202321569077867e-07
1942,9.824778160805181e-06,3.0038696396950115e-07
1943,8.933254939336166e-06,3.1645262943413854e-07
1944,8.026538850458564e-06,2.9561311265524637e-07
1945,9.822874602605225e-06,4.182727759705074e-07
1946,9.886768481237596e-06,3.4663548564850544e-07
1947,9.142116141447332e-06,3.9815707664203615e-07
1948,9.121513770082856e-06,3.196335116584237e-07
1949,8.554540869454286e-06,3.563574018095039e-07
1950,8.55614837291796e-06,3.3926802989192595e-07
1951,9.28608102412909e-06,3.5715694712834534e-07
1952,7.6228390071264585e-06,3.047448469128966e-07
1953,8.137471866120904e-06,3.8785778100347557e-07
1954,8.794305330184216e-06,3.3715249192489694e-07
1955,8.75301796554595e-06,4.3079938727430545e-07
1956,8.776084627015734e-06,3.5058988334668584e-07
1957,8.289032365382809e-06,3.5163448730557434e-07
1958,8.281343028215815e-06,4.078215992686651e-07
1959,8.078604409433865e-06,3.5885962468285015e-07
1960,8.048929387882708e-06,3.4950209393258547e-07
1961,8.60460033891286e-06,3.5574575851793355e-07
1962,8.677064656126277e-06,3.710044613747243e-07
1963,8.478289188929011e-06,4.623228198052942e-07
1964,8.923356503487412e-06,3.814648277256083e-07
1965,9.607814121181946e-06,3.8523185463823495e-07
1966,9.197079535283592e-06,3.705641116180658e-07
1967,1.0728903589551919e-05,4.2400886002269544e-07
1968,1.2051366724108448e-05,4.064731349284756e-07
1969,1.0032289225136992e-05,3.8059929408085225e-07
1970,9.81275927358638e-06,3.504228427431144e-07
1971,9.676116107470989e-06,3.27829765112142e-07
1972,1.1419193810979777e-05,3.1293895952355655e-07
1973,8.860821026246413e-06,3.6828200677962997e-07
1974,8.237524667720209e-06,3.8141376906830615e-07
1975,8.102876968507644e-06,3.295524195756627e-07
1976,8.767978428636525e-06,3.6280896681395447e-07
1977,8.182243263377131e-06,3.81990827635903e-07
1978,9.090887019169713e-06,4.312869299472055e-07
1979,8.971660548695581e-06,3.6750393128670567e-07
1980,9.31341388366036e-06,4.462843352648349e-07
1981,8.140982302506927e-06,4.7251854340402133e-07
1982,8.773683816798439e-06,5.853674805988973e-07
1983,8.693663851033762e-06,5.140667500569407e-07
1984,9.239560128548874e-06,5.874395796467979e-07
1985,8.697895367504316e-06,5.263613097605813e-07
1986,9.26028118897193e-06,6.102386338469046e-07
1987,9.099617415131434e-06,6.000821926588351e-07
1988,9.411591150865206e-06,6.266398704379839e-07
1989,1.0907094250001137e-05,6.788807237478878e-07
1990,1.0592177801527214e-05,7.039657166085789e-07
1991,1.0199535211086186e-05,6.131092474825905e-07
1992,1.0690944463931373e-05,7.17394751603706e-07
1993,1.062309159749475e-05,6.940627148566136e-07
1994,1.0124694149737934e-05,7.01565223470979e-07
1995,1.0446351197401782e-05,7.51551691990926e-07
1996,1.0359101665358139e-05,8.033828993170289e-07
1997,1.0175245122923116e-05,8.074602578789225e-07
1998,1.0695867374010959e-05,9.054677531095123e-07
1999,1.1373402969638846e-05,8.623969368903861e-07
2000,1.1156412845991781e-05,9.189505694173761e-07
2001,1.0877672245612757e-05,7.881799980458126e-07
2002,1.142052967395557e-05,9.073509724677464e-07
2003,1.075191163835143e-05,9.533919778093036e-07
2004,1.0760464988379681e-05,9.514349028627578e-07
2005,1.147014904745447e-05,1.1236855351759445e-06
2006,1.1301548738629208e-05,1.1707161554630474e-06
2007,1.1538453314585695e-05,1.3317594536599309e-06
2008,1.0299172309657934e-05,1.5109653940248435e-06
2009,1.069553261601186e-05,1.59782126729624e-06
2010,8.610057506075464e-06,1.962736017990796e-06
2011,7.672417424942068e-06,2.770085325509708e-06
2012,6.899399060955602e-06,2.999146694437904e-06
2013,6.206639849182238e-06,2.33589222786712e-06
2014,6.930074349043025e-06,2.419018930055472e-06
2015,7.883028843025386e-06,2.3012486269902155e-06
2016,8.182207324125557e-06,2.255689379282444e-06
2017,5.813326005466024e-06,2.4021571836119193e-06
2018,6.161960971695635e-06,2.3950847467535397e-06
2019,6.80807632846836e-06,2.4474175708832924e-06
