year,leurs_DET oies_NOUN,leurs_DET bois_NOUN
1870,4.587239033071455e-09,4.1686534002494113e-07
1871,4.248470908407853e-09,3.5049884816729104e-07
1872,7.256807155187062e-09,3.6828296101631963e-07
1873,3.591602570907071e-09,3.831042767465931e-07
1874,5.974609140757536e-10,2.933533056470594e-07
1875,1.0298748520654044e-08,3.8906383303949355e-07
1876,1.209202959984168e-09,3.9420017317048917e-07
1877,3.0924081073635534e-09,5.386974946119949e-07
1878,7.2469061862534545e-09,4.819192571670072e-07
1879,3.665595160740054e-09,5.223473351634311e-07
1880,6.417846254436199e-10,4.2486141627051666e-07
1881,1.6036766581351003e-08,4.5181848373765376e-07
1882,9.983077475794744e-09,7.187816017939497e-07
1883,5.687405213450347e-09,5.523102342142039e-07
1884,9.902545450302114e-09,4.845645369400131e-07
1885,3.86738152613475e-09,4.131652407424191e-07
1886,5.808117542471791e-09,3.949519924439926e-07
1887,5.876032105334161e-09,4.3482636780112216e-07
1888,3.804368819970705e-09,3.836071869045554e-07
1889,6.265136853755848e-09,3.5961885175295194e-07
1890,3.9326319978272295e-09,3.6770107370021066e-07
1891,7.0116419337296065e-09,4.946394636107243e-07
1892,6.268512375839919e-09,3.754838853176068e-07
1893,6.158416554491453e-10,3.6273073084069907e-07
1894,4.411077725308132e-09,3.6296864891482983e-07
1895,3.611168697403855e-09,3.587094317136774e-07
1896,3.5382172747233653e-09,3.7564075228146976e-07
1897,8.740070001067579e-09,3.9330316781160946e-07
1898,8.487532454637403e-09,3.887289816706385e-07
1899,8.291367592505594e-09,2.8301201382419094e-07
1900,7.26747462209687e-09,3.047148071644301e-07
1901,1.0059729937950124e-08,2.9173218157874103e-07
1902,9.820567692386817e-10,2.3176539176716915e-07
1903,7.020286574288548e-09,3.00252243956578e-07
1904,3.7622376325430196e-09,3.3967630574949226e-07
1905,1.5482277682110634e-09,4.5982362983920666e-07
1906,7.716276506641861e-09,3.9815988062130714e-07
1907,1.1828539925318182e-08,4.6079875737348175e-07
1908,2.4556945366072114e-09,4.449718451482454e-07
1909,4.950885035270858e-09,2.85501054353432e-07
1910,1.6032452032632705e-09,4.098963602983119e-07
1911,4.788336838146279e-09,3.910475081525533e-07
1912,5.730363294986773e-09,3.459055644139397e-07
1913,9.545381374209683e-09,3.563608991230538e-07
1914,7.366418142140674e-09,3.120682543489295e-07
1915,8.246533234057551e-09,2.862725165808655e-07
1916,3.2962386153911893e-09,3.2413012096554894e-07
1917,2.1932848870420685e-09,3.6298864003470044e-07
1918,1.1486376294556067e-09,7.190471498219608e-07
1919,1.3811772170413406e-08,2.9004723134384847e-07
1920,3.028892692213958e-09,3.4226488621058593e-07
1921,3.0290989716519334e-09,2.597452418151569e-07
1922,3.6889677978990676e-09,2.862639009171275e-07
1923,1.3800733000834953e-08,2.2293490875568978e-07
1924,3.867487219366694e-09,3.4549553251661536e-07
1925,9.898360353588487e-09,2.9805062795595916e-07
1926,3.343841648018042e-09,4.369286150662788e-07
1927,7.804457524684949e-09,4.21440686793062e-07
1928,2.2852082448565625e-09,4.3875997146614054e-07
1929,4.4561625500705304e-09,2.484310488437558e-07
1930,7.352522590764465e-09,3.487196336138254e-07
1931,3.4216069977333063e-09,3.6611195231017746e-07
1932,4.383814644626227e-09,2.9152366787243977e-07
1933,2.2941324395731044e-09,1.8811886404179745e-07
1934,3.5944740517379614e-09,2.6718923962221197e-07
1935,9.574627313213568e-09,2.166259385205649e-07
1936,0.0,2.8008091668141333e-07
1937,5.0364472592434595e-09,2.8833661502858376e-07
1938,2.5930428915188486e-09,2.981999382978273e-07
1939,7.647025235257843e-09,2.1411670925175486e-07
1940,2.5357829169792012e-09,2.3329202547550665e-07
1941,8.854508237732261e-09,2.8334426360743237e-07
1942,6.068423541449874e-09,3.398317147684793e-07
1943,8.709705845433291e-09,1.945167582562135e-07
1944,0.0,2.3777577951022977e-07
1945,2.178504043826024e-09,1.9606535772709321e-07
1946,1.2528993842408909e-08,2.074244509486789e-07
1947,7.152522574216391e-09,2.0980733483888514e-07
1948,3.2615663503321457e-09,1.880836544287945e-07
1949,1.9634016634739737e-09,2.022303720039531e-07
1950,5.317680518146517e-09,2.1483430301394435e-07
1951,4.264560704569931e-09,1.8977294680144752e-07
1952,1.0544804140977249e-08,1.9191543287888635e-07
1953,9.69644453618912e-09,2.219408372639009e-07
1954,9.772536113672459e-10,2.1597304877829515e-07
1955,1.8771215692936494e-09,1.257671446985853e-07
1956,6.976913269340912e-09,1.7791129147681772e-07
1957,3.534015080575159e-09,1.607976849449244e-07
1958,1.6544486891589827e-09,1.7371711857894212e-07
1959,5.425523585955716e-09,1.5811525999609444e-07
1960,4.844583401109048e-09,1.5087416005421517e-07
1961,3.47407969059077e-09,2.209514580187033e-07
1962,3.805173953708163e-09,1.7567219218195262e-07
1963,4.526237162849611e-09,1.8169609505847006e-07
1964,3.6503808864551957e-09,1.326305107962611e-07
1965,6.5664522708175355e-09,1.4336753517696366e-07
1966,4.431259803538978e-09,1.7392694218187899e-07
1967,3.451234853457663e-09,1.7847815036997616e-07
1968,7.186265360559219e-09,1.2890363110251712e-07
1969,6.358460868938209e-09,2.2845042413344174e-07
1970,7.817832603507213e-09,1.558967746007056e-07
1971,1.541519245584766e-09,1.1818313927491886e-07
1972,2.565073486948677e-09,1.651907353128479e-07
1973,1.6539611902288698e-09,1.7146064212880674e-07
1974,6.1881286761433785e-09,1.468274206661846e-07
1975,5.140332159925265e-09,1.1023156565315162e-07
1976,8.570290255249802e-09,1.9997343647659704e-07
1977,1.057820764316375e-08,1.2106170577119713e-07
1978,2.3762365408686037e-09,1.954454487140822e-07
1979,5.266775904289034e-09,1.661960482568503e-07
1980,7.390696055153967e-09,1.2279925099001332e-07
1981,5.69299452024552e-09,1.3410165561333898e-07
1982,5.586751949948621e-09,1.3221979355826363e-07
1983,1.2630632095778083e-09,1.2378019798031659e-07
1984,5.799008384599347e-09,1.809290719467782e-07
1985,4.210890747202711e-09,1.2091271883729604e-07
1986,5.395036861699509e-09,1.21088606919173e-07
1987,4.277571630240118e-09,1.790469362217273e-07
1988,2.99827696004229e-09,1.3432280332459356e-07
1989,1.0976244357863152e-09,2.019628959626374e-07
1990,4.358920779878872e-09,1.4003032777765156e-07
1991,2.9307325455363298e-09,1.3481369709467117e-07
1992,3.30596661157756e-09,1.2452474301705152e-07
1993,6.647049133334804e-09,1.1299983404544633e-07
1994,1.0549853213248639e-09,1.1499339747089721e-07
1995,3.795715741716776e-09,1.1495595675370396e-07
1996,1.067618438099771e-09,1.030251786104941e-07
1997,1.917957792585412e-09,1.0356972302005829e-07
1998,2.86087753487152e-09,1.0156115204384975e-07
1999,5.0272213059088244e-09,9.780230669775847e-08
2000,3.092622158362701e-09,6.759587922733346e-08
2001,4.8193329327261836e-09,9.989162519374872e-08
2002,4.381221607729913e-09,9.288189922740386e-08
2003,3.333538334260311e-09,8.5005230854307e-08
2004,1.7619165015858584e-09,1.118816952416779e-07
2005,4.5037495954858286e-10,1.0223511681672903e-07
2006,4.117890028965121e-09,9.388789334874303e-08
2007,1.997239706952314e-09,7.429731568864284e-08
2008,2.1287198670449925e-09,8.514879379362128e-08
2009,1.430457752249481e-09,8.24897319340323e-08
2010,7.558068837454357e-09,7.085689457397848e-08
2011,2.6767803529281764e-09,8.221540048758413e-08
2012,2.382976926895708e-09,8.102121562547637e-08
2013,5.020424964641279e-09,9.538807987929943e-08
2014,8.445236510112863e-09,1.0545718276411264e-07
2015,9.309617077235544e-09,9.309616855190939e-08
2016,8.285359953674742e-09,1.0998815280771623e-07
2017,4.024978128569501e-09,7.345584807083583e-08
2018,4.130346731301415e-09,9.44816824777206e-08
2019,5.612172948588068e-09,9.54069423464432e-08
