year,quels_PRON ont_VERB,quels_DET bonds_NOUN
1875,7.500921839209695e-07,8.010137886316215e-09
1876,6.281809277197681e-07,6.04601479992084e-10
1877,6.630122584283527e-07,6.184815992682502e-10
1878,5.634469744109083e-07,6.6429974854287366e-09
1879,7.19067571708365e-07,1.221865053580018e-09
1880,5.904418571844872e-07,1.2835692508872398e-09
1881,6.289201763820529e-07,4.8807553554297556e-09
1882,5.923292718534867e-07,7.986462380316084e-09
1883,5.965456040257777e-07,1.2638677882037541e-09
1884,5.670857774475735e-07,1.1222884843675729e-08
1885,6.013778062197161e-07,5.156508664505566e-09
1886,5.491897709930527e-07,7.098810206329631e-09
1887,6.829255028151238e-07,7.181816974455302e-09
1888,6.004562038697259e-07,2.53624587998047e-09
1889,5.958145123940994e-07,2.130146459222715e-08
1890,5.728533665205759e-07,5.898947996740844e-09
1891,5.908902096507518e-07,1.0836174402228949e-08
1892,6.50671566404526e-07,2.5074049503359674e-09
1893,6.546396917883612e-07,3.6950498771837204e-09
1894,6.339348743722439e-07,1.8904617871129403e-09
1895,6.807053125612583e-07,6.018614495673091e-10
1896,6.887729995241898e-07,1.7691086373616827e-09
1897,6.700720831531726e-07,4.078699378240458e-09
1898,6.314724174671937e-07,2.26334195829736e-09
1899,6.284856652882809e-07,5.527578395003729e-10
1900,7.111742661436438e-07,5.19105292084987e-09
1901,6.158790313293139e-07,8.38310842965484e-09
1902,5.033041077240341e-07,4.419255628107521e-09
1903,5.443422139705945e-07,5.940242520097172e-09
1904,6.073326659361555e-07,2.6873125946735854e-09
1905,5.692317301964067e-07,2.580379465655369e-09
1906,5.48884500517488e-07,8.745113744268451e-09
1907,5.847413007131763e-07,2.0571372938427146e-09
1908,4.940857465385307e-07,8.349361424464519e-09
1909,4.730845972744646e-07,2.200393367512987e-09
1910,5.07159882090491e-07,1.389479176161501e-08
1911,5.623635388474213e-07,5.320374252271165e-09
1912,5.073976154790216e-07,6.251305584292766e-09
1913,4.884053481646333e-07,3.1817937728995105e-09
1914,4.38636710953233e-07,8.036092680185902e-09
1915,5.31312366547354e-07,1.6493066468115103e-08
1916,5.241019493951171e-07,6.592477230782379e-09
1917,4.244006177600568e-07,4.386569774084137e-09
1918,4.502659365357431e-07,2.2972752589112133e-09
1919,4.2816494527642135e-07,2.1178051312631396e-08
1920,3.8466938434567055e-07,3.028892692213958e-09
1921,4.369475163912284e-07,1.2116395886607734e-08
1922,4.6112096185879636e-07,5.1645547283207804e-09
1923,4.426850210847988e-07,1.0615948120573648e-09
1924,4.512068585427187e-07,1.0313299436681689e-08
1925,3.6843896822347233e-07,5.499089184013428e-09
1926,3.611348731169528e-07,1.1146138456652466e-09
1927,3.868780922289261e-07,1.1149224876660924e-09
1928,4.0448185956165617e-07,7.998228745975666e-09
1929,3.8880019559428547e-07,4.4561625500705304e-09
1930,4.4220169570508006e-07,5.2518018822667045e-09
1931,3.9120372008483173e-07,5.7026783295555106e-09
1932,3.8029590854193884e-07,0.0
1933,4.393263708379891e-07,8.02946331646126e-09
1934,4.409221432410959e-07,3.5944740517379614e-09
1935,3.123722223108416e-07,1.196828414151696e-09
1936,3.2130493821114214e-07,2.424942913137329e-09
1937,3.7143797726457706e-07,6.295558963032022e-09
1938,4.1877642331655807e-07,1.2965214457594243e-09
1939,3.991747092868536e-07,4.588215141154706e-09
1940,4.107968365474335e-07,2.5357829169792012e-09
1941,3.276167888088821e-07,0.0
1942,2.791474855712295e-07,3.034211770724937e-09
1943,3.570979387745865e-07,5.806470415592457e-09
1944,3.438109104081377e-07,0.0
1945,3.2459710297416677e-07,6.535512131478072e-09
1946,3.1183272852786104e-07,1.3921104269343232e-09
1947,3.826599481726589e-07,9.53669698766646e-09
1948,3.5333636105860933e-07,4.348755133776194e-09
1949,3.3279658140372703e-07,1.9634016634739737e-09
1950,4.200967822498569e-07,3.190608444114673e-09
1951,3.976702984687108e-07,3.198420528427448e-09
1952,3.3743371830041724e-07,2.1089607837865287e-09
1953,4.223340255293806e-07,4.3095309543161875e-09
1954,3.6940187442269234e-07,9.772535891627854e-09
1955,3.4163612383508735e-07,9.385607846468247e-10
1956,3.505899002220758e-07,2.616342476002842e-09
1957,3.383819375812891e-07,0.0
1958,3.449525465271108e-07,5.790570356545288e-09
1959,3.5033380640925316e-07,3.1002992395556817e-09
1960,3.4327332798511634e-07,2.7683333958528067e-09
1961,3.00160486688128e-07,1.3896318540318475e-09
1962,3.0124292749178494e-07,1.9025869768540815e-09
1963,3.2071624644913754e-07,1.2932106496776896e-09
1964,4.0701746684135287e-07,2.4335873316516654e-09
1965,3.748349683974084e-07,2.73602163147757e-09
1966,3.4951560934359804e-07,2.215629901769489e-09
1967,3.806218984436782e-07,1.972134178185314e-09
1968,3.328139186464796e-07,4.042274182047834e-09
1969,4.2102094255369593e-07,1.8167031212712459e-09
1970,3.996291866315005e-07,2.7592349793881255e-09
1971,3.530079126790042e-07,5.652237122788506e-09
1972,3.8373498512100923e-07,0.0
1973,3.010209184139967e-07,1.6539611347177186e-09
1974,3.335964038342354e-07,2.2502286700643026e-09
1975,3.3240814900636906e-07,0.0
1976,3.9766148063336004e-07,2.285410749536254e-09
1977,3.4849315966312133e-07,1.1753563677885381e-09
1978,3.409899420603324e-07,4.75247319275951e-09
1979,3.3122169895705156e-07,2.3407893401383717e-09
1980,3.547534106473904e-07,3.411090521154847e-09
1981,3.352541142476184e-07,0.0
1982,3.2216937029261317e-07,0.0
1983,3.4671086268645013e-07,1.2630632095778083e-09
1984,3.3576259284018306e-07,1.1598016991243298e-09
1985,3.1220746166127356e-07,6.015558051686298e-10
1986,3.4468291687517194e-07,1.7983456390702202e-09
1987,3.3059518500522245e-07,3.6664901115202042e-09
1988,3.5679495624663105e-07,0.0
1989,3.698994390788357e-07,1.6464366536794728e-09
1990,3.007655209330551e-07,5.44865097484859e-10
1991,3.70444610098275e-07,1.1722930404189924e-09
1992,3.2012775363909896e-07,5.509944167592096e-10
1993,3.4952398664245266e-07,5.539207426075166e-10
1994,3.2071554301182914e-07,5.274926606624319e-10
1995,3.1070642592112563e-07,1.6267352465071383e-09
1996,3.288264878165137e-07,2.6690460952494277e-09
1997,3.025578507731552e-07,1.438468344439059e-09
1998,3.194646609472329e-07,1.9072516899143466e-09
1999,3.3316766234747774e-07,1.3710603485872497e-09
2000,3.5432613287866843e-07,1.3254094488601709e-09
2001,3.1895221752620273e-07,1.7524847129024579e-09
2002,3.0230427228161716e-07,4.38122149670761e-10
2003,3.5793867425581993e-07,2.9168460979889232e-09
2004,3.4049035946281947e-07,8.809582507929292e-10
2005,3.368804755154997e-07,4.053374524914943e-09
2006,3.2490150658759376e-07,8.235779835885637e-10
2007,2.816108093384173e-07,1.997239706952314e-09
2008,2.87802919274327e-07,1.2772319035736501e-09
2009,2.7464788843190036e-07,1.907277002999308e-09
2010,2.6217051640742284e-07,1.8895172093635892e-09
2011,2.581181064442717e-07,1.9119859584471044e-09
2012,2.556593869940116e-07,1.0212758416727752e-09
2013,2.529736349288214e-07,1.6734750252211938e-09
2014,2.0181948912068037e-07,1.7323561474213989e-09
2015,1.9949178664546707e-07,4.433150652127793e-09
2016,2.0630547226119234e-07,5.178350193091319e-09
2017,2.1231759461670663e-07,2.515611330355938e-10
2018,2.2949238598357624e-07,2.8396134332808742e-09
2019,1.994872391719582e-07,5.1019755087367e-10
