year,aurez_VERB eu_VERB,aurez_VERB bu_VERB
1959,5.968075811324525e-08,3.100299128533379e-09
1960,5.9519166484278685e-08,6.2287499602575735e-09
1961,4.794229724325305e-08,0.0
1962,7.673767044025226e-08,2.5367825617905737e-09
1963,3.879631904624148e-08,5.1728425987107585e-09
1964,6.996563683969725e-08,1.8251904432275978e-09
1965,7.551420111440166e-08,5.472043373977442e-10
1966,3.7665706997813686e-08,6.6468897053084675e-09
1967,5.768492528090974e-08,2.9582012395223956e-09
1968,5.1202139417227954e-08,1.3474247273492779e-09
1969,5.313856732414024e-08,2.2708788183223305e-09
1970,5.5184699476740207e-08,1.3796175313274261e-09
1971,6.782684636164049e-08,1.0276794970565106e-09
1972,5.4379555081141007e-08,1.5390440033513642e-09
1973,5.402939606824475e-08,1.6539611902288698e-09
1974,3.09406438248061e-08,1.6876715580593782e-09
1975,5.197447094928975e-08,5.711480177694739e-10
1976,4.056603941648973e-08,1.7140580066410394e-09
1977,3.349765620441758e-08,5.876781838942691e-10
1978,4.158414057542359e-08,1.7821774056514528e-09
1979,5.559374827157626e-08,4.096381456264453e-09
1980,4.0933084477501325e-08,3.97960553399912e-09
1981,4.1748627666038374e-08,4.427884725544118e-09
1982,3.662426451001011e-08,0.0
1983,3.978649232294629e-08,1.2630632095778083e-09
1984,4.1752862500743504e-08,2.3196033982486597e-09
1985,4.571824163690508e-08,3.609334831011779e-09
1986,4.375974427262008e-08,5.994485463567401e-10
1987,3.0554083707556856e-08,1.2221633705067347e-09
1988,3.897759981441595e-08,1.1993107618124554e-09
1989,3.1831110192115375e-08,2.1952488715726304e-09
1990,2.942271493111548e-08,1.089730194969718e-09
1991,2.5790447111262438e-08,2.344586080837985e-09
1992,4.1324582866764104e-08,0.0
1993,4.2097976660215863e-08,2.7696036575264316e-09
1994,3.006708126918056e-08,5.274926606624319e-10
1995,3.849940100053573e-08,1.626735190995987e-09
1996,3.3629980578098184e-08,1.067618438099771e-09
1997,3.068732468136659e-08,0.0
1998,3.9575471788566574e-08,0.0
1999,2.8792268125243936e-08,4.570201106446348e-09
2000,3.004261373007466e-08,1.3254094488601709e-09
2001,3.680217730561708e-08,4.3812117822561447e-10
2002,2.234422957769766e-08,2.1906108038649563e-09
2003,2.4584844382502524e-08,1.6667691671301554e-09
2004,2.5107310008820605e-08,2.2023955992267474e-09
2005,4.1434496722558833e-08,1.3511248786457486e-09
2006,4.323784352777693e-08,4.941467679486777e-09
2007,2.915970043204652e-08,4.7933754743212376e-09
2008,3.661398295662366e-08,5.5346713878634546e-09
2009,4.339055337254649e-08,2.384096253749135e-09
2010,4.487603533220863e-08,7.085689368580006e-09
2011,5.162362270993981e-08,7.647943611743813e-09
2012,7.251058065094185e-08,1.2936160587173617e-08
2013,7.056486595047318e-08,1.4503449996539075e-08
2014,6.691225706845216e-08,8.445236510112863e-09
2015,8.799804618320195e-08,1.1526192444932803e-08
2016,9.46602369822358e-08,1.0770968117412849e-08
2017,6.112935579949408e-08,7.798394818792076e-09
2018,6.556925313816464e-08,1.1874746519424662e-08
2019,9.438655013127573e-08,1.0969247732361964e-08
