year,quelques_DET arts_NOUN,quelques_DET barres_NOUN
1953,8.619061908632375e-09,2.8011951869189033e-08
1954,1.1727043558451555e-08,1.9545073115523337e-08
1955,9.385608290557457e-09,2.2525459719702212e-08
1956,6.104799110673298e-09,2.965188072856506e-08
1957,2.032058654677371e-08,2.827212136624624e-08
1958,8.272243445794913e-10,3.7225095228521354e-08
1959,5.425523585955716e-09,1.55014957536892e-08
1960,8.997083578154985e-09,1.4533749814749086e-08
1961,5.558527582660844e-09,2.3623741518541408e-08
1962,8.878739188311613e-09,2.8538802987476686e-08
1963,5.172842487688456e-09,2.0691370838932244e-08
1964,6.083968440151466e-09,1.46015243229769e-08
1965,6.019247544841733e-09,2.3529787229747967e-08
1966,1.6617224152248866e-08,1.606331601067268e-08
1967,1.133977206579928e-08,2.2679543798531654e-08
1968,1.8863946849023705e-08,9.431973369000701e-09
1969,1.8621206215874153e-08,1.2716921682365268e-08
1970,1.1496812390987543e-08,1.6095537569427165e-08
1971,1.2845993824228685e-08,1.644287239699338e-08
1972,1.3851396807318395e-08,2.411169108818001e-08
1973,6.064523994098181e-09,1.764225232570027e-08
1974,5.6255716751607565e-09,1.8001829471536723e-08
1975,1.0851811893530794e-08,1.2565256390928425e-08
1976,9.141642942633865e-09,1.1427053914214724e-08
1977,5.289103821581875e-09,1.469195476389018e-08
1978,1.0693064211864112e-08,1.4257419467256227e-08
1979,7.022368020415115e-09,1.4629933597909428e-08
1980,1.762396639737318e-08,1.9329511546928302e-08
1981,1.012087885721158e-08,1.6446428441341254e-08
1982,7.449002858983533e-09,9.9320033308814e-09
1983,1.0736037059366765e-08,1.136756910824488e-08
1984,6.958810083723677e-09,2.435583495996596e-08
1985,5.414002135495366e-09,1.0226449020933615e-08
1986,5.994485352545098e-09,1.3187867686781374e-08
1987,5.49973533381376e-09,2.0165695779894577e-08
1988,1.2592763165564236e-08,9.594485983477341e-09
1989,4.939309850016116e-09,1.2622680678475717e-08
1990,8.717841670780047e-09,1.6345952147389653e-08
1991,3.5168792322792797e-09,1.3481369798284959e-08
1992,7.713921945651236e-09,1.8733809670212764e-08
1993,9.970573700002205e-09,1.4401939474328884e-08
1994,5.274926662135471e-09,2.215469208088905e-08
1995,4.3379608238858225e-09,1.7894086878911253e-08
1996,5.871901409548741e-09,1.7615704228646223e-08
1997,2.3974471297094624e-09,1.1028256974299211e-08
1998,8.105819793158275e-09,9.536258005482523e-09
1999,1.4167623435534793e-08,1.3253583119876566e-08
2000,7.068850504943214e-09,1.8997534656506332e-08
2001,1.0514907999858991e-08,1.9715452381774412e-08
2002,1.0514931592098264e-08,1.2705542729030128e-08
2003,4.166922806803086e-09,1.7917767936026507e-08
2004,7.488144965206445e-09,1.2333415538856585e-08
2005,5.404499514582994e-09,1.891574741286206e-08
2006,9.47114670024618e-09,1.647156044892739e-08
2007,7.1900631282151295e-09,2.7961356618977362e-08
2008,3.405951742863067e-09,2.809910126799764e-08
2009,1.192048149079028e-08,2.0026408531492734e-08
2010,7.558069059498962e-09,2.0312309889636282e-08
2011,8.030340808984349e-09,2.7914995537337006e-08
2012,7.82978132329859e-09,3.608507836982966e-08
2013,5.857162421740725e-09,3.068037579545546e-08
2014,5.630157631775212e-09,4.7423250659761607e-08
2015,7.53635653882867e-09,5.053791751752357e-08
2016,8.492494263379058e-09,4.3291007334467224e-08
2017,4.2765391228272165e-09,4.0752904384433464e-08
2018,5.6792268665617485e-09,4.0270880408144194e-08
2019,6.887667103327999e-09,5.5356432770992114e-08
