year,petits_ADJ os_NOUN
1920,9.238122800070414e-08
1921,1.1586303827471056e-07
1922,5.4596721810185045e-08
1923,8.811237250938575e-08
1924,6.445812061883771e-08
1925,8.13865170812278e-08
1926,1.0477370437911304e-07
1927,7.024011949852138e-08
1928,5.5987602110008083e-08
1929,8.021092412491271e-08
1930,6.827342247106571e-08
1931,6.386999729102172e-08
1932,8.000461804158476e-08
1933,8.373583426646292e-08
1934,3.834105655187159e-08
1935,9.933675926276919e-08
1936,7.759817322039453e-08
1937,7.428759829508635e-08
1938,3.8895642262559704e-08
1939,7.494084997006212e-08
1940,6.085878823114399e-08
1941,7.37875680556499e-08
1942,5.76500234217292e-08
1943,8.419382169222445e-08
1944,6.105053529381621e-08
1945,8.278315277721049e-08
1946,8.631084824628488e-08
1947,7.510148947176276e-08
1948,9.675979839585125e-08
1949,3.239612667016445e-08
1950,5.211327192000681e-08
1951,1.0448173526356186e-07
1952,1.8875199714329938e-07
1953,9.157753311228589e-08
1954,1.0554339269219781e-07
1955,7.508486277174597e-08
1956,7.412970148834575e-08
1957,4.682570065028813e-08
1958,8.603133494489157e-08
1959,6.200598079431074e-08
1960,6.436375343810141e-08
1961,6.114380113331208e-08
1962,9.386095456420662e-08
1963,5.4314845954195334e-08
1964,7.361601461752798e-08
1965,6.128688312401209e-08
1966,8.419393537906217e-08
1967,7.39550358730412e-08
1968,6.737123925404376e-08
1969,7.993493511548877e-08
1970,6.024329479714652e-08
1971,5.857773288653334e-08
1972,5.489257048907348e-08
1973,5.402939606824475e-08
1974,5.794338875375615e-08
1975,5.483020970586949e-08
1976,5.713526718409412e-08
1977,4.58388988988645e-08
1978,4.455443658457625e-08
1979,4.6815785026410595e-08
1980,5.1166356485055076e-08
1981,6.262293794634388e-08
1982,9.311253279520315e-08
1983,7.388919698314567e-08
1984,5.161117400120929e-08
1985,5.414002401948892e-08
1986,5.634816346855587e-08
1987,5.316410778277714e-08
1988,6.776105720973646e-08
1989,6.256459528231062e-08
1990,3.5416231725093894e-08
1991,3.3996499837485317e-08
1992,6.005839026101967e-08
1993,4.819110444032049e-08
1994,5.5386728092798876e-08
1995,5.693573257303797e-08
1996,5.604996644592575e-08
1997,5.945669201423698e-08
1998,5.149579607177657e-08
1999,6.352579617896481e-08
2000,6.008522746014933e-08
2001,5.827011761994072e-08
2002,6.790893536390286e-08
2003,6.167046251448483e-08
2004,4.492887129003975e-08
2005,6.170137112349039e-08
2006,6.712160427468916e-08
2007,6.750670422661642e-08
2008,6.045564049372842e-08
2009,6.723151102505653e-08
2010,6.235406857513226e-08
2011,9.636409714630645e-08
2012,1.1268076605119859e-07
2013,1.2021128270589543e-07
2014,9.982701953958895e-08
2015,1.2235496171797422e-07
2016,1.0895248436781912e-07
2017,9.785728138922423e-08
2018,1.1332638649719229e-07
2019,8.749888280590312e-08
