year,six_DET ans_NOUN,six_DET bancs_NOUN
1856,8.318707813259607e-06,8.28350277259915e-09
1857,8.520673929979239e-06,1.8549734193129552e-08
1858,8.792957231662513e-06,9.787352039936081e-10
1859,8.425509747667093e-06,6.110607797538137e-09
1860,8.256781939053326e-06,3.661747127736703e-09
1861,8.391113908601255e-06,1.4147891747029462e-09
1862,8.504657046159991e-06,1.3553959066214816e-09
1863,9.00729875752404e-06,1.9978483312144135e-09
1864,8.913879014471604e-06,8.63051052846231e-09
1865,8.438900920282322e-06,1.364984902885169e-08
1866,8.401940647217998e-06,4.379051787850585e-09
1867,9.219371634117124e-06,9.7056229719783e-09
1868,8.474848101513999e-06,4.445886547799205e-09
1869,8.290750784567535e-06,7.325278827963189e-09
1870,9.004749870200612e-06,4.587239033071455e-09
1871,7.561216136764415e-06,4.248470908407853e-09
1872,8.254617711145329e-06,9.071008832961525e-09
1873,8.536042628293217e-06,1.4366410949762098e-08
1874,8.848395907534723e-06,4.779687312606029e-09
1875,9.37243396492704e-06,1.1443054503956773e-08
1876,1.0109541591418747e-05,1.813804395567331e-08
1877,8.723682753952744e-06,9.895705588292003e-09
1878,9.005488635693837e-06,9.662541822219595e-09
1879,9.308778459171663e-06,1.5273313280772527e-08
1880,9.038252812842984e-06,5.776061628992579e-09
1881,8.993837383286518e-06,2.7890030285249168e-09
1882,9.235012072394966e-06,1.2645231528551903e-08
1883,9.712824123653263e-06,6.951273001654101e-09
1884,9.60612931066862e-06,1.0562715146988921e-08
1885,9.295251317098518e-06,1.8047780159236027e-08
1886,8.962570746007259e-06,6.453463929911862e-09
1887,9.25409787555509e-06,2.415702127223085e-08
1888,9.33401850033988e-06,6.974675947901687e-09
1889,8.90589154778354e-06,1.4409814674820609e-08
1890,8.727821324328033e-06,1.2453334363726754e-08
1891,8.660015652139919e-06,1.211101841036566e-08
1892,9.039194992510602e-06,2.5074049503359674e-09
1893,8.597765742024421e-06,1.2932674486876294e-08
1894,8.841059724318256e-06,1.6384001710889606e-08
1895,8.795001605221842e-06,6.6204757231957956e-09
1896,8.83846732335769e-06,7.666137447071009e-09
1897,8.67306337681839e-06,2.9133566670225264e-09
1898,8.799873086218213e-06,1.13167097914868e-09
1899,9.519595380425017e-06,2.2110313580014918e-09
1900,9.252533004655561e-06,1.0901211489056095e-08
1901,8.830207377741317e-06,2.7943695135590474e-09
1902,7.725840589500876e-06,7.365425602756659e-09
1903,8.553949015777107e-06,5.940242076007962e-09
1904,9.039582124614753e-06,6.987012746151322e-09
1905,9.115964360262296e-06,6.192911072844254e-09
1906,9.140701195065049e-06,5.658603086100555e-09
1907,9.28437549418959e-06,9.257117961070094e-09
1908,9.266317562151016e-06,1.0313916831705683e-08
1909,9.199295163853094e-06,6.0510818578052294e-09
1910,8.924197516080312e-06,7.481810726517324e-09
1911,9.115396665038134e-06,5.3203743632934675e-09
1912,9.872894793261366e-06,8.856016087133156e-09
1913,9.067052019418043e-06,1.0605979428035539e-08
1914,9.057345749852175e-06,6.027069343605973e-09
1915,6.9506495208315755e-06,9.424609537234119e-09
1916,6.81881874697865e-06,2.307367097387214e-08
1917,6.603980949648758e-06,2.1932848870420685e-09
1918,6.936622725106645e-06,4.594550517822427e-09
1919,7.513604458608825e-06,5.524709134618888e-09
1920,8.302195169562765e-06,9.843901693784574e-09
1921,7.881715504254316e-06,1.4388220503924742e-08
1922,7.11675654940791e-06,1.2542490601674672e-08
1923,7.289971534873985e-06,5.307974060286824e-09
1924,7.915457615581545e-06,6.445812328337297e-09
1925,8.166147040356009e-06,5.499089184013428e-09
1926,7.673001761077103e-06,1.1146138456652466e-09
1927,8.101026736540007e-06,1.4493992672726108e-08
1928,7.646306698916305e-06,9.14083297942625e-09
1929,8.35307687907516e-06,6.684243825105796e-09
1930,8.281041317559357e-06,3.1510811737689437e-09
1931,8.560860919715196e-06,5.7026783295555106e-09
1932,8.659129548505007e-06,9.863582839386709e-09
1933,7.585548985389323e-06,6.882397318719313e-09
1934,7.029593177776405e-06,0.0
1935,7.556774704653435e-06,0.0
1936,7.696768733467252e-06,2.424942913137329e-09
1937,7.2235244488183525e-06,1.2591118148108649e-09
1938,6.880639119799525e-06,1.2965214457594243e-09
1939,6.9832632618727075e-06,4.588215141154706e-09
1940,6.937902242043492e-06,2.5357829169792012e-09
1941,6.726474225615675e-06,5.9030051957620344e-09
1942,6.9089000476196816e-06,1.8205270180260413e-08
1943,6.662924818101601e-06,8.709705623388686e-09
1944,6.410306468751514e-06,9.639558484764166e-09
1945,7.78161637526864e-06,0.0
1946,7.978184697776669e-06,9.744772988540262e-09
1947,7.5077644510201935e-06,1.1920870957027319e-09
1948,7.035198734683945e-06,6.523132700664291e-09
1949,7.725003882796955e-06,1.9634016634739737e-09
1950,7.0055124865575635e-06,6.381216888229346e-09
1951,7.440592469265539e-06,1.0661401761424827e-09
1952,7.144104500866888e-06,8.435843135146115e-09
1953,7.245399046951206e-06,4.3095309543161875e-09
1954,6.996158447236667e-06,5.863521668203475e-09
1955,6.984769157725168e-06,0.0
1956,7.222849291110833e-06,8.72114158667614e-09
1957,6.597122762741492e-06,1.7670075402875796e-09
1958,7.1645901016381686e-06,1.6544486891589827e-09
1959,7.522875876020407e-06,1.2401196514133517e-08
1960,7.4025233516294975e-06,5.536666736194462e-09
1961,7.574883341021632e-06,5.55852741612739e-09
1962,7.210804341184485e-06,5.707760764028791e-09
1963,7.304053582402048e-06,8.405868778815773e-09
1964,7.651806782860149e-06,6.083968384640315e-09
1965,7.128431093406107e-06,6.5664520487729305e-09
1966,7.239016696303224e-06,1.0524242033405073e-08
1967,7.428536520137641e-06,3.4512349644799656e-09
1968,7.658313080582957e-06,3.5931326525240337e-09
1969,7.3544682663850836e-06,6.358460813427058e-09
1970,7.620087359327954e-06,8.737577245065964e-09
1971,7.716331481333327e-06,1.0276794970565106e-09
1972,7.689064261739986e-06,1.5390440033513642e-09
1973,7.4979571991207195e-06,7.1671650836435674e-09
1974,7.482572868866555e-06,5.625571675160757e-10
1975,7.6202567811378685e-06,5.140332159925265e-09
1976,7.636699990598572e-06,2.8567633814091664e-09
1977,7.18083981610107e-06,1.7630346071939584e-09
1978,7.406729224612718e-06,3.5643548113029055e-09
1979,7.044020520652339e-06,1.7555920051037788e-09
1980,7.2963225079547556e-06,5.685150683554241e-09
1981,7.269321571357068e-06,3.795329828193417e-09
1982,7.458934646820126e-06,4.345251602977385e-09
1983,7.215879918476276e-06,4.4207211225000265e-09
1984,7.240641991757002e-06,4.639206796497319e-09
1985,7.67284419112002e-06,7.218669662023558e-09
1986,7.674140249491757e-06,3.5966913891627428e-09
1987,7.637909988034153e-06,4.277571630240118e-09
1988,7.595834659923639e-06,4.1975875553212916e-09
1989,8.255782063315564e-06,6.036934174780129e-09
1990,8.078714387238506e-06,4.358920779878872e-09
1991,7.856121783333947e-06,7.6199047072123e-09
1992,7.919993919358603e-06,4.407955389584828e-09
1993,7.532214397087955e-06,2.7696037130375828e-09
1994,7.59694933094579e-06,3.164956019485743e-09
1995,7.62396564368828e-06,3.795715741716776e-09
1996,8.184897012597503e-06,3.2028553142993132e-09
1997,7.957606953823415e-06,7.192341611172992e-09
1998,8.393814994178683e-06,4.29131630230728e-09
1999,7.698960786228781e-06,3.656160929565999e-09
2000,7.680305770918494e-06,7.510653432518666e-09
2001,7.92561212392684e-06,3.066848330846028e-09
2002,7.602295653441615e-06,1.752488598683044e-09
2003,7.675888923586172e-06,4.1669229178253886e-10
2004,7.529990540433573e-06,3.0833537945085254e-09
2005,7.52756716337899e-06,1.3511248786457486e-09
2006,8.04553349098569e-06,4.529678854225949e-09
2007,8.097608827029035e-06,2.396687653893892e-09
2008,8.237293855017924e-06,3.405951742863067e-09
2009,8.09448346217323e-06,4.291373256748443e-09
2010,8.470233694879425e-06,2.3618965672156378e-09
2011,7.940860314192832e-06,3.823971805871906e-09
2012,8.63386549099232e-06,1.7021263287730903e-09
2013,8.719083496089297e-06,5.020424964641279e-09
2014,9.545498869556468e-06,4.3308902714089825e-09
2015,9.12608402359183e-06,1.10828768384863e-09
2016,8.932861476296239e-06,4.142679976837371e-09
2017,8.926898260597227e-06,3.270294840485022e-09
2018,8.934197921917075e-06,5.421079862788503e-09
2019,9.003711227251188e-06,2.806086474294034e-09
