year,ses_DET os_NOUN,ses_DET bosses_NOUN
1910,4.7402616587532975e-07,2.0307773240801907e-08
1911,4.0807268675280284e-07,1.755723388896513e-08
1912,3.8185057249506826e-07,8.856016364688912e-09
1913,3.8658795986634686e-07,1.856046338843953e-08
1914,4.1118005622564624e-07,1.6741859454327823e-08
1915,4.0643628151926237e-07,2.00272951556002e-08
1916,3.515987738733628e-07,7.69122365795738e-09
1917,4.167241378638664e-07,2.9609346086090227e-08
1918,3.354021984591782e-07,1.6080926812378493e-08
1919,3.9133355222986665e-07,2.762354434082681e-08
1920,3.982993845852434e-07,1.2872793941909322e-08
1921,4.945003961864813e-07,2.801916526573578e-08
1922,4.2423128299162727e-07,1.4018077365562931e-08
1923,5.39290178735996e-07,1.3800733000834953e-08
1924,4.550743426534609e-07,1.2891624656674594e-08
1925,5.059161800602396e-07,2.5295809891190402e-08
1926,4.6925241825590547e-07,2.3406890314880968e-08
1927,6.031730599431739e-07,2.6758140592164636e-08
1928,4.307617444965217e-07,1.9424270192303084e-08
1929,3.8880018493614443e-07,1.6710609784809094e-08
1930,4.1594270427935953e-07,1.3654685049324655e-08
1931,4.1629552072208753e-07,1.9389105432310316e-08
1932,3.419375360635968e-07,6.575722188983946e-09
1933,3.074137371328334e-07,2.408838994938378e-08
1934,3.318897636717111e-07,2.2765002327673756e-08
1935,4.428265256706254e-07,1.9149254626427137e-08
1936,3.6374143341788567e-07,1.6974599503782883e-08
1937,3.903246525993609e-07,3.1477796369472344e-08
1938,4.278520897571525e-07,1.4261735792331365e-08
1939,3.8388065526362425e-07,1.988226561167039e-08
1940,3.829032255708853e-07,5.0715658339584024e-09
1941,4.3682237205189267e-07,2.066051862925633e-08
1942,4.156870030413984e-07,1.8205270180260413e-08
1943,4.6451762791832607e-07,2.0322646676618206e-08
1944,4.1128784111776895e-07,6.4263723231761105e-09
1945,3.8123821965996285e-07,1.5249527862692958e-08
1946,4.900228738335954e-07,2.227376683094917e-08
1947,5.912752030212687e-07,3.099426493236024e-08
1948,4.903221295649018e-07,6.52313261184645e-08
1949,3.386867843957475e-07,2.1597418964347526e-08
1950,5.445305006901435e-07,3.616023036556726e-08
1951,4.6590326618911604e-07,6.076999092829993e-08
1952,5.188043488146832e-07,1.1915628250758203e-07
1953,4.36339997023083e-07,7.43394120705787e-08
1954,3.781971598115774e-07,5.765796373680132e-08
1955,4.2141380518501137e-07,3.9419553843345057e-08
1956,4.831512487868395e-07,5.05826207586324e-08
1957,4.1524676497317614e-07,3.3573144264664734e-08
1958,3.714237415408661e-07,2.8952852559882558e-08
1959,3.704857487463187e-07,3.410329085795638e-08
1960,4.32552070606107e-07,4.290916777449638e-08
1961,4.3148068318288324e-07,2.362374074138529e-08
1962,4.090561986913599e-07,1.5854891455280296e-08
1963,4.90126828012194e-07,1.6165133231993423e-08
1964,4.970602063281149e-07,2.981144392455448e-08
1965,4.372162614174613e-07,1.1491291473930687e-08
1966,4.807917015625662e-07,1.9386762417639147e-08
1967,5.137409413435989e-07,2.021437595089992e-08
1968,4.6171754775059526e-07,1.6169096284102125e-08
1969,4.955057892885861e-07,1.5441977002650376e-08
1970,4.709094429955485e-07,1.3796174869185052e-08
1971,4.6605264181209805e-07,1.6442872285971077e-08
1972,4.1502886638511427e-07,1.5903454553267693e-08
1973,4.074257606845322e-07,1.4885650156948316e-08
1974,3.341589600580619e-07,1.3501372464475025e-08
1975,3.266966537296412e-07,1.4849848462006321e-08
1976,3.6680841830616373e-07,1.0284348372913144e-08
1977,3.3145050082339367e-07,6.464460078348111e-09
1978,4.021780437568623e-07,1.2475242172627077e-08
1979,4.236828718973129e-07,2.0481906726210752e-08
1980,3.655551950032532e-07,1.819248218737357e-08
1981,4.883324127291644e-07,1.644642821929665e-08
1982,4.01625406709627e-07,2.2967758583902764e-08
1983,3.6944599557386937e-07,1.1999100379966876e-08
1984,4.0535069967262416e-07,2.2616132966390978e-08
1985,3.687537049046341e-07,1.564045071233977e-08
1986,4.2980460257524555e-07,2.45773907892044e-08
1987,3.7031549382504636e-07,2.1387859316934765e-08
1988,4.1256291005709045e-07,8.395175221664886e-09
1989,3.918519144718857e-07,1.3171493229435782e-08
1990,3.639698764601462e-07,2.6153525567451652e-08
1991,3.880290062596714e-07,2.2859714121636898e-08
1992,4.435505083222324e-07,1.652983172562017e-08
1993,3.949455003038338e-07,2.2710750613441633e-08
1994,4.557536463778433e-07,1.3714808844156323e-08
1995,3.7957156528989344e-07,1.1929391696696712e-08
1996,4.0729643302483964e-07,1.1209993822092201e-08
1997,3.9366083548486586e-07,1.5823151788829648e-08
1998,4.1578086396043545e-07,1.9072516010965046e-08
1999,4.314270043437318e-07,2.422206568652996e-08
2000,4.5152282979188385e-07,1.9881142176991773e-08
2001,3.912422261720394e-07,1.4896119893137438e-08
2002,5.051548530587979e-07,8.324320788233308e-09
2003,4.796128401096666e-07,1.5000923170305214e-08
2004,4.184551816166504e-07,1.894060219775895e-08
2005,4.6748920112804626e-07,1.8915748190018178e-08
2006,4.7026303562347493e-07,2.2648395159308166e-08
2007,4.921198737406485e-07,1.677681460421354e-08
2008,5.807147509528932e-07,2.3415917427271893e-08
2009,6.198650446265219e-07,1.668867355419934e-08
2010,7.775363215500875e-07,2.2674207067474583e-08
2011,9.494922679209594e-07,2.791499476018089e-08
2012,1.2153182211704916e-06,3.7106354211502435e-08
2013,1.4570389623713709e-06,2.9006900603700814e-08
2014,1.4140356654479547e-06,3.876146853487583e-08
2015,1.3399198195429562e-06,2.992376871291391e-08
2016,1.4497308598038217e-06,3.811265658626439e-08
2017,1.6628191303880158e-06,3.069045934056547e-08
2018,1.557657057560391e-06,2.7363546539760364e-08
2019,1.4997256627680144e-06,3.392813718861021e-08
