year,des_DET arts_NOUN,des_DET barres_NOUN
1842,2.4116211712055247e-06,6.426518011082294e-07
1843,2.311964927059762e-06,7.035131073251932e-07
1844,1.9797239900753993e-06,6.460036789945889e-07
1845,1.9748427249055567e-06,6.584668774678448e-07
1846,2.3014045282820916e-06,7.569870019707992e-07
1847,2.3638499619949016e-06,5.921759287375039e-07
1848,1.978319961182251e-06,9.300276317958378e-07
1849,2.097367545417228e-06,5.614208040682911e-07
1850,2.3530659802872833e-06,6.585326239871847e-07
1851,1.8658225933165795e-06,7.952157741186738e-07
1852,2.4668457729859483e-06,7.272279014536309e-07
1853,2.176172033685475e-06,7.727679989244507e-07
1854,2.1624355373006665e-06,6.93101629423154e-07
1855,1.946053803436598e-06,6.363017774901891e-07
1856,2.319380863369247e-06,6.22298164110191e-07
1857,2.2210867385297206e-06,6.790178863624874e-07
1858,2.2501123346785334e-06,6.298160903916994e-07
1859,2.1977820203744614e-06,6.736945339369527e-07
1860,2.1380026424822063e-06,6.664379936793807e-07
1861,2.0915298755141976e-06,7.300311990476871e-07
1862,1.912915438495588e-06,7.273957973730205e-07
1863,2.378937921321267e-06,6.493007260743866e-07
1864,2.125023428334316e-06,7.364701932743856e-07
1865,1.7387083470765674e-06,5.474060156274163e-07
1866,2.080049533503825e-06,6.125806564227787e-07
1867,2.040121913182702e-06,7.866407614187665e-07
1868,1.9966971045448645e-06,7.607405994036753e-07
1869,1.9040840726347597e-06,5.30350190430795e-07
1870,2.326877021729956e-06,6.227176729822759e-07
1871,1.7227549875542536e-06,6.967492360843153e-07
1872,1.712606495729574e-06,5.781256136039303e-07
1873,1.6521372550037938e-06,6.889890968864165e-07
1874,1.4345035985741106e-06,7.713220444571789e-07
1875,1.7805392893421867e-06,5.807350014208623e-07
1876,1.9171912626347876e-06,5.937186724480625e-07
1877,1.8981200753387384e-06,5.912684093445364e-07
1878,1.9288849166798627e-06,6.588645824479045e-07
1879,1.7234407145849673e-06,7.386174072365748e-07
1880,1.8367876002400862e-06,5.930089876926559e-07
1881,1.6594567648908765e-06,5.975438996941307e-07
1882,1.6225828964877564e-06,5.603834232204008e-07
1883,1.997543050080708e-06,6.67954129340842e-07
1884,1.6900344306236548e-06,6.958188691896794e-07
1885,1.677154427781602e-06,7.373807173749469e-07
1886,1.684999411111221e-06,7.750610215850884e-07
1887,1.7249418924336624e-06,5.516941117278407e-07
1888,1.5743746288876537e-06,7.405837756380151e-07
1889,1.637706779078485e-06,8.056966063207938e-07
1890,1.5737082366129584e-06,8.002905742543476e-07
1891,1.5623213585058693e-06,9.593201379942684e-07
1892,1.4793689473435734e-06,7.785492428524776e-07
1893,1.4798675076477252e-06,6.817367106393135e-07
1894,1.533794662833543e-06,8.746536419579343e-07
1895,1.4336339413389965e-06,7.8001244574466e-07
1896,1.4530279415225777e-06,7.925606659853202e-07
1897,1.7439353028336768e-06,8.110785225667883e-07
1898,1.454197253725198e-06,9.50037778224555e-07
1899,1.3072723259455188e-06,8.628549768019411e-07
1900,1.6585414570613466e-06,7.350531010530403e-07
1901,1.5000174871104832e-06,7.578330194490945e-07
1902,1.2359184502486187e-06,3.12686869285983e-06
1903,1.5082814863731642e-06,7.349700066328069e-07
1904,1.4146013516125322e-06,7.21812135395794e-07
1905,1.5440990992487968e-06,6.311608506948119e-07
1906,1.4799818419675148e-06,7.613393204763952e-07
1907,1.5557101438190557e-06,7.739978986620599e-07
1908,1.4650673616500853e-06,6.537058609978885e-07
1909,1.5028687272433672e-06,7.948921361133898e-07
1910,1.347260415673901e-06,8.497199308621362e-07
1911,1.388085669518091e-06,7.278272100563754e-07
1912,1.4211300936040061e-06,6.839969808325463e-07
1913,1.5771091064209486e-06,8.458268805355829e-07
1914,1.661462101676392e-06,6.127520295606814e-07
1915,1.3571437839088318e-06,5.489835022132183e-07
1916,1.8403998949256817e-06,5.493731114469824e-07
1917,1.1021256476340113e-06,9.1679306568615e-07
1918,1.2393800083998485e-06,6.995203438719955e-07
1919,1.310276865673643e-06,6.71252163186864e-07
1920,1.4917296802252622e-06,8.208298920564516e-07
1921,1.3744536286885989e-06,7.451583474704648e-07
1922,1.3029434011713192e-06,7.835367599184906e-07
1923,1.3737036916872114e-06,6.337720845905892e-07
1924,1.311078245080921e-06,5.775447977640624e-07
1925,1.4671569310564792e-06,5.708054331421408e-07
1926,1.4389665299319176e-06,5.283269679523528e-07
1927,1.549742258077913e-06,5.630358357322507e-07
1928,1.2888574563163502e-06,5.46164779180458e-07
1929,1.3011994823841633e-06,5.748449412035228e-07
1930,1.3402598320055858e-06,4.716118082725984e-07
1931,1.2762593923909549e-06,6.546674988783252e-07
1932,1.3403513063892092e-06,5.797594795353689e-07
1933,1.4040090672295946e-06,5.29944615523803e-07
1934,1.2173285366401387e-06,5.403692835415086e-07
1935,1.3943051371256843e-06,6.055951526917625e-07
1936,1.2815823176026697e-06,7.456699711028136e-07
1937,1.4933066383449045e-06,5.615638691836011e-07
1938,1.306893590680147e-06,5.134224991820702e-07
1939,1.2449357100763336e-06,6.194090467204205e-07
1940,1.4555394005633104e-06,5.274428387380681e-07
1941,1.5583933796747829e-06,6.758940767070953e-07
1942,1.565653240831466e-06,5.249186614264545e-07
1943,1.3500043820613428e-06,6.416149629373535e-07
1944,1.2884876365859554e-06,6.619163332999278e-07
1945,1.6404135081415916e-06,6.230521281125334e-07
1946,1.7888619101569248e-06,7.085841984277863e-07
1947,3.712159195146114e-06,5.710097363831323e-07
1948,1.6699219917981623e-06,6.620979808857896e-07
1949,1.8122197236181137e-06,5.821485919987879e-07
1950,1.6080666576101521e-06,7.061879998548903e-07
1951,1.9830207822479906e-06,7.260414857102049e-07
1952,1.623899786196148e-06,7.307549352297826e-07
1953,1.6160740932136264e-06,6.388879586483043e-07
1954,1.6085594201076248e-06,5.648525984724984e-07
1955,1.608693179555587e-06,6.757637778243009e-07
1956,1.4756171555774245e-06,6.47108698181853e-07
1957,1.616811895921444e-06,8.10172969600842e-07
1958,1.4650142619032636e-06,8.181249055994044e-07
1959,1.5346480868316803e-06,7.626735731847134e-07
1960,1.5191229092437197e-06,6.969279082724711e-07
1961,1.6230899646529906e-06,6.420099372128618e-07
1962,1.8169704629755756e-06,6.1643818183299e-07
1963,1.7671723195888944e-06,6.63417090152052e-07
1964,1.7710431476913868e-06,6.728868990890646e-07
1965,1.750506719133682e-06,5.586956182135339e-07
1966,1.590268341900014e-06,5.932349247395052e-07
1967,1.7749208200967814e-06,5.078245859380104e-07
1968,1.676196325739454e-06,5.744520947814635e-07
1969,1.787635831362877e-06,4.968683011696839e-07
1970,1.6261091015934426e-06,5.141374526118625e-07
1971,1.6602162329348857e-06,5.498085302590994e-07
1972,1.654472344903013e-06,5.294311522519024e-07
1973,1.5718143835385945e-06,5.413966350786836e-07
1974,1.5340934469421086e-06,5.535562337399824e-07
1975,1.6334833037312535e-06,4.900450112366173e-07
1976,1.6072151138857294e-06,5.290726061701889e-07
1977,1.5973093114851622e-06,4.3664489002281925e-07
1978,1.6199992547427655e-06,4.823760111349884e-07
1979,1.768466381779632e-06,5.155588613803275e-07
1980,1.905093951037884e-06,4.5424355143985906e-07
1981,1.7496469819633376e-06,4.238118200827756e-07
1982,1.916876746221874e-06,4.7301167360735974e-07
1983,1.8207055791918947e-06,4.212315873886041e-07
1984,2.040091191979343e-06,4.2390751797682924e-07
1985,2.4182544162698605e-06,5.185410936192625e-07
1986,1.857091625367957e-06,4.0642611365271364e-07
1987,2.0727891083538452e-06,4.112579610193734e-07
1988,1.8949109512611528e-06,4.191591052027377e-07
1989,1.953771523233172e-06,4.209389765641447e-07
1990,1.8519964974927916e-06,4.2172559799880105e-07
1991,1.7725070708962676e-06,4.056134024210678e-07
1992,1.8513412936016493e-06,4.402445519247067e-07
1993,1.7326641028603262e-06,3.9106804661237504e-07
1994,1.7549680384476574e-06,3.9456450684483e-07
1995,1.92388549002942e-06,3.2100909974630554e-07
1996,1.7183319229729932e-06,3.870116866977469e-07
1997,1.6494437318215205e-06,3.989352078681563e-07
1998,1.8538486274977117e-06,4.400983186769736e-07
1999,1.838591868974504e-06,3.8343989139377754e-07
2000,1.6576453667482838e-06,3.905539873727548e-07
2001,1.743722320313168e-06,3.956234231328182e-07
2002,1.6284999801996491e-06,4.214735023211347e-07
2003,1.6592686939986834e-06,5.171151133964713e-07
2004,1.6218441896143077e-06,4.677888192361479e-07
2005,1.7578134166029713e-06,4.638862005634792e-07
2006,1.7554565090449614e-06,4.89617108634377e-07
2007,1.6872681491975072e-06,4.741447179323899e-07
2008,1.6327280736305738e-06,5.726256329108281e-07
2009,1.5067488732256606e-06,5.106734071169683e-07
2010,1.302349771137301e-06,5.17727714477445e-07
2011,1.0661233513786783e-06,6.95962875663092e-07
2012,9.661269100291747e-07,7.087654310122815e-07
2013,8.651865837094874e-07,6.69111124729227e-07
2014,9.272436471974288e-07,6.602442437220191e-07
2015,9.939124137048339e-07,5.97367073140731e-07
2016,9.830580012248902e-07,7.112981537105156e-07
2017,8.51282863756353e-07,7.89901936443238e-07
2018,8.366533847947721e-07,6.895097464099109e-07
2019,8.813662422113566e-07,6.869810129650489e-07
