year,serons_VERB à_ADP,serons_VERB a_ADP
1882,3.4408341775815643e-07,1.3310770263785798e-09
1883,3.500913692278118e-07,1.8958017378167824e-09
1884,3.5517129504114564e-07,4.621187876807653e-09
1885,3.139024613574293e-07,1.933690763067375e-09
1886,2.633013309605303e-07,5.808117542471791e-09
1887,3.3428094070586667e-07,1.3057849246322917e-09
1888,3.259075924688659e-07,2.53624587998047e-09
1889,3.101242782577174e-07,3.759081934617825e-09
1890,3.224758131636918e-07,2.6217545912032847e-09
1891,3.3592138493077073e-07,2.5496880162734215e-09
1892,3.222015436676884e-07,3.761107425503951e-09
1893,2.999148875915125e-07,1.847525021858587e-09
1894,3.308308009764005e-07,1.8904617871129403e-09
1895,2.8768977244908456e-07,1.8055843487019274e-09
1896,2.506237422039703e-07,5.89702897624278e-10
1897,3.0823315455563716e-07,1.1653427112179315e-09
1898,3.468571492248884e-07,2.8291773368493978e-09
1899,2.973837069930596e-07,1.6582735185011188e-09
1900,3.078294525948877e-07,4.15284251431558e-09
1901,3.057040203202632e-07,4.470991132876634e-09
1902,2.1605248434752866e-07,1.9641135384773634e-09
1903,3.234731877910235e-07,5.940242076007962e-09
1904,2.590569465610315e-07,1.6123875568041512e-09
1905,2.833256758094649e-07,2.0643036169332163e-09
1906,3.09679904830773e-07,1.5432553013283723e-09
1907,2.72570702009034e-07,5.142843373384665e-10
1908,3.094175156093115e-07,1.4734167219643268e-09
1909,3.328094919652358e-07,5.500983557560346e-10
1910,3.3294060131083825e-07,1.068830135508847e-09
1911,2.8410798336153675e-07,1.5961122423746588e-09
1912,3.198584579422459e-07,5.209421227725386e-10
1913,2.68861583663238e-07,2.121195885607108e-09
1914,2.8929932227583777e-07,0.0
1915,3.887651303102757e-07,1.1780761921542648e-09
1916,4.625721601314581e-07,2.197492410260793e-09
1917,4.4852674818685045e-07,1.0966424435210342e-09
1918,3.388481104593666e-07,1.1486376294556067e-09
1919,4.3276887140564213e-07,1.8415696745321952e-09
1920,2.991031635701802e-07,0.0
1921,3.0972537956586166e-07,7.572747429129834e-10
1922,3.0249535143411777e-07,0.0
1923,2.65398711007947e-07,2.1231896241147297e-09
1924,3.3776055374801217e-07,5.156649662829693e-09
1925,3.134480834887654e-07,6.598906976407193e-09
1926,3.7339563618843385e-07,0.0
1927,3.857631725168176e-07,1.1149224876660924e-09
1928,3.199291427335993e-07,1.1426041224282812e-09
1929,3.7877381942053034e-07,1.1140406375176326e-09
1930,3.445181846473133e-07,0.0
1931,3.4672285664782976e-07,4.5621426636444085e-09
1932,3.002913047112088e-07,2.1919073223131136e-09
1933,2.661193718722643e-07,0.0
1934,2.576039719315304e-07,1.1981580172459871e-09
1935,2.9202612950030016e-07,5.98414207075848e-09
1936,2.400693404069898e-07,1.2124714565686645e-09
1937,2.4049035118878237e-07,1.2591118148108649e-09
1938,2.6060081381729105e-07,0.0
1939,2.61528271039424e-07,0.0
1940,2.687930020783824e-07,2.5357829169792012e-09
1941,2.8924725370416127e-07,1.1806010391524069e-08
1942,3.1859224236541195e-07,0.0
1943,2.816138078287622e-07,0.0
1944,3.084658715124533e-07,0.0
1945,3.2024010465647734e-07,2.178504043826024e-09
1946,2.9791164024572936e-07,1.3921104269343232e-09
1947,5.090211629976693e-07,1.1920870957027319e-09
1948,2.837562647073355e-07,1.0871887834440486e-09
1949,2.729128425471572e-07,9.817008317369869e-10
1950,3.094890246302384e-07,1.0635361480382244e-09
1951,3.560908226063475e-07,2.1322803522849654e-09
1952,2.6045665890706005e-07,0.0
1953,2.9951240776426857e-07,0.0
1954,2.765627584722097e-07,1.9545072227344917e-09
1955,3.303733819848276e-07,6.569925492527773e-09
1956,2.7820442483061925e-07,3.488456634670456e-09
1957,2.6770163685796433e-07,8.835037701437898e-10
1958,2.746384950569336e-07,3.3088973783179654e-09
1959,2.619752876853454e-07,5.425523585955716e-09
1960,2.9275125257299806e-07,1.3841666701708277e-09
1961,3.2934275395746226e-07,1.32015025577914e-08
1962,2.828512606356526e-07,1.2683912808952869e-09
1963,2.7092764298686234e-07,6.466053248388448e-10
1964,2.8655492201323796e-07,1.2167936658258327e-09
1965,2.4022270395107626e-07,3.2832261354087677e-09
1966,2.885857952605875e-07,5.539074754423723e-10
1967,3.199787670382648e-07,9.860671168482327e-10
1968,2.712815216909803e-07,2.245707925174756e-09
1969,2.7114293743579765e-07,1.8167031212712459e-09
1970,2.460317887198471e-07,1.8394900047624674e-09
1971,2.6719666834651434e-07,5.138397485282553e-10
1972,2.447080191814166e-07,4.104117490300041e-09
1973,2.4533756004530005e-07,1.6539611347177186e-09
1974,2.407744545962487e-07,2.2502286700643026e-09
1975,2.181785418997606e-07,5.711480177694739e-10
1976,2.1311454645456251e-07,1.142705374768127e-09
1977,1.97459868900296e-07,5.876781838942691e-10
1978,2.1089098822812957e-07,5.940591352171509e-10
1979,2.3290853334856365e-07,2.925986564150662e-09
1980,2.5526327362968004e-07,1.7055452050662723e-09
1981,2.485940910901263e-07,1.2651099057237047e-09
1982,2.247115844511427e-07,3.103751144983846e-09
1983,2.3177210550784366e-07,1.89459470334441e-09
1984,2.2442162617153372e-07,1.1598016991243298e-09
1985,2.3520831859968894e-07,4.812446552371341e-09
1986,2.164009202942907e-07,1.1988970927134801e-09
1987,2.2121156462162617e-07,1.8332451112712533e-09
1988,1.7390006235018518e-07,5.996553809062277e-10
1989,1.9921883165352483e-07,5.488122178931576e-10
1990,1.961514328741032e-07,1.634595292454577e-09
1991,2.356309067863549e-07,5.861465202094962e-10
1992,1.9395002937017125e-07,1.1019888335184191e-09
1993,2.187986893886773e-07,1.1078414852150331e-09
1994,2.4264662101813883e-07,5.274926606624319e-10
1995,2.8467866286518984e-07,3.795715741716776e-09
1996,2.2740272243026993e-07,2.6690460952494277e-09
1997,2.1529076832393912e-07,9.58978896292706e-10
1998,2.2791657272591692e-07,4.768129224785866e-10
1999,2.28053039563747e-07,9.140402323914998e-10
2000,1.9704420139987633e-07,4.4180314962005696e-10
2001,2.1906059544107848e-07,4.3812117822561447e-10
2002,2.1424173723971762e-07,1.3143663935011318e-09
2003,2.3334767718097282e-07,4.1669229178253886e-10
2004,2.7970423843726167e-07,2.642874724623212e-09
2005,2.2879048344748298e-07,2.251874686720612e-09
2006,2.1289490348408435e-07,2.4707338397433887e-09
2007,2.860047345620842e-07,3.994479469415779e-10
2008,3.001495088028605e-07,4.257439678578834e-10
2009,3.170848117406422e-07,0.0
2010,3.755415320938482e-07,4.723793023408973e-10
2011,4.149009669163206e-07,3.82397197240536e-10
2012,5.314038276083011e-07,1.3617010852229328e-09
2013,5.840427661496506e-07,0.0
2014,6.16718807577854e-07,2.1654451842767486e-10
2015,6.501215352727741e-07,4.433150790905671e-10
2016,6.54750579087704e-07,2.0713400439298368e-10
2017,5.466423544930876e-07,2.515611330355938e-10
2018,6.79958304772299e-07,1.0325866828253538e-09
2019,6.862156851639156e-07,0.0
