year,leurs_DET ailes_NOUN,leurs_DET belles_ADJ
1953,7.563226915863197e-07,1.820776864835949e-07
1954,8.619377069862821e-07,2.2672284316627156e-07
1955,6.935964478316237e-07,1.651867007623764e-07
1956,7.875190668471532e-07,1.9186510868962614e-07
1957,6.467247359864814e-07,2.1645841885575834e-07
1958,6.874234017573144e-07,2.2996836657185327e-07
1959,6.805156651523703e-07,2.038446682561812e-07
1960,6.643999910238563e-07,2.0762499897131192e-07
1961,6.552114193425496e-07,2.480492837797499e-07
1962,7.914761503968748e-07,1.9850323562664585e-07
1963,6.918676760392373e-07,2.1467296607013964e-07
1964,6.765372724260033e-07,2.3544957761245655e-07
1965,6.292850152078699e-07,2.1559850904573352e-07
1966,6.663506688653342e-07,2.1159265184422793e-07
1967,6.882748664338578e-07,2.2975363211941158e-07
1968,8.277679235391133e-07,2.811626282905877e-07
1969,6.739968370084171e-07,2.0437909498127738e-07
1970,6.346240670751513e-07,2.0096427633120584e-07
1971,7.055019644042204e-07,2.183818974543783e-07
1972,6.253649047494036e-07,2.149531579398456e-07
1973,6.290565490729705e-07,1.6705007599426835e-07
1974,4.770484842708811e-07,1.2770047708166032e-07
1975,4.683413834527528e-07,1.5306767231493268e-07
1976,4.885065729709481e-07,1.5312252532595494e-07
1977,4.5897666822725114e-07,1.580854305238688e-07
1978,5.31682925242194e-07,1.966335756442561e-07
1979,5.430631464520275e-07,1.6678123992974747e-07
1980,4.661823531648679e-07,1.546361008131214e-07
1981,5.123695068220968e-07,1.7078983760576705e-07
1982,5.307414188138182e-07,1.5208380665931998e-07
1983,5.039622017477541e-07,1.528306432518889e-07
1984,5.016142186065053e-07,1.8440847560086127e-07
1985,4.980882302163536e-07,1.5640450934384376e-07
1986,5.988491231789794e-07,1.65447805677843e-07
1987,5.023091187439377e-07,1.4788176860847102e-07
1988,4.773256971901674e-07,1.361217694118011e-07
1989,4.3191521292840207e-07,1.6080197307033472e-07
1990,4.429753177603857e-07,1.4874817622079206e-07
1991,4.226116541161673e-07,1.904976181243967e-07
1992,4.832220916739516e-07,1.5317644797008256e-07
1993,4.824649710855056e-07,1.7448502964700907e-07
1994,5.12722873935445e-07,1.4875293130600653e-07
1995,5.21097547334648e-07,1.6972270389103983e-07
1996,4.975101894899581e-07,1.7402181207160083e-07
1997,5.111357292975072e-07,1.678213052969113e-07
1998,5.092362123093608e-07,1.39229368478766e-07
1999,4.6341840764796416e-07,1.6224213816862232e-07
2000,4.413613474696376e-07,1.4005159409968826e-07
2001,4.525791634790721e-07,1.480849558532782e-07
2002,5.099741819947212e-07,1.8444943128415048e-07
2003,4.641952262574023e-07,1.591764533515061e-07
2004,4.338719268304203e-07,1.6517966594520317e-07
2005,4.589320905523664e-07,1.6123423396408043e-07
2006,5.213248641666723e-07,1.6842169991981848e-07
2007,5.057010792341998e-07,1.5977917744436354e-07
2008,5.54744374881011e-07,1.7625799886289428e-07
2009,6.112822639181559e-07,2.045554632346125e-07
2010,6.377120662648395e-07,2.149325810663072e-07
2011,7.586760233380119e-07,2.0420010260480126e-07
2012,9.542120444905322e-07,2.5293598993059163e-07
2013,1.0554049367783591e-06,2.529736526923898e-07
2014,1.0677810493575635e-06,2.6678285713899186e-07
2015,1.1300101760980397e-06,2.8881976188444014e-07
2016,1.3134366909639539e-06,3.1919349918752005e-07
2017,1.2261089779030954e-06,2.181035023696154e-07
2018,1.1200983465187164e-06,2.674399572910602e-07
2019,1.0520272937242225e-06,2.581599503059806e-07
