year,avais_VERB eu_VERB,avais_VERB bu_VERB
1938,1.892921375201695e-07,6.482607339819424e-09
1939,1.4682288451695058e-07,7.647025235257843e-09
1940,1.0396709626547818e-07,1.0143131667916805e-08
1941,1.9479917057196872e-07,1.4757512545315876e-08
1942,2.0632640485018783e-07,9.102635090130207e-09
1943,1.9741999324196513e-07,2.9032352077962287e-09
1944,2.249230277584502e-07,3.2131861615880553e-09
1945,1.808158316407571e-07,6.535512131478072e-09
1946,2.0464023009481025e-07,1.1136883415474585e-08
1947,3.1709515724287485e-07,1.1920870957027319e-09
1948,1.8482209895864798e-07,3.2615663503321457e-09
1949,2.1204738231972442e-07,1.9634016634739737e-09
1950,1.9356357938704605e-07,1.0635361480382244e-09
1951,2.9851923954993254e-07,8.529121409139861e-09
1952,2.3409464233736799e-07,5.272402070488624e-09
1953,2.0578009696237132e-07,4.3095309543161875e-09
1954,3.303117068753636e-07,2.9317608341017376e-09
1955,1.8771216048207862e-07,2.815682353940474e-09
1956,2.1977277242513082e-07,4.360570571293465e-09
1957,1.546131613849866e-07,5.301022731885041e-09
1958,2.547851067902229e-07,7.445019267748876e-09
1959,2.3329751286382816e-07,3.100299128533379e-09
1960,2.387687629834545e-07,4.152500121534786e-09
1961,2.244255483674351e-07,1.111705483225478e-08
1962,1.9977161969109147e-07,7.610347907416326e-09
1963,2.0497388675266848e-07,6.466053248388448e-10
1964,2.2389004072920216e-07,6.6923653285755336e-09
1965,2.0082399032617104e-07,9.849678406226303e-09
1966,2.0605358486136538e-07,1.163205709531212e-08
1967,2.03129829401405e-07,7.888536934785861e-09
1968,2.0570684000631445e-07,2.6948494546985557e-09
1969,1.6849921280481794e-07,4.541757636644661e-09
1970,1.7107257122006558e-07,2.7592350626548523e-09
1971,1.5466576996914227e-07,5.138397263237948e-09
1972,1.559564708486505e-07,3.0780880067027283e-09
1973,1.6043422590428236e-07,1.6539611902288698e-09
1974,1.3838906909313664e-07,3.3753431161187564e-09
1975,1.2165452289991663e-07,6.282628195464213e-09
1976,1.4112411861333385e-07,1.142705374768127e-09
1977,1.3927973441241193e-07,4.11374712072643e-09
1978,1.5267319497525023e-07,1.3663360221016774e-08
1979,1.5156611254951713e-07,8.777959692451986e-09
1980,1.6998600926854124e-07,4.548120546843393e-09
1981,1.4865041464418027e-07,3.1627747087981106e-09
1982,1.7877606239835586e-07,4.966001831974154e-09
1983,1.572513639302997e-07,1.2630632095778083e-09
1984,1.5599333380578173e-07,3.479405208395292e-09
1985,1.1910805142179015e-07,3.0077789148208467e-09
1986,1.6484834475249954e-07,7.792831269171074e-09
1987,1.6254773527180078e-07,6.110816741511371e-09
1988,2.560528571393661e-07,1.4391728697660255e-08
1989,2.0690220026153838e-07,2.1952488715726304e-09
1990,1.5910060824353423e-07,8.172976073694826e-09
1991,1.600180041805288e-07,8.7921980806982e-09
1992,1.7356323667172546e-07,4.958949695321735e-09
1993,1.8500952592148678e-07,6.647049133334804e-09
1994,1.593027860735674e-07,7.384897138251745e-09
1995,1.8382108635250916e-07,6.506940763983948e-09
1996,1.7615704450690828e-07,9.074756945892659e-09
1997,1.3425704992187093e-07,7.192341833217597e-09
1998,1.9597011657879193e-07,5.2449422582867555e-09
1999,1.6498425736699573e-07,4.113180906983871e-09
2000,1.8732453099801205e-07,5.3016377954406835e-09
2001,1.901445898511156e-07,5.257454027685071e-09
2002,2.1292736107625387e-07,8.324320788233308e-09
2003,2.0084569030132116e-07,8.333845613606172e-09
2004,2.356563300054404e-07,4.845270407116686e-09
2005,2.211341012525736e-07,5.404499514582994e-09
2006,2.3060184162204678e-07,4.941467679486777e-09
2007,3.1516444209955807e-07,1.078509459517818e-08
2008,3.235654162381252e-07,1.4475294740634581e-08
2009,3.285284719822812e-07,1.8119131084404216e-08
2010,4.076633501881588e-07,2.5036102968556406e-08
2011,4.458751448055409e-07,2.2179037273417634e-08
2012,5.225527957009035e-07,3.199997422598244e-08
2013,6.501450684481824e-07,3.402732673407627e-08
2014,6.732369115525216e-07,2.6418431886554572e-08
2015,6.6652421537583e-07,3.324863229181574e-08
2016,6.381798698384955e-07,3.1484368889778125e-08
2017,6.648760972893797e-07,3.547011928617394e-08
2018,7.749563337711152e-07,3.510794854832966e-08
2019,6.96164534019772e-07,3.3673039467885246e-08
