year,ces_DET ans_NOUN,ces_DET bancs_NOUN
1854,1.7665259477439577e-08,4.7384460799548833e-07
1855,2.0697054736729115e-08,6.230344382629482e-07
1856,1.5013848608802505e-08,6.424892120548975e-07
1857,2.0990488958094744e-08,8.454773734456467e-07
1858,1.6638498356869036e-08,5.231339628153364e-07
1859,1.680417249794175e-08,5.642128186877926e-07
1860,1.1900678331677739e-08,6.087654611519611e-07
1861,1.1789909160064838e-08,5.376198863871195e-07
1862,2.2589932147099034e-08,5.263454028181513e-07
1863,1.1487627959994029e-08,6.92254474188303e-07
1864,1.5343129544653777e-08,8.37159483069172e-07
1865,8.943004337069738e-09,7.027318389418724e-07
1866,3.1139921974343565e-08,6.743739362491397e-07
1867,1.4073153309368536e-08,5.702053442746546e-07
1868,3.210918098073279e-08,4.880595554368483e-07
1869,2.8324410261681976e-08,6.29485590764034e-07
1870,1.1468097138589428e-08,6.903794655954698e-07
1871,7.434823867669138e-09,7.551656793225447e-07
1872,7.861540973763681e-09,5.914298100151427e-07
1873,6.824045062359119e-08,6.979681330676613e-07
1874,7.766991494406739e-09,5.843167834029828e-07
1875,1.77367336373635e-08,7.254896701169855e-07
1876,4.111290130559553e-08,8.960194008977851e-07
1877,2.72131899237138e-08,6.463132677936301e-07
1878,1.2078177291652281e-08,8.478880602069694e-07
1879,1.8938908663557186e-08,9.371705118610407e-07
1880,1.8611754359909582e-08,7.489626341339317e-07
1881,1.812851979643426e-08,8.938754803011761e-07
1882,1.4641846846075168e-08,8.265988427069715e-07
1883,1.2638677882037541e-08,9.024016165426474e-07
1884,1.1222884843675729e-08,7.525934648811017e-07
1885,1.2246707925545053e-08,1.0196995958722255e-06
1886,1.6133659463957173e-08,7.066542764277983e-07
1887,1.697520390919749e-08,8.814048442218336e-07
1888,1.7119659467823567e-08,7.5706940094733e-07
1889,7.518164202302557e-09,9.065652761819365e-07
1890,1.9007721174801873e-08,8.284744552611301e-07
1891,3.505821055682645e-08,7.833916555455289e-07
1892,2.1312941633766513e-08,8.067575478776234e-07
1893,1.3548516419881196e-08,7.100654286773533e-07
1894,1.5123694296903523e-08,8.185699442719852e-07
1895,1.2037228547256973e-08,7.697807831164027e-07
1896,9.435246306477296e-09,9.741892057490986e-07
1897,7.574727733938857e-09,7.318352146512552e-07
1898,1.018503881233812e-08,6.693833753956824e-07
1899,1.1055156790007459e-08,7.766247520635261e-07
1900,1.7130475371551768e-08,8.030559470739718e-07
1901,5.588739082629246e-09,6.130846301743986e-07
1902,1.2766738111125164e-08,5.268734639685135e-07
1903,6.48026410310365e-09,7.025686770134598e-07
1904,6.987012746151322e-09,6.5946651517379e-07
1905,8.257214467732865e-09,6.079374230694157e-07
1906,5.658602919567102e-09,5.905524105287441e-07
1907,8.228549175370858e-09,5.837127332597447e-07
1908,9.822778146428846e-09,5.014528383640027e-07
1909,5.500983557560346e-09,6.029078036817737e-07
1910,1.2825962070195374e-08,6.161805501392337e-07
1911,1.276889838308648e-08,5.969460090682333e-07
1912,6.772247596043002e-09,5.792876436316874e-07
1913,4.772690798127144e-09,5.059052057276858e-07
1914,4.68772043404897e-09,5.578387600735368e-07
1915,1.64930663570928e-08,4.6062779546218735e-07
1916,1.3184954461564757e-08,3.2742638289562365e-07
1917,1.644963654179321e-08,3.5421549604564007e-07
1918,3.2161855401113826e-08,5.375624141379376e-07
1919,2.0257266697409904e-08,5.193226542132834e-07
1920,5.300562211374427e-09,5.103684088680893e-07
1921,2.7261891411001216e-08,5.369077982209092e-07
1922,2.5084979815570563e-08,4.795658128387004e-07
1923,3.3971033541746465e-08,5.775075848646338e-07
1924,3.222906141964188e-08,7.992807127266133e-07
1925,1.8696902470694e-08,8.600575256423326e-07
1926,1.560459417238036e-08,5.093785162557651e-07
1927,1.783875902550136e-08,4.660376120568799e-07
1928,9.140832757381645e-09,5.804429221711871e-07
1929,3.119313785049371e-08,5.414237520540155e-07
1930,1.4705044848462023e-08,3.854822487880938e-07
1931,2.0529641986399838e-08,4.721817568054121e-07
1932,2.1919073223131136e-08,5.753756582294045e-07
1933,1.1470662197865522e-08,5.356799164246695e-07
1934,1.1981580172459871e-08,5.31982173868073e-07
1935,1.4361940969820353e-08,3.291278218853222e-07
1936,2.667437293268904e-08,5.165128342810021e-07
1937,8.813782592653752e-09,5.917825660617382e-07
1938,1.555825723809079e-08,5.095329242976732e-07
1939,1.988226649984881e-08,3.777630368517748e-07
1940,2.2822046030768206e-08,4.4122623421571916e-07
1941,8.854508237732261e-09,5.991550011685831e-07
1942,2.730790527039062e-08,3.944475324146879e-07
1943,3.774205858952939e-08,5.69034092734455e-07
1944,2.2492303131116387e-08,7.036877889277093e-07
1945,1.9606536838523425e-08,4.683783814130038e-07
1946,1.6705325123211878e-08,5.331782872985968e-07
1947,2.0265480182857232e-08,7.450544430298578e-07
1948,1.848220909650422e-08,7.077598738192137e-07
1949,6.8719057111366055e-09,5.379720349196759e-07
1950,1.4889506072535141e-08,6.923620432530697e-07
1951,1.2793682113709792e-08,5.927739152866707e-07
1952,1.0544804140977249e-08,6.369061367195172e-07
1953,4.3095309543161875e-09,4.104828121853643e-07
1954,7.818028890937967e-09,4.104465105569943e-07
1955,1.1262729859851106e-08,4.3549221828698137e-07
1956,1.3081711935925e-08,4.6222050542610305e-07
1957,7.068030161150318e-09,4.364508612297868e-07
1958,1.2408365446248126e-08,4.0947605839392054e-07
1959,1.6276571201956358e-08,5.402271128218672e-07
1960,1.5917916984520275e-08,4.5262250836231033e-07
1961,1.04222386276831e-08,3.7103170313912415e-07
1962,1.0781325554543031e-08,3.202688034775747e-07
1963,1.099229041123806e-08,3.549863194507452e-07
1964,6.69236516204208e-09,3.364434491004431e-07
1965,1.2038495422750373e-08,3.124536860354965e-07
1966,8.862519385033352e-09,2.9246315591535677e-07
1967,1.3804939524852955e-08,3.0863899525002125e-07
1968,2.7846778827278484e-08,2.780186356687864e-07
1969,1.2262746040825334e-08,2.902183311448425e-07
1970,1.4715919871566285e-08,3.219107611585059e-07
1971,2.3122787906615372e-08,2.969993815327143e-07
1972,1.0260293503705498e-08,3.60136304777825e-07
1973,1.0475086797967492e-08,2.271439925038976e-07
1974,7.875800345225059e-09,2.6102653194470804e-07
1975,8.567220266542108e-09,1.8619425645738374e-07
1976,6.8562320265641574e-09,2.171140280893269e-07
1977,8.227494963097826e-09,2.0039826154061302e-07
1978,8.910887139279566e-09,1.92475155813554e-07
1979,1.1118749476679568e-08,1.9018913022250672e-07
1980,1.0801786243241907e-08,2.404818815193721e-07
1981,1.3283654287654656e-08,1.6193407148534789e-07
1982,2.483000915987077e-09,1.9119106653420204e-07
1983,6.315316158911344e-09,2.0903696196228339e-07
1984,7.538711266352749e-09,1.8730797890498252e-07
1985,1.0828004826102244e-08,1.5099050543199155e-07
1986,1.019062523255343e-08,1.474643447352264e-07
1987,9.166225667378569e-09,1.484928482398118e-07
1988,7.195864348830128e-09,1.8409420121656694e-07
1989,6.0369343968247335e-09,2.3928213366275486e-07
1990,7.628111586832631e-09,1.4166492867673242e-07
1991,9.37834432335194e-09,1.1957389034478183e-07
1992,9.366905251440016e-09,1.0634192371128393e-07
1993,4.985286850001103e-09,1.2518608905054407e-07
1994,7.3848970827405935e-09,1.1657588139257768e-07
1995,6.506941097050856e-09,1.019420725612008e-07
1996,8.540947504798169e-09,1.0302517949867251e-07
1997,9.589788629860152e-09,1.0980308573493858e-07
1998,5.244941925219848e-09,1.5114969542651124e-07
1999,8.683382124452521e-09,1.1242695130420088e-07
2000,5.743440834038438e-09,9.763849284638582e-08
2001,3.94309060403053e-09,9.463417605104496e-08
2002,3.066854992184176e-09,1.2530293602708298e-07
2003,6.667076501987168e-09,7.667138124389794e-08
2004,7.047666006343434e-09,1.1408409417157372e-07
2005,1.0808999362232896e-08,7.791486744679332e-08
2006,7.41220168576362e-09,1.1406554811799197e-07
2007,6.7906151812735516e-09,7.949014158015189e-08
2008,7.663391587975354e-09,8.42973078007958e-08
2009,9.059566208335923e-09,8.868838019537861e-08
2010,8.0304479732618e-09,1.2187385767248315e-07
2011,5.353560678100777e-09,8.680416119233314e-08
2012,5.446804396402882e-09,1.0587226118019544e-07
2013,1.1435412616833673e-08,1.1240173947157928e-07
2014,6.929424548052232e-09,1.1303623992375833e-07
2015,5.541438599654391e-09,1.154835782557484e-07
2016,9.528164313099552e-09,1.6632860777576752e-07
2017,9.307761950072546e-09,8.603390533323818e-08
2018,7.744400343234759e-09,1.226196681969327e-07
2019,3.5713829116268414e-09,1.270391933871906e-07
