year,ces_DET eaux_NOUN,ces_DET beaux_ADJ
1856,4.2546141116872604e-06,3.425228442210937e-06
1857,4.6891776719348854e-06,3.741676664503757e-06
1858,3.8738339753763285e-06,3.7705774786900292e-06
1859,4.827889483749459e-06,3.902641765307635e-06
1860,4.979060690857295e-06,3.770226413735145e-06
1861,4.061859499415732e-06,3.780316490065161e-06
1862,4.4687403146781435e-06,3.7318566512567486e-06
1863,4.13854286307469e-06,3.558167918527033e-06
1864,4.623076790721825e-06,3.778725186975862e-06
1865,4.041296563173091e-06,3.5889688376755657e-06
1866,4.033106449696788e-06,3.388412778804195e-06
1867,3.77936947870694e-06,3.461510374336285e-06
1868,4.232484059230046e-06,3.27908847452818e-06
1869,3.72856680996847e-06,3.4184633364020556e-06
1870,4.470837893677526e-06,3.170355569181993e-06
1871,3.6621818253479432e-06,2.9930477865036664e-06
1872,3.91928051612922e-06,3.0224601204054125e-06
1873,4.588870922361821e-06,2.8002528864590204e-06
1874,4.160717878676223e-06,2.7793880832405193e-06
1875,3.6360304989102588e-06,3.216070325606779e-06
1876,4.221932044856658e-06,3.04900524383811e-06
1877,3.7238776258163853e-06,3.353407322492785e-06
1878,3.415708647480642e-06,3.1089227547909104e-06
1879,3.5617366052065336e-06,2.9996786281571985e-06
1880,3.207639565516729e-06,3.0112534261661494e-06
1881,3.521116354932019e-06,2.825957423624459e-06
1882,3.758961440780695e-06,2.8871060067103826e-06
1883,3.7631662621606665e-06,2.8904655948736035e-06
1884,3.479094345948397e-06,2.871078038424457e-06
1885,4.2618543147909804e-06,2.5531163316827588e-06
1886,3.419045071950677e-06,2.5484728354285835e-06
1887,3.862511846364214e-06,2.5332228545948965e-06
1888,3.7301836641745467e-06,2.429723465979805e-06
1889,3.4614880064509634e-06,2.5536697165762234e-06
1890,3.2221363426288008e-06,2.444130615231188e-06
1891,2.9417025189104606e-06,2.5331150794727364e-06
1892,3.253357959920322e-06,2.282992227264913e-06
1893,3.053343021974797e-06,2.294626042953496e-06
1894,3.5269714544483577e-06,2.3101443389350607e-06
1895,2.967176840229513e-06,2.1588769243408024e-06
1896,2.8229078736785596e-06,2.165978628454468e-06
1897,2.7915785665300064e-06,1.9968147881854748e-06
1898,2.7675014280248433e-06,1.94307909850977e-06
1899,2.9848924043562874e-06,2.06399771229826e-06
1900,2.9080280512516765e-06,1.9263998609631017e-06
1901,2.5568481589743897e-06,1.8280764777500735e-06
1902,2.4934422242495202e-06,1.6807901062065866e-06
1903,3.43129988777946e-06,1.8528155152353065e-06
1904,2.6733385709576396e-06,1.8945553534877035e-06
1905,2.7976474541446805e-06,1.8532285537276039e-06
1906,3.0885684054737794e-06,1.8426468955112796e-06
1907,2.3749649642468285e-06,1.895652090411204e-06
1908,2.5421349789667147e-06,1.977325254642892e-06
1909,2.4836941747707897e-06,2.0199611867610656e-06
1910,3.2572597774560563e-06,2.0259675039824288e-06
1911,2.4878068813904974e-06,2.0297226939192115e-06
1912,2.426548405765061e-06,2.0624098766575116e-06
1913,2.496117161854272e-06,2.12755955431021e-06
1914,2.4161852252291283e-06,2.013041211057498e-06
1915,2.4197685775106947e-06,1.5644851316665154e-06
1916,1.8436961539691765e-06,1.9876318617662037e-06
1917,1.8083634216736755e-06,2.1296797001468804e-06
1918,1.6138358915895878e-06,2.2869375158052208e-06
1919,1.8047382468466822e-06,2.415218560258836e-06
1920,1.7431277967716596e-06,2.242894964865627e-06
1921,1.7886829937197035e-06,2.0832628564448896e-06
1922,1.8894892406251529e-06,2.2259230263443897e-06
1923,2.1380519683589227e-06,2.3333853818030548e-06
1924,2.1993111829488043e-06,2.337251558515163e-06
1925,2.2469277496384166e-06,2.3195157439204195e-06
1926,1.992929526295484e-06,2.4031074019603693e-06
1927,2.012435089682185e-06,2.58550532805657e-06
1928,1.9767051071539754e-06,1.991559017255895e-06
1929,1.8615619410411455e-06,2.0554049910970207e-06
1930,1.9463176670342364e-06,1.8139723465537827e-06
1931,1.933207926185787e-06,1.8659163742995588e-06
1932,2.095463457862934e-06,1.874080780339682e-06
1933,2.1289549181346956e-06,1.7332170898498589e-06
1934,1.7157622664853989e-06,1.5120753857900127e-06
1935,1.6827407449682141e-06,1.549892829189048e-06
1936,1.7495963220426347e-06,1.530138945327053e-06
1937,1.7186875993502326e-06,1.3913185981095921e-06
1938,1.7127047868825684e-06,1.4987788290454773e-06
1939,1.9224621610192116e-06,1.416229110873246e-06
1940,1.856193136973161e-06,1.3465007668855833e-06
1941,1.6705504322089837e-06,1.3016126416687257e-06
1942,1.7325349119801103e-06,1.8144586135804275e-06
1943,1.6083923242149467e-06,1.863877031382799e-06
1944,1.542329385983976e-06,1.6837094847232947e-06
1945,1.1959987205045763e-06,1.5968435036484152e-06
1946,1.364268172210359e-06,1.6259850355027083e-06
1947,1.2528835497960245e-06,1.7511759580202124e-06
1948,1.5111924085431383e-06,1.52423865529272e-06
1949,1.4607708038738565e-06,1.353765483713687e-06
1950,1.54531807083913e-06,1.5314920602804705e-06
1951,1.6077394207059115e-06,1.4051727248443058e-06
1952,1.7936711174115771e-06,1.3792603112960933e-06
1953,1.7475147728873708e-06,1.1991269630584611e-06
1954,1.6183320070695117e-06,1.2723841606998576e-06
1955,1.7269518082230206e-06,1.100931761754964e-06
1956,1.370091368357862e-06,1.1895637470615839e-06
1957,1.803231185704135e-06,1.1573899314498703e-06
1958,1.6221869429955404e-06,1.140742327265798e-06
1959,1.6276570136142254e-06,1.0316245564467863e-06
1960,1.5073575383439675e-06,1.1786179214823278e-06
1961,1.483432058080325e-06,1.2603960328760877e-06
1962,1.490993952302233e-06,1.239218228477057e-06
1963,1.3889081884599364e-06,1.1593633360007516e-06
1964,1.3494241386524664e-06,1.2313951529563383e-06
1965,1.313837643124316e-06,1.316573602139215e-06
1966,1.270663730679189e-06,1.2147191412736902e-06
1967,1.4095829925508951e-06,1.3873964661570426e-06
1968,1.3034089221264367e-06,1.6416124850593405e-06
1969,1.3575314454783438e-06,1.008724396456273e-06
1970,1.6265690021555201e-06,1.2871831529537303e-06
1971,1.172582244635123e-06,1.3210819957976128e-06
1972,1.2240530224971735e-06,1.231748250063447e-06
1973,1.139579254072487e-06,1.0381362258726767e-06
1974,1.3748897487175782e-06,7.543891697991967e-07
1975,1.2885099351933604e-06,8.018918364882666e-07
1976,1.20098334832619e-06,7.484720327965988e-07
1977,1.1935744339552912e-06,7.034507802927692e-07
1978,1.1625737812437364e-06,1.152474773391532e-06
1979,1.0919782198470784e-06,9.649904200159654e-07
1980,1.2041149375363602e-06,8.442448802270519e-07
1981,1.1234175900654009e-06,8.166284430899395e-07
1982,1.1937027153408053e-06,7.784207909367069e-07
1983,9.997145085094417e-07,6.788964839188338e-07
1984,1.1151493026773096e-06,7.318348593798873e-07
1985,1.13333112494729e-06,7.543509568108675e-07
1986,9.878911768623766e-07,8.608081358829622e-07
1987,9.820082667033603e-07,8.231270172132099e-07
1988,8.239265198994872e-07,6.368340379481197e-07
1989,1.0564635175569492e-06,7.897407989787553e-07
1990,1.007455573187599e-06,6.914337973285001e-07
1991,8.674968583477494e-07,7.795748615535558e-07
1992,9.080387783910737e-07,7.069258280978374e-07
1993,8.818418422151808e-07,8.020772419570221e-07
1994,9.632016144678346e-07,6.920703654600402e-07
1995,8.50782512884507e-07,8.236702910835447e-07
1996,8.220661911195748e-07,7.409272058112037e-07
1997,7.216316006974921e-07,6.976571604866422e-07
1998,7.776818620186532e-07,7.323846347162544e-07
1999,8.628539731603269e-07,7.696218524699816e-07
2000,9.255775808014732e-07,7.709465066341181e-07
2001,7.272811615166574e-07,6.90040870665598e-07
2002,7.29911484143031e-07,7.92124829729346e-07
2003,7.550464431460568e-07,7.083769233418025e-07
2004,6.87587913716925e-07,7.333977336543285e-07
2005,7.305082050379497e-07,7.732937952198427e-07
2006,7.655157219232933e-07,7.613978283416145e-07
2007,7.014305865027382e-07,8.04887630323492e-07
2008,7.518638440728864e-07,8.003986735616309e-07
2009,7.762617286743989e-07,7.867517624049469e-07
2010,9.041339552595673e-07,7.600583060707322e-07
2011,8.932798465366432e-07,7.246426960705321e-07
2012,9.821269344456596e-07,9.290205653655903e-07
2013,8.863839155992537e-07,9.658740225404472e-07
2014,1.0214405179453934e-06,1.0881362513259774e-06
2015,9.730766024063087e-07,1.4589499173212062e-06
2016,1.2668315463315594e-06,1.7448968350208816e-06
2017,9.199590635944332e-07,7.375772241857703e-07
2018,9.626289099173846e-07,1.1549481797601402e-06
2019,9.295799188180354e-07,1.3073812326069856e-06
