year,serez_VERB à_ADP,serez_VERB a_ADP
1864,2.7377896572033933e-07,1.9178911792039344e-09
1865,3.473651020158286e-07,9.41368871743009e-10
1866,3.0750672408430546e-07,7.78498088216395e-09
1867,3.018448637703841e-07,4.367530337390235e-09
1868,4.3026304297200113e-07,4.93987406535723e-10
1869,3.530784340455284e-07,4.395167341186834e-09
1870,3.4060249731737713e-07,1.1468097582678638e-09
1871,1.8374636567841662e-07,1.0621177271019633e-09
1872,2.8301548127274145e-07,2.4189357183956872e-09
1873,3.2504004821021226e-07,5.986004469882289e-10
1874,2.6049295343000267e-07,1.7923826867161097e-09
1875,3.461524045178521e-07,6.293679688518239e-09
1876,3.0290533459265134e-07,9.673623679873344e-09
1877,3.135701831524784e-07,4.9478527941460015e-09
1878,2.518299879739061e-07,4.227361960484899e-09
1879,3.4212220612062083e-07,1.2218650868867087e-08
1880,3.106237613792473e-07,3.2089231272180996e-09
1881,3.7581816059173434e-07,4.8807553554297556e-09
1882,3.347658719121682e-07,2.6621540527571597e-09
1883,2.62884498170024e-07,1.2638677882037541e-09
1884,2.7397041435506253e-07,3.300848483434038e-09
1885,2.0948316148405866e-07,1.2891271383708158e-09
1886,1.684354060671467e-07,6.453463874400711e-10
1887,1.8150410596717848e-07,2.6115698492645834e-09
1888,2.0099749065138894e-07,3.1703073499755874e-09
1889,2.4120777197822463e-07,6.265136742733546e-10
1890,2.7397334179113386e-07,1.3108772956016423e-09
1891,2.1927317561676318e-07,1.2748440081367107e-09
1892,1.717572359893893e-07,6.268512375839919e-10
1893,1.7428318699330703e-07,1.2316833108982905e-09
1894,2.2685541978262336e-07,6.301539290376468e-10
1895,2.2148500988805608e-07,1.2037228991346183e-09
1896,1.9578136800646462e-07,5.89702897624278e-10
1897,1.9344689405897952e-07,5.826713556089658e-10
1898,1.6409229885994137e-07,1.13167097914868e-09
1899,1.9235972104070242e-07,5.527578395003729e-10
1900,2.0816122514588642e-07,1.038210628578895e-09
1901,1.916937435453292e-07,6.147612696683069e-09
1902,1.772612421291342e-07,5.892340837476695e-09
1903,1.8144740465686482e-07,5.940242076007962e-09
1904,1.714505373229258e-07,8.599400302955473e-09
1905,1.60499610046827e-07,5.676835002077496e-09
1906,2.1348365919493517e-07,5.144184522798412e-10
1907,1.9028520625852252e-07,0.0
1908,1.8565050652341597e-07,5.40252820258047e-09
1909,1.8428295334160794e-07,5.500983557560346e-10
1910,2.0842188064307265e-07,1.6032452032632705e-09
1911,1.840849392920063e-07,0.0
1912,2.2556794476713549e-07,0.0
1913,1.8719553906976216e-07,1.060597942803554e-09
1914,2.1831384344750404e-07,2.0090231700464756e-09
1915,1.6021836302115844e-07,1.1780761921542648e-09
1916,1.6151568615896394e-07,1.0987462051303964e-09
1917,1.7765607651654136e-07,3.289927441585405e-09
1918,1.6770108857144805e-07,2.2972752589112133e-09
1919,1.7863226275949273e-07,3.6831394045755417e-09
1920,1.976352450583363e-07,3.786115865267448e-09
1921,1.711440944518472e-07,0.0
1922,1.6674134428740217e-07,2.21338064543275e-09
1923,2.0701098435438325e-07,3.1847844361720945e-09
1924,1.8306106142063072e-07,1.289162443462999e-09
1925,2.3316137287565653e-07,0.0
1926,2.140058654731547e-07,2.229227691330493e-09
1927,2.2967402912854595e-07,0.0
1928,1.9767051639973943e-07,0.0
1929,2.595714647668501e-07,0.0
1930,1.964173890200982e-07,0.0
1931,2.0871802064448275e-07,0.0
1932,1.775444928853176e-07,0.0
1933,1.915600620350233e-07,1.1470662197865522e-09
1934,1.6414765013905708e-07,0.0
1935,2.106418008906985e-07,0.0
1936,1.5762128668939113e-07,0.0
1937,1.3346584637474734e-07,0.0
1938,1.5039648815218243e-07,0.0
1939,1.758815812991088e-07,0.0
1940,1.2425336137766863e-07,5.0715658339584024e-09
1941,2.597322179553885e-07,0.0
1942,2.0936060707299475e-07,0.0
1943,1.7129087837020052e-07,5.806470415592457e-09
1944,1.2531425852557732e-07,0.0
1945,2.047793827841815e-07,2.178504043826024e-09
1946,1.6426902504917962e-07,2.7842208538686464e-09
1947,2.6941168584926345e-07,1.1920870957027319e-09
1948,1.9460679823168903e-07,0.0
1949,1.6492573706727853e-07,6.871905600114303e-09
1950,2.0419894042333908e-07,6.381216888229346e-09
1951,2.2175716196670692e-07,2.1322803522849654e-09
1952,2.2987671854934888e-07,0.0
1953,2.003931882654797e-07,5.386913803917537e-09
1954,1.866554413254562e-07,0.0
1955,1.8395790846170712e-07,0.0
1956,2.0930740163294104e-07,8.72114158667614e-10
1957,1.6521519796697248e-07,8.835037701437898e-10
1958,2.08460534167898e-07,0.0
1959,1.8679301660995407e-07,7.750747821333448e-10
1960,2.0693292412943265e-07,1.3841666701708277e-09
1961,2.1678256700852216e-07,1.3896318540318475e-09
1962,1.8264834977799183e-07,4.43936931660005e-09
1963,1.894553633974283e-07,6.466053248388448e-10
1964,2.737785678164073e-07,6.083968329129164e-10
1965,2.0465442673867074e-07,3.830430195250756e-09
1966,1.7503475646662991e-07,1.6617224263271169e-09
1967,2.1151139151243115e-07,0.0
1968,1.9088517433374363e-07,2.6948494546985557e-09
1969,1.930247037762456e-07,3.179230406713529e-09
1970,1.5175793066646293e-07,1.8394900047624674e-09
1971,1.8087159503465955e-07,1.541519245584766e-09
1972,1.672427885068828e-07,2.0520586896388693e-09
1973,1.6705007510608993e-07,1.102640756478479e-09
1974,1.248876912995911e-07,1.6876715580593782e-09
1975,1.2565256213292741e-07,1.1422960355389478e-09
1976,1.274116527838487e-07,1.142705374768127e-09
1977,1.0166832709046503e-07,0.0
1978,1.4019795457898e-07,5.940591352171509e-10
1979,1.5332170733017847e-07,5.851973128301324e-09
1980,1.2393628878726304e-07,5.685150683554241e-10
1981,1.60036407237385e-07,2.5302198114474095e-09
1982,1.3284055455642374e-07,6.207502289967692e-10
1983,1.3514775787371036e-07,0.0
1984,1.1829977353272625e-07,0.0
1985,1.317407196665954e-07,3.609334831011779e-09
1986,1.4806379056153673e-07,2.997242676272549e-09
1987,1.2038309193940222e-07,6.110816852533674e-10
1988,1.5531074382124643e-07,1.1993107618124554e-09
1989,1.2567799956286763e-07,0.0
1990,1.1333194294138593e-07,3.269190529398003e-09
1991,1.266076452566267e-07,3.5168792322792797e-09
1992,1.1515783171489602e-07,5.509944167592096e-10
1993,1.5122036245429626e-07,1.1078414852150331e-09
1994,1.40840541007492e-07,2.6374632478010085e-09
1995,1.0953350937370487e-07,5.422450821690461e-10
1996,1.1797183674389089e-07,2.135236876199542e-09
1997,1.2370827562335762e-07,4.79489448146353e-10
1998,1.3207717586283252e-07,9.536258449571733e-10
1999,1.371060278643199e-07,0.0
2000,1.047073467930204e-07,2.2090157481002848e-09
2001,1.1128278032401795e-07,0.0
2002,1.1128302901397547e-07,5.257465796049132e-09
2003,1.4250876745336427e-07,8.333845835650777e-10
2004,1.4712003348904545e-07,1.7619165015858584e-09
2005,1.5582973844630033e-07,9.007499190971657e-10
2006,1.5977413170276122e-07,1.6471559671771274e-09
2007,1.83346614335278e-07,4.393927444112933e-09
2008,2.337334450430717e-07,1.2772318758180745e-09
2009,2.565287502420688e-07,4.76819250749827e-10
2010,2.7539712732504995e-07,1.8895172093635892e-09
2011,4.0151707025870564e-07,0.0
2012,4.578719767778239e-07,0.0
2013,4.830764623875439e-07,0.0
2014,4.826777058042353e-07,2.1654451842767486e-10
2015,4.858733291257522e-07,2.2165753954528356e-10
2016,5.35648553068313e-07,2.0713400439298368e-10
2017,4.4476007587945787e-07,5.031222660711876e-10
2018,5.142281906955759e-07,5.162933414126769e-10
2019,4.928508587909164e-07,2.55098775436835e-10
