year,deux_DET os_NOUN,deux_DET bosses_NOUN
1858,1.2136316263067215e-07,3.8170671956549995e-08
1859,1.7567998256140527e-07,1.0744485479108334e-07
1860,1.8491823094990423e-07,6.591144519063619e-08
1861,2.1268996386325512e-07,9.950683477200073e-08
1862,1.9020721886420233e-07,4.292087041335435e-08
1863,1.2936068216617969e-07,5.0445670751742e-08
1864,2.095296149917658e-07,8.151037178549814e-08
1865,2.8146930297623385e-07,8.236977322439998e-08
1866,2.1846601416797284e-07,6.568577504140194e-08
1867,2.625370996156562e-07,5.095451882652924e-08
1868,2.5637945988421507e-07,8.200191103924226e-08
1869,3.144986386871551e-07,1.0597236643761221e-07
1870,1.594065492938057e-07,6.47947513421343e-08
1871,3.239459012149837e-07,6.372706451429622e-08
1872,2.098426801211417e-07,4.9588180672799353e-08
1873,2.418345781407538e-07,7.003625057677709e-08
1874,4.008962726231857e-07,6.512323835750067e-08
1875,2.099800395782836e-07,6.636971505713518e-08
1876,2.0616910934023736e-07,4.292670396921494e-08
1877,2.9934510070717124e-07,8.906135207098487e-08
1878,2.1197201149902867e-07,6.6429976186555e-08
1879,2.1932477523023408e-07,3.360128886242819e-08
1880,1.4632689571136837e-07,5.455169471701993e-08
1881,1.959274693597024e-07,6.2752566809543e-08
1882,2.0565140346207045e-07,5.657077473131267e-08
1883,2.3950295080510386e-07,1.0047748588704053e-07
1884,1.9475005608171614e-07,7.327883366770038e-08
1885,2.797405818100174e-07,5.5432465728699754e-08
1886,1.9553995223020593e-07,6.711602296149977e-08
1887,1.9652063532049624e-07,6.463635238151966e-08
1888,1.8958438641192288e-07,6.02358412038484e-08
1889,1.9421923669327157e-07,6.01453109538852e-08
1890,1.900772099716619e-07,9.307228721056049e-08
1891,1.2493471746033435e-07,6.62918905325327e-08
1892,1.2223599421545828e-07,6.143142172732041e-08
1893,2.1246536707764108e-07,5.9120800699474785e-08
1894,1.2224986001285743e-07,7.372801236193993e-08
1895,1.3180765523479465e-07,6.018614495673091e-08
1896,1.6865502239227226e-07,3.2433658314623415e-08
1897,1.2993570663866194e-07,3.96216535136773e-08
1898,1.5164391609090444e-07,5.5451877978285324e-08
1899,1.3653118280387844e-07,5.693405924489525e-08
1900,9.136253753538881e-08,7.890401088062049e-08
1901,1.4418946081562467e-07,8.438995990900366e-08
1902,1.2030195306600433e-07,5.794135021774949e-08
1903,1.4148577598405154e-07,1.744271145298626e-07
1904,1.343656315100361e-07,7.685714109584296e-08
1905,9.547404244969471e-08,6.450948575320581e-08
1906,9.87683423936403e-08,6.944649300066885e-08
1907,1.0645685888377443e-07,5.554270998686661e-08
1908,1.1197967175746726e-07,2.357466755142923e-08
1909,1.270727185698206e-07,3.960708028216686e-08
1910,1.1757131446188396e-07,5.237267686197811e-08
1911,1.250287886556123e-07,5.426781590767149e-08
1912,1.1200255722876307e-07,4.532196484774431e-08
1913,9.068112505339343e-08,5.356019472380069e-08
1914,1.292471543123952e-07,4.553785615257766e-08
1915,1.696429694497681e-07,4.5944972271172446e-08
1916,1.1866458748954756e-07,2.7468654906215306e-08
1917,1.085676025747162e-07,6.360526327853222e-08
1918,1.1830967316939223e-07,5.054005569604669e-08
1919,7.734592344377234e-08,3.867296172188617e-08
1920,1.3478572213898588e-07,5.3005621225565847e-08
1921,1.6584317485968114e-07,6.815472591847893e-08
1922,1.2026034568179966e-07,6.271245212019494e-08
1923,6.157249909932716e-08,5.307974149104666e-08
1924,9.926550581518256e-08,5.930147373156558e-08
1925,1.3527758824238845e-07,7.588742789721437e-08
1926,1.092321584295064e-07,3.4553028882555736e-08
1927,1.0480271428470189e-07,6.020581366783517e-08
1928,6.969885102403595e-08,6.85562485669422e-08
1929,8.578113241952678e-08,8.132496986945625e-08
1930,7.037414473387571e-08,6.827342247106571e-08
1931,6.615106862284392e-08,4.5621426636444085e-08
1932,6.575722233392867e-08,6.13734059129456e-08
1933,9.405943357521096e-08,4.244144946596862e-08
1934,9.3456325345187e-08,7.069132301751324e-08
1935,7.659702205842223e-08,3.7101681726881e-08
1936,6.668592966718734e-08,5.456121598967911e-08
1937,5.9178256517355976e-08,5.288269544490021e-08
1938,7.779128630147625e-08,4.797129216083107e-08
1939,6.57644196877527e-08,3.8235125288110794e-08
1940,1.1157444479437117e-07,7.100192078723921e-08
1941,9.444808313219255e-08,1.0035108743977617e-07
1942,5.765002231150618e-08,1.6688164805600536e-07
1943,9.870999662098257e-08,1.6548440839869727e-07
1944,6.747690761699232e-08,7.711646787811333e-08
1945,4.7927088520083316e-08,7.62476446425353e-08
1946,8.0742407426726e-08,9.744773166175946e-08
1947,7.152522485398549e-08,7.986983296959238e-08
1948,2.1526338045418925e-07,9.458542393758762e-08
1949,3.435953033203987e-08,6.086545112360398e-08
1950,1.0209947332029401e-07,1.0209947021166954e-07
1951,1.2367225998843878e-07,5.757157151009551e-08
1952,1.9507887749625752e-07,9.595771466308634e-08
1953,6.787511552808212e-08,8.080370250684865e-08
1954,6.743050162683062e-08,6.156697662795807e-08
1955,7.790054645795408e-08,9.010183532609517e-08
1956,3.226822409274632e-08,1.3953825828139088e-07
1957,9.36513990801302e-08,5.9194753987412696e-08
1958,8.437688325813042e-08,1.0009414364020586e-07
1959,9.300897174657763e-08,9.455912675093714e-08
1960,7.95895860328244e-08,1.0934916616633927e-07
1961,6.183861644970534e-08,7.156603948343943e-08
1962,6.722473955278474e-08,5.834600003140622e-08
1963,4.978860856930112e-08,5.302163641474067e-08
1964,7.787479772147776e-08,5.8406095737595365e-08
1965,6.402290830820334e-08,6.128688534445814e-08
1966,7.810095281612917e-08,7.810095714599896e-08
1967,7.444806549017358e-08,5.4233690871541285e-08
1968,7.141351221484626e-08,6.063411461809665e-08
1969,1.094563610859467e-07,4.0875819506958067e-08
1970,6.85210013173787e-08,4.8746485958872654e-08
1971,5.652237256015269e-08,4.4704059565248144e-08
1972,5.848367257144105e-08,5.1814483703616077e-08
1973,7.167165150256949e-08,6.505580230076191e-08
1974,6.469407431985985e-08,4.556712918102335e-08
1975,5.483020970586949e-08,3.71246211550158e-08
1976,4.342280446323343e-08,5.085039034291583e-08
1977,5.2891036994573426e-08,6.699531240883516e-08
1978,5.168314443082522e-08,3.683166482915112e-08
1979,5.383815571136097e-08,6.378650851956991e-08
1980,6.708477551242709e-08,7.16328969474489e-08
1981,5.819505433102279e-08,5.439972661225312e-08
1982,2.9175260651825852e-08,5.959202198368985e-08
1983,4.0418024038757494e-08,4.2312617409834274e-08
1984,6.030968879855436e-08,4.349256244040589e-08
1985,3.4890235589557506e-08,5.113224332831123e-08
1986,6.05443031265196e-08,4.3160294060928805e-08
1987,3.483165472717431e-08,3.483165755824302e-08
1988,5.336932984434384e-08,4.9171742178000244e-08
1989,3.677041737759623e-08,3.677041959804228e-08
1990,5.067245267831311e-08,4.304434142454738e-08
1991,6.330382112951227e-08,3.106576684785978e-08
1992,3.636563050690711e-08,4.738552000782548e-08
1993,3.655877023334142e-08,3.822053012969562e-08
1994,3.270454479453733e-08,3.164955936219016e-08
1995,4.717532264830737e-08,4.880205750623645e-08
1996,4.9110447042366445e-08,3.736664622167041e-08
1997,5.034639150025555e-08,3.883864496678768e-08
1998,4.052909763352375e-08,3.623778221939489e-08
1999,5.758453447413103e-08,5.57564525660581e-08
2000,4.5947527560485923e-08,2.8275402019772855e-08
2001,4.9945815927543435e-08,4.162151368003464e-08
2002,8.587194111342455e-08,3.5926017716292336e-08
2003,5.2086536417306206e-08,4.1252535443181415e-08
2004,4.8012223197169135e-08,3.523832958762796e-08
2005,5.989987017507303e-08,4.413674703496184e-08
2006,7.371022991975451e-08,3.9531743545317966e-08
2007,5.23276817432361e-08,4.034424139209847e-08
2008,5.066353092608722e-08,4.300014144753561e-08
2009,5.531103419720296e-08,4.72051069344559e-08
2010,5.4323620823915064e-08,5.290648141809129e-08
2011,9.062813410842807e-08,3.9004514174045823e-08
2012,8.748929181123799e-08,5.310634199062747e-08
2013,6.303422539488679e-08,6.35920480718255e-08
2014,6.734534840902029e-08,5.456921936541903e-08
2015,7.780179300809209e-08,4.987294544012144e-08
2016,7.726098405491655e-08,5.5097645335067114e-08
2017,6.943087282884619e-08,4.779661577636318e-08
2018,7.641141208658553e-08,6.143890884935388e-08
2019,7.193785211967452e-08,4.999936131788729e-08
