year,ses_DET watts_NOUN,ses_DET boîtes_NOUN
1993,5.539207426075166e-10,6.25930471898073e-08
1994,0.0,7.595894380152401e-08
1995,1.0844901643380922e-09,6.073144920293316e-08
1996,0.0,6.138805908051381e-08
1997,4.79489448146353e-10,6.952596920406506e-08
1998,0.0,6.246249606434162e-08
1999,0.0,6.352579520751966e-08
2000,4.4180314962005696e-10,8.836063325468047e-08
2001,0.0,6.133696428545221e-08
2002,0.0,6.571832233959185e-08
2003,0.0,6.583738443310949e-08
2004,4.404791253964646e-10,7.44409744957153e-08
2005,4.5037495954858286e-10,8.962461484074424e-08
2006,8.235779835885637e-10,8.235780057930242e-08
2007,0.0,9.147358284722351e-08
2008,1.7029758714315335e-09,9.323792615756332e-08
2009,1.907277002999308e-09,1.2397300608313344e-07
2010,2.3618964561933353e-09,1.0864724198089704e-07
2011,2.2943831279320648e-09,1.6290120530282337e-07
2012,1.7021263287730903e-09,1.695317859429224e-07
2013,8.367375126105969e-10,1.631638169019567e-07
2014,1.5158115873603606e-09,1.764837844753231e-07
2015,2.21657536769726e-09,1.6003673763975712e-07
2016,8.285360175719347e-10,1.5742185044409496e-07
2017,7.54683426862357e-10,1.5647102680205194e-07
2018,7.744400121190154e-10,1.6108351896804152e-07
2019,1.53059265262101e-09,1.5050828328089239e-07
