year,leurs_DET oeufs_NOUN,leurs_DET boeufs_NOUN
1854,3.1693552504652445e-08,4.1565315633818045e-09
1855,3.02495415382964e-08,6.8990182455763716e-09
1856,2.1744195222161977e-08,3.1063134287023786e-09
1857,3.1241656484048974e-08,7.810414537345878e-09
1858,2.4468380044329052e-08,2.4468380654951716e-09
1859,3.208069188076479e-08,2.036869339860914e-09
1860,1.4463901010230984e-07,2.746310290291376e-09
1861,3.159695793897299e-08,2.8295783494058924e-09
1862,1.8975542942500923e-08,9.035972525772706e-10
1863,1.1487628293060936e-08,7.491931519609807e-09
1864,2.685047595374357e-08,4.794727948009836e-10
1865,1.3649848362717876e-08,3.765475486972036e-09
1866,2.5301186923343266e-08,3.8924903300596725e-09
1867,1.9896527092555516e-08,3.88224918879132e-09
1868,2.2723421366777075e-08,3.457911734727759e-09
1869,1.465055732285947e-08,2.441759683335931e-09
1870,2.9243647947652107e-08,5.734048791339319e-09
1871,2.6552942955504477e-08,1.0621177271019633e-09
1872,2.4794092001734214e-08,1.8142017887967654e-09
1873,2.7535620006347017e-08,4.190203295451056e-09
1874,4.421210775262807e-08,5.974609140757536e-10
1875,2.1741803024610817e-08,6.865832347102696e-09
1876,1.753344314181504e-08,3.02300739996042e-09
1877,3.030559980743419e-08,4.9478527941460015e-09
1878,8.273551443949145e-08,6.039088784604019e-09
1879,1.649517855639715e-08,4.27652757650776e-09
1880,2.4387814878679137e-08,1.9253538763308597e-09
1881,1.6734017838082593e-08,4.183504653809678e-09
1882,3.926677294430192e-08,3.3276925659464496e-09
1883,1.8326083761621703e-08,3.791603475633565e-09
1884,2.1125430293977843e-08,3.9610181801208455e-09
1885,1.418039830003437e-08,3.2228177904158883e-09
1886,2.774989382725579e-08,3.872078213618124e-09
1887,4.8314041434238675e-08,2.6115698492645834e-09
1888,2.2192152115962926e-08,2.53624587998047e-09
1889,1.7542383545787743e-08,3.132568426877924e-09
1890,1.2453334363726754e-08,5.898947996740844e-09
1891,1.72103943318902e-08,1.2748440081367107e-09
1892,4.2625885043889866e-08,3.1342561879199593e-09
1893,2.5249507429325746e-08,4.310891643655168e-09
1894,2.142523314319078e-08,3.150769645188234e-09
1895,1.3240951446391591e-08,3.611168697403855e-09
1896,1.7101383420481397e-08,3.538217385745668e-09
1897,2.505486840220783e-08,4.661370844871726e-09
1898,1.0750873968845553e-08,7.3558613644664206e-09
1899,3.2612712530522003e-08,7.185851913504848e-09
1900,2.4397948994447916e-08,7.26747462209687e-09
1901,1.7325090695408107e-08,6.147612641171918e-09
1902,2.4551420119145462e-08,2.9461704187383475e-09
1903,1.3500550899436803e-08,1.6200660812870638e-09
1904,2.9022976022474722e-08,5.374625189347171e-10
1905,2.631987072732045e-08,8.257214467732865e-09
1906,1.388929860013377e-08,1.5432553013283723e-09
1907,2.6228502036929058e-08,6.1714118260169926e-09
1908,2.2592390180875555e-08,6.875944702500192e-09
1909,2.7504917177179067e-08,5.5009836685826485e-09
1910,2.9927242906069296e-08,4.2753204310130855e-09
1911,2.6601869929088195e-08,2.6601871816467337e-09
1912,2.344239469209697e-08,5.2094213387476884e-09
1913,3.2878535449754054e-08,4.772690687104841e-09
1914,3.080502253283157e-08,6.696743604095445e-09
1915,3.2986132825207903e-08,5.890381071793627e-09
1916,2.0876177231343718e-08,4.394984820521586e-09
1917,2.3029491202919417e-08,7.676496771580332e-09
1918,2.412139110674616e-08,5.743188147278033e-09
1919,2.3940405213807026e-08,2.762354567309444e-09
1920,3.028892603396116e-08,2.2716695191604686e-09
1921,3.862101355389669e-08,6.058197943303867e-09
1922,3.0987327981346624e-08,4.426761179843197e-09
1923,2.229349105320466e-08,5.307974060286824e-09
1924,3.480738541838946e-08,1.1602462102189293e-08
1925,2.1996356291964503e-08,6.598906754362588e-09
1926,4.2355324580967135e-08,1.114613823460786e-08
1927,1.0034302122541305e-07,5.574612327308159e-09
1928,3.5420729460611255e-08,4.570416489713125e-09
1929,1.8493074360748096e-07,1.1140405931087116e-08
1930,7.457558237611295e-08,8.402882833991043e-09
1931,7.413481739604322e-08,1.0264820993199919e-08
1932,4.7126007984843454e-08,4.383814644626227e-09
1933,6.76769036367375e-08,3.4411986593596566e-09
1934,6.350237491403732e-08,5.990790086229936e-09
1935,5.146362180852293e-08,4.787313656606784e-09
1936,5.698615979099486e-08,1.091224355320719e-08
1937,4.1550688223424004e-08,1.2591118259130951e-08
1938,4.148868626430158e-08,1.5558256905023882e-08
1939,5.352917753498332e-08,1.2235240376412548e-08
1940,4.3108308034334186e-08,5.0715658339584024e-09
1941,7.673907065353092e-08,1.7709015143196893e-08
1942,6.978687139280737e-08,2.4273694165799498e-08
1943,5.516146828199453e-08,1.4516175816936538e-08
1944,1.6065930807940276e-08,1.6065930807940276e-08
1945,6.535512397931598e-08,2.178504043826024e-09
1946,3.480275978517966e-08,8.352662561605939e-09
1947,3.933887415819015e-08,1.1920870957027319e-09
1948,1.3698578360532565e-07,7.610321262063735e-09
1949,6.97007607186606e-08,8.835307596655184e-09
1950,3.5096692885261405e-08,4.2541445921528975e-09
1951,7.249753508631329e-08,6.396841278899501e-09
1952,8.752187419247548e-08,7.381362632230548e-09
1953,6.141081698718409e-08,8.619061908632375e-09
1954,5.863521579385633e-08,8.795282724349818e-09
1955,5.5375087182341076e-08,5.631364707880948e-09
1956,5.058262297907845e-08,5.232684952005684e-09
1957,5.919475187798895e-08,3.534015080575159e-09
1958,5.542403158642628e-08,1.6544486669545222e-08
1959,4.030388878195623e-08,6.200598257066758e-09
1960,4.983000123637282e-08,4.8445834566201995e-09
1961,2.91822690456911e-08,7.64297514166401e-09
1962,5.517501905361044e-08,1.0781326054143392e-08
1963,4.396916120086303e-08,6.466053470433053e-09
1964,3.285343014303166e-08,7.300761772910391e-09
1965,2.9001830270658502e-08,4.377634699181954e-09
1966,2.8249282024717104e-08,6.6468897053084675e-09
1967,5.127549090877537e-08,4.930335695263466e-09
1968,3.8177032979369585e-08,6.287982134978165e-09
1969,3.1338128952951294e-08,1.2716921737876419e-08
1970,4.138852394142134e-08,8.277704743875347e-09
1971,5.138397440873632e-08,1.284599360218408e-08
1972,4.3093233870195036e-08,1.1799337507056862e-08
1973,3.914374602231874e-08,1.268036875501366e-08
1974,6.131872798409432e-08,1.5751600912494723e-08
1975,4.512069251561002e-08,1.4849848462006321e-08
1976,4.8564979537868425e-08,1.4855169538918744e-08
1977,4.348818549715361e-08,1.410427652448476e-08
1978,4.81187889533885e-08,1.544553740462362e-08
1979,4.506019379846293e-08,1.9896710057309974e-08
1980,5.173487072074323e-08,1.3075846183596695e-08
1981,4.42788482546419e-08,1.3283654176632353e-08
1982,4.65562675078246e-08,1.4277254933858785e-08
1983,5.3048656467602484e-08,1.38936957494451e-08
1984,8.118612121466029e-08,1.4497521405587577e-08
1985,6.256180606900585e-08,9.62489254963117e-09
1986,7.433162185765951e-08,1.9182353483415682e-08
1987,8.738467799362937e-08,1.2832715334809564e-08
1988,8.155313219182503e-08,1.5591039514983862e-08
1989,7.079677866173029e-08,1.5366742545097622e-08
1990,6.919786660342098e-08,1.471135746555774e-08
1991,6.154538567670897e-08,2.1101273894874595e-08
1992,5.4548448535918226e-08,1.652983172562017e-08
1993,5.982344158939057e-08,1.606370148010683e-08
1994,6.277162606371789e-08,8.967375286772494e-09
1995,8.242124938107054e-08,2.1689803730851054e-08
1996,5.9252822870448085e-08,1.8149513669740713e-08
1997,5.5141285315585264e-08,2.109753616252874e-08
1998,6.532337304410163e-08,1.4781200263769279e-08
1999,3.976074838818455e-08,1.0968483010742602e-08
2000,5.434178618202168e-08,7.510653432518666e-09
2001,3.504969270373692e-08,6.571817756650944e-09
2002,2.7163573390609486e-08,6.571832411594869e-09
2003,2.2501383534212493e-08,4.166922806803086e-09
2004,2.4666830356068203e-08,3.0833537945085254e-09
2005,2.612174831995162e-08,7.205999463799628e-09
2006,2.3471972809829822e-08,5.765045940631097e-09
2007,2.3167980256477705e-08,6.391167151065247e-09
2008,2.128719794880496e-08,8.51487946817997e-09
2009,1.8119132416671846e-08,8.105927484791664e-09
2010,1.5116137674908714e-08,2.3618964561933353e-09
2011,8.030340836739924e-09,4.5887662558641296e-09
2012,7.489355802192676e-09,5.446804340891731e-09
2013,1.4224538102958206e-08,3.3469500504423877e-09
2014,1.3209215943277286e-08,3.681256771637109e-09
2015,7.314698804994357e-09,9.97458915463767e-09
2016,8.699627823682832e-09,7.042556315894899e-09
2017,1.0565567670761666e-08,3.5218558736005434e-08
2018,1.3939920606720335e-08,3.614053500911041e-09
2019,1.4030432538003623e-08,6.377469219387422e-09
