year,des_DET oeufs_NOUN,des_DET boeufs_NOUN
1864,5.609831521535824e-08,2.4932585662718054e-08
1865,5.6011446758486017e-08,3.294790890118193e-08
1866,5.4494866008614196e-08,2.4814625576574656e-08
1867,5.192508290008391e-08,2.7661025470138156e-08
1868,6.71822905085051e-08,3.3097156237893444e-08
1869,5.762552635069085e-08,2.5394299441039436e-08
1870,7.11022067889644e-08,2.695003020747322e-08
1871,8.2845185600533e-08,2.86771781876638e-08
1872,7.256807366129436e-08,2.7213026165817666e-08
1873,6.764184790064576e-08,3.232442274958558e-08
1874,8.961914049754327e-08,2.0911132381229436e-08
1875,1.069925540941874e-07,3.776207790906483e-08
1876,5.441413342133217e-08,4.5345112553718536e-08
1877,9.091679553652199e-08,2.659470932364627e-08
1878,9.783323362544394e-08,3.3214986205898356e-08
1879,6.292605003732632e-08,3.3601290416740426e-08
1880,7.637237398050445e-08,3.3372801855335865e-08
1881,7.809208546483148e-08,4.183504487276224e-08
1882,1.0515508397368478e-07,3.261138870058744e-08
1883,1.0553296309057103e-07,2.464542259161817e-08
1884,7.2618664859192e-08,5.5454252745335e-08
1885,6.123353768483497e-08,3.931837794235449e-08
1886,5.4209097932744754e-08,3.4848705532386504e-08
1887,9.336362533085563e-08,4.113222434876107e-08
1888,7.608737284670042e-08,2.726464365387926e-08
1889,1.2342319644087496e-07,3.445825202952335e-08
1890,6.161123400350021e-08,3.211649463041866e-08
1891,1.0581205045490094e-07,3.3145943545420664e-08
1892,1.1346007089407806e-07,5.704346128787563e-08
1893,1.98301009834978e-07,3.94138661707899e-08
1894,5.797416324782034e-08,2.7726772433567248e-08
1895,7.162151538508965e-08,5.416752912879019e-08
1896,5.661147717272996e-08,4.127920383290018e-08
1897,7.225125120413622e-08,5.010973547214803e-08
1898,9.958704505486082e-08,4.017431909364433e-08
1899,7.904436927219649e-08,3.8693048765026106e-08
1900,7.111742805765431e-08,4.9315003525229884e-08
1901,7.265360607577875e-08,3.073806464914952e-08
1902,8.93671647794747e-08,3.4863014586328234e-08
1903,1.0206416622970949e-07,4.860198066225507e-08
1904,1.0265534200470938e-07,3.869730225147805e-08
1905,1.2282606465241486e-07,6.760594672972076e-08
1906,9.310974258269766e-08,4.115347596034269e-08
1907,1.2239967145388775e-07,4.6799875974556926e-08
1908,1.051037288313239e-07,5.4025281359670885e-08
1909,1.4907665457641883e-07,5.886052478754067e-08
1910,1.239842983835615e-07,4.863177005542951e-08
1911,1.4684232008121967e-07,4.469114378569117e-08
1912,1.406543785331671e-07,5.41779801022102e-08
1913,1.3416564526025354e-07,5.5681392219231185e-08
1914,1.6072185371474035e-07,6.227971804939614e-08
1915,1.5314990431392062e-07,6.24380362967969e-08
1916,1.1866459281861808e-07,3.955486249651585e-08
1917,1.2721051811936945e-07,6.031533605899142e-08
1918,1.1601240057501627e-07,6.202643110242434e-08
1919,1.0312789866517846e-07,3.867296449744373e-08
1920,1.5901686989394648e-07,4.240449946735225e-08
1921,1.325230757909246e-07,6.361107873775751e-08
1922,1.3722959768536214e-07,6.492583182193812e-08
1923,2.0170301073818564e-07,4.140219811432644e-08
1924,1.5469948821955626e-07,5.801231128810258e-08
1925,2.2546265077139083e-07,5.8290342996869526e-08
1926,1.9728665245910548e-07,7.579374117216986e-08
1927,2.2855911030461584e-07,7.024011505762928e-08
1928,2.1937998884169474e-07,6.627103599221584e-08
1929,3.4758069178408846e-07,6.572839539309427e-08
1930,2.436835986330266e-07,6.617270453812552e-08
1931,2.1328017130173293e-07,4.219981875053236e-08
1932,2.597410153626356e-07,5.5893636607962094e-08
1933,2.420309617168215e-07,6.423571119462679e-08
1934,3.534566275220641e-07,6.829500520666443e-08
1935,2.800578497996753e-07,3.8298508364675854e-08
1936,2.7038113259436614e-07,7.39607570743317e-08
1937,2.543405779320551e-07,7.051026407189909e-08
1938,2.2040864200434385e-07,9.205302364811985e-08
1939,2.8446933519887807e-07,6.117619921752748e-08
1940,3.397949084327223e-07,7.100192078723921e-08
1941,3.3056830028854733e-07,7.673907065353092e-08
1942,3.5500276407418596e-07,9.709477666319799e-08
1943,2.6709764822108184e-07,6.967764676346633e-08
1944,1.7351205983118234e-07,8.675602458652065e-08
1945,2.8974104004930723e-07,6.31766177150439e-08
1946,2.3805088389394768e-07,6.125285612057496e-08
1947,1.6570010585859052e-07,6.318061451793255e-08
1948,3.544235420704922e-07,4.783630513927051e-08
1949,1.9830356334793464e-07,6.970076149581672e-08
1950,2.137707655336385e-07,6.912985117679682e-08
1951,2.686673101770509e-07,6.823296816449442e-08
1952,2.478028950925193e-07,6.854122491795067e-08
1953,2.370241971583198e-07,8.295846809502905e-08
1954,2.169503021676178e-07,6.645324734932956e-08
1955,2.768754194804046e-07,6.382213335598408e-08
1956,2.4593618852541965e-07,7.936238688444064e-08
1957,3.0480878887573226e-07,7.951533903538532e-08
1958,2.4485840555144023e-07,6.86596234311665e-08
1959,2.1004526296053427e-07,6.200598134942226e-08
1960,2.6437583566796263e-07,7.128458379135338e-08
1961,2.3137370730452744e-07,7.573493582269109e-08
1962,2.2894462370359747e-07,6.976152211457531e-08
1963,2.4312360658029775e-07,7.241979627092832e-08
1964,2.5978543449767244e-07,7.483280828335381e-08
1965,1.991823834757156e-07,6.894774484678123e-08
1966,3.245897830517208e-07,5.649856149592125e-08
1967,2.1989296644653322e-07,6.754559589428055e-08
1968,2.371467519024506e-07,5.6142697490990656e-08
1969,2.17096025600938e-07,7.811823615755387e-08
1970,2.8190184342413716e-07,8.369679349584658e-08
1971,2.435600441330621e-07,9.403267164920237e-08
1972,2.575333692966808e-07,7.130904006169558e-08
1973,2.5195340136452415e-07,9.317314297874191e-08
1974,3.3697175583213834e-07,9.057170219373134e-08
1975,4.146534551274783e-07,1.1537190225396898e-07
1976,3.051023210742798e-07,1.4340952403379958e-07
1977,3.32038164352344e-07,1.4691954508538885e-07
1978,2.875246191136327e-07,9.801975531242846e-08
1979,2.879171013825399e-07,1.5624768279209889e-07
1980,2.8994268230775333e-07,1.432657917299629e-07
1981,2.966682748906102e-07,1.4105975187916897e-07
1982,2.8802810647654553e-07,1.4898005551433613e-07
1983,3.0187210953158683e-07,1.1999100268944574e-07
1984,3.6185814122902116e-07,1.154002658987352e-07
1985,3.495039306855574e-07,1.2813138217104836e-07
1986,3.3808899102538703e-07,2.15202022757488e-07
1987,3.92314434272123e-07,1.6621422549434328e-07
1988,4.791246492885648e-07,1.475152227037313e-07
1989,3.5453269475738125e-07,1.5256979224442802e-07
1990,3.105731178898452e-07,1.4112006024857848e-07
1991,3.258974621278554e-07,1.3481369687262656e-07
1992,3.239847123914785e-07,1.7191025941665217e-07
1993,3.5063184355976773e-07,1.7448503719652564e-07
1994,3.544750608597269e-07,1.4717045332401923e-07
1995,3.486635747895761e-07,2.0063068689735175e-07
1996,3.11210770931325e-07,1.612103779358165e-07
1997,3.0927069716302213e-07,1.6782130618508972e-07
1998,2.746442513412717e-07,1.401829956559908e-07
1999,2.929499086923304e-07,1.1288396750686047e-07
2000,2.182507536918621e-07,9.763849861954554e-08
2001,1.9584016727747233e-07,7.929993176003514e-08
2002,1.7262013241037266e-07,7.754762110234736e-08
2003,1.6542684377895966e-07,7.125438461486056e-08
2004,1.960132123279834e-07,4.9774142862890614e-08
2005,1.481733629127291e-07,5.6296869388461346e-08
2006,1.5359729266251065e-07,5.847403716785493e-08
2007,1.0944873732321447e-07,4.553706603460661e-08
2008,1.3325786696327668e-07,5.7049691359889465e-08
2009,1.0823797014225534e-07,6.103286320779944e-08
2010,8.408351298561101e-08,3.590082542359596e-08
2011,1.0057046381795054e-07,2.7914995565092582e-08
2012,1.0451056176030704e-07,3.540422915948582e-08
2013,1.1491195317514524e-07,3.82110142416181e-08
2014,1.2862743994923598e-07,4.5907439585879395e-08
2015,8.821969810224317e-08,4.854300109102816e-08
2016,7.27040379011612e-08,3.790552272064929e-08
2017,7.320428646595545e-08,1.3508832924502556e-07
2018,1.1797302801319631e-07,3.020316019508584e-08
2019,1.0459049748501315e-07,4.4897383311148786e-08
