year,les_DET oeufs_NOUN,les_DET boeufs_NOUN
1846,1.7504959481939864e-07,5.795956425913573e-08
1847,3.1658221377739437e-07,4.7999690444555654e-08
1848,2.051531546864993e-07,7.240699417820906e-08
1849,2.0864742733550656e-07,6.368355420782734e-08
1850,1.7379830286046172e-07,9.029364989032729e-08
1851,2.3024495665602274e-07,9.093708630558694e-08
1852,1.9401425377374437e-07,4.882909121484147e-08
1853,1.9229620096261613e-07,1.0510599812718624e-07
1854,1.1430461621664278e-07,4.72805475881799e-08
1855,1.719447624282111e-07,6.315255163258371e-08
1856,1.1234500962853389e-07,8.490590075460602e-08
1857,1.571845890113721e-07,3.075350740733285e-08
1858,8.514996041597556e-08,4.991549440447329e-08
1859,1.4461772246399107e-07,5.1430952163755705e-08
1860,5.60705014196472e-07,5.126445912218003e-08
1861,1.763770467455572e-07,4.621644489333221e-08
1862,1.0888347223847461e-07,3.478849452953625e-08
1863,9.439833159596844e-08,3.895804356890409e-08
1864,1.486365611702567e-07,4.986517199156992e-08
1865,1.2237795188330125e-07,4.094954514366478e-08
1866,1.3429091927363856e-07,4.6709883738671465e-08
1867,1.0918825665839904e-07,4.658699026549584e-08
1868,1.0966520536115354e-07,6.22424131124788e-08
1869,8.790334371511221e-08,4.9811895275198026e-08
1870,1.5481931425753714e-07,4.1285152629910726e-08
1871,9.452847815616394e-08,3.929835634686185e-08
1872,1.1006157296655772e-07,3.446983443122775e-08
1873,1.5862911295627669e-07,4.78880352039468e-08
1874,1.332337859483168e-07,3.8834959414923986e-08
1875,2.0940789680068406e-07,6.751401898652531e-08
1876,1.0278224960025284e-07,5.622793786130842e-08
1877,1.6822699777652161e-07,5.5044863112030384e-08
1878,2.143876439708592e-07,7.428078974136554e-08
1879,1.2035370577923032e-07,4.8263670393566827e-08
1880,1.5852080514910938e-07,4.556671040489846e-08
1881,1.2480788336155513e-07,5.71745623068054e-08
1882,2.642187848511668e-07,4.725323599075182e-08
1883,2.799467148095758e-07,5.181858064862155e-08
1884,1.1618986661687813e-07,6.403646057862034e-08
1885,1.2440076779807185e-07,5.02759600062852e-08
1886,1.35522741750993e-07,6.582533107479804e-08
1887,1.93909063028741e-07,1.2078510280844057e-07
1888,1.4076164656096068e-07,6.086990178566509e-08
1889,2.506054730400109e-07,8.520586280980069e-08
1890,1.3502035778323318e-07,5.636772382189292e-08
1891,2.9958834346643926e-07,6.947899944265146e-08
1892,3.3787280573349676e-07,8.149066044182973e-08
1893,1.1269902422950118e-06,7.143763053329977e-08
1894,2.1047141474106468e-07,6.175508504568938e-08
1895,1.1014064926762046e-07,8.787176919433648e-08
1896,1.4152869398653678e-07,6.663642715398765e-08
1897,2.0684832635620154e-07,7.341658969650666e-08
1898,1.8163319970287972e-07,8.261198425341121e-08
1899,1.260287909587987e-07,6.41199111584001e-08
1900,1.6092264853995175e-07,7.890400999244207e-08
1901,1.6095568655671855e-07,6.37116220891798e-08
1902,2.1605248967659918e-07,7.561837112035619e-08
1903,2.65150816858295e-07,8.154332675758269e-08
1904,2.1874724076553775e-07,8.653146821302471e-08
1905,2.4720036384540123e-07,1.3779226726295946e-07
1906,2.3097389312276562e-07,6.841765087806095e-08
1907,3.0497060254930375e-07,7.405694413264996e-08
1908,2.603036168835615e-07,8.103791726554732e-08
1909,4.692339121703526e-07,1.0341849332462516e-07
1910,2.6987960999314e-07,7.321486605871286e-08
1911,3.89983427995233e-07,7.076097796598901e-08
1912,4.282144366873908e-07,8.02250871845267e-08
1913,2.837099453145697e-07,9.810531342857587e-08
1914,4.151981181643727e-07,8.571831955350717e-08
1915,3.2750518208501944e-07,8.01091806224008e-08
1916,2.3293419881831312e-07,8.13072174032925e-08
1917,3.0705989151336155e-07,9.321460869848863e-08
1918,2.83713492699178e-07,9.418828916807342e-08
1919,2.9649270938403305e-07,1.0312790066357991e-07
1920,3.7936880126210326e-07,8.859510991499064e-08
1921,2.726189037294269e-07,9.768843978186226e-08
1922,2.847883099899029e-07,1.0107771686307387e-07
1923,4.554241823662153e-07,1.4756167665552766e-07
1924,3.699896127251634e-07,1.1086796725123804e-07
1925,5.290123736845231e-07,1.209799569412695e-07
1926,4.6813781517940356e-07,1.593897773766173e-07
1927,4.2701530234001694e-07,1.4939961745508157e-07
1928,5.633038279162506e-07,1.2682906058714138e-07
1929,8.789780379103718e-07,9.469345263468654e-08
1930,5.840003525214854e-07,1.2394252613123768e-07
1931,7.481913923967909e-07,1.0150767160155283e-07
1932,6.257895375227918e-07,1.052115534694309e-07
1933,7.387106162326518e-07,1.1929488707984603e-07
1934,8.950240175664703e-07,1.1622132589650391e-07
1935,8.114496772293478e-07,1.244701550717764e-07
1936,7.638570274082213e-07,1.3458432635005124e-07
1937,6.408879105190834e-07,1.6242542222322243e-07
1938,5.28980734770812e-07,2.0355386887160876e-07
1939,1.049171872935517e-06,1.39175861946228e-07
1940,8.063789493917284e-07,1.31860708574294e-07
1941,1.0005593633621856e-06,1.3872061899178334e-07
1942,6.614581877784076e-07,1.9722376620734394e-07
1943,3.629043916486552e-07,2.0032323089225201e-07
1944,3.566636674889878e-07,1.3816700494828638e-07
1945,7.014783127701207e-07,1.1110370401468117e-07
1946,6.180970544278352e-07,1.1832938451306063e-07
1947,3.8504414412443566e-07,1.1444035941110542e-07
1948,1.057834707829386e-06,1.5655519036705812e-07
1949,5.566243777010982e-07,1.2467600540855273e-07
1950,4.626382323902334e-07,1.2443372776616002e-07
1951,7.633563519071629e-07,1.5245803830499227e-07
1952,7.497355831720398e-07,1.6449894724157588e-07
1953,6.011795739002679e-07,1.605300248286312e-07
1954,5.511710292616101e-07,1.4658804436962214e-07
1955,8.034080436480906e-07,1.3327563319620594e-07
1956,5.764674670949432e-07,1.6134112268417766e-07
1957,7.72182288777401e-07,1.3075856020172694e-07
1958,6.501983400575284e-07,1.5717262907832819e-07
1959,4.828715949312112e-07,1.3486301453369265e-07
1960,5.22522918933177e-07,1.4049291358064764e-07
1961,6.982899829477418e-07,1.3062539394592676e-07
1962,5.898019761474416e-07,1.7567218474345836e-07
1963,6.737627499253662e-07,1.7781645711423266e-07
1964,8.268112994258559e-07,1.5696638322459933e-07
1965,5.554124030138219e-07,1.761997948657168e-07
1966,8.103666230274698e-07,1.5564799449307998e-07
1967,4.595072743418527e-07,1.267096247370425e-07
1968,5.124705322046008e-07,1.6438581984523637e-07
1969,4.777929254462521e-07,1.6304910119280258e-07
1970,6.718737441957501e-07,1.4485983507173117e-07
1971,5.662513892223942e-07,1.7059479107128794e-07
1972,5.740634398954114e-07,1.297927180177183e-07
1973,5.204464335606396e-07,1.868976153840407e-07
1974,6.328768321073319e-07,2.4752515875858805e-07
1975,7.544865474606866e-07,2.290303537932914e-07
1976,6.833378223269904e-07,2.713925204567147e-07
1977,7.73384478236494e-07,3.402656608142429e-07
1978,6.986135150377493e-07,2.49504841787207e-07
1979,6.419614724251232e-07,3.5287398858496744e-07
1980,6.111537174113835e-07,3.3371833363382564e-07
1981,6.717733417316296e-07,2.5302197692589345e-07
1982,6.362689918271158e-07,2.8989035749660275e-07
1983,6.062703232778688e-07,3.0250364702055776e-07
1984,7.82866140802696e-07,3.4678069615878826e-07
1985,6.677269133170682e-07,2.989732209579543e-07
1986,6.695840271686571e-07,3.9503658949557874e-07
1987,7.125212542757886e-07,3.1715139320320773e-07
1988,9.246686110131463e-07,3.220149370486425e-07
1989,6.519889432787807e-07,3.1666463662372024e-07
1990,5.889991832597197e-07,2.697082350788804e-07
1991,7.238909756068779e-07,2.9072868090729287e-07
1992,5.835030778555961e-07,2.9588401295743694e-07
1993,6.00450086096771e-07,3.921758852110102e-07
1994,6.646407415544786e-07,3.0911068693573185e-07
1995,5.975540732228168e-07,3.6059298669233186e-07
1996,6.448415177384703e-07,2.8024984599639424e-07
1997,5.341512370193868e-07,2.699525629701327e-07
1998,4.1673448558654513e-07,2.283933938640459e-07
1999,3.482493194650882e-07,2.3536535689872018e-07
2000,3.4107201796196307e-07,1.630253663176262e-07
2001,3.4085828362617754e-07,1.6692417456609654e-07
2002,2.812744225866304e-07,1.778775983174441e-07
2003,2.537656054180104e-07,9.583922816469581e-08
2004,2.6076363504601296e-07,1.0615546913728124e-07
2005,2.1122585680544148e-07,1.0043361886591384e-07
2006,1.8818757102634365e-07,9.841756759554343e-08
2007,1.7855323841686754e-07,7.62945596699538e-08
2008,2.0435710545996244e-07,9.962408764607744e-08
2009,9.679430590381344e-08,8.248972793722942e-08
2010,1.610813472052719e-07,6.566072185965055e-08
2011,4.672893813839618e-07,3.5562940814415356e-08
2012,1.0689353249770939e-07,5.3787193171617176e-08
2013,1.2021129158767963e-07,4.908859918550945e-08
2014,1.6305802340299547e-07,6.799497870302318e-08
2015,9.863760744299732e-08,7.492024992061808e-08
2016,5.136923367787816e-07,6.234733446186524e-08
2017,1.3383052352433644e-07,2.1030510249930856e-07
2018,1.6314870038280915e-07,4.491752242374858e-08
2019,1.8596700579465164e-07,7.703983262441483e-08
