year,mes_DET aveux_NOUN
1876,3.3253080289341597e-08
1877,3.154256300597069e-08
1878,1.6305540029293297e-08
1879,8.55305515301552e-09
1880,2.0537108014195837e-08
1881,1.3945014920579979e-08
1882,1.5307385581309063e-08
1883,2.9700892412165558e-08
1884,1.5844072720483382e-08
1885,2.320428826863008e-08
1886,1.3552274358286098e-08
1887,9.793386546164129e-09
1888,5.072491537916335e-09
1889,1.3156786771162388e-08
1890,7.209825181320184e-09
1891,2.2947192146460793e-08
1892,1.1283322720601063e-08
1893,2.0938616229759788e-08
1894,2.7096618282484997e-08
1895,1.9861427391631992e-08
1896,3.066455178668548e-08
1897,9.905413378419325e-09
1898,1.1316709347397591e-08
1899,2.3215829259015663e-08
1900,2.9589003247565415e-08
1901,1.2854099118442264e-08
1902,2.3569362295194907e-08
1903,2.4300990331127537e-08
1904,1.0749250378694342e-08
1905,7.2250627702885595e-09
1906,2.263441140071265e-08
1907,1.5942813902380948e-08
1908,1.8663278922304016e-08
1909,2.2003934674330594e-08
1910,1.977335761793597e-08
1911,1.9685383989553884e-08
1912,1.4586379215586476e-08
1913,1.9090762359841307e-08
1914,2.276892807628883e-08
1915,3.534228465440492e-09
1916,6.592477230782379e-09
1917,1.4256351654751143e-08
1918,6.89182577673364e-09
1919,2.4861190439651182e-08
1920,2.953170330499688e-08
1921,2.9533715528717863e-08
1922,2.2133805899215986e-08
1923,3.1847843917631735e-08
1924,3.351822286390416e-08
1925,2.7495444809844116e-08
1926,3.343841470382358e-08
1927,2.5643216883253217e-08
1928,3.427812433898225e-08
1929,1.893869061575515e-08
1930,9.453243521306831e-09
1931,1.8248570654577634e-08
1932,1.3151444377967891e-08
1933,1.9500125958415992e-08
1934,8.38710612072191e-09
1935,9.574627313213568e-09
1936,2.182448710641438e-08
1937,1.1332006444320086e-08
1938,2.852347158466273e-08
1939,2.9058695893979802e-08
1940,2.5357829169792012e-09
1941,1.1806010391524069e-08
1942,3.034211770724937e-09
1943,3.774205836748479e-08
1944,1.2852744646352221e-08
1945,2.3963544037997053e-08
1946,3.201854159584627e-08
1947,4.649139739854036e-08
1948,1.3046265401328583e-08
1949,2.846932467548413e-08
1950,2.0207186368637053e-08
1951,1.919052317056469e-08
1952,2.8470971358274255e-08
1953,1.8315506555843797e-08
1954,1.2704296725729591e-08
1955,2.7218262310668706e-08
1956,2.3547082950159393e-08
1957,1.8553580005686854e-08
1958,1.8198935691771112e-08
1959,9.300897829689347e-09
1960,3.3912081809361894e-08
1961,2.8487452730097118e-08
1962,2.9172999682636203e-08
1963,2.9743845164631466e-08
1964,2.3727476816670645e-08
1965,1.969935559120728e-08
1966,1.9940669560014612e-08
1967,2.4651677810183514e-08
1968,2.6499353267261938e-08
1969,1.952955908102183e-08
1970,1.931464521653936e-08
1971,2.466430815140086e-08
1972,1.5903455219401508e-08
1973,1.2680368866035963e-08
1974,2.025205791955642e-08
1975,1.770558810676448e-08
1976,1.9997344169464526e-08
1977,2.056873571465445e-08
1978,3.26732525479656e-08
1979,2.1652302062413753e-08
1980,1.8192481521239756e-08
1981,1.7711538125020354e-08
1982,1.1794254461960918e-08
1983,1.515675762675528e-08
1984,4.6392067076794774e-08
1985,1.6242006406486098e-08
1986,1.738400823292352e-08
1987,1.2221633927111952e-08
1988,1.499138480021145e-08
1989,1.756199174973716e-08
1990,1.52562225630426e-08
1991,2.4618153127153874e-08
1992,1.5427843669257868e-08
1993,8.862732159276021e-09
1994,1.0549853324270941e-08
1995,1.572510655023507e-08
1996,2.7224270393588768e-08
1997,1.3425704992187093e-08
1998,1.382757464085671e-08
1999,1.8737823959114053e-08
2000,1.988114117779105e-08
2001,1.7086726256110296e-08
2002,2.3658595749154188e-08
2003,1.7917768269093415e-08
2004,1.894060175366974e-08
2005,2.1167623653894907e-08
2006,2.058944903460258e-08
2007,3.035804385653762e-08
2008,4.342588511008216e-08
2009,2.241050434115266e-08
2010,3.401130999058921e-08
2011,4.6270062004083456e-08
2012,5.344676701213302e-08
2013,4.685729892983659e-08
2014,5.1104505516264e-08
2015,6.117748130307632e-08
2016,7.08398306681346e-08
2017,8.653702954219966e-08
2018,8.441395982217159e-08
2019,6.964196375136567e-08
