year,suis_VERB au_ADP,suis_VERB beau_ADJ
1859,1.0128333087777719e-06,8.656694916453489e-09
1860,9.927912287821528e-07,3.661747127736703e-09
1861,1.0040287179435836e-06,6.6023493339173456e-09
1862,1.147568468695681e-06,9.035972858839614e-09
1863,1.034885485751147e-06,1.4983863039219614e-09
1864,1.0874442750719027e-06,1.1986819536957682e-08
1865,1.1442339200584684e-06,5.6482134525026595e-09
1866,1.002316253106983e-06,6.3252967308358166e-09
1867,1.0685890856620972e-06,1.4073153309368536e-08
1868,9.75131115410477e-07,3.457911734727759e-09
1869,1.0587469887468615e-06,1.1720445947105418e-08
1870,9.317829494648322e-07,3.4404292748035914e-09
1871,9.006758432406059e-07,2.1242353653860846e-08
1872,1.0105103456226061e-06,9.071008832961525e-09
1873,8.146952268361929e-07,9.577607151811662e-09
1874,8.537716666978667e-07,1.8521287614703397e-08
1875,1.171768758467806e-06,6.293679799540541e-09
1876,9.818728585742065e-07,1.209202959984168e-09
1877,1.0767764706542948e-06,9.895705588292003e-09
1878,8.406411211581144e-07,1.2078177347163432e-09
1879,1.0538585684116697e-06,1.832797580370027e-09
1880,1.0153032690141117e-06,1.9253538763308597e-09
1881,1.084224891201302e-06,2.7890030285249168e-09
1882,1.0289224974258104e-06,7.986462158271479e-09
1883,1.073023781827942e-06,8.21514056781325e-09
1884,9.5460541160719e-07,9.902545450302114e-09
1885,6.806591272834339e-07,1.2891271383708158e-09
1886,6.685788775939727e-07,1.613365974151293e-08
1887,8.494130838698766e-07,5.876032105334161e-09
1888,7.538990871580609e-07,6.340614699951175e-10
1889,8.382752980651276e-07,5.6386229019267375e-09
1890,7.537544206570601e-07,6.554386478008212e-10
1891,7.311230660889123e-07,6.3742202627281586e-09
1892,8.055038165366568e-07,3.1342561879199593e-09
1893,6.718832423757704e-07,1.1085149687062312e-08
1894,6.881280683046498e-07,6.9316934414587195e-09
1895,7.992720156835276e-07,4.213029924926559e-09
1896,7.477432859559485e-07,7.66613794667137e-09
1897,7.353312412305968e-07,2.9133566670225264e-09
1898,8.634649475425249e-07,6.224190496340043e-09
1899,8.567746476728644e-07,1.1607914629507832e-08
1900,6.561490977219364e-07,8.30568502863116e-09
1901,7.052988735267718e-07,5.029864968975062e-09
1902,5.813776056129427e-07,6.874397495693074e-09
1903,5.972643748464179e-07,6.480264325148255e-09
1904,7.169750233515515e-07,8.599400302955473e-09
1905,7.895961289250408e-07,8.257214467732865e-09
1906,7.561951065326866e-07,7.716276506641861e-09
1907,8.177120776053926e-07,1.0285686968813934e-08
1908,8.089057814686385e-07,1.964555629285769e-09
1909,8.62554202285537e-07,4.400786846048277e-09
1910,1.0330243185308063e-06,5.344150677544235e-10
1911,8.273181606455182e-07,2.128149656499545e-09
1912,9.694732625575853e-07,1.1460726589973547e-08
1913,7.609790486640122e-07,4.772690687104841e-09
1914,8.431200058112154e-07,4.68772043404897e-09
1915,7.645714390491776e-07,3.534228465440492e-09
1916,9.70192900240363e-07,5.493730803607377e-09
1917,8.455113515992707e-07,2.1932848870420685e-09
1918,7.925599447844434e-07,1.1486376294556067e-08
1919,8.342310593434377e-07,4.603924352863942e-09
1920,8.162865583472012e-07,1.590168707821249e-08
1921,8.640504916002101e-07,6.058197943303867e-09
1922,9.163395588984713e-07,8.115729421831475e-09
1923,8.874932859725959e-07,3.1847844361720945e-09
1924,1.0919205806203536e-06,6.445812328337297e-09
1925,1.0019340379585628e-06,9.898360353588487e-09
1926,9.730579222377855e-07,7.802296586589819e-09
1927,1.138335846917471e-06,6.689535148041159e-09
1928,8.672365083839395e-07,1.0283437212876834e-08
1929,1.0449700766912429e-06,4.4561625500705304e-09
1930,1.0398567837910377e-06,1.2604324695075775e-08
1931,8.759313914197264e-07,5.7026783295555106e-09
1932,8.581317274547473e-07,7.6716757391182e-09
1933,9.199471264764725e-07,4.588264879146209e-09
1934,8.530885224899976e-07,9.585264137967897e-09
1935,8.413703653786797e-07,4.787313656606784e-09
1936,7.226329898912809e-07,1.2124714565686645e-09
1937,7.353212936322961e-07,8.813782592653752e-09
1938,9.231232525053201e-07,1.0372171566075394e-08
1939,7.203497602858988e-07,3.058810094103137e-09
1940,5.781585059594363e-07,1.0143131667916805e-08
1941,9.710443009680603e-07,5.9030051957620344e-09
1942,8.829556463751942e-07,2.4273694165799498e-08
1943,8.216155720219831e-07,0.0
1944,1.0892700856857118e-06,6.4263723231761105e-09
1945,9.45470731039677e-07,8.714016175304096e-09
1946,1.0649645219018566e-06,8.352662561605939e-09
1947,1.1193698128408869e-06,1.549713246618012e-08
1948,1.1013222547262558e-06,1.9569398546082084e-08
1949,9.443962198929512e-07,2.0615717133409817e-08
1950,1.1092681688751327e-06,8.508289184305795e-09
1951,1.1716880408130237e-06,1.0661401539380222e-08
1952,9.732854096000665e-07,5.272402070488624e-09
1953,1.0332100828236435e-06,1.4005975934594517e-08
1954,1.0964785133182886e-06,2.34540866728139e-08
1955,9.329294243798358e-07,9.385607846468247e-09
1956,1.127643599829753e-06,6.104799332717903e-09
1957,8.58765645261883e-07,1.6786572132332367e-08
1958,9.835697483140393e-07,1.1581140491045971e-08
1959,9.975212833523983e-07,1.3176271629333769e-08
1960,1.0464300430612639e-06,5.536666680683311e-09
1961,1.01998978152551e-06,1.320150300188061e-08
1962,1.115550162467116e-06,1.331810839388936e-08
1963,9.938323728420073e-07,1.3578711488548834e-08
1964,1.154737219621893e-06,1.6426714211092985e-08
1965,9.313417876910535e-07,1.094408652591028e-08
1966,9.261332820642565e-07,1.0524241922382771e-08
1967,1.1433447753006476e-06,1.1832804958089582e-08
1968,1.1394721468604985e-06,1.4372530721118437e-08
1969,9.192517609335482e-07,9.537691525451919e-09
1970,9.684914630270214e-07,1.0117195081704722e-08
1971,9.88627675724274e-07,9.762954888969944e-09
1972,9.783190080270288e-07,6.669190977248718e-09
1973,9.140891847891908e-07,4.9618833486420044e-09
1974,8.393353141400439e-07,7.875800456247362e-09
1975,8.081744340415753e-07,7.4249242310031605e-09
1976,9.73584974417463e-07,6.2848797277581525e-09
1977,7.968916406753124e-07,9.990529292736028e-09
1978,8.328709100169363e-07,5.346532105932056e-09
1979,9.357305543744587e-07,1.0533551808578068e-08
1980,9.687496458354872e-07,8.527726080842513e-09
1981,1.0076599892272498e-06,1.0120879245789638e-08
1982,8.870520673553983e-07,9.932003663948308e-09
1983,9.068793929145613e-07,9.47297440490047e-09
1984,8.942071190176648e-07,8.69851302098823e-09
1985,9.053414942172822e-07,1.3234227935754461e-08
1986,9.519242780697823e-07,1.3187867686781374e-08
1987,9.160114586848067e-07,9.166225112267057e-09
1988,8.485123430546082e-07,8.994830658082265e-09
1989,1.034511001307692e-06,1.3720305780395847e-08
1990,9.665907327871537e-07,8.172976073694826e-09
1991,9.853123401626362e-07,1.1136783939491579e-08
1992,8.567963050154503e-07,1.7631821336294706e-08
1993,9.660377600084757e-07,4.985286850001103e-09
1994,1.0201707709711627e-06,1.5297286992677073e-08
1995,1.0481597882971982e-06,1.1929391696696712e-08
1996,9.384365853293275e-07,8.007138063703678e-09
1997,9.4219677748697e-07,8.151320507465698e-09
1998,9.917708894136013e-07,7.629006759657386e-09
1999,9.35063155793614e-07,1.279656292041409e-08
2000,1.0223325261904392e-06,1.1045078629479121e-08
2001,1.0330896884624963e-06,1.5772362971233633e-08
2002,1.089171632884245e-06,1.927737436346888e-08
2003,1.121318973673624e-06,1.7084383685528337e-08
2004,1.1681506748573156e-06,1.0131019578807354e-08
2005,1.1119757346023107e-06,9.457874483587148e-09
2006,1.2382495242491132e-06,1.1530091548195287e-08
2007,1.476759052820853e-06,1.9572949483404045e-08
2008,1.478183094150154e-06,1.6178271167177627e-08
2009,1.6807878182589775e-06,1.668867355419934e-08
2010,2.1521600501728244e-06,2.3146585093059002e-08
2011,2.4630203370179515e-06,2.4091024286576612e-08
2012,2.8942956760147354e-06,2.8595723122748495e-08
2013,3.074731466767844e-06,2.67756004035391e-08
2014,3.323092187201837e-06,2.8800421603136783e-08
2015,3.404216386115877e-06,2.992376835209143e-08
2016,3.4440170111338375e-06,2.8998760726040018e-08
2017,3.898191152984509e-06,3.0438897624662786e-08
2018,4.171908130956581e-06,4.0270879964054984e-08
2019,4.005050868727267e-06,3.1377147990951926e-08
