year,trois_DET ailes_NOUN,trois_DET belles_NOUN
2008,2.554463884862912e-08,1.2346574762567286e-08
2009,2.8609154822945015e-08,1.9549588836653697e-08
2010,2.5508482270897304e-08,2.0784689969133296e-08
2011,2.982698177333987e-08,2.600300907928954e-08
2012,3.302125151094515e-08,2.6212745307674368e-08
2013,2.67756004035391e-08,2.4544300147866238e-08
2014,2.1654452286856696e-08,2.555225320222121e-08
2015,2.393901504804674e-08,3.036708351444872e-08
2016,2.4234678819290423e-08,3.2312906128595387e-08
2017,1.5345229670282734e-08,3.018733574222665e-08
2018,2.1684320561377035e-08,2.942872034950028e-08
2019,2.346908778427803e-08,3.010165627870265e-08
