year,plus_ADV eu_VERB,plus_ADV bu_VERB
1859,1.0403309715911746e-06,1.018434669930457e-08
1860,9.364918014398427e-07,9.15436793036406e-09
1861,1.0096878213516902e-06,8.017138064531082e-09
1862,9.415483646080247e-07,6.325180823552046e-09
1863,9.734516197568155e-07,7.491931519609807e-09
1864,1.0706627335821395e-06,1.102787461348953e-08
1865,9.907906814987655e-07,9.88437331983505e-09
1866,1.105467276829586e-06,7.784980660119345e-09
1867,1.0472367648617364e-06,7.279217228983725e-09
1868,9.138767040894891e-07,1.0867722721741302e-08
1869,1.0338410447729984e-06,1.2208797528501236e-08
1870,1.1043778158636997e-06,1.490852596930381e-08
1871,1.0674283430489595e-06,6.37270636261178e-09
1872,1.0679601700758212e-06,9.675742873582749e-09
1873,9.691341347206617e-07,5.387403856360606e-09
1874,1.093950913855224e-06,7.169530746864439e-09
1875,1.0052723382614204e-06,1.4303817685856757e-08
1876,8.651847451801586e-07,8.464420275799966e-09
1877,9.029831176121661e-07,9.895705588292003e-09
1878,1.0417428484288394e-06,9.058632954861423e-09
1879,9.243408953807375e-07,4.887460214320072e-09
1880,1.019795718093519e-06,5.134277003548959e-09
1881,9.55233531385602e-07,8.367009307619355e-09
1882,9.284262318942638e-07,9.317538740560849e-09
1883,1.0351077435188927e-06,6.319338829996468e-09
1884,9.612070925868466e-07,9.242375753615306e-09
1885,9.301052159571555e-07,9.66845359329227e-09
1886,9.62856802289025e-07,1.2906927970846027e-08
1887,1.016553596855374e-06,4.570247291724172e-09
1888,1.0614188568069949e-06,3.804368819970705e-09
1889,1.0387597058070241e-06,4.385595886446936e-09
1890,9.294120104641479e-07,5.243509182406569e-09
1891,1.0491966122572194e-06,3.1871101313640793e-09
1892,9.734999366628472e-07,5.641661360300532e-09
1893,9.915050895870081e-07,6.774258043407144e-09
1894,1.0271509154335945e-06,5.041231432301174e-09
1895,1.0027011967395083e-06,4.213029924926559e-09
1896,1.0490814474906074e-06,1.0024948871034667e-08
1897,1.0097694485011743e-06,8.157399200570126e-09
1898,9.738029120853753e-07,7.921697076085366e-09
1899,1.0143106692339643e-06,3.8693048765026106e-09
1900,1.0106980425916845e-06,8.824790675987515e-09
1901,9.590276022208855e-07,4.470991132876634e-09
1902,8.023403665902151e-07,4.419255628107521e-09
1903,9.099371141019219e-07,5.940242076007962e-09
1904,1.0088170938615804e-06,3.2247751136083025e-09
1905,9.862210390565451e-07,1.0837593933388234e-08
1906,9.064053188012622e-07,6.6874399351490865e-09
1907,8.938261544244597e-07,7.71426478252124e-09
1908,9.130272360380332e-07,3.929111258571538e-09
1909,9.285660098612425e-07,8.801573692096554e-09
1910,9.27744565615285e-07,6.412980813053082e-09
1911,8.108250426630548e-07,4.788336838146279e-09
1912,8.882063298187859e-07,4.688478938419394e-09
1913,9.248414016838069e-07,5.302989602995467e-09
1914,8.123150223582343e-07,4.018046340092951e-09
1915,9.318582669948228e-07,4.712304768617059e-09
1916,1.0449076626173337e-06,4.394984820521586e-09
1917,1.0944492032649578e-06,1.315970976634162e-08
1918,1.010801156553498e-06,8.040463406189247e-09
1919,9.419628668183577e-07,3.6831393490643904e-09
1920,8.041710088946274e-07,1.2115570768855832e-08
1921,9.208461051457562e-07,6.815472630705699e-09
1922,8.809254836705804e-07,8.115729421831475e-09
1923,8.981091923487838e-07,1.4862327368803108e-08
1924,9.320644380750309e-07,1.0313299547703991e-08
1925,9.249467893823748e-07,1.4297631523163545e-08
1926,8.816595595817489e-07,1.4489979882625903e-08
1927,1.0379928880865918e-06,1.4493992672726108e-08
1928,1.0786183111122227e-06,7.998228745975666e-09
1929,9.580749065207783e-07,1.2254447234738564e-08
1930,8.717991022422211e-07,1.05036033204442e-08
1931,8.474179935546999e-07,6.843213995466613e-09
1932,7.923745215521194e-07,5.4797681947604815e-09
1933,8.006522307368868e-07,3.4411986593596566e-09
1934,8.554848136554938e-07,5.990790086229936e-09
1935,7.851194254726579e-07,4.787313656606784e-09
1936,7.105082886482705e-07,3.6374143697059935e-09
1937,8.083497959887609e-07,5.0364472592434595e-09
1938,6.923424393789901e-07,5.186085783037697e-09
1939,8.029376772356045e-07,4.588215141154706e-09
1940,8.494872645314899e-07,5.0715658339584024e-09
1941,7.614876835759787e-07,8.854508237732261e-09
1942,8.617161597612721e-07,3.034211770724937e-09
1943,7.432282131958345e-07,1.4516175816936538e-08
1944,8.354284091183217e-07,1.6065930807940276e-08
1945,9.062576964424807e-07,1.9606536838523425e-08
1946,7.684449769840285e-07,1.5313215584455975e-08
1947,7.915458581919665e-07,7.152522574216391e-09
1948,7.153702199502732e-07,1.522064252412747e-08
1949,7.735802682873327e-07,5.890204768377316e-09
1950,6.806631063227542e-07,1.3825969702452312e-08
1951,8.347877837877604e-07,8.529121409139861e-09
1952,7.634437793058169e-07,7.381362632230548e-09
1953,7.767929446345079e-07,2.1547654771580937e-09
1954,7.036226179479854e-07,2.9317608341017376e-09
1955,6.128801715021837e-07,6.569925492527773e-09
1956,6.93330775902723e-07,4.360570571293465e-09
1957,6.705793680339411e-07,5.301022731885041e-09
1958,7.808997679603635e-07,5.790570245522986e-09
1959,6.20834896380984e-07,3.8753737996444215e-09
1960,5.993441618556972e-07,4.152500121534786e-09
1961,6.100484029047948e-07,4.16889545107324e-09
1962,6.811260959693755e-07,5.7077609305622445e-09
1963,6.685899052172317e-07,8.405868889838075e-09
1964,6.120471880421974e-07,2.4335873316516654e-09
1965,5.898862696085416e-07,3.830430195250756e-09
1966,6.259154474719253e-07,6.092982118843793e-09
1967,6.97642462910153e-07,3.944268467392931e-09
1968,6.108325578679796e-07,3.1439910674890825e-09
1969,6.222207957762294e-07,3.1792304344691047e-09
1970,6.258864573283063e-07,3.219107425067591e-09
1971,5.70875954508665e-07,2.0553589941130213e-09
1972,5.812456151943479e-07,2.565073486948677e-09
1973,5.34229457116453e-07,3.859242703185828e-09
1974,4.98988185881899e-07,1.6876715580593782e-09
1975,4.86046985770372e-07,1.1422960355389478e-09
1976,5.302152885633404e-07,6.8562320265641574e-09
1977,4.871852183896408e-07,1.7630346071939584e-09
1978,5.150492938810203e-07,7.72276909088987e-09
1979,5.489151249093993e-07,5.851973128301324e-09
1980,5.764742923020094e-07,3.411090521154847e-09
1981,5.256531494524097e-07,5.69299452024552e-09
1982,5.79780703446886e-07,4.345251713999687e-09
1983,5.658523036800034e-07,6.315316269933646e-09
1984,5.369881819206057e-07,4.639206796497319e-09
1985,5.317753561939753e-07,3.609334831011779e-09
1986,6.084403025852225e-07,3.5966913891627428e-09
1987,5.542510734812822e-07,6.721898593298192e-09
1988,5.378908554121153e-07,2.398621523624911e-09
1989,5.866802439413732e-07,1.6464366536794728e-09
1990,5.230704687164689e-07,2.179460389939436e-09
1991,5.193257948121754e-07,3.5168792322792797e-09
1992,5.317095883583534e-07,6.61193322315512e-09
1993,5.566903382714372e-07,3.323524566667402e-09
1994,5.248551815384417e-07,3.6924485691258724e-09
1995,5.595969128080469e-07,1.626735190995987e-09
1996,5.439516144178924e-07,4.270473752399084e-09
1997,5.259999511508795e-07,9.58978896292706e-10
1998,5.559638793783961e-07,2.3840645013706308e-09
1999,5.900129735891824e-07,1.8280804647829996e-09
2000,5.597646008936863e-07,3.5344251969604557e-09
2001,5.331934858077148e-07,3.066848330846028e-09
2002,5.910267759645649e-07,2.6287327870022636e-09
2003,5.767021207248035e-07,2.083461403401543e-09
2004,5.796705409011338e-07,4.404791253964646e-10
2005,6.516925736832491e-07,2.702249757291497e-09
2006,6.242721042326593e-07,4.1178899179428186e-10
2007,7.114168170119228e-07,4.7933754743212376e-09
2008,7.510123509746336e-07,5.960415716543821e-09
2009,8.558905619793222e-07,2.860915504498962e-09
2010,1.012308871395362e-06,3.3066551718974324e-09
2011,9.647881142882397e-07,4.5887662558641296e-09
2012,1.13191401851509e-06,6.808505315092361e-09
2013,1.2679362271228456e-06,8.925200134513034e-09
2014,1.3300164027896244e-06,1.0394137106572998e-08
2015,1.2559115702970303e-06,7.979671146074452e-09
2016,1.2599961110026925e-06,6.421154274960372e-09
2017,1.3410724477580516e-06,1.1320251402935355e-08
2018,1.380826574859384e-06,9.035133530232997e-09
2019,1.3622274082081276e-06,1.224474122096808e-08
