year,aux_ADP ailes_NOUN,aux_ADP belles_NOUN
1981,7.97019252374298e-07,2.3151511741037467e-07
1982,9.354705952091535e-07,2.3091908518679816e-07
1983,8.721451472126773e-07,1.970378527005323e-07
1984,7.347343782271309e-07,2.418186617614282e-07
1985,8.848885979517718e-07,2.508487656482927e-07
1986,9.045678659447276e-07,2.3378492519654515e-07
1987,7.77907006366263e-07,2.6276511988498896e-07
1988,9.20470981213839e-07,2.6984492496051615e-07
1989,1.1673235746911814e-06,2.3159875217615422e-07
1990,9.022965947735884e-07,2.3865090847952075e-07
1991,7.713688248145445e-07,2.4676768539677596e-07
1992,8.094107926126526e-07,2.666812997098589e-07
1993,8.186948576849318e-07,2.824995712913392e-07
1994,7.701392643610916e-07,2.674387851175908e-07
1995,7.352843152119704e-07,2.684113219464379e-07
1996,7.051619750342297e-07,2.7918222245126856e-07
1997,7.532779147112478e-07,2.440601299946721e-07
1998,7.457354254114534e-07,2.708297385245473e-07
1999,7.449428078842857e-07,2.8746565394754953e-07
2000,6.887711307967948e-07,2.703835328965454e-07
2001,7.018701193572952e-07,2.5367216482941046e-07
2002,7.553225662704222e-07,3.044948948538462e-07
2003,7.104603305663204e-07,2.8960113440668067e-07
2004,6.157898071457168e-07,2.6957322907250614e-07
2005,6.354790480500583e-07,2.8598810963842425e-07
2006,7.523385043839426e-07,2.61486006125633e-07
2007,7.381798337036116e-07,2.788146687970894e-07
2008,7.420717382800035e-07,3.1547627965533565e-07
2009,6.975865449732055e-07,2.388864488445108e-07
2010,7.435250175547026e-07,2.2768681740004126e-07
2011,8.756895653050378e-07,2.103184546242698e-07
2012,1.0280843065757495e-06,2.9242530619200124e-07
2013,1.0445272975445619e-06,2.3038172791700617e-07
2014,1.129063106120043e-06,2.966659957692741e-07
2015,1.0431203394389854e-06,2.402767652065485e-07
2016,1.1696857313836517e-06,2.6575292733088673e-07
2017,8.809670801745995e-07,1.8213026220514905e-07
2018,1.0651131527872337e-06,2.6382589307649695e-07
2019,9.77283363567949e-07,3.280570363695112e-07
