year,nos_DET boîtes_NOUN
1895,3.912099399983049e-08
1896,4.245860707463578e-08
1897,4.2535009514566013e-08
1898,6.620275216917548e-08
1899,1.879376654301268e-08
1900,2.906989715611985e-08
1901,2.7384819856202114e-08
1902,2.2096276808269977e-08
1903,2.754112271574627e-08
1904,3.7622375437251776e-08
1905,2.5287720029076866e-08
1906,2.3148830130548248e-08
1907,2.7257070378539083e-08
1908,1.718986131216127e-08
1909,2.640472018811124e-08
1910,2.8323999146095957e-08
1911,1.9685383989553884e-08
1912,3.021464234365112e-08
1913,2.015136124633443e-08
1914,2.5447626228469744e-08
1915,3.1808056522031336e-08
1916,2.5271162940043723e-08
1917,3.289927263949721e-08
1918,4.3648228142956214e-08
1919,1.6574126571189396e-08
1920,1.0601124422748853e-08
1921,1.5145495524393482e-08
1922,1.6231458566107193e-08
1923,2.1231896241147297e-08
1924,2.0626599095407983e-08
1925,1.9796720707176974e-08
1926,1.7833821530643945e-08
1927,1.1149224654616319e-08
1928,1.3711249025050165e-08
1929,2.4508893359254103e-08
1930,1.05036033204442e-08
1931,2.5091784650044247e-08
1932,2.301502677326539e-08
1933,1.835305929454023e-08
1934,8.38710612072191e-09
1935,8.377798899061872e-09
1936,2.5461900587941955e-08
1937,2.5182236740306507e-08
1938,1.0372171566075394e-08
1939,2.4470480752825097e-08
1940,3.550096039361961e-08
1941,2.3612020783048138e-08
1942,3.337632992206352e-08
1943,3.774205858952939e-08
1944,2.5705489292704442e-08
1945,7.62476446425353e-08
1946,2.9234318965620787e-08
1947,1.549713246618012e-08
1948,1.5220643190261285e-08
1949,1.178041031391075e-08
1950,2.6588403478911005e-08
1951,1.0661401539380222e-08
1952,2.5307528517259925e-08
1953,2.477980309834038e-08
1954,2.931760900715119e-08
1955,2.1586897602787758e-08
1956,2.4419197108827007e-08
1957,2.2971097746182778e-08
1958,1.1581140491045971e-08
1959,1.0851047171911432e-08
1960,2.9067500184609685e-08
1961,1.3896318207251568e-08
1962,1.9025869324451605e-08
1963,2.392439757414877e-08
1964,2.2510682873289056e-08
1965,1.9699355924274187e-08
1966,1.9940668227746983e-08
1967,2.0214376728056038e-08
1968,2.021137057717226e-08
1969,3.2246479264586014e-08
1970,1.931464446713882e-08
1971,2.31227891278607e-08
1972,2.3085661382538092e-08
1973,2.425809664252654e-08
1974,1.96895009185738e-08
1975,1.6563292959403952e-08
1976,1.8283285940778882e-08
1977,1.5867311742301382e-08
1978,1.8415833413776284e-08
1979,2.2237497954158414e-08
1980,2.330911752501663e-08
1981,1.644642921849737e-08
1982,2.1726258681020738e-08
1983,2.0840542402922324e-08
1984,2.145633093419974e-08
1985,1.7445119127046382e-08
1986,2.7574633687521555e-08
1987,1.711028652096047e-08
1988,1.679035038781862e-08
1989,2.359892548042808e-08
1990,1.6890818632653293e-08
1991,2.813503263698891e-08
1992,2.644773289262048e-08
1993,2.437251228615267e-08
1994,2.37371702294098e-08
1995,3.578817392435596e-08
1996,2.5622842514394506e-08
1997,2.8289877773701733e-08
1998,3.003921511535168e-08
1999,2.193696585495175e-08
2000,3.225163092146488e-08
2001,3.0230361325322974e-08
2002,2.102986318419653e-08
2003,2.333476845084448e-08
2004,3.0833540165531304e-08
2005,2.8373622673605325e-08
2006,3.8296375848290154e-08
2007,2.9559148378988098e-08
2008,3.363377229503861e-08
2009,3.719190311279874e-08
2010,4.2514137987836875e-08
2011,6.194834933914706e-08
2012,5.991484852696516e-08
2013,4.629947425449643e-08
2014,4.958869359583673e-08
2015,4.721305424393307e-08
2016,5.054069573962039e-08
2017,5.63496933558838e-08
2018,4.9047867323182004e-08
2019,6.479509218060286e-08
