year,quels_PRON ont_VERB,quels_DET bons_NOUN
1849,9.158700464695357e-07,3.3517659758786067e-09
1850,7.05376706378047e-07,2.0366988096043315e-09
1851,6.642922016908415e-07,4.514607132577453e-09
1852,6.158975978109993e-07,5.208436348880241e-09
1853,5.965959957165978e-07,4.180352286553557e-09
1854,5.964622857845825e-07,7.27393034694046e-09
1855,7.594227042773127e-07,1.8043586180738203e-08
1856,7.046154451018083e-07,1.7602442614617075e-08
1857,6.921980002516648e-07,1.3668225218310681e-08
1858,6.278586255348273e-07,1.4191660735463074e-08
1859,6.528166238695121e-07,1.629495471888731e-08
1860,6.078500405237719e-07,2.4716793944890014e-08
1861,5.876090938272682e-07,3.914249901981748e-08
1862,6.749871488409553e-07,1.2198563048571032e-08
1863,5.943598750945966e-07,1.298601426391599e-08
1864,6.376988039846765e-07,2.1096802527154068e-08
1865,5.784711518685981e-07,2.7770381549885315e-08
1866,6.544249373519051e-07,1.4110277390955162e-08
1867,8.497273142893391e-07,2.3778776281346836e-08
1868,7.992715893578861e-07,1.975949626142892e-08
1869,6.109282537636318e-07,1.3185501579471293e-08
1870,6.920997179804544e-07,2.121597963977706e-08
1871,5.491148442615668e-07,1.274541272522356e-08
1872,6.289233027700902e-07,4.233137507192453e-09
1873,7.033555249336132e-07,9.57760748487857e-09
1874,5.257656141566258e-07,1.3144139998644278e-08
1875,7.500921839209695e-07,1.602027666081085e-08
1876,6.281809277197681e-07,1.3301232559825849e-08
1877,6.630122584283527e-07,1.855444820009211e-08
1878,5.634469744109083e-07,1.872117527668138e-08
1879,7.19067571708365e-07,2.3215435795975736e-08
1880,5.904418571844872e-07,1.9253539207397807e-08
1881,6.289201763820529e-07,2.579827884652275e-08
1882,5.923292718534867e-07,2.6621540527571597e-08
1883,5.965456040257777e-07,1.3270612164717477e-08
1884,5.670857774475735e-07,1.7824581810543805e-08
1885,6.013778062197161e-07,2.5782542767416317e-08
1886,5.491897709930527e-07,1.871504551331782e-08
1887,6.829255028151238e-07,1.69752043532867e-08
1888,6.004562038697259e-07,2.663058107366112e-08
1889,5.958145123940994e-07,2.130146459222715e-08
1890,5.728533665205759e-07,1.6385965917464773e-08
1891,5.908902096507518e-07,8.286486163910922e-09
1892,6.50671566404526e-07,1.6924984080901595e-08
1893,6.546396917883612e-07,1.7859408174558666e-08
1894,6.339348743722439e-07,1.1972925095804499e-08
1895,6.807053125612583e-07,7.22233739480771e-09
1896,6.887729995241898e-07,2.4177818858106548e-08
1897,6.700720831531726e-07,1.1070755423503442e-08
1898,6.314724174671937e-07,1.7540899843737634e-08
1899,6.284856652882809e-07,2.3768587098516036e-08
1900,7.111742661436438e-07,1.1420316470278635e-08
1901,6.158790313293139e-07,3.912117185755903e-09
1902,5.033041077240341e-07,1.6694965410124496e-08
1903,5.443422139705945e-07,1.83607493653426e-08
1904,6.073326659361555e-07,1.5586413049106795e-08
1905,5.692317301964067e-07,1.90948084011211e-08
1906,5.48884500517488e-07,1.594697174311932e-08
1907,5.847413007131763e-07,6.685696440911215e-09
1908,4.940857465385307e-07,1.0805056183116335e-08
1909,4.730845972744646e-07,1.1001966893076087e-08
1910,5.07159882090491e-07,1.8170112081605794e-08
1911,5.623635388474213e-07,1.0108710757350536e-08
1912,5.073976154790216e-07,1.3544495303108306e-08
1913,4.884053481646333e-07,1.2196876397752021e-08
1914,4.38636710953233e-07,2.6786975415582504e-09
1915,5.31312366547354e-07,1.4136913861761968e-08
1916,5.241019493951171e-07,2.0876177675432928e-08
1917,4.244006177600568e-07,8.773139770212879e-09
1918,4.502659365357431e-07,1.378365155346728e-08
1919,4.2816494527642135e-07,1.9336481749121504e-08
1920,3.8466938434567055e-07,1.3630017114962811e-08
1921,4.369475163912284e-07,1.438821994881323e-08
1922,4.6112096185879636e-07,6.640141991809401e-09
1923,4.426850210847988e-07,2.653986985734491e-08
1924,4.512068585427187e-07,1.5469949321555987e-08
1925,3.6843896822347233e-07,1.2097995716331411e-08
1926,3.611348731169528e-07,1.0031524277920312e-08
1927,3.868780922289261e-07,1.8953682623390478e-08
1928,4.0448185956165617e-07,1.4853853702589959e-08
1929,3.8880019559428547e-07,2.5622934884950155e-08
1930,4.4220169570508006e-07,1.2604324695075775e-08
1931,3.9120372008483173e-07,7.983749661377715e-09
1932,3.8029590854193884e-07,3.2878609834696704e-09
1933,4.393263708379891e-07,1.4911861079269784e-08
1934,4.409221432410959e-07,1.3179738189705859e-08
1935,3.123722223108416e-07,8.377798899061872e-09
1936,3.2130493821114214e-07,1.8187071404440758e-08
1937,3.7143797726457706e-07,1.1332006000230876e-08
1938,4.1877642331655807e-07,1.037217134403079e-08
1939,3.991747092868536e-07,7.647025235257843e-09
1940,4.107968365474335e-07,1.2678914806940611e-08
1941,3.276167888088821e-07,5.9030051957620344e-09
1942,2.791474855712295e-07,3.034211770724937e-09
1943,3.570979387745865e-07,5.806470415592457e-09
1944,3.438109104081377e-07,1.2852744646352221e-08
1945,3.2459710297416677e-07,1.3071024262956144e-08
1946,3.1183272852786104e-07,1.5313214696277555e-08
1947,3.826599481726589e-07,9.536696765621855e-09
1948,3.5333636105860933e-07,7.61032148410834e-09
1949,3.3279658140372703e-07,5.890204990421921e-09
1950,4.200967822498569e-07,1.914365066468804e-08
1951,3.976702984687108e-07,3.1984206394497505e-09
1952,3.3743371830041724e-07,7.381362632230548e-09
1953,4.223340255293806e-07,3.232148326759443e-09
1954,3.6940187442269234e-07,2.9317608341017376e-09
1955,3.4163612383508735e-07,1.8771215692936494e-09
1956,3.505899002220758e-07,1.0465369904011368e-08
1957,3.383819375812891e-07,9.718541527092839e-09
1958,3.449525465271108e-07,4.963346067476948e-09
1959,3.5033380640925316e-07,7.750748043378053e-09
1960,3.4327332798511634e-07,4.152500010512483e-09
1961,3.00160486688128e-07,2.779263708063695e-09
1962,3.0124292749178494e-07,8.87873907728931e-09
1963,3.2071624644913754e-07,5.819448034571906e-09
1964,4.0701746684135287e-07,1.5818317322668918e-08
1965,3.748349683974084e-07,6.0192477668863376e-09
1966,3.4951560934359804e-07,6.6468897053084675e-09
1967,3.806218984436782e-07,8.381570548721129e-09
1968,3.328139186464796e-07,7.186265138514614e-09
1969,4.2102094255369593e-07,7.720988071113766e-09
1970,3.996291866315005e-07,5.0585974298300584e-09
1971,3.530079126790042e-07,7.707596338946132e-09
1972,3.8373498512100923e-07,9.234264020108185e-09
1973,3.010209184139967e-07,1.1577728109557484e-08
1974,3.335964038342354e-07,1.0688586238316589e-08
1975,3.3240814900636906e-07,9.138368284311582e-09
1976,3.9766148063336004e-07,5.713526873840635e-09
1977,3.4849315966312133e-07,6.464459856303506e-09
1978,3.409899420603324e-07,5.346532105932056e-09
1979,3.3122169895705156e-07,1.7555920051037788e-09
1980,3.547534106473904e-07,2.2740602734216964e-09
1981,3.352541142476184e-07,1.8976649140967083e-09
1982,3.2216937029261317e-07,7.449002525916626e-09
1983,3.4671086268645013e-07,3.157657912922218e-09
1984,3.3576259284018306e-07,1.739702604197646e-09
1985,3.1220746166127356e-07,4.812446552371341e-09
1986,3.4468291687517194e-07,3.5966913891627428e-09
1987,3.3059518500522245e-07,5.499735111769155e-09
1988,3.5679495624663105e-07,5.396898483667201e-09
1989,3.698994390788357e-07,4.939309850016116e-09
1990,3.007655209330551e-07,3.814055626882862e-09
1991,3.70444610098275e-07,2.9307326565586322e-09
1992,3.2012775363909896e-07,5.509944167592096e-10
1993,3.4952398664245266e-07,4.985286516934195e-09
1994,3.2071554301182914e-07,4.7474339459618875e-09
1995,3.1070642592112563e-07,4.337960657352369e-09
1996,3.288264878165137e-07,4.270473752399084e-09
1997,3.025578507731552e-07,4.79489448146353e-09
1998,3.194646609472329e-07,4.7681290027412615e-09
1999,3.3316766234747774e-07,3.656160929565999e-09
2000,3.5432613287866843e-07,6.627047355323157e-09
2001,3.1895221752620273e-07,3.5049694258049158e-09
2002,3.0230427228161716e-07,5.6955877791864395e-09
2003,3.5793867425581993e-07,5.416999848684156e-09
2004,3.4049035946281947e-07,2.642874724623212e-09
2005,3.368804755154997e-07,9.007499190971657e-09
2006,3.2490150658759376e-07,2.8825229980711242e-09
2007,2.816108093384173e-07,7.589511019645556e-09
2008,2.87802919274327e-07,6.811903485726134e-09
2009,2.7464788843190036e-07,6.198650259747751e-09
2010,2.6217051640742284e-07,6.140931096965119e-09
2011,2.581181064442717e-07,5.353560705856353e-09
2012,2.556593869940116e-07,1.327658560867917e-08
2013,2.529736349288214e-07,1.338780020176955e-08
2014,2.0181948912068037e-07,2.3170263929728208e-08
2015,1.9949178664546707e-07,1.3742767368540854e-08
2016,2.0630547226119234e-07,1.491364853833943e-08
2017,2.1231759461670663e-07,1.1571812397193071e-08
2018,2.2949238598357624e-07,8.002546625363038e-09
2019,1.994872391719582e-07,2.3469088006322636e-08
