year,quelques_DET oies_NOUN,quelques_DET bois_NOUN
1877,6.80329748092845e-09,1.348289955238613e-07
1878,9.058632954861423e-09,8.213160818115739e-08
1879,7.94212295929242e-09,9.163987613192148e-08
1880,6.417846032391594e-09,7.829772652456768e-08
1881,1.3945015142624584e-09,1.2271613969438988e-07
1882,5.989846396659004e-09,4.791877272758427e-08
1883,6.319338829996468e-09,1.1943550620729937e-07
1884,7.2618666635548834e-09,7.922036537877375e-08
1885,6.445635636342928e-09,9.281715529496637e-08
1886,1.0325542088018835e-08,9.809264867044476e-08
1887,1.0446279397058333e-08,1.788925314549772e-07
1888,1.141310668195672e-08,1.3949351895803375e-07
1889,3.7590820456401275e-09,9.961567215555078e-08
1890,7.209825181320184e-09,9.241684972849384e-08
1891,1.0836173736095134e-08,1.0963658469975712e-07
1892,8.149066088591894e-09,8.086381253491481e-08
1893,3.0792082772457263e-09,7.88277321195352e-08
1894,6.301539290376468e-09,1.0145477968848127e-07
1895,3.0093072478365457e-09,1.0171458142416157e-07
1896,6.486731818355906e-09,1.173508779039878e-07
1897,8.157398867503218e-09,1.0488084434268075e-07
1898,7.355861253444118e-09,9.84553767402474e-08
1899,6.080336234504102e-09,1.6582735540282556e-07
1900,4.6719478286050276e-09,1.1316495895918877e-07
1901,7.265360535413379e-09,6.874148561486493e-08
1902,3.928227076954727e-09,8.69120206914431e-08
1903,3.2401321625741275e-09,7.182292871554807e-08
1904,1.0211787859759625e-08,1.0158041519048311e-07
1905,5.160758931310738e-09,1.331475809607241e-07
1906,7.716276506641861e-09,9.362415642755195e-08
1907,1.131425531042396e-08,1.0285686435906882e-07
1908,5.893666887857307e-09,1.0363031233140418e-07
1909,8.251475669407426e-09,1.0836937480718234e-07
1910,1.0688301688155377e-08,9.833237335499234e-08
1911,3.7242618988742038e-09,1.2875305266391024e-07
1912,6.772247651554153e-09,9.012298685107112e-08
1913,1.1136278676993072e-08,8.537813300790731e-08
1914,2.678697486047099e-09,9.040603909937772e-08
1915,2.3561523843085297e-09,1.1780762232405095e-07
1916,0.0,7.471473884024249e-08
1917,2.1932848870420685e-09,1.6778629419178515e-07
1918,3.44591288836682e-09,6.66209833966036e-08
1919,7.366278753639932e-09,1.0312790077460221e-07
1920,5.300562211374427e-09,9.616734208961475e-08
1921,1.5145494858259667e-09,1.0904756347906996e-07
1922,1.180469710870824e-08,8.558405162339966e-08
1923,3.1847844361720945e-09,7.643482557995185e-08
1924,2.578324886925998e-09,9.281969315377836e-08
1925,3.299453377181294e-09,1.0448268872309541e-07
1926,7.802297030679028e-09,1.415559536255273e-07
1927,1.3379070296082318e-08,1.137220930758076e-07
1928,0.0,1.0054916432800098e-07
1929,4.4561625500705304e-09,1.3925508657308683e-07
1930,3.1510810627466412e-09,1.3969792433954353e-07
1931,4.5621426636444085e-09,1.1975624580884414e-07
1932,8.767629400274757e-09,9.973178061173371e-08
1933,1.3764794637438627e-08,1.1355955886749314e-07
1934,1.0783422155213884e-08,1.2341027399997984e-07
1935,1.196828414151696e-08,7.89906735576551e-08
1936,2.424942913137329e-09,8.729794442885463e-08
1937,5.0364472592434595e-09,6.295559229485548e-08
1938,6.482607117774819e-09,1.0242519365988301e-07
1939,3.058810094103137e-09,7.494084641734844e-08
1940,1.5214697501875207e-08,8.114505645195891e-08
1941,1.1806010391524069e-08,1.1806010480341911e-07
1942,1.2136847082899749e-08,9.709477444275194e-08
1943,1.4516176261025748e-08,8.709705734410988e-08
1944,1.6065930807940276e-08,1.3495382056305516e-07
1945,8.714016175304096e-09,8.931866268824251e-08
1946,2.7842208538686464e-09,9.187928728948691e-08
1947,5.960435700558264e-09,1.299374905450179e-07
1948,4.348755133776194e-09,1.0002136630049563e-07
1949,1.0798709482173763e-08,1.384198111686885e-07
1950,2.1270722960764488e-09,9.784532473133822e-08
1951,6.396841278899501e-09,1.3220137873304338e-07
1952,6.326882129314981e-09,8.857634981040974e-08
1953,9.696444758233724e-09,1.0666089045319183e-07
1954,5.863521668203475e-09,1.2802022597568907e-07
1955,4.6928039232341234e-09,7.13306209654263e-08
1956,4.36057079333807e-09,1.4128249636868873e-07
1957,2.6505113659425206e-09,8.216584879150446e-08
1958,6.617794590102477e-09,6.286904996599674e-08
1959,1.3176271185244559e-08,7.518225331182293e-08
1960,6.920833239831836e-09,1.045045863179439e-07
1961,9.032606829162404e-09,6.600751056851095e-08
1962,2.5367825617905737e-09,8.05428479466741e-08
1963,8.405868778815773e-09,6.918676920264488e-08
1964,1.2776333657704697e-08,9.67350988201332e-08
1965,6.0192477668863376e-09,7.441978810973637e-08
1966,7.200797069728537e-09,6.702280330728172e-08
1967,4.930335695263466e-09,7.34620011488829e-08
1968,7.635406917838594e-09,6.871866276014771e-08
1969,7.720988265402795e-09,1.0718548171251285e-07
1970,4.59872487312829e-09,6.852100470355893e-08
1971,7.193756479395574e-09,4.57317367308363e-08
1972,2.5650733759263744e-09,3.283293947831112e-08
1973,2.7566018356850464e-09,5.12727962864723e-08
1974,4.500457340128605e-09,5.9068504087989027e-08
1975,1.7134440533084216e-09,5.5401357723638966e-08
1976,6.856232359631065e-09,6.227744298037408e-08
1977,2.3507127355770763e-09,5.289103582883925e-08
1978,2.3762365408686037e-09,7.78217437158446e-08
1979,5.851973350345929e-09,5.910493017236007e-08
1980,4.548120602354544e-09,6.196814400505346e-08
1981,5.69299452024552e-09,4.617651200300443e-08
1982,9.932003885992913e-09,6.890327552966369e-08
1983,2.526126308133314e-09,3.8523428447234664e-08
1984,5.219107646059484e-09,4.8711670475043434e-08
1985,7.820225467192188e-09,5.7749355519831624e-08
1986,4.795588426365072e-09,4.675698694889263e-08
1987,3.055408426266837e-09,4.0331389783432314e-08
1988,1.7989661427186832e-09,5.5767951590013354e-08
1989,6.036934285802431e-09,5.5978846225102075e-08
1990,9.262707045820662e-09,5.121731938562135e-08
1991,6.447611611282156e-09,3.692722927439718e-08
1992,6.611932834577061e-09,7.328225937186517e-08
1993,7.75489034099408e-09,4.2651896792200716e-08
1994,4.2199412852994556e-09,5.380424966672237e-08
1995,4.337960546330066e-09,4.825981114731093e-08
1996,3.2028553142993132e-09,4.270473841216926e-08
1997,2.876936688878118e-09,3.4043750929413363e-08
1998,5.2449422582867555e-09,3.6714593809605844e-08
1999,7.769341975327748e-09,4.295988978442189e-08
2000,5.743440834038438e-09,4.285490473598941e-08
2001,4.381211921034023e-09,4.249775392706212e-08
2002,5.695587723675288e-09,4.1621602830943516e-08
2003,5.000307723435071e-09,3.3335381788290874e-08
2004,3.9643121285681815e-09,2.995257980531463e-08
2005,5.404499625605297e-09,4.1884871126995904e-08
2006,2.4707338397433887e-09,3.7061010482730694e-08
2007,5.991719120856942e-09,3.275473337005508e-08
2008,5.960415716543821e-09,2.767335791076242e-08
2009,6.675469732542183e-09,2.7655516099400757e-08
2010,9.919965127114239e-09,2.3618966005223285e-08
2011,1.56782850591064e-08,2.447342128952812e-08
2012,1.3957436206801788e-08,2.2468067517600332e-08
2013,1.3666712872506537e-08,2.063952475594988e-08
2014,1.2776126934177512e-08,2.4902619966127304e-08
2015,1.0639561565106703e-08,2.5268959202850994e-08
2016,1.5120782848043746e-08,2.982729574441123e-08
2017,7.798395401659164e-09,2.0628013630563657e-08
2018,1.3165480483579017e-08,1.910285435391401e-08
2019,9.693753133532823e-09,2.3724185949092202e-08
