year,les_DET eaux_NOUN,les_DET beaux_ADJ
1857,4.9362308800482424e-05,8.92095778226576e-06
1858,4.278541041458084e-05,9.0224702944397e-06
1859,4.789290733242524e-05,9.799887436656718e-06
1860,4.40297640125209e-05,9.1241583959345e-06
1861,4.351419875092688e-05,9.183396230127983e-06
1862,4.55652457276301e-05,8.810072984033468e-06
1863,4.365847894405306e-05,8.663169580813701e-06
1864,4.697203030445962e-05,8.963743425738357e-06
1865,4.387814396977774e-05,8.541510396753438e-06
1866,4.269624105290859e-05,8.572236822601553e-06
1867,4.248054256095202e-05,9.07669897287633e-06
1868,4.514106421993347e-05,8.866086147918395e-06
1869,4.1994847379100975e-05,8.68094326733626e-06
1870,4.5666539335798007e-05,8.179620579085167e-06
1871,3.967434554397187e-05,6.850659417523275e-06
1872,4.122652535443194e-05,7.921409576283622e-06
1873,5.254634288576199e-05,7.30112947167072e-06
1874,4.5013302042207215e-05,7.167738658608869e-06
1875,4.4648510083789006e-05,7.967226395066973e-06
1876,4.7088783503568266e-05,8.850156234530004e-06
1877,4.5572196768262074e-05,8.948810545916785e-06
1878,4.281834753783187e-05,8.480088126816554e-06
1879,4.3463571500979015e-05,7.959228753406933e-06
1880,4.3280670297463075e-05,8.716718923551525e-06
1881,4.544889452517964e-05,7.795960698331328e-06
1882,4.390091635286808e-05,7.966496127664868e-06
1883,4.515736327448394e-05,7.647664062915283e-06
1884,4.18494773839484e-05,7.232159134673566e-06
1885,4.54339970019646e-05,6.864601800771197e-06
1886,4.119181630812818e-05,7.400832544135483e-06
1887,4.354466136646806e-05,6.558304789905378e-06
1888,4.3317812469467754e-05,7.1224125122171245e-06
1889,4.0451482846037834e-05,7.05266427303286e-06
1890,3.9446917980967555e-05,6.940439902791695e-06
1891,3.9439210240743705e-05,7.199044318895176e-06
1892,4.236260747347842e-05,6.586952849829686e-06
1893,3.896676594195014e-05,6.509446336622204e-06
1894,4.26444084951072e-05,6.646233714491245e-06
1895,3.66443339316902e-05,6.538622756124823e-06
1896,3.8180903629836394e-05,6.313359051546286e-06
1897,3.748616313714592e-05,6.81958567838592e-06
1898,3.740908141480759e-05,6.37922920532219e-06
1899,3.880802159983432e-05,6.467819503086503e-06
1900,3.731225183400966e-05,6.4737624825284e-06
1901,3.640392628767586e-05,6.1397884110192535e-06
1902,3.319499182907748e-05,5.435684386156936e-06
1903,4.051623409395688e-05,6.080648233819375e-06
1904,3.729345053216093e-05,5.855653910202818e-06
1905,3.7917643567197956e-05,6.1836215081712e-06
1906,3.8181166473805206e-05,6.006349963172397e-06
1907,3.486436298771878e-05,6.214097595602652e-06
1908,3.541946421137254e-05,6.460441113631532e-06
1909,3.316763081784302e-05,6.576425960247434e-06
1910,3.7492958654183894e-05,6.647588861596887e-06
1911,3.4798970318661304e-05,6.3796606468713435e-06
1912,3.2226522080236464e-05,6.3679966615382e-06
1913,3.2867930485736e-05,6.736387831551838e-06
1914,3.4012092100965674e-05,6.349852583298343e-06
1915,3.099282935181691e-05,5.4050134963290475e-06
1916,2.7767514666265924e-05,5.597013114311267e-06
1917,2.699824017327046e-05,6.0797857486249995e-06
1918,2.5906372229655972e-05,6.086630605750543e-06
1919,2.6458752699909382e-05,6.667402999482874e-06
1920,2.6571718080958817e-05,6.738529179983743e-06
1921,2.8126698907726677e-05,6.529222730478068e-06
1922,2.753593116722186e-05,6.687360667001485e-06
1923,2.7326511826686328e-05,7.039435217848222e-06
1924,2.9176324687796296e-05,7.1432493200518365e-06
1925,3.1013762281872914e-05,7.082826414261945e-06
1926,2.7692580943039502e-05,6.796915158702177e-06
1927,2.8461742203944596e-05,7.700769572238642e-06
1928,2.8264598768146243e-05,6.695660204059095e-06
1929,2.93516281999473e-05,6.638568208927609e-06
1930,2.7889168450201396e-05,6.3410253119400295e-06
1931,2.7529109047463862e-05,6.144065878288529e-06
1932,2.97343190140964e-05,6.153780020667909e-06
1933,2.7928768531637616e-05,5.543771180782642e-06
1934,2.6996897076969617e-05,5.5870107189548435e-06
1935,2.5725827072164975e-05,5.55328381324216e-06
1936,2.6657397938834038e-05,5.3469992167265445e-06
1937,2.650808050930209e-05,5.115771159580618e-06
1938,2.7645727413982968e-05,5.306662217208213e-06
1939,2.8066112690794398e-05,4.950684228788305e-06
1940,3.060943595301069e-05,4.820523145099287e-06
1941,2.800090442178771e-05,5.333365152182523e-06
1942,2.8175689749332378e-05,5.904576198645373e-06
1943,3.047816267098824e-05,6.093890647207445e-06
1944,2.251479622827901e-05,5.555598761475267e-06
1945,2.1432122707665258e-05,5.783928259006643e-06
1946,2.188536768699123e-05,5.33874333541462e-06
1947,2.1142856098776974e-05,5.346510533854598e-06
1948,2.4086668418021873e-05,5.019550599172362e-06
1949,2.523756484151818e-05,4.597304950948455e-06
1950,2.4971829134301515e-05,4.95076079687351e-06
1951,2.5193958208546974e-05,4.829615022572398e-06
1952,2.7510338895808673e-05,4.651313076919905e-06
1953,2.7471106022858294e-05,4.458209730273666e-06
1954,2.543204777794017e-05,4.620455058557127e-06
1955,2.4735770011830027e-05,4.302362640373758e-06
1956,2.3406671971315518e-05,4.346617060946301e-06
1957,2.666591149136366e-05,3.924523696241522e-06
1958,2.492426960998273e-05,4.337137113452627e-06
1959,2.3949811520651565e-05,4.042789981895112e-06
1960,2.3416639351125923e-05,4.24247093633312e-06
1961,2.3215190140035702e-05,4.413470549025078e-06
1962,2.1953949726594146e-05,4.709536995051167e-06
1963,2.184103391300596e-05,4.347127458004252e-06
1964,2.1922363885096274e-05,4.693781477271841e-06
1965,2.071277936011029e-05,4.701579712218518e-06
1966,2.14644685456733e-05,4.871616283708136e-06
1967,2.08952558296005e-05,4.981118195246381e-06
1968,2.136027489996195e-05,5.678946138232277e-06
1969,2.1848579194738704e-05,4.367808685401542e-06
1970,2.304237148109678e-05,4.678283005432604e-06
1971,2.0255562617421674e-05,4.7725433773848636e-06
1972,2.0588305915225646e-05,5.151180403117905e-06
1973,2.0508015722953132e-05,4.271630302810081e-06
1974,2.0304938061599387e-05,3.4501631489547435e-06
1975,1.9844537064273027e-05,3.464012763743085e-06
1976,1.95579740420726e-05,3.5246746676875773e-06
1977,2.0426518290150852e-05,3.5125524391332874e-06
1978,1.9726921550500265e-05,4.348512902652146e-06
1979,1.9442010852799285e-05,3.903266190263821e-06
1980,2.032498196058441e-05,3.880115428955833e-06
1981,1.960793792932236e-05,3.6593305026144662e-06
1982,2.147733721358236e-05,3.704016535266419e-06
1983,1.769235859683249e-05,3.666041038741241e-06
1984,1.9131507997371955e-05,3.7049865682092786e-06
1985,1.9714788777491776e-05,3.814465344476048e-06
1986,1.7413381215192203e-05,3.892818938311393e-06
1987,1.8069073917104106e-05,3.5870495764811494e-06
1988,1.697744278317259e-05,3.7982172784722934e-06
1989,1.778974819899304e-05,3.96187544993154e-06
1990,1.9664726778501063e-05,3.835850293398835e-06
1991,1.7314181832261966e-05,3.661071048099984e-06
1992,1.727147048313782e-05,3.907101302047522e-06
1993,1.6685200307620107e-05,3.894616639854576e-06
1994,1.7116609683398565e-05,3.899225760051195e-06
1995,1.5510920434280706e-05,3.955135696287471e-06
1996,1.6415167351624405e-05,4.069761388336701e-06
1997,1.4807592947363446e-05,3.7735818807504984e-06
1998,1.445076907202747e-05,4.0104735035129124e-06
1999,1.5702297332609305e-05,3.898381606859402e-06
2000,1.5205097611215024e-05,3.9382332488457905e-06
2001,1.502711859302508e-05,3.68547537732411e-06
2002,1.43392993550151e-05,3.854160553373731e-06
2003,1.465381808429811e-05,3.844819758569429e-06
2004,1.3170325416922424e-05,3.705310433588238e-06
2005,1.3489631157881377e-05,3.815126319750561e-06
2006,1.4077830655878643e-05,4.122831285258144e-06
2007,1.3562456047111482e-05,3.952537497298181e-06
2008,1.5049197713778995e-05,4.6252825427473e-06
2009,1.572406858940667e-05,4.331426083581391e-06
2010,1.5020716773506138e-05,4.235825315390684e-06
2011,1.588592635926034e-05,4.7726992136176705e-06
2012,1.623828507035796e-05,5.1193151762163325e-06
2013,1.4199435554473894e-05,4.519777093037192e-06
2014,1.524733295354963e-05,5.267012284093653e-06
2015,1.5495413208554965e-05,5.763539434155973e-06
2016,1.8074306353810243e-05,5.871627479336894e-06
2017,1.6079032775451196e-05,4.0579326991974085e-06
2018,1.484988683841948e-05,4.6781341893620265e-06
2019,1.3831200817548961e-05,5.164985054761928e-06
