year,trois_DET eaux_NOUN,trois_DET beaux_ADJ
1869,4.2974966696363026e-08,1.640862361540485e-07
1870,3.268407855472333e-08,1.3188312752987486e-07
1871,1.3807530230280918e-08,1.0939812611354682e-07
1872,4.898344840853497e-08,1.348556724067862e-07
1873,8.021245889722195e-08,1.4545991255943136e-07
1874,3.823749850084823e-08,1.3323378489360493e-07
1875,3.833423067867159e-08,1.1786346032494066e-07
1876,7.37613781165436e-08,1.7110222572114253e-07
1877,8.844287080478352e-08,1.775042228757684e-07
1878,6.03908887342186e-08,1.666788449483647e-07
1879,5.742765785132775e-08,1.6189712148673152e-07
1880,4.941741771347097e-08,1.5659544416735116e-07
1881,4.3229546664580454e-08,1.4223915734135062e-07
1882,5.856738738430067e-08,1.1913139719155197e-07
1883,4.170763850952497e-08,1.7188602186024582e-07
1884,4.68720466884065e-08,1.3731530312810492e-07
1885,6.896829862768072e-08,1.4180398588692356e-07
1886,4.711028545045792e-08,1.4713897300566714e-07
1887,3.003305382165422e-08,1.677933614274707e-07
1888,2.346027505595316e-08,1.654900501080192e-07
1889,7.2675589102289e-08,1.3470043747076943e-07
1890,5.636772321127026e-08,1.1535720112476611e-07
1891,7.585322059355804e-08,1.485193319439304e-07
1892,6.017771747579559e-08,1.1972858615649784e-07
1893,4.310891554837326e-08,1.4595447517251614e-07
1894,4.348062221382065e-08,1.411544765517192e-07
1895,2.1667012850556944e-08,1.450486095677661e-07
1896,3.3613064720494634e-08,1.5273305464802434e-07
1897,4.078699333831537e-08,1.4741585285804604e-07
1898,1.4711722839955144e-08,1.1146959266739032e-07
1899,2.7085134135518274e-08,1.254760313429415e-07
1900,4.204752979131143e-08,1.5728890367938675e-07
1901,1.676621691482083e-08,9.668518163863382e-08
1902,3.830021244599635e-08,8.052865752006255e-08
1903,1.836074892125339e-08,1.3284541644509318e-07
1904,3.117282698639201e-08,1.1340459060704688e-07
1905,2.4255568054076804e-08,1.0527948157701417e-07
1906,1.4403717052413612e-08,1.2294600804096945e-07
1907,1.7999951751335175e-08,1.0542828832171836e-07
1908,2.2592390180875555e-08,1.1443536251931619e-07
1909,2.6954820153690662e-08,1.430255771595057e-07
1910,1.6566866989364826e-08,1.2344988142842794e-07
1911,1.1704823332792103e-08,8.88502480478337e-08
1912,2.7609931674277277e-08,1.213795126631112e-07
1913,1.3787773367468503e-08,1.3787773145423898e-07
1914,1.004511551716547e-08,1.0312984954907733e-07
1915,5.890381071793627e-09,8.599956258237285e-08
1916,8.789969641043172e-09,1.42837009775576e-07
1917,1.7546279096336548e-08,1.699795788567826e-07
1918,1.9526838812566893e-08,7.121553391442603e-08
1919,1.6574126959767455e-08,1.0312790532651661e-07
1920,2.4231140649533245e-08,1.1434069957516613e-07
1921,1.8931869016913794e-08,1.1813485656375633e-07
1922,3.3938504784281065e-08,1.003399212606837e-07
1923,1.3800732556745743e-08,1.1146745748646936e-07
1924,1.2891624545652292e-08,1.0184383025801935e-07
1925,1.3197813952814386e-08,1.6057340346264937e-07
1926,2.452150482668003e-08,1.0588831589330994e-07
1927,1.3379070296082318e-08,1.0145794782090434e-07
1928,9.14083297942625e-09,1.4511072343736942e-07
1929,3.119313873867213e-08,9.580749527060561e-08
1930,2.520864939015155e-08,1.417986457141751e-07
1931,2.3951248984133144e-08,1.265994615806676e-07
1932,1.8631212128639163e-08,8.877224466630196e-08
1933,2.0647192178202545e-08,8.83240982574307e-08
1934,1.4377896206951846e-08,8.986185306980587e-08
1935,1.6755597798123745e-08,1.3045429980707013e-07
1936,2.182448710641438e-08,1.236720894581822e-07
1937,1.1332006222275481e-08,1.2968851414996152e-07
1938,6.482607339819424e-09,1.153904101158787e-07
1939,1.6823456405745674e-08,8.564668441124468e-08
1940,1.0143131667916805e-08,7.607348861959906e-08
1941,1.7709016475464523e-08,9.444808490854939e-08
1942,6.068423541449874e-09,1.0316319798420182e-07
1943,1.7419411690866582e-08,1.4516176438661432e-07
1944,3.2131861615880553e-09,8.996920897175187e-08
1945,8.714016175304096e-09,8.49616608178394e-08
1946,1.3921104269343232e-08,1.2250571934657728e-07
1947,2.8610090296865565e-08,9.775114406807006e-08
1948,1.0871888278529696e-08,9.567261027854101e-08
1949,1.3743811422273211e-08,8.638967319285484e-08
1950,1.70165788127008e-08,1.1592543991412185e-07
1951,1.0661401539380222e-08,7.782823630009261e-08
1952,1.7926167217297007e-08,7.065018525764799e-08
1953,1.185120990232491e-08,9.050015048472915e-08
1954,1.2704296725729591e-08,7.427127268755385e-08
1955,4.6928039232341234e-09,1.126272914930837e-07
1956,2.8779767013986657e-08,9.767678488259435e-08
1957,2.47381048978923e-08,1.007194327939942e-07
1958,1.8198935247681902e-08,7.445018912477508e-08
1959,1.705164498488898e-08,8.603330403644804e-08
1960,9.689166802218097e-09,8.304999887798203e-08
1961,8.33779090214648e-09,7.295567172604933e-08
1962,1.268391242037481e-08,5.644341261046293e-08
1963,2.392439713005956e-08,7.047998362708086e-08
1964,1.0951143103454797e-08,7.72663968362508e-08
1965,1.860494691641179e-08,7.606140162152997e-08
1966,1.1632056873267516e-08,7.588532735525177e-08
1967,1.4791006530678885e-08,1.0255098104039462e-07
1968,1.7067379731727783e-08,1.1812423483803514e-07
1969,1.0446042669753908e-08,5.63177957602079e-08
1970,1.655541059797372e-08,8.32369195791216e-08
1971,2.6719667811647696e-08,7.193756168533127e-08
1972,1.8468529372484e-08,8.208235158235766e-08
1973,1.0475087075523248e-08,8.324937983417158e-08
1974,1.2938814686336286e-08,5.1755259189434355e-08
1975,2.1703624231150798e-08,7.938957402586766e-08
1976,1.142705374768127e-08,7.199043583483444e-08
1977,2.8796231177352638e-08,6.288156750855478e-08
1978,1.8415833413776284e-08,7.366333054648067e-08
1979,2.0481905949054635e-08,8.251282590521214e-08
1980,1.8192481354706302e-08,7.27699251967806e-08
1981,3.09951919685858e-08,7.780425725911755e-08
1982,1.8622506647858472e-08,6.207502334376613e-08
1983,2.084054306905614e-08,4.2312617409834274e-08
1984,1.681712458179163e-08,7.306750848812271e-08
1985,3.128090220183566e-08,7.098358523194293e-08
1986,1.3187867908825979e-08,6.71382380801333e-08
1987,2.077677729861449e-08,5.8052760820714866e-08
1988,1.798966176025374e-08,5.4568640273089386e-08
1989,1.8659615408367358e-08,6.695509036092062e-08
1990,1.9070277801347402e-08,4.9582724148677926e-08
1991,2.2859715009815318e-08,5.978694339603408e-08
1992,1.1019888224161889e-08,6.336435909304328e-08
1993,2.4926434250005514e-08,6.148520359516851e-08
1994,2.215469208088905e-08,5.538672787075427e-08
1995,1.8436332793747567e-08,5.6393489877848424e-08
1996,1.3345230698291743e-08,6.672615082692346e-08
1997,8.151320618488e-09,6.952596720566362e-08
1998,1.8118891276230897e-08,5.4833485307881347e-08
1999,1.1882523187622951e-08,6.443983746606818e-08
2000,1.6788519130450652e-08,5.522539359148482e-08
2001,1.8401088985875447e-08,6.396569141031705e-08
2002,1.2267419968736704e-08,5.91464908161754e-08
2003,1.750107614384433e-08,6.208715097599793e-08
2004,1.3214373428827031e-08,4.801222575068209e-08
2005,1.0808999029165989e-08,6.305249300453397e-08
2006,1.4412614657288714e-08,7.000412938218403e-08
2007,1.2382886716011399e-08,6.990338929924178e-08
2008,1.0217855089811323e-08,5.832692551166474e-08
2009,1.1443661795951243e-08,6.150968445695071e-08
2010,1.1809482836078189e-08,7.463593298950855e-08
2011,6.1183551280930004e-09,8.37449860568995e-08
2012,7.829781378809741e-09,1.0451055576510271e-07
2013,6.972812605088308e-09,9.120438537735254e-08
2014,9.311414264634443e-09,9.441341219940114e-08
2015,7.536356427806368e-09,9.708600412494661e-08
2016,7.45682449121432e-09,1.0170279463039833e-07
2017,4.528100561174142e-09,8.704015463933956e-08
2018,7.48625367252842e-09,1.0067719813378062e-07
2019,5.35707450621814e-09,9.081516072484419e-08
