year,tes_DET eaux_NOUN,tes_DET beaux_ADJ
1922,7.377935717922668e-08,5.1645550058765366e-08
1923,7.749642350063368e-08,5.732611896291928e-08
1924,1.0828964380760198e-07,3.738571052736006e-08
1925,9.018506119673475e-08,4.6192347724627325e-08
1926,6.35329865383838e-08,3.901148559748435e-08
1927,8.807887319495222e-08,5.1286434654684854e-08
1928,6.28432237359533e-08,5.713020456710183e-08
1929,6.350031611646045e-08,5.3473950600846365e-08
1930,5.566909955234678e-08,3.046045193855207e-08
1931,5.588624940600084e-08,3.193499864551086e-08
1932,4.7126007984843454e-08,4.055028668403793e-08
1933,5.04709138926529e-08,2.408838994938378e-08
1934,2.156684431042777e-08,1.5576054224197833e-08
1935,3.710168261505942e-08,2.992070946561398e-08
1936,5.941110048368614e-08,3.031178508194898e-08
1937,4.658713681493509e-08,2.7700460591972842e-08
1938,7.649476674309597e-08,5.575042294481136e-08
1939,5.964679594683275e-08,3.211750509990452e-08
1940,2.7893612752905028e-08,1.0143131667916805e-08
1941,4.7224041566096275e-08,1.4757512545315876e-08
1942,6.675266206457309e-08,3.034211815133858e-08
1943,8.129058670647282e-08,3.193558839598154e-08
1944,1.0282195717081777e-07,2.5705489292704442e-08
1945,6.099811411530709e-08,5.446259976338297e-08
1946,8.909506732379668e-08,3.3410650246423756e-08
1947,6.675687558299614e-08,5.006765846360395e-08
1948,7.827759329614992e-08,2.0656587551570738e-08
1949,5.301184635708722e-08,3.239612667016445e-08
1950,7.657459955012769e-08,4.892266147749069e-08
1951,3.731490494374157e-08,4.051332780363737e-08
1952,5.799642011083961e-08,4.428817490520487e-08
1953,6.572034605412114e-08,4.417269394707546e-08
1954,5.277169390360825e-08,4.788542540268281e-08
1955,4.411235732248997e-08,2.2525458831523792e-08
1956,5.05826205365878e-08,3.9245136917998025e-08
1957,3.8874164776103726e-08,2.5621609722747962e-08
1958,7.279573904783732e-08,3.722509589465517e-08
1959,6.975673072506794e-08,3.720359131875739e-08
1960,5.190624918771647e-08,3.5296249478733444e-08
1961,5.2806009509520635e-08,3.682524507553353e-08
1962,5.8345999365272405e-08,3.6783347923119436e-08
1963,8.470530055149084e-08,3.168366191630412e-08
1964,6.023128817922441e-08,4.380457241381919e-08
1965,4.870118530675427e-08,3.55682807651192e-08
1966,7.311578609225933e-08,4.043524626240469e-08
1967,7.148986735927565e-08,3.4019315364730573e-08
1968,7.096436943632156e-08,4.850729240502005e-08
1969,5.813450071334714e-08,3.3609008909252225e-08
1970,6.024329768372638e-08,3.1731204330753826e-08
1971,5.9091569859504034e-08,4.6759417671182746e-08
1972,4.206720438659772e-08,3.231992451446786e-08
1973,4.134902831243181e-08,2.3155456219114967e-08
1974,4.106667361725158e-08,1.7439271360331077e-08
1975,3.8838066096502644e-08,1.9990180177842376e-08
1976,4.685091936629249e-08,2.0568696967870892e-08
1977,4.760193350605846e-08,2.056873604772136e-08
1978,6.059403057090407e-08,2.4356424432880885e-08
1979,4.271940534650298e-08,2.2822696621460636e-08
1980,4.4912690011500445e-08,2.9562784220615868e-08
1981,4.427884686686312e-08,1.771153890217647e-08
1982,4.2831765689754775e-08,1.8622506203769262e-08
1983,4.736487024814551e-08,1.894594880980094e-08
1984,5.161117666574455e-08,2.4935737030773453e-08
1985,5.293691107688403e-08,2.466378745680231e-08
1986,4.3160296780975216e-08,1.8582904104391673e-08
1987,4.0331391115699944e-08,2.9943002743948455e-08
1988,4.197587677445824e-08,1.4991384134077634e-08
1989,3.786804469996241e-08,2.030605195102453e-08
1990,4.7948126857821904e-08,1.8525414091641323e-08
1991,3.634108391992186e-08,2.9307326343541718e-08
1992,5.785441348216125e-08,2.589673719910479e-08
1993,3.8220531850541306e-08,2.4926434250005514e-08
1994,4.483687721101859e-08,1.5297286992677073e-08
1995,2.602776427718112e-08,2.4943274112843028e-08
1996,3.0427125041754266e-08,2.2953797085278893e-08
1997,3.068732568056731e-08,2.5412941084823615e-08
1998,4.529722885671106e-08,2.860877579280441e-08
1999,3.747565005540743e-08,2.5136106529544122e-08
2000,2.960081113556612e-08,3.2251630699420275e-08
2001,3.767842238211472e-08,2.6287271026603776e-08
2002,4.2935970945290336e-08,2.234422957769766e-08
2003,4.0419152136372816e-08,2.3334768783911386e-08
2004,3.7440725186854706e-08,2.378587282692024e-08
2005,3.1976622238971686e-08,2.8823997411109303e-08
2006,3.37666967720196e-08,2.6766285188273287e-08
2007,4.03442428353884e-08,3.6349764087617586e-08
2008,4.214865234608567e-08,2.5970381400952647e-08
2009,4.8635562244214725e-08,2.6701878041990312e-08
2010,3.164941375644048e-08,3.495607003856094e-08
2011,3.2121365900472654e-08,3.21213633469597e-08
2012,3.7446780898342524e-08,4.391485930455019e-08
2013,3.514297408635514e-08,5.494576171827248e-08
2014,5.132104963223583e-08,5.608503172993551e-08
2015,3.856841301885794e-08,6.117748085898711e-08
2016,5.654758217232825e-08,6.793995055431878e-08
2017,4.6538809472806975e-08,6.716682321439293e-08
2018,3.5366094608413334e-08,7.176477367920597e-08
2019,3.6479124387867046e-08,6.479508840584458e-08
