year,mêmes_ADJ ans_NOUN,mêmes_ADJ bancs_NOUN
1895,3.611168697403855e-09,1.0315905001334613e-06
1896,2.94851448812139e-09,1.553867150505539e-06
1897,4.07869948926276e-09,1.7404393020115094e-06
1898,4.52668391659472e-09,1.5277557849913137e-06
1899,2.7637891975018647e-09,1.0950133173537324e-06
1900,3.114631885736685e-09,1.0164081913899281e-06
1901,1.1177477832191585e-09,1.3580635140897357e-06
1902,1.4730852093691738e-09,8.313110697599768e-07
1903,2.1600881083827517e-09,1.300373014601064e-06
1904,5.374625189347171e-10,1.568853122080327e-06
1905,6.708986699521802e-09,1.7536259520056774e-06
1906,1.5432553568395235e-09,8.945737022258982e-07
1907,1.5428530120153994e-09,6.13541203620116e-07
1908,1.4734167219643268e-09,5.112756298331078e-07
1909,1.1001967115120692e-09,5.616504381578125e-07
1910,2.137660271017694e-09,6.883266223667306e-07
1911,2.128149656499545e-09,7.374038659690996e-07
1912,1.5628263683176158e-09,6.256514666347357e-07
1913,0.0,4.470420265079156e-07
1914,3.348371913070025e-09,6.348512897602632e-07
1915,0.0,5.112850658406387e-07
1916,7.69122321386817e-09,3.9005490748422744e-07
1917,4.3865698851064394e-09,3.9479127167396655e-07
1918,0.0,3.3769947549444623e-07
1919,2.762354567309444e-09,2.6058211233248585e-07
1920,5.300562211374427e-09,3.5892378491553245e-07
1921,5.300923255902035e-09,3.021526140400965e-07
1922,3.688967686876765e-09,5.30473585058644e-07
1923,5.307974060286824e-09,6.369568836817052e-07
1924,1.289162443462999e-09,1.6372363234040677e-06
1925,2.1996355847875293e-09,1.425363848284178e-06
1926,0.0,6.799144216529385e-07
1927,3.3447675740205796e-09,4.1475115608591295e-07
1928,3.4278122562625413e-09,3.302126003745798e-07
1929,1.1140406375176326e-09,5.380816219258122e-07
1930,1.0503603542488804e-09,4.831657633985742e-07
1931,3.4216069977333063e-09,5.748299827246228e-07
1932,0.0,5.918149668104888e-07
1933,5.735331320977366e-09,2.397368348283635e-07
1934,1.1981580172459871e-09,4.816595264856005e-07
1935,3.590485242455088e-09,1.1010821765466972e-07
1936,0.0,5.807738148178032e-07
1937,1.2591118148108649e-09,5.061629622105102e-07
1938,2.5930428915188486e-09,3.0079297630436486e-07
1939,4.588215141154706e-09,4.557627164558653e-07
1940,0.0,3.271159982887184e-07
1941,0.0,2.1841118780230317e-07
1942,3.034211770724937e-09,4.247896612241675e-08
1943,0.0,8.419382169222445e-08
1944,3.2131861615880553e-09,1.9279116258985596e-07
1945,0.0,1.1110370934375169e-07
1946,1.3921104269343232e-09,9.591641401129891e-07
1947,0.0,1.5640182482457021e-06
1948,4.348755133776194e-09,1.9688989141286584e-06
1949,1.9634016634739737e-09,1.2398882063280325e-06
1950,2.1270722960764488e-09,9.082598921850149e-07
1951,1.0661401761424827e-09,4.893583422926895e-07
1952,1.0544803918932644e-09,3.9437566101696575e-07
1953,2.1547654771580937e-09,3.0274455298240355e-07
1954,2.9317608341017376e-09,3.0392587291316886e-07
1955,2.815682353940474e-09,3.2380347647631424e-07
1956,1.744228317335228e-09,2.72971732329097e-07
1957,2.6505113659425206e-09,2.0320587168498605e-07
1958,4.136121778408608e-09,1.2821976724808337e-07
1959,4.650448914844674e-09,3.743611216577847e-07
1960,1.3841666701708277e-09,2.9551958391493827e-07
1961,6.948159270159238e-10,1.299305836255371e-07
1962,6.341956404476434e-10,7.229830600863352e-08
1963,6.466053248388448e-10,1.0151703833116699e-07
1964,2.433587276140514e-09,3.0115643312456086e-07
1965,1.0944086747954884e-09,1.980879744678532e-07
1966,2.769537488234164e-09,1.5066282799125474e-07
1967,1.972134178185314e-09,1.8488758257717564e-07
1968,0.0,1.720212310374336e-07
1969,2.2708788738334817e-09,1.439737218333903e-07
1970,1.8394900047624674e-09,2.6902540639639483e-07
1971,1.0276794970565106e-09,1.469581718538393e-07
1972,5.130146862875051e-10,1.6057359175647434e-07
1973,0.0,1.9902665826521115e-07
1974,1.1251143350321513e-09,2.1995985832745646e-07
1975,1.7134440533084216e-09,1.3421978906080767e-07
1976,5.713526873840635e-10,1.0055807564413044e-07
1977,1.1753563677885381e-09,7.463513185257398e-08
1978,5.940591352171509e-10,4.871284886576177e-08
1979,4.096381456264453e-09,5.26677617074256e-08
1980,1.1370301367108482e-09,5.230338473438678e-08
1981,3.795329717171114e-09,6.515315931210353e-08
1982,1.2415004579935385e-09,6.517877437772768e-08
1983,1.2630632095778083e-09,1.0167659070248192e-07
1984,2.8995042478108246e-09,7.074790175920498e-08
1985,6.015558051686298e-10,5.594468888148185e-08
1986,1.1988970927134801e-09,6.354154891141661e-08
1987,6.110816852533674e-10,7.577413185799742e-08
1988,0.0,2.698449179661111e-07
1989,1.0976244357863152e-09,6.860152979015766e-08
1990,2.1794604454505873e-09,4.4678937882736136e-08
1991,0.0,5.6856212182765375e-08
1992,1.65298330578878e-09,8.264916573352821e-08
1993,1.1078414852150331e-09,5.539207492688547e-08
1994,5.274926606624319e-10,7.01565241456592e-08
1995,5.422450821690461e-10,6.506940763983948e-08
1996,1.067618438099771e-09,1.1797183674389089e-07
1997,0.0,9.302095094199103e-08
1998,0.0,1.187264189184134e-07
1999,9.140402323914998e-10,6.215473291604212e-08
2000,8.836062992401139e-10,6.671227481547248e-08
2001,0.0,1.3275071353291423e-07
2002,8.76244299341522e-10,6.308958688805433e-08
2003,8.333845835650777e-10,6.41706137116671e-08
2004,1.7619165015858584e-09,1.0351259760454923e-07
2005,0.0,6.98081166206066e-08
2006,4.1178899179428186e-10,1.136537619572664e-07
2007,0.0,7.789235212385393e-08
2008,0.0,7.109924382575628e-08
2009,0.0,6.913879246894794e-08
2010,0.0,8.361113401633702e-08
2011,3.82397197240536e-10,5.621238940989315e-08
2012,0.0,7.14893104714065e-08
2013,5.578250084070646e-10,5.7177064860525206e-08
2014,8.661780737106994e-10,1.0459100252546705e-07
2015,2.2165753954528356e-10,7.625019549095668e-08
2016,2.0713400439298368e-10,1.0418840190595802e-07
2017,0.0,1.0791972471224653e-07
2018,0.0,8.776986959446731e-08
2019,0.0,9.64273354497891e-08
