year,six_DET ailes_NOUN,six_DET belles_ADJ
1851,8.835731080125697e-08,2.1283148354811487e-08
1852,8.073076673831281e-08,1.0416873141849692e-08
1853,5.673335157219128e-08,2.508211416341055e-08
1854,8.676759899461928e-08,2.7017455828115544e-08
1855,1.3744967475304293e-07,9.021793090369101e-09
1856,9.267169076565551e-08,1.5013848608802505e-08
1857,8.103304782736132e-08,1.6597130114703873e-08
1858,1.3653356301102093e-07,1.3212924865335651e-08
1859,7.536416868347828e-08,6.619825576592575e-09
1860,8.422018477061144e-08,1.0527523075509748e-08
1861,7.781340072288145e-08,5.659156365744877e-09
1862,1.1385325415780301e-07,2.846331392802881e-08
1863,6.942522778885518e-08,2.197633214295891e-08
1864,1.0452507126501587e-07,1.726102061283541e-08
1865,1.0307988973501381e-07,1.8827377989971694e-08
1866,5.838735595009581e-08,2.627431072710351e-08
1867,1.2083500777748668e-07,4.076361648230886e-08
1868,9.682153234713553e-08,1.0373735759294789e-08
1869,6.250904804883106e-08,1.6115612844203042e-08
1870,5.447346484999116e-08,2.064257520473234e-08
1871,8.603153389685758e-08,2.4428708167434365e-08
1872,2.9027228509725944e-08,8.466275014384905e-09
1873,1.2810049554445868e-07,2.154961609157624e-08
1874,6.930546553318706e-08,1.0754296453363565e-08
1875,6.408110192479555e-08,1.2015207273563533e-08
1876,4.776351603119622e-08,1.511503655571289e-08
1877,7.607323548874945e-08,8.658742167710898e-09
1878,6.220261350442513e-08,2.838371737645673e-08
1879,5.437299321897626e-08,1.0385852955430153e-08
1880,3.5298153511220676e-08,1.7328185109022343e-08
1881,3.834879280795178e-08,1.045876096839038e-08
1882,3.3276926103553706e-08,1.5972924094498353e-08
1883,3.728409936343269e-08,2.1485752288441518e-08
1884,3.564916273290919e-08,1.650424152899177e-08
1885,4.383032248256313e-08,2.127059778311846e-08
1886,5.3563748991791726e-08,1.1616234585343221e-08
1887,3.395040970577412e-08,1.1099172025907933e-08
1888,4.2482119155806686e-08,1.014498351992188e-08
1889,6.077182790331648e-08,2.255449293997458e-08
1890,5.964491833765351e-08,1.114245701261396e-08
1891,4.2707275382802834e-08,1.6572971883732635e-08
1892,5.0148097896496324e-08,1.2537024973724442e-08
1893,8.991288247273133e-08,1.601188270861087e-08
1894,4.7891697274593525e-08,2.0164925729204697e-08
1895,3.7315409429083957e-08,1.1435367097689664e-08
1896,3.597187614445829e-08,1.2383761127665593e-08
1897,2.155884004650943e-08,1.9228154179984358e-08
1898,3.451596475301244e-08,1.5277558329529484e-08
1899,3.205995469102163e-08,8.844125432005967e-09
1900,2.9069897267142153e-08,1.7130475260529465e-08
1901,5.0298649023616804e-08,8.941982265753268e-09
1902,4.026432809389746e-08,1.3257765996144144e-08
1903,3.67214987306852e-08,1.296052909438572e-08
1904,3.117282609821359e-08,8.599400302955473e-09
1905,3.044847929345451e-08,1.186974607492175e-08
1906,5.761486576716379e-08,1.800464577428329e-08
1907,3.9599894363639976e-08,9.771402353919711e-09
1908,3.536200066101003e-08,1.3751888960911174e-08
1909,4.400786934866119e-08,1.3752459171456621e-08
1910,3.3668149046484075e-08,1.603245225467731e-08
1911,3.458243114096149e-08,1.3300935242099854e-08
1912,2.344239469209697e-08,1.0418842677495377e-08
1913,3.075734078539227e-08,1.0075680734189518e-08
1914,2.3438602447800605e-08,8.036092347118995e-09
1915,3.062998032987707e-08,2.3561523843085297e-09
1916,1.4283700444650549e-08,1.0987462051303964e-09
1917,2.8512703309502285e-08,1.0966424435210342e-08
1918,1.9526840588923733e-08,1.4932290071101306e-08
1919,1.8415697411455767e-08,2.4861190439651182e-08
1920,2.4988365154854364e-08,1.2872794385998532e-08
1921,2.499006690470651e-08,9.844572046446842e-09
1922,3.9840852394945614e-08,8.853522803775604e-09
1923,2.866305948145964e-08,2.5478275489376756e-08
1924,3.867487285980076e-08,7.734974438733389e-09
1925,5.49908882874206e-08,2.3096173418224453e-08
1926,5.238685218955652e-08,1.894843526528689e-08
1927,3.3447673075670536e-08,1.7838760246746688e-08
1928,2.5137290915466792e-08,2.170947777102583e-08
1929,5.570203143179242e-08,1.7824650422326727e-08
1930,2.6259009189288918e-08,1.1553964229804592e-08
1931,1.596749932275543e-08,2.3951249872311564e-08
1932,2.6302887090601246e-08,9.863582950409011e-09
1933,2.1794258620033702e-08,1.3764794415394022e-08
1934,2.6359476379411717e-08,5.990790086229936e-09
1935,2.2739738980703805e-08,4.787313656606784e-09
1936,2.182448710641438e-08,1.091224310911798e-08
1937,3.273690651894867e-08,8.813782592653752e-09
1938,3.5006078036303734e-08,1.2965214124527336e-08
1939,1.988226472349197e-08,3.058810094103137e-09
1940,4.057252667166722e-08,5.0715658339584024e-09
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,2.730790527039062e-08,9.102635090130207e-09
1943,1.1612940653549231e-07,2.9032352522051497e-08
1944,4.4984606262232774e-08,9.639558484764166e-09
1945,2.6142048525912287e-08,1.3071024262956144e-08
1946,2.5057987684817817e-08,9.744772988540262e-09
1947,2.3841742802233057e-08,5.960435700558264e-09
1948,2.5005341797168512e-08,1.0871887834440486e-08
1949,4.810334042204545e-08,5.890204990421921e-09
1950,2.7651939404904624e-08,3.190608444114673e-09
1951,3.0918066329377325e-08,8.529121631184466e-09
1952,3.057992969957013e-08,1.1599284199803606e-08
1953,2.1547654327491728e-08,6.464296320451979e-09
1954,4.69081733456278e-08,1.7590565448699635e-08
1955,4.129667274810345e-08,2.815682353940474e-09
1956,4.098936523533325e-08,4.360570571293465e-09
1957,2.2971098467827744e-08,9.718541527092839e-09
1958,4.3015667472445784e-08,5.790570356545288e-09
1959,1.9376869220266713e-08,3.8753737996444215e-09
1960,2.906750040665429e-08,1.1073332972788563e-08
1961,4.099413997149526e-08,7.642975030641708e-09
1962,3.9320129818776195e-08,2.5367825617905737e-09
1963,2.0691370394843034e-08,8.405868778815773e-09
1964,4.806335057727651e-08,1.0342746159519578e-08
1965,3.009623894545399e-08,3.2832260243864653e-09
1966,4.431259659209985e-08,8.308612242657887e-09
1967,4.58521223212216e-08,8.874603940611792e-09
1968,3.997360242813386e-08,6.287982134978165e-09
1969,2.7250546708046386e-08,2.7250546263957176e-09
1970,3.2650948611490094e-08,4.598724956395017e-09
1971,3.3913423180820246e-08,6.166077093361366e-09
1972,2.8215808356435446e-08,5.130146696341598e-09
1973,2.260413545229767e-08,7.718485461882807e-09
1974,2.5315072704756858e-08,1.0688586071783135e-08
1975,2.798625331479343e-08,0.0
1976,2.3425460682346966e-08,3.428116124304381e-09
1977,1.116588582705802e-08,1.1753563677885381e-09
1978,3.326731246033887e-08,8.316827893040113e-09
1979,3.394144487689488e-08,4.0963813452421505e-09
1980,3.581644847372445e-08,1.193881615790815e-08
1981,4.4911403263014904e-08,1.8976649140967083e-09
1982,2.9796011546956436e-08,6.20750217894539e-09
1983,1.9577480414589843e-08,3.1576580239445207e-09
1984,3.36342509399401e-08,4.059305780401701e-09
1985,2.947623478632977e-08,2.4062232206745193e-09
1986,2.2779045372178786e-08,6.593934065435292e-09
1987,2.3221103262471843e-08,7.33298027855156e-09
1988,2.758414818782029e-08,6.596209245479656e-09
1989,3.292873429483478e-08,5.488121956886971e-09
1990,2.1794603677349755e-08,2.724325431913144e-09
1991,2.6962739596569918e-08,4.103025696977625e-09
1992,2.2039776226279173e-08,3.305966445044106e-09
1993,2.271075000281897e-08,4.431366051882435e-09
1994,2.7957110293463927e-08,5.274926662135471e-09
1995,2.3858783393393423e-08,3.795715741716776e-09
1996,2.7758080278772468e-08,3.736664311304594e-09
1997,2.6851409984374186e-08,3.3564261370244708e-09
1998,3.862184494440868e-08,7.629006759657386e-09
1999,2.3308025398627308e-08,3.6561608462992723e-09
2000,2.2973763336153752e-08,2.2090156370779823e-09
2001,3.680217836032895e-08,3.06684819206815e-09
2002,2.93541845830525e-08,2.190610748353805e-09
2003,2.375146124222738e-08,7.083768904792009e-09
2004,3.523832958762796e-08,2.642874807889939e-09
2005,2.7022497239848065e-08,3.1526248278623825e-09
2006,3.5002065579270436e-08,4.117889806920516e-09
2007,3.3154180567596114e-08,5.59227120167094e-09
2008,2.809910171208685e-08,4.683183701947868e-09
2009,4.005281795116389e-08,7.152288761247405e-09
2010,3.8262721879789297e-08,8.502827775203059e-09
2011,2.7150200254677515e-08,1.1089518414664212e-08
2012,3.199997491987183e-08,1.2255309655984092e-08
2013,2.565995121939224e-08,8.36737512610597e-09
2014,3.118241065358518e-08,6.496335580585821e-09
2015,2.8150508257773765e-08,1.1747849470999938e-08
2016,3.8941192048724815e-08,1.2220906286941613e-08
2017,5.4337203181376026e-08,3.5218559735206156e-09
2018,3.7431266364240656e-08,5.937373481756936e-09
2019,3.086695143927898e-08,7.142765823253683e-09
