year,les_DET arrières_NOUN,les_DET barrières_NOUN
1868,2.0253484556143064e-08,2.3222348914941904e-06
1869,8.790334127262156e-09,2.6620061959192753e-06
1870,2.9243649279919737e-08,2.2552012950427525e-06
1871,3.186353225714811e-08,2.0148373636175165e-06
1872,1.9351485081031683e-08,2.0887509890599176e-06
1873,2.334541671089596e-08,1.9526346690668106e-06
1874,2.9873045814809984e-08,1.9979093224264943e-06
1875,2.9751941355016243e-08,1.830316577411395e-06
1876,2.539326171557832e-08,1.6668862699020792e-06
1877,1.2369632429454214e-08,1.719378893483281e-06
1878,1.7513357430942733e-08,1.8129344709905126e-06
1879,2.932476217409885e-08,2.099164134961029e-06
1880,1.4761046607247863e-08,1.916368923104983e-06
1881,2.2312023451043217e-08,1.8442282296859958e-06
1882,2.3959387362992857e-08,1.6512010958535939e-06
1883,3.4756364897248204e-08,1.4711420632806949e-06
1884,1.7824580922365385e-08,1.7441683155539067e-06
1885,2.2559724977000428e-08,1.7809291819048667e-06
1886,3.226731992711507e-08,1.4171806554941213e-06
1887,2.4809913345968937e-08,1.6642228786167834e-06
1888,2.536245924389391e-08,1.6999188119370956e-06
1889,2.8819629793730428e-08,1.8732758562123308e-06
1890,4.1948072126984925e-08,1.82211945087829e-06
1891,2.8683989850009084e-08,1.5897304663781142e-06
1892,3.949162730165767e-08,1.684976105309488e-06
1893,3.5102974971223944e-08,1.762538779814804e-06
1894,3.591877462127968e-08,1.8154734462427768e-06
1895,2.467631921021507e-08,1.7351665988485365e-06
1896,1.6511680911435178e-08,1.720163368190697e-06
1897,1.9228154068962056e-08,1.6244877940607694e-06
1898,2.037007762467624e-08,1.7286274172079175e-06
1899,1.9346524382513053e-08,1.5455108979267607e-06
1900,2.128331755280044e-08,1.8127157801473004e-06
1901,1.5648469187112823e-08,1.8269587513941588e-06
1902,2.7006561653664107e-08,1.5707998102243437e-06
1903,2.2680925360063497e-08,1.6773083615362339e-06
1904,2.4723276759175405e-08,1.8821936862423172e-06
1905,2.4255567332431838e-08,1.8521964619822029e-06
1906,2.82930141537463e-08,1.6281343633295364e-06
1907,3.1371345521336025e-08,1.7300524959296126e-06
1908,2.9468334439286537e-08,1.5858875173080378e-06
1909,2.6954819709601452e-08,1.7592145411526872e-06
1910,2.1911017000775246e-08,1.6673749669848803e-06
1911,2.2345572059379037e-08,1.5742986860800556e-06
1912,2.969370060945664e-08,1.522192889069629e-06
1913,3.4999732889673396e-08,1.4683979046026252e-06
1914,3.616241484039051e-08,1.3085436876281165e-06
1915,9.895839869766831e-08,1.6893612055923768e-06
1916,8.460345757299592e-08,1.5997744355900068e-06
1917,1.0747096190755201e-07,1.5002068280978165e-06
1918,3.388481060184745e-07,1.699983656067161e-06
1919,2.0993894311871486e-07,1.6159774389734594e-06
1920,2.930453666394328e-07,1.4394812311024907e-06
1921,2.476288400998783e-07,1.3585509108793303e-06
1922,2.1100896230308308e-07,1.6091277501573131e-06
1923,2.2824288903322554e-07,1.434214610185336e-06
1924,1.2375959412835869e-07,1.5199224918660548e-06
1925,1.2537923321787048e-07,1.4594582538052236e-06
1926,8.916910521072907e-08,1.4813218456311006e-06
1927,1.2375639446560172e-07,1.7649222741056292e-06
1928,1.0968999886173947e-07,1.4213994745659875e-06
1929,1.5485164173156818e-07,1.5975343004015485e-06
1930,1.628058514668851e-07,1.7866629917762111e-06
1931,1.4826963212755118e-07,1.6503550526181243e-06
1932,2.5645315426814363e-07,1.8521616880207148e-06
1933,1.8697178738591447e-07,1.814658730836527e-06
1934,5.343784579281419e-07,1.6870064598606405e-06
1935,3.2912781477989483e-07,1.63367074890175e-06
1936,1.4185915464537402e-07,1.5095270100573543e-06
1937,2.66931706072171e-07,1.667064019272857e-06
1938,2.1651908266306918e-07,1.5350813811210173e-06
1939,2.431754113629836e-07,1.4009350479682325e-06
1940,4.665840656059572e-07,1.1892821447645474e-06
1941,5.460279557389924e-07,1.4167212754045977e-06
1942,4.3692650342208594e-07,1.4837295196912237e-06
1943,5.080661811263099e-07,1.6141988226081594e-06
1944,9.671690541779299e-07,1.6130194637753448e-06
1945,1.1654997162935388e-06,1.8952984817133256e-06
1946,6.306260234012484e-07,1.8696043184718292e-06
1947,9.14330794188345e-07,1.8834976032167106e-06
1948,4.76188676046263e-07,1.8330003328514977e-06
1949,5.095027262314034e-07,1.991871030782022e-06
1950,4.541299492011319e-07,1.6410362420060665e-06
1951,5.415991823909394e-07,1.7665943232714199e-06
1952,4.797885799767698e-07,1.6576431818293713e-06
1953,4.80512715395065e-07,1.915586494760646e-06
1954,4.5051391950323705e-07,1.8128053937971345e-06
1955,4.251680270073166e-07,1.591799119182724e-06
1956,4.2210324302516256e-07,1.6631217576446033e-06
1957,3.551685034963725e-07,1.6212293871831207e-06
1958,4.2353886886559167e-07,1.76116067507337e-06
1959,3.92962927087126e-07,1.9322613979966263e-06
1960,4.3462832799434636e-07,1.7184429168537463e-06
1961,3.487976023563988e-07,1.7530205411731004e-06
1962,6.050226666332037e-07,2.0427441853598793e-06
1963,4.086545635217931e-07,2.1583685452242207e-06
1964,5.950120871567322e-07,1.9401775546157296e-06
1965,4.607460457606294e-07,2.0219199825532996e-06
1966,5.023940969905993e-07,1.908765142388802e-06
1967,7.02079777425979e-07,2.0613733511254395e-06
1968,7.289567882651227e-07,1.9676893288078645e-06
1969,5.840700509907037e-07,2.122363412127015e-06
1970,5.113782268750811e-07,2.028037755508194e-06
1971,4.4241601937500263e-07,1.939745018830763e-06
1972,4.3811454553122076e-07,2.071040370310584e-06
1973,4.5208271259866706e-07,2.0757211842692413e-06
1974,4.579215264755021e-07,1.94363497030281e-06
1975,3.80384580722648e-07,2.079549972222594e-06
1976,4.0280365443123856e-07,1.935742901082449e-06
1977,3.43791744406019e-07,2.0033949112985283e-06
1978,3.8851468175948867e-07,1.9479199266925207e-06
1979,3.557999663783562e-07,2.004300924340896e-06
1980,4.2240670961035676e-07,2.0767855914982647e-06
1981,3.871236327057659e-07,2.0311339596901234e-06
1982,4.022461546071554e-07,2.0919283656439802e-06
1983,5.292235067955176e-07,2.1832046428471585e-06
1984,5.016142337055385e-07,2.0482097511376196e-06
1985,4.3853416897832176e-07,2.212522247191373e-06
1986,4.90948355746923e-07,2.2167608051404386e-06
1987,4.3264584093094527e-07,2.195616502831399e-06
1988,4.1256291005709045e-07,2.504760502120007e-06
1989,3.64960111021162e-07,2.8225412336269073e-06
1990,5.14352656466599e-07,2.4306431640752635e-06
1991,4.1616403212429987e-07,2.522188580655893e-06
1992,3.879000720630188e-07,2.4910458193971863e-06
1993,3.777739330246277e-07,2.5513590458103863e-06
1994,5.132503555493884e-07,2.594208837081169e-06
1995,3.7794483542796797e-07,2.511679113581522e-06
1996,3.613888317488545e-07,2.427764414392186e-06
1997,4.018121533277963e-07,2.4391627135855742e-06
1998,4.391447161466999e-07,2.4384212053973897e-06
1999,4.058338776147252e-07,2.639291082573436e-06
2000,4.091097229874663e-07,2.7343196791207447e-06
2001,3.2377154823848286e-07,2.6326701885182047e-06
2002,3.2859161169795925e-07,2.7102235407028274e-06
2003,3.271034474394696e-07,2.605993600468537e-06
2004,4.660269192768851e-07,2.6146842060370545e-06
2005,3.251707321183517e-07,2.6157777170965346e-06
2006,2.8784051409047606e-07,2.5852113054725123e-06
2007,3.662937642090469e-07,2.5668525722721824e-06
2008,3.733774542880042e-07,2.7328505893819965e-06
2009,2.884756549192957e-07,2.883326118308105e-06
2010,4.0671856638141435e-07,2.8248283001630625e-06
2011,4.152833543713541e-07,2.6041248872843425e-06
2012,3.4076568677932073e-07,2.7312320014516445e-06
2013,4.172530996271462e-07,2.7723901894205483e-06
2014,4.6751961946256415e-07,2.592687550873052e-06
2015,3.404659687511469e-07,2.501626966022741e-06
2016,2.632673261615537e-07,2.575089851575285e-06
2017,2.855218976804963e-07,2.617493493062284e-06
2018,3.2784627723714266e-07,2.634386802924382e-06
2019,3.0841442200113534e-07,2.562212173984335e-06
